화약,지발당장약량,뇌관,암석분류,암종,이격거리,심발,SR SD,CR SD,최대입자속도
에멀젼C,1.6,전기,화성암,안산암,221.3,선대구경,174.95,189.21,0.019
에멀젼C,1.6,전기,화성암,안산암,220.8,선대구경,174.56,188.78,0.026
에멀젼C,1.6,전기,화성암,안산암,219.7,선대구경,173.69,187.84,0.022
에멀젼C,1.4,전기,화성암,안산암,217.7,선대구경,183.99,194.6,0.017
에멀젼C,1.4,전기,화성암,안산암,217.2,선대구경,183.57,194.16,0.016
에멀젼C,1.6,전기,화성암,안산암,197.7,선대구경,156.3,169.03,0.014
에멀젼C,1.6,전기,화성암,안산암,197.1,선대구경,155.82,168.52,0.016
에멀젼C,1.6,전기,화성암,안산암,196.8,선대구경,155.58,168.26,0.013
에멀젼C,1.6,전기,화성암,안산암,197.1,선대구경,155.82,168.52,0.015
에멀젼C,1.4,전기,화성암,안산암,200.3,선대구경,169.28,179.05,0.011
에멀젼C,1.4,전기,화성암,안산암,193.4,선대구경,163.45,172.88,0.015
에멀젼C,1.6,전기,화성암,안산암,79.5,선대구경,62.85,67.97,0.087
에멀젼C,1.6,전기,화성암,안산암,79.9,선대구경,63.17,68.31,0.1
에멀젼C,1.6,전기,화성암,안산암,83.1,선대구경,65.7,71.05,0.055
에멀젼C,1.6,전기,화성암,안산암,78,선대구경,61.66,66.69,0.095
에멀젼C,1.4,전기,화성암,안산암,84.4,선대구경,71.33,75.45,0.072
에멀젼C,1.4,전기,화성암,안산암,80.3,선대구경,67.87,71.78,0.084
에멀젼C,1.6,전기,화성암,안산암,98.5,선대구경,77.87,84.22,0.064
에멀젼C,1.6,전기,화성암,안산암,98.3,선대구경,77.71,84.05,0.065
에멀젼C,1.6,전기,화성암,안산암,100.1,선대구경,79.14,85.58,0.054
에멀젼C,1.6,전기,화성암,안산암,98.1,선대구경,77.55,83.87,0.058
에멀젼C,1.6,전기,화성암,안산암,98.1,선대구경,77.55,83.87,0.059
에멀젼C,1.4,전기,화성암,안산암,103.1,선대구경,87.14,92.16,0.057
에멀젼C,1.6,전기,화성암,안산암,123.7,선대구경,97.79,105.76,0.053
에멀젼C,1.6,전기,화성암,안산암,124,선대구경,98.03,106.02,0.048
에멀젼C,1.6,전기,화성암,안산암,123.1,선대구경,97.32,105.25,0.043
에멀젼C,1.6,전기,화성암,안산암,127,선대구경,100.4,108.58,0.038
에멀젼C,1.4,전기,화성암,안산암,128.9,선대구경,108.94,115.22,0.029
에멀젼C,1.4,전기,화성암,안산암,121,선대구경,102.26,108.16,0.04
에멀젼C,1,비전기,변성암,편마암,31.5,V-CUT,31.5,31.5,0.305
에멀젼C,1.25,비전기,변성암,편마암,32.3,V-CUT,28.89,29.98,0.279
에멀젼C,1.25,비전기,변성암,편마암,34.3,V-CUT,30.68,31.84,0.195
에멀젼C,1.25,비전기,변성암,편마암,33.5,V-CUT,29.96,31.1,0.229
에멀젼C,1.25,비전기,변성암,편마암,31.3,V-CUT,28,29.06,0.439
에멀젼C,1,비전기,변성암,편마암,33.5,V-CUT,33.5,33.5,0.2
에멀젼C,1,비전기,변성암,편마암,60.4,V-CUT,60.4,60.4,0.064
에멀젼C,1.25,비전기,변성암,편마암,61.6,V-CUT,55.1,57.18,0.067
에멀젼C,1.25,비전기,변성암,편마암,62.7,V-CUT,56.08,58.21,0.057
에멀젼C,1.25,비전기,변성암,편마암,60.6,V-CUT,54.2,56.26,0.098
에멀젼C,1,비전기,변성암,편마암,63.9,V-CUT,63.9,63.9,0.054
에멀젼C,1,비전기,변성암,편마암,62.2,V-CUT,62.2,62.2,0.058
에멀젼C,1,비전기,변성암,편마암,90.1,V-CUT,90.1,90.1,0.024
에멀젼C,1.25,비전기,변성암,편마암,89.5,V-CUT,80.05,83.08,0.037
에멀젼C,1.25,비전기,변성암,편마암,90.5,V-CUT,80.95,84.01,0.026
에멀젼C,1.25,비전기,변성암,편마암,91.5,V-CUT,81.84,84.94,0.024
에멀젼C,1.25,비전기,변성암,편마암,92.5,V-CUT,82.73,85.87,0.022
에멀젼C,1,비전기,변성암,편마암,91.7,V-CUT,91.7,91.7,0.025
에멀젼C,1,비전기,변성암,편마암,119.9,V-CUT,119.9,119.9,0.012
에멀젼C,1.25,비전기,변성암,편마암,120.4,V-CUT,107.69,111.77,0.013
에멀젼C,1.25,비전기,변성암,편마암,119.4,V-CUT,106.79,110.84,0.019
에멀젼C,1,비전기,변성암,편마암,120.1,V-CUT,120.1,120.1,0.012
에멀젼C,1,비전기,변성암,편마암,122,V-CUT,122,122,0.008
에멀젼C,1,비전기,변성암,편마암,121.5,V-CUT,121.5,121.5,0.011
에멀젼C,1,비전기,변성암,편마암,149.7,V-CUT,149.7,149.7,0.012
에멀젼C,1.25,비전기,변성암,편마암,149.4,V-CUT,133.63,138.69,0.014
에멀젼C,1.25,비전기,변성암,편마암,151.2,V-CUT,135.24,140.36,0.008
에멀젼C,1.25,비전기,변성암,편마암,150.3,V-CUT,134.43,139.53,0.013
에멀젼C,1,비전기,변성암,편마암,149.9,V-CUT,149.9,149.9,0.014
에멀젼C,1,비전기,변성암,편마암,151.3,V-CUT,151.3,151.3,0.011
에멀젼C,1.5,비전기,퇴적암,응회암,181.1,V-CUT,147.87,158.21,0.02
에멀젼C,1.125,비전기,퇴적암,응회암,179.3,V-CUT,169.05,172.4,0.017
에멀젼C,1.3,비전기,퇴적암,응회암,176.4,V-CUT,154.71,161.63,0.019
에멀젼C,1.3,비전기,퇴적암,응회암,177.2,V-CUT,155.41,162.36,0.021
에멀젼C,1.5,비전기,퇴적암,응회암,179.2,V-CUT,146.32,156.55,0.023
에멀젼C,1.125,비전기,퇴적암,응회암,207.2,V-CUT,195.35,199.22,0.016
에멀젼C,1.3,비전기,퇴적암,응회암,213,V-CUT,186.81,195.16,0.015
에멀젼C,1.3,비전기,퇴적암,응회암,206.6,V-CUT,181.2,189.3,0.015
에멀젼C,0.975,비전기,퇴적암,응회암,209.5,V-CUT,212.17,211.28,0.02
에멀젼C,1,비전기,퇴적암,응회암,210.1,V-CUT,210.1,210.1,0.015
에멀젼C,1.875,비전기,퇴적암,응회암,62.6,V-CUT,45.72,50.77,0.126
에멀젼C,1.5,비전기,퇴적암,응회암,60.7,V-CUT,49.56,53.03,0.119
에멀젼C,1.5,비전기,퇴적암,응회암,62.7,V-CUT,51.19,54.77,0.165
에멀젼C,1.5,비전기,퇴적암,응회암,63.4,V-CUT,51.77,55.39,0.112
에멀젼C,1.125,비전기,퇴적암,응회암,63.9,V-CUT,60.25,61.44,0.098
에멀젼C,1.5,비전기,퇴적암,응회암,109.7,V-CUT,89.57,95.83,0.025
에멀젼C,1.5,비전기,퇴적암,응회암,111.8,V-CUT,91.28,97.67,0.037
에멀젼C,1.125,비전기,퇴적암,응회암,111.9,V-CUT,105.5,107.59,0.021
에멀젼C,1.125,비전기,퇴적암,응회암,109.2,V-CUT,102.95,105,0.047
에멀젼C,1.125,비전기,퇴적암,응회암,112.2,V-CUT,105.78,107.88,0.039
에멀젼C,1.125,비전기,퇴적암,응회암,128.5,V-CUT,121.15,123.55,0.029
에멀젼C,1.125,비전기,퇴적암,응회암,133.8,V-CUT,126.15,128.65,0.028
에멀젼C,1.125,비전기,퇴적암,응회암,130.3,V-CUT,122.85,125.28,0.046
에멀젼C,1.125,비전기,퇴적암,응회암,132.8,V-CUT,125.21,127.69,0.034
에멀젼C,1.3,비전기,퇴적암,응회암,127.9,V-CUT,112.18,117.19,0.026
에멀젼C,1.5,비전기,퇴적암,응회암,149.5,V-CUT,122.07,130.6,0.035
에멀젼C,1.125,비전기,퇴적암,응회암,150.2,V-CUT,141.61,144.42,0.032
에멀젼C,1.125,비전기,퇴적암,응회암,149,V-CUT,140.48,143.26,0.034
에멀젼C,1.125,비전기,퇴적암,응회암,152.7,V-CUT,143.97,146.82,0.035
에멀젼C,1.3,비전기,퇴적암,응회암,147,V-CUT,128.93,134.69,0.054
에멀젼C,1.5,비전기,퇴적암,응회암,169.5,V-CUT,138.4,148.07,0.018
에멀젼C,0.75,비전기,퇴적암,응회암,169.2,V-CUT,195.38,186.23,0.02
에멀젼C,1.125,비전기,퇴적암,응회암,169.7,V-CUT,159.99,163.17,0.039
에멀젼C,1.3,비전기,퇴적암,응회암,174.1,V-CUT,152.7,159.52,0.035
에멀젼C,1.3,비전기,퇴적암,응회암,174,V-CUT,152.61,159.43,0.035
에멀젼C,0.25,전기,화성암,안산암,36.8,선대구경,73.6,58.42,0.27
에멀젼C,0.188,전기,화성암,안산암,32.5,선대구경,75.06,56.78,0.297
에멀젼C,0.188,전기,화성암,안산암,32.4,선대구경,74.82,56.61,0.342
에멀젼C,0.188,전기,화성암,안산암,32.9,선대구경,75.98,57.48,0.17
에멀젼C,0.375,전기,화성암,안산암,33.7,선대구경,55.03,46.73,0.314
에멀젼C,0.25,전기,화성암,안산암,54.4,선대구경,108.8,86.35,0.104
에멀젼C,0.188,전기,화성암,안산암,52.6,선대구경,121.47,91.9,0.094
에멀젼C,0.188,전기,화성암,안산암,56,선대구경,129.33,97.84,0.079
에멀젼C,0.188,전기,화성암,안산암,58.1,선대구경,134.18,101.51,0.059
에멀젼C,0.375,전기,화성암,안산암,58.3,선대구경,95.2,80.85,0.087
에멀젼C,0.25,전기,화성암,안산암,89.4,선대구경,178.8,141.91,0.024
에멀젼C,0.188,전기,화성암,안산암,91.8,선대구경,212,160.39,0.026
에멀젼C,0.188,전기,화성암,안산암,91.1,선대구경,210.39,159.17,0.033
에멀젼C,0.188,전기,화성암,안산암,93.1,선대구경,215.01,162.66,0.022
에멀젼C,0.188,전기,화성암,안산암,92.4,선대구경,213.39,161.44,0.023
에멀젼C,0.25,전기,화성암,안산암,39,선대구경,78,61.91,0.179
에멀젼C,0.188,전기,화성암,안산암,35.8,선대구경,82.68,62.55,0.147
에멀젼C,0.188,전기,화성암,안산암,40,선대구경,92.38,69.89,0.116
에멀젼C,0.188,전기,화성암,안산암,34.8,선대구경,80.37,60.8,0.154
에멀젼C,0.188,전기,화성암,안산암,35.9,선대구경,82.91,62.72,0.146
에멀젼C,0.25,전기,화성암,안산암,21.9,선대구경,43.8,34.76,0.41
에멀젼C,0.188,전기,화성암,안산암,19,선대구경,43.88,33.2,0.537
에멀젼C,0.188,전기,화성암,안산암,18.4,선대구경,42.49,32.15,0.492
에멀젼C,0.188,전기,화성암,안산암,18.2,선대구경,42.03,31.8,0.439
에멀젼C,0.375,전기,화성암,안산암,24.9,선대구경,40.66,34.53,0.446
에멀젼C,0.25,전기,화성암,안산암,71.2,선대구경,142.4,113.02,0.038
에멀젼C,0.188,전기,화성암,안산암,68.6,선대구경,158.42,119.86,0.05
에멀젼C,0.188,전기,화성암,안산암,67.4,선대구경,155.65,117.76,0.047
에멀젼C,0.188,전기,화성암,안산암,66.6,선대구경,153.81,116.36,0.051
에멀젼C,0.375,전기,화성암,안산암,75.1,선대구경,122.64,104.14,0.043
에멀젼C,1.6,전기,화성암,안산암,37.2,V-CUT,29.41,31.81,0.509
에멀젼C,1.6,전기,화성암,안산암,38.6,V-CUT,30.52,33,0.321
에멀젼C,1.6,전기,화성암,안산암,35.5,V-CUT,28.07,30.35,0.336
에멀젼C,1.6,전기,화성암,안산암,36.5,V-CUT,28.86,31.21,0.325
에멀젼C,1.2,전기,화성암,안산암,34.7,V-CUT,31.68,32.65,0.369
에멀젼C,1.6,전기,화성암,안산암,53.7,V-CUT,42.45,45.91,0.245
에멀젼C,1.2,전기,화성암,안산암,54.1,V-CUT,49.39,50.91,0.209
에멀젼C,1.2,전기,화성암,안산암,54,V-CUT,49.3,50.82,0.237
에멀젼C,1.4,전기,화성암,안산암,54.7,V-CUT,46.23,48.9,0.167
에멀젼C,1,전기,화성암,안산암,53,V-CUT,53,53,0.173
에멀젼C,1.2,전기,화성암,안산암,89.1,V-CUT,81.34,83.85,0.141
에멀젼C,1,전기,화성암,안산암,88.8,V-CUT,88.8,88.8,0.104
에멀젼C,1.2,전기,화성암,안산암,87.3,V-CUT,79.69,82.15,0.094
에멀젼C,1.2,전기,화성암,안산암,86.6,V-CUT,79.05,81.49,0.1
에멀젼C,1,전기,화성암,안산암,88.1,V-CUT,88.1,88.1,0.088
에멀젼C,1.4,전기,화성암,안산암,35.3,V-CUT,29.83,31.55,0.679
에멀젼C,1.2,전기,화성암,안산암,35.8,V-CUT,32.68,33.69,0.666
에멀젼C,1.2,전기,화성암,안산암,32.9,V-CUT,30.03,30.96,0.815
에멀젼C,1.2,전기,화성암,안산암,33.6,V-CUT,30.67,31.62,0.686
에멀젼C,1,전기,화성암,안산암,34,V-CUT,34,34,0.688
에멀젼C,1.2,전기,화성암,안산암,15.4,V-CUT,14.06,14.49,1.637
에멀젼C,1.4,전기,화성암,안산암,16,V-CUT,13.52,14.3,1.524
에멀젼C,1,전기,화성암,안산암,15.4,V-CUT,15.4,15.4,1.768
에멀젼C,1,전기,화성암,안산암,17,V-CUT,17,17,1.532
에멀젼C,1,전기,화성암,안산암,16,V-CUT,16,16,1.695
에멀젼C,1.6,전기,화성암,안산암,120.4,V-CUT,95.18,102.94,0.053
에멀젼C,1.2,전기,화성암,안산암,120.8,V-CUT,110.27,113.68,0.054
에멀젼C,1.2,전기,화성암,안산암,119.6,V-CUT,109.18,112.55,0.06
에멀젼C,1,전기,화성암,안산암,118.2,V-CUT,118.2,118.2,0.077
에멀젼C,1,전기,화성암,안산암,118.8,V-CUT,118.8,118.8,0.062
에멀젼C,1.6,전기,화성암,안산암,260.8,V-CUT,206.18,222.98,0.014
에멀젼C,1.6,전기,화성암,안산암,260.9,V-CUT,206.26,223.07,0.014
에멀젼C,1.6,전기,화성암,안산암,261.6,V-CUT,206.81,223.66,0.008
에멀젼C,1.6,전기,화성암,안산암,261.5,V-CUT,206.73,223.58,0.009
에멀젼C,1.2,전기,화성암,안산암,265,V-CUT,241.91,249.37,0.011
에멀젼C,1.6,전기,화성암,안산암,293.4,V-CUT,231.95,250.85,0.018
에멀젼C,1.2,전기,화성암,안산암,297,V-CUT,271.12,279.49,0.016
에멀젼C,1.2,전기,화성암,안산암,298.6,V-CUT,272.58,280.99,0.013
에멀젼C,1.4,전기,화성암,안산암,295.4,V-CUT,249.66,264.06,0.018
에멀젼C,1,전기,화성암,안산암,297,V-CUT,297,297,0.013
에멀젼C,1.2,전기,화성암,안산암,44.5,V-CUT,40.62,41.88,0.291
에멀젼C,1,전기,화성암,안산암,45.3,V-CUT,45.3,45.3,0.23
에멀젼C,1.2,전기,화성암,안산암,43.6,V-CUT,39.8,41.03,0.308
에멀젼C,1.2,전기,화성암,안산암,41.8,V-CUT,38.16,39.34,0.391
에멀젼C,1,전기,화성암,안산암,42.6,V-CUT,42.6,42.6,0.322
에멀젼C,1.4,전기,화성암,안산암,51.1,V-CUT,43.19,45.68,0.282
에멀젼C,1.2,전기,화성암,안산암,51.4,V-CUT,46.92,48.37,0.258
에멀젼C,1.2,전기,화성암,안산암,50.6,V-CUT,46.19,47.62,0.316
에멀젼C,1.2,전기,화성암,안산암,49.8,V-CUT,45.46,46.86,0.364
에멀젼C,1,전기,화성암,안산암,57,V-CUT,57,57,0.13
에멀젼C,1.2,전기,화성암,안산암,68.3,V-CUT,62.35,64.27,0.136
에멀젼C,1.4,전기,화성암,안산암,75.4,V-CUT,63.72,67.4,0.116
에멀젼C,1,전기,화성암,안산암,64.8,V-CUT,64.8,64.8,0.191
에멀젼C,1,전기,화성암,안산암,67.5,V-CUT,67.5,67.5,0.139
에멀젼C,1,전기,화성암,안산암,65.6,V-CUT,65.6,65.6,0.183
에멀젼C,1.6,전기,화성암,안산암,89.9,V-CUT,71.07,76.86,0.135
에멀젼C,1.2,전기,화성암,안산암,88.2,V-CUT,80.52,83,0.097
에멀젼C,1.2,전기,화성암,안산암,86.4,V-CUT,78.87,81.31,0.149
에멀젼C,1,전기,화성암,안산암,84.8,V-CUT,84.8,84.8,0.153
에멀젼C,1,전기,화성암,안산암,85.6,V-CUT,85.6,85.6,0.151
에멀젼C,1.4,전기,화성암,안산암,105.2,V-CUT,88.91,94.04,0.125
에멀젼C,1.4,전기,화성암,안산암,107.4,V-CUT,90.77,96.01,0.149
에멀젼C,1.2,전기,화성암,안산암,105.6,V-CUT,96.4,99.37,0.157
에멀젼C,1.2,전기,화성암,안산암,105.6,V-CUT,96.4,99.37,0.172
에멀젼C,1.4,전기,화성암,안산암,106.1,V-CUT,89.67,94.84,0.237
에멀젼C,0.64,비전기,변성암,편마암,218.4,V-CUT,273,253.43,0.009
에멀젼C,0.64,비전기,변성암,편마암,218.4,V-CUT,273,253.43,0.016
에멀젼C,0.64,비전기,변성암,편마암,218.3,V-CUT,272.88,253.31,0.011
에멀젼C,0.64,비전기,변성암,편마암,218.3,V-CUT,272.88,253.31,0.017
에멀젼C,0.64,비전기,변성암,편마암,218.3,V-CUT,272.88,253.31,0.014
에멀젼C,0.64,비전기,변성암,편마암,47.5,V-CUT,59.38,55.12,0.147
에멀젼C,0.48,비전기,변성암,편마암,47.5,V-CUT,68.56,60.67,0.134
에멀젼C,0.48,비전기,변성암,편마암,47.6,V-CUT,68.7,60.79,0.12
에멀젼C,0.48,비전기,변성암,편마암,47.6,V-CUT,68.7,60.79,0.134
에멀젼C,0.64,비전기,변성암,편마암,47.5,V-CUT,59.38,55.12,0.169
에멀젼C,0.64,비전기,변성암,편마암,70.3,V-CUT,87.88,81.58,0.081
에멀젼C,0.64,비전기,변성암,편마암,70.3,V-CUT,87.88,81.58,0.097
에멀젼C,0.48,비전기,변성암,편마암,70.3,V-CUT,101.47,89.79,0.086
에멀젼C,0.48,비전기,변성암,편마암,70.3,V-CUT,101.47,89.79,0.1
에멀젼C,0.64,비전기,변성암,편마암,70.3,V-CUT,87.88,81.58,0.146
에멀젼C,0.64,비전기,변성암,편마암,94.3,V-CUT,117.88,109.43,0.063
에멀젼C,0.64,비전기,변성암,편마암,94.3,V-CUT,117.88,109.43,0.07
에멀젼C,0.48,비전기,변성암,편마암,94.3,V-CUT,136.11,120.44,0.067
에멀젼C,0.48,비전기,변성암,편마암,94.3,V-CUT,136.11,120.44,0.085
에멀젼C,0.48,비전기,변성암,편마암,94.3,V-CUT,136.11,120.44,0.066
에멀젼C,0.64,비전기,변성암,편마암,113.7,V-CUT,142.13,131.94,0.038
에멀젼C,0.48,비전기,변성암,편마암,113.7,V-CUT,164.11,145.22,0.031
에멀젼C,0.48,비전기,변성암,편마암,113.7,V-CUT,164.11,145.22,0.035
에멀젼C,0.48,비전기,변성암,편마암,113.7,V-CUT,164.11,145.22,0.039
에멀젼C,0.48,비전기,변성암,편마암,113.7,V-CUT,164.11,145.22,0.037
에멀젼C,0.64,비전기,변성암,편마암,133.3,V-CUT,166.63,154.68,0.03
에멀젼C,0.48,비전기,변성암,편마암,133.3,V-CUT,192.4,170.25,0.025
에멀젼C,0.48,비전기,변성암,편마암,133.3,V-CUT,192.4,170.25,0.027
에멀젼C,0.48,비전기,변성암,편마암,133.3,V-CUT,192.4,170.25,0.027
에멀젼C,0.64,비전기,변성암,편마암,133.3,V-CUT,166.63,154.68,0.028
에멀젼C,1.125,비전기,변성암,편암,205.4,V-CUT,193.65,197.49,0.014
에멀젼C,1.125,비전기,변성암,편암,204.7,V-CUT,192.99,196.82,0.018
에멀젼C,1.125,비전기,변성암,편암,205.5,V-CUT,193.75,197.59,0.016
에멀젼C,1.125,비전기,변성암,편암,209.9,V-CUT,197.9,201.82,0.014
에멀젼C,1.3,비전기,변성암,편암,206.2,V-CUT,180.85,188.93,0.018
에멀젼C,1.125,비전기,변성암,편암,214.1,V-CUT,201.86,205.86,0.013
에멀젼C,1.125,비전기,변성암,편암,214.9,V-CUT,202.61,206.63,0.014
에멀젼C,1.125,비전기,변성암,편암,219.3,V-CUT,206.76,210.86,0.012
에멀젼C,1.125,비전기,변성암,편암,214.1,V-CUT,201.86,205.86,0.012
에멀젼C,1.3,비전기,변성암,편암,215,V-CUT,188.57,197,0.013
에멀젼C,1.5,비전기,변성암,편암,39,V-CUT,31.84,34.07,0.15
에멀젼C,1.125,비전기,변성암,편암,37.2,V-CUT,35.07,35.77,0.211
에멀젼C,0.75,비전기,변성암,편암,38,V-CUT,43.88,41.82,0.125
에멀젼C,1.625,비전기,변성암,편암,37.2,V-CUT,29.18,31.64,0.146
에멀젼C,1.3,비전기,변성암,편암,42.4,V-CUT,37.19,38.85,0.152
에멀젼C,1.875,비전기,변성암,편암,71.1,V-CUT,51.92,57.66,0.063
에멀젼C,1.125,비전기,변성암,편암,67.1,V-CUT,63.26,64.52,0.08
에멀젼C,1.125,비전기,변성암,편암,67,V-CUT,63.17,64.42,0.074
에멀젼C,1.125,비전기,변성암,편암,67.1,V-CUT,63.26,64.52,0.056
에멀젼C,1.125,비전기,변성암,편암,66.7,V-CUT,62.89,64.13,0.077
에멀젼C,1.5,비전기,변성암,편암,98.9,V-CUT,80.75,86.4,0.038
에멀젼C,1.125,비전기,변성암,편암,97.8,V-CUT,92.21,94.03,0.034
에멀젼C,1.125,비전기,변성암,편암,97.9,V-CUT,92.3,94.13,0.036
에멀젼C,1.125,비전기,변성암,편암,102.3,V-CUT,96.45,98.36,0.034
에멀젼C,0.75,비전기,변성암,편암,103.1,V-CUT,119.05,113.48,0.024
에멀젼C,1.5,비전기,변성암,편암,128.9,V-CUT,105.25,112.6,0.025
에멀젼C,0.375,비전기,변성암,편암,127.8,V-CUT,208.7,177.22,0.018
에멀젼C,0.75,비전기,변성암,편암,132.2,V-CUT,152.65,145.5,0.015
에멀젼C,0.75,비전기,변성암,편암,127,V-CUT,146.65,139.78,0.019
에멀젼C,0.75,비전기,변성암,편암,127.8,V-CUT,147.57,140.66,0.018
에멀젼C,1.5,비전기,변성암,편암,161.5,V-CUT,131.86,141.08,0.018
에멀젼C,0.75,비전기,변성암,편암,163,V-CUT,188.22,179.4,0.016
에멀젼C,0.75,비전기,변성암,편암,163.1,V-CUT,188.33,179.51,0.017
에멀젼C,0.75,비전기,변성암,편암,162.2,V-CUT,187.29,178.52,0.019
에멀젼C,0.75,비전기,변성암,편암,163,V-CUT,188.22,179.4,0.016
에멀젼C,0.75,비전기,퇴적암,응회암,226.8,V-CUT,261.89,249.63,0.009
에멀젼C,0.75,비전기,퇴적암,응회암,227.4,V-CUT,262.58,250.29,0.008
에멀젼C,1.125,비전기,퇴적암,응회암,227,V-CUT,214.02,218.26,0.008
에멀젼C,1.125,비전기,퇴적암,응회암,226.6,V-CUT,213.64,217.88,0.008
에멀젼C,1.125,비전기,퇴적암,응회암,228.4,V-CUT,215.34,219.61,0.007
에멀젼C,1.5,비전기,퇴적암,응회암,40.9,V-CUT,33.39,35.73,0.151
에멀젼C,0.75,비전기,퇴적암,응회암,42.2,V-CUT,48.73,46.45,0.09
에멀젼C,0.5,비전기,퇴적암,응회암,37.6,V-CUT,53.17,47.37,0.09
에멀젼C,1.125,비전기,퇴적암,응회암,43.9,V-CUT,41.39,42.21,0.153
에멀젼C,1.125,비전기,퇴적암,응회암,41.8,V-CUT,39.41,40.19,0.142
에멀젼C,1.125,비전기,퇴적암,응회암,69.1,V-CUT,65.15,66.44,0.096
에멀젼C,0.75,비전기,퇴적암,응회암,72.1,V-CUT,83.25,79.36,0.065
에멀젼C,0.5,비전기,퇴적암,응회암,72.1,V-CUT,101.96,90.84,0.087
에멀젼C,0.5,비전기,퇴적암,응회암,73.3,V-CUT,103.66,92.35,0.039
에멀젼C,1.125,비전기,퇴적암,응회암,71.6,V-CUT,67.51,68.84,0.07
에멀젼C,1.125,비전기,퇴적암,응회암,98.6,V-CUT,92.96,94.8,0.031
에멀젼C,0.75,비전기,퇴적암,응회암,102,V-CUT,117.78,112.27,0.027
에멀젼C,0.5,비전기,퇴적암,응회암,102.1,V-CUT,144.39,128.64,0.026
에멀젼C,0.75,비전기,퇴적암,응회암,103.1,V-CUT,119.05,113.48,0.028
에멀젼C,1.125,비전기,퇴적암,응회암,101.8,V-CUT,95.98,97.88,0.028
에멀젼C,1.125,비전기,퇴적암,응회암,131.1,V-CUT,123.6,126.05,0.016
에멀젼C,0.5,비전기,퇴적암,응회암,133.2,V-CUT,188.37,167.82,0.014
에멀젼C,1.125,비전기,퇴적암,응회암,131.1,V-CUT,123.6,126.05,0.023
에멀젼C,1.125,비전기,퇴적암,응회암,131.8,V-CUT,124.26,126.73,0.013
에멀젼C,1.125,비전기,퇴적암,응회암,133.1,V-CUT,125.49,127.98,0.009
에멀젼C,0.5,비전기,퇴적암,응회암,157.1,V-CUT,222.17,197.93,0.013
에멀젼C,0.5,비전기,퇴적암,응회암,162.1,V-CUT,229.24,204.23,0.012
에멀젼C,1.125,비전기,퇴적암,응회암,160.4,V-CUT,151.23,154.22,0.026
에멀젼C,1.125,비전기,퇴적암,응회암,162.5,V-CUT,153.21,156.24,0.017
에멀젼C,1.125,비전기,퇴적암,응회암,163.6,V-CUT,154.24,157.3,0.023
에멀젼C,6.4,비전기,변성암,편마암,120.1,V-CUT,47.47,64.69,0.118
에멀젼C,9,비전기,변성암,편마암,120.2,V-CUT,40.07,57.79,0.122
에멀젼C,9,비전기,변성암,편마암,120.2,V-CUT,40.07,57.79,0.131
에멀젼C,9,비전기,변성암,편마암,120.1,V-CUT,40.03,57.74,0.258
에멀젼C,6.4,비전기,변성암,편마암,120,V-CUT,47.43,64.63,0.122
에멀젼C,6.4,비전기,변성암,편마암,150,V-CUT,59.29,80.79,0.101
에멀젼C,6.4,비전기,변성암,편마암,150,V-CUT,59.29,80.79,0.109
에멀젼C,9,비전기,변성암,편마암,150,V-CUT,50,72.11,0.176
에멀젼C,9,비전기,변성암,편마암,150,V-CUT,50,72.11,0.209
에멀젼C,6.4,비전기,변성암,편마암,150,V-CUT,59.29,80.79,0.137
에멀젼C,3.2,비전기,변성암,편마암,200,V-CUT,111.8,135.72,0.039
에멀젼C,6.4,비전기,변성암,편마암,200,V-CUT,79.06,107.72,0.067
에멀젼C,9,비전기,변성암,편마암,200,V-CUT,66.67,96.15,0.105
에멀젼C,9,비전기,변성암,편마암,200,V-CUT,66.67,96.15,0.075
에멀젼C,6.4,비전기,변성암,편마암,200,V-CUT,79.06,107.72,0.096
에멀젼C,6.4,비전기,변성암,편마암,225,V-CUT,88.94,121.19,0.036
에멀젼C,9,비전기,변성암,편마암,225,V-CUT,75,108.17,0.061
에멀젼C,6.4,비전기,변성암,편마암,225,V-CUT,88.94,121.19,0.04
에멀젼C,6.4,비전기,변성암,편마암,225,V-CUT,88.94,121.19,0.054
에멀젼C,6.4,비전기,변성암,편마암,225,V-CUT,88.94,121.19,0.042
에멀젼C,6.4,비전기,변성암,편마암,250,V-CUT,98.82,134.65,0.02
에멀젼C,6.4,비전기,변성암,편마암,250,V-CUT,98.82,134.65,0.021
에멀젼C,9,비전기,변성암,편마암,250,V-CUT,83.33,120.19,0.076
에멀젼C,6.4,비전기,변성암,편마암,250,V-CUT,98.82,134.65,0.054
에멀젼C,6.4,비전기,변성암,편마암,250,V-CUT,98.82,134.65,0.043
에멀젼C,6.4,비전기,변성암,편마암,300,V-CUT,118.59,161.58,0.022
에멀젼C,9,비전기,변성암,편마암,300,V-CUT,100,144.22,0.054
에멀젼C,9,비전기,변성암,편마암,300,V-CUT,100,144.22,0.045
에멀젼C,6.4,비전기,변성암,편마암,300,V-CUT,118.59,161.58,0.033
에멀젼C,6.4,비전기,변성암,편마암,300,V-CUT,118.59,161.58,0.039
에멀젼C,0.25,전기,화성암,안산암,95.1,V-CUT,190.2,150.96,0.015
에멀젼C,0.188,전기,화성암,안산암,93.7,V-CUT,216.39,163.71,0.012
에멀젼C,0.188,전기,화성암,안산암,94.4,V-CUT,218.01,164.93,0.012
