화약,지발당장약량,뇌관,암석분류,암종,이격거리,심발,SR SD,CR SD,최대입자속도
에멀젼C,1.5,비전기,퇴적암,,177.6,분착식 다단발파,145.01,155.15,0.03
에멀젼C,1.5,비전기,퇴적암,,177,분착식 다단발파,144.52,154.62,0.03
에멀젼C,1.875,비전기,퇴적암,,175,분착식 다단발파,127.8,141.92,0.054
에멀젼C,1.875,비전기,퇴적암,,176,분착식 다단발파,128.53,142.73,0.043
에멀젼C,2.5,비전기,퇴적암,,176.5,분착식 다단발파,111.63,130.05,0.037
에멀젼C,2,비전기,퇴적암,,164,분착식 다단발파,115.97,130.17,0.084
에멀젼C,1.35,비전기,퇴적암,,164,분착식 다단발파,141.15,148.39,0.084
에멀젼C,1.875,비전기,퇴적암,,164.9,분착식 다단발파,120.43,133.73,0.057
에멀젼C,1.25,비전기,퇴적암,,164.5,분착식 다단발파,147.13,152.71,0.06
에멀젼C,1.5,비전기,퇴적암,,163,분착식 다단발파,133.09,142.39,0.087
에멀젼C,1.5,비전기,퇴적암,,200,분착식 다단발파,163.3,174.72,0.064
에멀젼C,1.875,비전기,퇴적암,,199,분착식 다단발파,145.33,161.38,0.079
에멀젼C,2,비전기,퇴적암,,200,분착식 다단발파,141.42,158.74,0.019
에멀젼C,1.625,비전기,퇴적암,,199.5,분착식 다단발파,156.5,169.69,0.022
에멀젼C,1.625,비전기,퇴적암,,199.5,분착식 다단발파,156.5,169.69,0.022
에멀젼C,1.5,비전기,퇴적암,,276,분착식 다단발파,225.35,241.11,0.016
에멀젼C,1.5,비전기,퇴적암,,277.8,분착식 다단발파,226.82,242.68,0.011
에멀젼C,1.5,비전기,퇴적암,,277.8,분착식 다단발파,226.82,242.68,0.008
에멀젼C,1.5,비전기,퇴적암,,277,분착식 다단발파,226.17,241.98,0.011
에멀젼C,1.5,비전기,퇴적암,,277,분착식 다단발파,226.17,241.98,0.013
에멀젼C,1.92,전기,변성암,편마암,25,V-CUT,18.04,20.11,1.5
에멀젼C,1.92,전기,변성암,편마암,25,V-CUT,18.04,20.11,0.8
에멀젼C,0.96,전기,변성암,편마암,25,선대구경,25.52,25.34,0.12
에멀젼C,1.92,전기,변성암,편마암,39,V-CUT,28.15,31.38,0.35
에멀젼C,1.92,전기,변성암,편마암,39,V-CUT,28.15,31.38,0.3
에멀젼C,1.28,전기,변성암,편마암,39,Cylinder-cut,34.47,35.92,0.31
에멀젼C,0.96,전기,변성암,편마암,39,선대구경,39.8,39.53,0.1
에멀젼C,2.88,비전기,변성암,편마암,60,V-CUT,35.36,42.17,0.404
에멀젼C,2.4,비전기,변성암,편마암,59,V-CUT,38.08,44.07,0.246
에멀젼C,1.44,비전기,변성암,편마암,58,V-CUT,48.33,51.36,0.256
정밀폭약,2.85,비전기,변성암,편마암,57,V-CUT,33.76,40.2,0.467
에멀젼C,1.92,비전기,변성암,편마암,61,V-CUT,44.02,49.08,0.368
에멀젼C,2.88,비전기,변성암,편마암,70,V-CUT,41.25,49.2,0.302
에멀젼C,2.4,비전기,변성암,편마암,69,V-CUT,44.54,51.54,0.148
에멀젼C,1.44,비전기,변성암,편마암,68,V-CUT,56.67,60.22,0.097
정밀폭약,2.85,비전기,변성암,편마암,67,V-CUT,39.69,47.26,0.363
에멀젼C,1.92,비전기,변성암,편마암,71,V-CUT,51.24,57.12,0.263
에멀젼C,2.88,비전기,변성암,편마암,80,V-CUT,47.14,56.23,0.177
에멀젼C,2.4,비전기,변성암,편마암,79,V-CUT,50.99,59.01,0.154
에멀젼C,1.44,비전기,변성암,편마암,78,V-CUT,65,69.07,0.164
정밀폭약,2.85,비전기,변성암,편마암,77,V-CUT,45.61,54.31,0.154
에멀젼C,1.92,비전기,변성암,편마암,81,V-CUT,58.46,65.17,0.154
에멀젼C,2.88,비전기,변성암,편마암,90,V-CUT,53.03,63.26,0.136
에멀젼C,2.4,비전기,변성암,편마암,89,V-CUT,57.45,66.47,0.091
에멀젼C,1.44,비전기,변성암,편마암,88,V-CUT,73.33,77.93,0.101
정밀폭약,2.85,비전기,변성암,편마암,87,V-CUT,51.53,61.36,0.132
에멀젼C,1.92,비전기,변성암,편마암,91,V-CUT,65.67,73.22,0.083
에멀젼C,2.88,비전기,변성암,편마암,100,V-CUT,58.93,70.29,0.079
에멀젼C,2.4,비전기,변성암,편마암,99,V-CUT,63.9,73.94,0.069
에멀젼C,1.44,비전기,변성암,편마암,98,V-CUT,81.67,86.78,0.064
정밀폭약,2.85,비전기,변성암,편마암,97,V-CUT,57.46,68.42,0.087
에멀젼C,1.92,비전기,변성암,편마암,101,V-CUT,72.89,81.26,0.069
에멀젼C,2.88,비전기,변성암,편마암,300,V-CUT,176.78,210.86,0.032
에멀젼C,2.4,비전기,변성암,편마암,299,V-CUT,193,223.32,0.038
에멀젼C,1.44,비전기,변성암,편마암,298,V-CUT,248.33,263.89,0.024
정밀폭약,2.85,비전기,변성암,편마암,297,V-CUT,175.93,209.48,0.044
에멀젼C,1.92,비전기,변성암,편마암,301,V-CUT,217.23,242.18,0.02
에멀젼C,1.33,전기,변성암,편마암,73,V-CUT,63.3,66.38,0.137
에멀젼C,1.33,전기,변성암,편마암,82,V-CUT,71.1,74.56,0.1
에멀젼C,1.33,전기,변성암,편마암,77,V-CUT,66.77,70.02,0.12
에멀젼C,1.33,전기,변성암,편마암,79,V-CUT,68.5,71.84,0.1
에멀젼C,1.33,전기,변성암,편마암,72,V-CUT,62.43,65.47,0.12
에멀젼C,1.33,전기,변성암,편마암,74,V-CUT,64.17,67.29,0.12
에멀젼C,1.33,전기,변성암,편마암,76,V-CUT,65.9,69.11,0.1
에멀젼C,1.33,전기,변성암,편마암,73,V-CUT,63.3,66.38,0.1
에멀젼C,1.33,전기,변성암,편마암,70,V-CUT,60.7,63.65,0.1
에멀젼C,1.33,전기,변성암,편마암,68,V-CUT,58.96,61.83,0.12
에멀젼C,1.33,전기,변성암,편마암,60,V-CUT,52.03,54.56,0.15
에멀젼C,1.33,전기,변성암,편마암,65,V-CUT,56.36,59.11,0.1
에멀젼C,1.33,비전기,변성암,편마암,85,V-CUT,73.7,77.29,0.15
에멀젼C,1.33,비전기,변성암,편마암,82,V-CUT,71.1,74.56,0.15
에멀젼C,1.33,비전기,변성암,편마암,75,V-CUT,65.03,68.2,0.12
에멀젼C,1.33,비전기,변성암,편마암,76,V-CUT,65.9,69.11,0.15
에멀젼C,1.33,비전기,변성암,편마암,77,V-CUT,66.77,70.02,0.12
에멀젼C,1.33,비전기,변성암,편마암,61,V-CUT,52.89,55.47,0.102
에멀젼C,1.33,비전기,변성암,편마암,60,V-CUT,52.03,54.56,0.1
에멀젼C,1.33,비전기,변성암,편마암,60,V-CUT,52.03,54.56,0.12
에멀젼C,1.33,비전기,변성암,편마암,68,V-CUT,58.96,61.83,0.12
에멀젼C,1.33,비전기,변성암,편마암,72,V-CUT,62.43,65.47,0.1
에멀젼C,1.33,비전기,변성암,편마암,65,V-CUT,56.36,59.11,0.1
에멀젼C,1.33,비전기,변성암,편마암,61,V-CUT,52.89,55.47,0.1
함수폭약,0.125,전기,화성암,화강암,29.8,수직구,84.29,59.6,0.1
함수폭약,0.125,전기,화성암,화강암,22,수직구,62.23,44,0.07
함수폭약,0.125,전기,화성암,화강암,28.1,수직구,79.48,56.2,0.05
함수폭약,0.125,전기,화성암,화강암,29.7,수직구,84,59.4,0.1
함수폭약,0.125,전기,화성암,화강암,28.5,수직구,80.61,57,0.05
함수폭약,0.125,전기,화성암,화강암,30,수직구,84.85,60,0.1
함수폭약,0.125,전기,화성암,화강암,21.1,수직구,59.68,42.2,0.25
함수폭약,0.125,전기,화성암,화강암,29.1,수직구,82.31,58.2,0.07
함수폭약,0.125,전기,화성암,화강암,28.6,수직구,80.89,57.2,0.1
함수폭약,0.125,전기,화성암,화강암,29.4,수직구,83.16,58.8,0.07
함수폭약,0.166,전기,화성암,화강암,28.4,수직구,69.71,51.68,0.1
함수폭약,0.166,전기,화성암,화강암,22.1,수직구,54.24,40.21,0.12
함수폭약,0.166,전기,화성암,화강암,27.1,수직구,66.51,49.31,0.07
함수폭약,0.166,전기,화성암,화강암,26.8,수직구,65.78,48.76,0.07
함수폭약,0.166,전기,화성암,화강암,27.4,수직구,67.25,49.86,0.05
함수폭약,0.166,전기,화성암,화강암,28.4,수직구,69.71,51.68,0.1
함수폭약,0.166,전기,화성암,화강암,27.2,수직구,66.76,49.49,0.1
함수폭약,0.166,전기,화성암,화강암,27.5,수직구,67.5,50.04,0.05
함수폭약,0.166,전기,화성암,화강암,27.6,수직구,67.74,50.22,0.05
함수폭약,0.166,전기,화성암,화강암,28.3,수직구,69.46,51.49,0.1
함수폭약,0.166,전기,화성암,화강암,28,수직구,68.72,50.95,0.07
함수폭약,0.166,전기,화성암,화강암,28,수직구,68.72,50.95,0.05
함수폭약,0.166,전기,화성암,화강암,28,수직구,68.72,50.95,0.05
함수폭약,0.25,전기,화성암,화강암,26,수직구,52,41.27,0.1
함수폭약,0.25,전기,화성암,화강암,25.9,수직구,51.8,41.11,0.07
함수폭약,0.25,전기,화성암,화강암,26.1,수직구,52.2,41.43,0.05
함수폭약,0.25,전기,화성암,화강암,26.1,수직구,52.2,41.43,0.1
함수폭약,0.25,전기,화성암,화강암,22,수직구,44,34.92,0.05
함수폭약,0.25,전기,화성암,화강암,26.2,수직구,52.4,41.59,0.05
에멀젼C,0.25,전기,화성암,화강암,39.4,Cylinder-cut,78.8,62.54,0.165
에멀젼C,0.25,전기,화성암,화강암,38.2,Cylinder-cut,76.4,60.64,0.1
에멀젼C,0.25,전기,화성암,화강암,16.1,Cylinder-cut,32.2,25.56,0.35
에멀젼C,0.25,전기,화성암,화강암,15.2,Cylinder-cut,30.4,24.13,0.27
에멀젼C,0.25,전기,화성암,화강암,32.7,Cylinder-cut,65.4,51.91,0.25
에멀젼C,0.25,전기,화성암,화강암,29.3,Cylinder-cut,58.6,46.51,0.05
에멀젼C,0.5,전기,화성암,화강암,38,Cylinder-cut,53.74,47.88,0.127
에멀젼C,0.5,전기,화성암,화강암,36.7,Cylinder-cut,51.9,46.24,0.1
에멀젼C,0.5,전기,화성암,화강암,15,Cylinder-cut,21.21,18.9,0.3
에멀젼C,0.5,전기,화성암,화강암,15.6,Cylinder-cut,22.06,19.65,0.3
에멀젼C,0.5,전기,화성암,화강암,31.2,Cylinder-cut,44.12,39.31,0.22
에멀젼C,0.5625,전기,화성암,화강암,40.1,Cylinder-cut,53.47,48.58,0.225
에멀젼C,0.5625,전기,화성암,화강암,16.6,Cylinder-cut,22.13,20.11,0.4
에멀젼C,0.5625,전기,화성암,화강암,13.8,Cylinder-cut,18.4,16.72,0.35
에멀젼C,0.5625,전기,화성암,화강암,30.4,Cylinder-cut,40.53,36.83,0.05
에멀젼C,0.25,전기,화성암,화강암,41.3,Cylinder-cut,82.6,65.56,0.183
에멀젼C,0.25,전기,화성암,화강암,39,Cylinder-cut,78,61.91,0.1
에멀젼C,0.25,전기,화성암,화강암,13.2,Cylinder-cut,26.4,20.95,0.38
에멀젼C,0.25,전기,화성암,화강암,34.4,Cylinder-cut,68.8,54.61,0.1
에멀젼C,0.25,전기,화성암,화강암,30.7,Cylinder-cut,61.4,48.73,0.05
에멀젼C,0.375,전기,화성암,화강암,39.6,Cylinder-cut,64.67,54.91,0.1
에멀젼C,0.375,전기,화성암,화강암,16.8,Cylinder-cut,27.43,23.3,0.33
에멀젼C,0.375,전기,화성암,화강암,12.4,Cylinder-cut,20.25,17.2,0.5
에멀젼C,0.375,전기,화성암,화강암,34.2,Cylinder-cut,55.85,47.43,0.15
에멀젼C,0.375,전기,화성암,화강암,31.4,Cylinder-cut,51.28,43.54,0.05
에멀젼C,0.25,전기,화성암,화강암,37.6,Cylinder-cut,75.2,59.69,0.213
에멀젼C,0.25,전기,화성암,화강암,36,Cylinder-cut,72,57.15,0.1
에멀젼C,0.25,전기,화성암,화강암,12.7,Cylinder-cut,25.4,20.16,0.3
에멀젼C,0.25,전기,화성암,화강암,12.9,Cylinder-cut,25.8,20.48,0.4
에멀젼C,0.25,전기,화성암,화강암,45,Cylinder-cut,90,71.43,0.07
에멀젼C,0.25,전기,화성암,화강암,28.8,Cylinder-cut,57.6,45.72,0.05
에멀젼C,0.5,전기,화성암,화강암,42.9,Cylinder-cut,60.67,54.05,0.162
에멀젼C,0.5,전기,화성암,화강암,41.6,Cylinder-cut,58.83,52.41,0.1
에멀젼C,0.5,전기,화성암,화강암,18.8,Cylinder-cut,26.59,23.69,0.25
에멀젼C,0.5,전기,화성암,화강암,13.4,Cylinder-cut,18.95,16.88,0.45
에멀젼C,0.5,전기,화성암,화강암,50.6,Cylinder-cut,71.56,63.75,0.12
에멀젼C,0.5,전기,화성암,화강암,32.6,Cylinder-cut,46.1,41.07,0.05
에멀젼C,0.25,전기,화성암,화강암,23.5,수직구,47,37.3,0.1
에멀젼C,0.25,전기,화성암,화강암,11.6,수직구,23.2,18.41,0.27
에멀젼C,0.25,전기,화성암,화강암,16.4,수직구,32.8,26.03,0.27
에멀젼C,0.5,전기,화성암,화강암,11.9,수직구,16.83,14.99,0.3
에멀젼C,0.5,전기,화성암,화강암,14.4,수직구,20.36,18.14,0.22
에멀젼C,0.5,전기,화성암,화강암,17,수직구,24.04,21.42,0.38
에멀젼C,0.5,전기,화성암,화강암,28.9,수직구,40.87,36.41,0.15
에멀젼C,0.5,전기,화성암,화강암,31.3,수직구,44.26,39.44,0.17
에멀젼C,0.5,전기,화성암,화강암,20.4,수직구,28.85,25.7,0.508
에멀젼C,1.125,전기,화성암,화강암,24.4,수직구,23,23.46,0.1
에멀젼C,1.125,전기,화성암,화강암,12.6,수직구,11.88,12.11,0.27
에멀젼C,1.125,전기,화성암,화강암,17.4,수직구,16.4,16.73,0.35
에멀젼C,1.125,전기,화성암,화강암,27.9,수직구,26.3,26.83,0.2
에멀젼C,1.125,전기,화성암,화강암,20.8,수직구,19.61,20,0.506
에멀젼C,1,전기,화성암,화강암,13.9,수직구,13.9,13.9,0.65
에멀젼C,1,전기,화성암,화강암,16.2,수직구,16.2,16.2,0.27
에멀젼C,1,전기,화성암,화강암,18.7,수직구,18.7,18.7,0.43
에멀젼C,1,전기,화성암,화강암,29.1,수직구,29.1,29.1,0.3
에멀젼C,1,전기,화성암,화강암,32.9,수직구,32.9,32.9,0.17
에멀젼C,1,전기,화성암,화강암,22,수직구,22,22,0.595
에멀젼C,0.5,전기,화성암,화강암,11.2,수직구,15.84,14.11,0.35
에멀젼C,0.5,전기,화성암,화강암,13.5,수직구,19.09,17.01,0.33
에멀젼C,0.5,전기,화성암,화강암,15.9,수직구,22.49,20.03,0.33
에멀젼C,0.5,전기,화성암,화강암,26.3,수직구,37.19,33.14,0.22
에멀젼C,0.5,전기,화성암,화강암,30,수직구,42.43,37.8,0.12
에멀젼C,0.5,전기,화성암,화강암,19.2,수직구,27.15,24.19,0.414
에멀젼C,0.375,전기,화성암,화강암,16.4,수직구,26.78,22.74,0.2
에멀젼C,0.375,전기,화성암,화강암,18.6,수직구,30.37,25.79,0.38
에멀젼C,0.375,전기,화성암,화강암,29,수직구,47.36,40.21,0.15
에멀젼C,0.375,전기,화성암,화강암,22,수직구,35.93,30.51,0.34
에멀젼C,0.169,비전기,화성암,화강암,34,수직구,82.71,61.5,0.35
에멀젼C,0.169,비전기,화성암,화강암,30,수직구,72.98,54.26,0.66
에멀젼C,0.169,비전기,화성암,화강암,19,수직구,46.22,34.37,0.63
에멀젼C,0.169,비전기,화성암,화강암,14,수직구,34.06,25.32,1.19
에멀젼C,0.169,비전기,화성암,화강암,21,수직구,51.08,37.98,0.6
에멀젼C,0.169,비전기,화성암,화강암,34,수직구,82.71,61.5,0.1
에멀젼C,0.169,비전기,화성암,화강암,31,수직구,75.41,56.07,0.43
에멀젼C,0.169,비전기,화성암,화강암,30,수직구,72.98,54.26,0.6
에멀젼C,0.169,비전기,화성암,화강암,22,수직구,53.52,39.79,0.3
에멀젼C,0.169,비전기,화성암,화강암,16,수직구,38.92,28.94,0.96
에멀젼C,0.169,비전기,화성암,화강암,17,수직구,41.35,30.75,0.88
에멀젼C,0.169,비전기,화성암,화강암,21,수직구,51.08,37.98,0.295
에멀젼C,0.75,전기,변성암,편마암,31,V-CUT,35.8,34.12,0.162
에멀젼C,0.75,전기,변성암,편마암,29,V-CUT,33.49,31.92,0.09
에멀젼C,0.75,전기,변성암,편마암,42,V-CUT,48.5,46.23,0.1
에멀젼C,0.75,전기,변성암,편마암,35,V-CUT,40.41,38.52,0.1
에멀젼C,0.75,전기,변성암,편마암,35,V-CUT,40.41,38.52,0.07
에멀젼C,0.75,전기,변성암,편마암,30,V-CUT,34.64,33.02,0.07
에멀젼C,3,전기,변성암,편마암,28,V-CUT,16.17,19.41,0.16
에멀젼C,3,전기,변성암,편마암,30,V-CUT,17.32,20.8,0.108
에멀젼C,3,전기,변성암,편마암,40,V-CUT,23.09,27.73,0.1
에멀젼C,3,전기,변성암,편마암,33,V-CUT,19.05,22.88,0.15
에멀젼C,3,전기,변성암,편마암,41,V-CUT,23.67,28.43,0.05
에멀젼C,1,전기,변성암,편마암,27,Cylinder-cut,27,27,0.27
에멀젼C,1,전기,변성암,편마암,32,Cylinder-cut,32,32,0.1
에멀젼C,1,전기,변성암,편마암,31,Cylinder-cut,31,31,0.07
에멀젼C,1,전기,변성암,편마암,32,Cylinder-cut,32,32,0.1
에멀젼C,1,전기,변성암,편마암,30,Cylinder-cut,30,30,0.12
에멀젼C,1,전기,변성암,편마암,32,Cylinder-cut,32,32,0.067
에멀젼C,1,전기,변성암,편마암,34,Cylinder-cut,34,34,0.1
에멀젼C,1,전기,변성암,편마암,27,Cylinder-cut,27,27,0.1
에멀젼C,0.75,전기,변성암,편마암,29,V-CUT,33.49,31.92,0.162
에멀젼C,0.75,전기,변성암,편마암,31,V-CUT,35.8,34.12,0.121
에멀젼C,0.75,전기,변성암,편마암,44,V-CUT,50.81,48.43,0.1
에멀젼C,0.75,전기,변성암,편마암,36,V-CUT,41.57,39.62,0.1
에멀젼C,0.75,전기,변성암,편마암,37,V-CUT,42.72,40.72,0.1
에멀젼C,0.75,전기,변성암,편마암,31,V-CUT,35.8,34.12,0.1
에멀젼C,0.75,전기,변성암,편마암,33,V-CUT,38.11,36.32,0.12
에멀젼C,0.75,전기,변성암,편마암,38,V-CUT,43.88,41.82,0.12
에멀젼C,3,전기,변성암,편마암,36,V-CUT,20.78,24.96,0.108
에멀젼C,3,전기,변성암,편마암,43,V-CUT,24.83,29.81,0.1
에멀젼C,3,전기,변성암,편마암,36,V-CUT,20.78,24.96,0.1
에멀젼C,3,전기,변성암,편마암,36,V-CUT,20.78,24.96,0.1
에멀젼C,3,전기,변성암,편마암,30,V-CUT,17.32,20.8,0.12
에멀젼C,3,전기,변성암,편마암,32,V-CUT,18.48,22.19,0.07
에멀젼C,3,전기,변성암,편마암,38,V-CUT,21.94,26.35,0.12
에멀젼C,0.75,전기,변성암,편암,28.5,V-CUT,32.91,31.37,0.5
에멀젼C,0.75,전기,변성암,편암,35,V-CUT,40.41,38.52,0.3
에멀젼C,0.75,전기,변성암,편암,31.5,V-CUT,36.37,34.67,0.4
에멀젼C,0.75,전기,변성암,편암,30,V-CUT,34.64,33.02,0.22
에멀젼C,0.75,전기,변성암,편암,27.8,V-CUT,32.1,30.6,1.143
에멀젼C,0.75,전기,변성암,편암,25,V-CUT,28.87,27.52,0.719
에멀젼C,0.75,전기,변성암,편암,29,V-CUT,33.49,31.92,0.22
에멀젼C,0.75,전기,변성암,편암,28.2,V-CUT,32.56,31.04,0.17
에멀젼C,0.75,전기,변성암,편암,26,V-CUT,30.02,28.62,0.3
에멀젼C,0.75,전기,변성암,편암,23,V-CUT,26.56,25.31,0.33
에멀젼C,0.75,전기,변성암,편암,23.2,V-CUT,26.79,25.53,0.344
에멀젼C,0.75,전기,변성암,편암,22.6,V-CUT,26.1,24.87,0.546
에멀젼C,0.75,비전기,변성암,편암,28,V-CUT,32.33,30.82,0.38
에멀젼C,0.75,비전기,변성암,편암,34.5,V-CUT,39.84,37.97,0.17
에멀젼C,0.75,비전기,변성암,편암,31,V-CUT,35.8,34.12,0.27
에멀젼C,0.75,비전기,변성암,편암,29.5,V-CUT,34.06,32.47,0.22
에멀젼C,0.75,비전기,변성암,편암,26,V-CUT,30.02,28.62,0.53
에멀젼C,0.75,비전기,변성암,편암,39,V-CUT,45.03,42.93,0.1
에멀젼C,0.75,비전기,변성암,편암,31,V-CUT,35.8,34.12,0.35
에멀젼C,0.75,비전기,변성암,편암,35,V-CUT,40.41,38.52,0.68
에멀젼C,0.75,비전기,변성암,편암,28.5,V-CUT,32.91,31.37,0.4
에멀젼C,0.75,비전기,변성암,편암,32.4,V-CUT,37.41,35.66,0.38
에멀젼C,0.75,비전기,변성암,편암,35.3,V-CUT,40.76,38.85,0.27
에멀젼C,0.75,비전기,변성암,편암,25,V-CUT,28.87,27.52,0.764
에멀젼C,0.75,비전기,변성암,편암,27,V-CUT,31.18,29.72,0.721
에멀젼C,0.75,비전기,변성암,편암,28.5,V-CUT,32.91,31.37,0.22
에멀젼C,0.75,비전기,변성암,편암,28,V-CUT,32.33,30.82,0.12
에멀젼C,0.75,비전기,변성암,편암,25.5,V-CUT,29.44,28.07,0.3
에멀젼C,0.75,비전기,변성암,편암,23.5,V-CUT,27.14,25.87,0.43
에멀젼C,0.75,비전기,변성암,편암,22,V-CUT,25.4,24.21,0.5
에멀젼C,0.75,비전기,변성암,편암,35.8,V-CUT,41.34,39.4,0.3
에멀젼C,0.75,비전기,변성암,편암,37.2,V-CUT,42.95,40.94,0.48
에멀젼C,0.75,비전기,변성암,편암,40,V-CUT,46.19,44.03,0.38
에멀젼C,0.75,비전기,변성암,편암,43.1,V-CUT,49.77,47.44,0.12
에멀젼C,0.75,비전기,변성암,편암,24,V-CUT,27.71,26.42,0.346
에멀젼C,0.75,비전기,변성암,편암,22,V-CUT,25.4,24.21,0.603
에멀젼C,0.25,전기,변성암,편마암,26.4,V-CUT,52.8,41.91,0.216
에멀젼C,0.25,전기,변성암,편마암,29.7,V-CUT,59.4,47.15,0.113
에멀젼C,0.25,전기,변성암,편마암,29,V-CUT,58,46.03,0.167
에멀젼C,0.25,전기,변성암,편마암,23,V-CUT,46,36.51,0.25
에멀젼C,0.25,전기,변성암,편마암,35.4,V-CUT,70.8,56.19,0.07
에멀젼C,0.25,전기,변성암,편마암,21,V-CUT,42,33.34,0.88
에멀젼C,0.25,전기,변성암,편마암,27.6,V-CUT,55.2,43.81,0.15
에멀젼C,0.25,전기,변성암,편마암,36,V-CUT,72,57.15,0.05
함수폭약,0.75,전기,화성암,화강암,14.2,수직구,16.4,15.63,0.35
함수폭약,0.75,전기,화성암,화강암,13,수직구,15.01,14.31,0.78
함수폭약,0.75,전기,화성암,화강암,15,수직구,17.32,16.51,0.38
함수폭약,0.75,전기,화성암,화강암,21.3,수직구,24.6,23.44,0.68
함수폭약,0.75,전기,화성암,화강암,33.2,수직구,38.34,36.54,0.07
함수폭약,0.75,전기,화성암,화강암,22,수직구,25.4,24.21,0.165
함수폭약,0.75,전기,화성암,화강암,16,수직구,18.48,17.61,0.483
함수폭약,0.25,전기,화성암,화강암,14,수직구,28,22.22,0.2
함수폭약,0.25,전기,화성암,화강암,12.6,수직구,25.2,20,0.4
함수폭약,0.25,전기,화성암,화강암,14.8,수직구,29.6,23.49,0.2
함수폭약,0.25,전기,화성암,화강암,22.4,수직구,44.8,35.56,0.1
함수폭약,0.25,전기,화성암,화강암,34,수직구,68,53.97,0.05
함수폭약,0.25,전기,화성암,화강암,20.7,수직구,41.4,32.86,0.114
함수폭약,0.25,전기,화성암,화강암,16.8,수직구,33.6,26.67,0.178
함수폭약,0.25,전기,화성암,화강암,14.2,수직구,28.4,22.54,0.1
함수폭약,0.25,전기,화성암,화강암,12.6,수직구,25.2,20,0.15
함수폭약,0.25,전기,화성암,화강암,14.8,수직구,29.6,23.49,0.22
함수폭약,0.25,전기,화성암,화강암,23,수직구,46,36.51,0.27
함수폭약,0.25,전기,화성암,화강암,34.2,수직구,68.4,54.29,0.07
함수폭약,0.25,전기,화성암,화강암,21,수직구,42,33.34,0.14
함수폭약,0.25,전기,화성암,화강암,16.5,수직구,33,26.19,0.273
함수폭약,0.2,전기,화성암,화강암,15.7,수직구,35.11,26.85,0.1
함수폭약,0.2,전기,화성암,화강암,11.6,수직구,25.94,19.84,0.2
함수폭약,0.2,전기,화성암,화강암,12.3,수직구,27.5,21.03,0.12
함수폭약,0.2,전기,화성암,화강암,22.6,수직구,50.54,38.65,0.17
함수폭약,0.2,전기,화성암,화강암,34.7,수직구,77.59,59.34,0.05
함수폭약,0.2,전기,화성암,화강암,17,수직구,38.01,29.07,0.095
함수폭약,0.2,전기,화성암,화강암,14.2,수직구,31.75,24.28,0.25
함수폭약,0.2,전기,화성암,화강암,15.2,수직구,33.99,25.99,0.25
함수폭약,0.2,전기,화성암,화강암,21.4,수직구,47.85,36.59,0.15
함수폭약,0.2,전기,화성암,화강암,20.8,수직구,46.51,35.57,0.45
함수폭약,0.2,전기,화성암,화강암,32.2,수직구,72,55.06,0.07
함수폭약,0.2,전기,화성암,화강암,27.2,수직구,60.82,46.51,0.064
함수폭약,0.2,전기,화성암,화강암,15.6,수직구,34.88,26.68,0.216
함수폭약,0.2,전기,화성암,화강암,23,수직구,51.43,39.33,0.097
함수폭약,0.5,전기,화성암,화강암,14,수직구,19.8,17.64,0.1
함수폭약,0.5,전기,화성암,화강암,11.7,수직구,16.55,14.74,0.3
함수폭약,0.5,전기,화성암,화강암,14.6,수직구,20.65,18.39,0.22
함수폭약,0.5,전기,화성암,화강암,35.2,수직구,49.78,44.35,0.05
함수폭약,0.5,전기,화성암,화강암,17.4,수직구,24.61,21.92,0.051
함수폭약,0.5,전기,화성암,화강암,17,수직구,24.04,21.42,0.089
함수폭약,0.5,전기,화성암,화강암,20,수직구,28.28,25.2,0.052
함수폭약,0.5,전기,화성암,화강암,15.2,수직구,21.5,19.15,0.1
함수폭약,0.5,전기,화성암,화강암,14.8,수직구,20.93,18.65,0.2
함수폭약,0.5,전기,화성암,화강암,16,수직구,22.63,20.16,0.2
함수폭약,0.5,전기,화성암,화강암,32.2,수직구,45.54,40.57,0.07
함수폭약,0.5,전기,화성암,화강암,23.6,수직구,33.38,29.73,0.064
함수폭약,0.5,전기,화성암,화강암,15,수직구,21.21,18.9,0.221
함수폭약,0.5,전기,화성암,화강암,24,수직구,33.94,30.24,0.071
에멀젼C,0.25,전기,변성암,편마암,19.6,V-CUT,39.2,31.11,0.254
에멀젼C,0.167,전기,변성암,편마암,22.6,V-CUT,55.3,41.04,0.265
에멀젼C,0.25,전기,변성암,편마암,17.7,V-CUT,35.4,28.1,0.373
에멀젼C,0.25,전기,변성암,편마암,28.6,V-CUT,57.2,45.4,0.6
에멀젼C,0.25,전기,변성암,편마암,22.3,V-CUT,44.6,35.4,0.35
에멀젼C,0.25,전기,변성암,편마암,22.6,V-CUT,45.2,35.88,0.27
에멀젼C,0.25,전기,변성암,편마암,17.4,V-CUT,34.8,27.62,0.2
에멀젼C,0.25,전기,변성암,편마암,20.5,V-CUT,41,32.54,0.35
에멀젼C,0.25,전기,변성암,편마암,21,V-CUT,42,33.34,0.25
에멀젼C,0.25,전기,변성암,편마암,21,V-CUT,42,33.34,0.22
에멀젼C,0.25,전기,변성암,편마암,23.4,V-CUT,46.8,37.15,0.1
에멀젼C,0.167,전기,변성암,편마암,19.2,V-CUT,46.98,34.87,0.27
에멀젼C,0.167,전기,변성암,편마암,22,V-CUT,53.83,39.95,0.12
에멀젼C,0.167,전기,변성암,편마암,24.2,V-CUT,59.22,43.95,0.15
