,File Name,K,n,s,# of elem
415,tun_0_1_a_a_a.csv,12.079415271326134,-1.1126211640707266,0.47412449737607376,777
416,tun_0_2_0_7_0.csv,29.916372914059757,-1.4808560670153623,0.11458692213205099,30
421,tun_0_2_0_7_5.csv,5.903091696346361,-1.0006855424525618,0.2746770207617617,10
423,tun_0_2_0_7_a.csv,18.084941330006306,-1.3425953460379396,0.20748763144033247,40
432,tun_0_2_0_a_0.csv,29.916372914059757,-1.4808560670153623,0.11458692213205099,30
437,tun_0_2_0_a_5.csv,5.903091696346361,-1.0006855424525618,0.2746770207617617,10
439,tun_0_2_0_a_a.csv,18.084941330006306,-1.3425953460379396,0.20748763144033247,40
448,tun_0_2_1_2_0.csv,74.81257466852736,-1.6992020797634442,0.29470062185214374,21
455,tun_0_2_1_2_a.csv,74.81257466852736,-1.6992020797634442,0.29470062185214374,21
472,tun_0_2_1_a_0.csv,74.81257466852736,-1.6992020797634442,0.29470062185214374,21
479,tun_0_2_1_a_a.csv,74.81257466852736,-1.6992020797634442,0.29470062185214374,21
488,tun_0_2_2_10_0.csv,65.58216688396767,-1.5437184303292093,0.34989158604240084,258
490,tun_0_2_2_10_2.csv,13.331084474356137,-1.3231245440653439,0.15339001440639027,15
493,tun_0_2_2_10_5.csv,302.0656848502512,-1.8051849089975451,0.3376473576340034,125
495,tun_0_2_2_10_a.csv,83.41280111908392,-1.5818667445821892,0.36596005300499723,398
496,tun_0_2_2_3_0.csv,171.89580477887733,-1.7195625861553572,0.30882601965910444,70
501,tun_0_2_2_3_5.csv,418.6244939369185,-1.8989247564962288,0.2572350228769374,47
503,tun_0_2_2_3_a.csv,260.9214230342427,-1.8038586915987973,0.2869846568695734,117
504,tun_0_2_2_5_0.csv,5.816638299508825,-1.0293938774783176,0.3662189673999822,49
506,tun_0_2_2_5_2.csv,459.8345112596449,-1.8106876609765572,0.07497956711739172,6
511,tun_0_2_2_5_a.csv,12.362076598182727,-1.1633185688204377,0.3581420924133333,55
512,tun_0_2_2_9_0.csv,41.72032130448102,-1.4661064998295532,0.21969650811677485,18
519,tun_0_2_2_9_a.csv,41.72032130448102,-1.4661064998295532,0.21969650811677485,18
520,tun_0_2_2_a_0.csv,65.99557743413101,-1.527066387289027,0.31851466053400196,527
522,tun_0_2_2_a_2.csv,7.44194415700376,-1.1126868657663773,0.38887255959844497,21
525,tun_0_2_2_a_5.csv,304.39924267720227,-1.8132930422920532,0.3200604136878207,172
527,tun_0_2_2_a_a.csv,82.64921633280943,-1.5688735523323847,0.3318391900166718,720
536,tun_0_2_a_10_0.csv,65.58216688396767,-1.5437184303292093,0.34989158604240084,258
538,tun_0_2_a_10_2.csv,13.331084474356137,-1.3231245440653439,0.15339001440639027,15
541,tun_0_2_a_10_5.csv,302.0656848502512,-1.8051849089975451,0.3376473576340034,125
543,tun_0_2_a_10_a.csv,83.41280111908392,-1.5818667445821892,0.36596005300499723,398
552,tun_0_2_a_2_0.csv,74.81257466852736,-1.6992020797634442,0.29470062185214374,21
559,tun_0_2_a_2_a.csv,74.81257466852736,-1.6992020797634442,0.29470062185214374,21
560,tun_0_2_a_3_0.csv,171.89580477887733,-1.7195625861553572,0.30882601965910444,70
565,tun_0_2_a_3_5.csv,418.6244939369185,-1.8989247564962288,0.2572350228769374,47
567,tun_0_2_a_3_a.csv,260.9214230342427,-1.8038586915987973,0.2869846568695734,117
576,tun_0_2_a_5_0.csv,5.816638299508825,-1.0293938774783176,0.3662189673999822,49
578,tun_0_2_a_5_2.csv,459.8345112596449,-1.8106876609765572,0.07497956711739172,6
583,tun_0_2_a_5_a.csv,12.362076598182727,-1.1633185688204377,0.3581420924133333,55
592,tun_0_2_a_7_0.csv,29.916372914059757,-1.4808560670153623,0.11458692213205099,30
597,tun_0_2_a_7_5.csv,5.903091696346361,-1.0006855424525618,0.2746770207617617,10
599,tun_0_2_a_7_a.csv,18.084941330006306,-1.3425953460379396,0.20748763144033247,40
608,tun_0_2_a_9_0.csv,41.72032130448102,-1.4661064998295532,0.21969650811677485,18
615,tun_0_2_a_9_a.csv,41.72032130448102,-1.4661064998295532,0.21969650811677485,18
616,tun_0_2_a_a_0.csv,50.25610733628916,-1.4806936449482513,0.33187646814340416,578
618,tun_0_2_a_a_2.csv,7.44194415700376,-1.1126868657663773,0.38887255959844497,21
621,tun_0_2_a_a_5.csv,214.19802043076984,-1.744867238803641,0.33167201112556405,182
623,tun_0_2_a_a_a.csv,63.895269243086055,-1.5238527021425292,0.3428388092052029,781
624,tun_0_a_0_7_0.csv,6.372877366091371,-1.0947780240608698,0.2693284099447138,107
626,tun_0_a_0_7_2.csv,68.65992211078631,-1.5717103163323016,0.3388750552727056,594
629,tun_0_a_0_7_5.csv,28.851618182973848,-1.278275824368852,0.34591574979998996,82
631,tun_0_a_0_7_a.csv,42.70261880076157,-1.460273591246462,0.3588515017011962,783
634,tun_0_a_0_8_2.csv,87.53375817751322,-1.6181384756776562,0.2827644626681897,79
639,tun_0_a_0_8_a.csv,87.53375817751322,-1.6181384756776562,0.2827644626681897,79
640,tun_0_a_0_a_0.csv,6.372877366091371,-1.0947780240608698,0.2693284099447138,107
642,tun_0_a_0_a_2.csv,71.63992210624569,-1.5800654975010648,0.33227635745093775,673
645,tun_0_a_0_a_5.csv,28.851618182973848,-1.278275824368852,0.34591574979998996,82
647,tun_0_a_0_a_a.csv,46.64288100224587,-1.4789268309077308,0.35176389282884263,862
650,tun_0_a_1_1_2.csv,243.08895006247172,-1.8997275457797322,0.1437118374892944,67
655,tun_0_a_1_1_a.csv,243.08895006247172,-1.8997275457797322,0.1437118374892944,67
656,tun_0_a_1_2_0.csv,74.81257466852736,-1.6992020797634442,0.29470062185214374,21
663,tun_0_a_1_2_a.csv,74.81257466852736,-1.6992020797634442,0.29470062185214374,21
666,tun_0_a_1_4_2.csv,182.54901608990048,-1.7289930527528108,0.22123830300052866,35
671,tun_0_a_1_4_a.csv,182.54901608990048,-1.7289930527528108,0.22123830300052866,35
674,tun_0_a_1_6_2.csv,34.013254637792414,-1.4701377793498664,0.1992839393775851,65
679,tun_0_a_1_6_a.csv,34.013254637792414,-1.4701377793498664,0.1992839393775851,65
680,tun_0_a_1_a_0.csv,74.81257466852736,-1.6992020797634442,0.29470062185214374,21
682,tun_0_a_1_a_2.csv,68.58227263033258,-1.594814244356117,0.21609665813169654,167
684,tun_0_a_1_a_4.csv,131.21120004445015,-1.6781933912271314,0.30566825286718446,80
