,File Name,K,n,s,# of elem
1894,tun_2_1_0_a_6.csv,28.299307057161275,-1.3945258224362163,0.27319650281121555,22
1895,tun_2_1_0_a_a.csv,14.729972516620892,-1.0950950537474797,0.5873428243665416,80
1914,tun_2_1_1_4_2.csv,0.059170585566748125,0.49204123297585856,0.23714139982721494,10
1919,tun_2_1_1_4_a.csv,0.059170585566748125,0.49204123297585856,0.23714139982721494,10
1930,tun_2_1_1_a_2.csv,0.059170585566748125,0.49204123297585856,0.23714139982721494,10
1935,tun_2_1_1_a_a.csv,0.059170585566748125,0.49204123297585856,0.23714139982721494,10
1950,tun_2_1_2_10_6.csv,3.4647312201106177,-0.9101353397197438,0.3913757298067471,78
1951,tun_2_1_2_10_a.csv,3.4647312201106177,-0.9101353397197438,0.3913757298067471,78
1982,tun_2_1_2_a_6.csv,3.4647312201106177,-0.9101353397197438,0.3913757298067471,78
1983,tun_2_1_2_a_a.csv,3.4647312201106177,-0.9101353397197438,0.3913757298067471,78
1998,tun_2_1_a_10_6.csv,3.4647312201106177,-0.9101353397197438,0.3913757298067471,78
1999,tun_2_1_a_10_a.csv,3.4647312201106177,-0.9101353397197438,0.3913757298067471,78
2026,tun_2_1_a_4_2.csv,0.059170585566748125,0.49204123297585856,0.23714139982721494,10
2031,tun_2_1_a_4_a.csv,0.059170585566748125,0.49204123297585856,0.23714139982721494,10
2050,tun_2_1_a_7_2.csv,0.33305767463460667,-0.05253945861147729,0.6692006957431967,58
2054,tun_2_1_a_7_6.csv,28.299307057161275,-1.3945258224362163,0.27319650281121555,22
2055,tun_2_1_a_7_a.csv,14.729972516620892,-1.0950950537474797,0.5873428243665416,80
2074,tun_2_1_a_a_2.csv,0.36072914535615846,-0.061725833777918265,0.6370391609716209,68
2078,tun_2_1_a_a_6.csv,4.5440150347501485,-0.9877938270382608,0.36934346129864065,100
2079,tun_2_1_a_a_a.csv,3.233014853092358,-0.791521414930315,0.6323120798369332,168
2290,tun_2_a_0_7_2.csv,0.33305767463460667,-0.05253945861147729,0.6692006957431967,58
2294,tun_2_a_0_7_6.csv,28.299307057161275,-1.3945258224362163,0.27319650281121555,22
2295,tun_2_a_0_7_a.csv,14.729972516620892,-1.0950950537474797,0.5873428243665416,80
2306,tun_2_a_0_a_2.csv,0.33305767463460667,-0.05253945861147729,0.6692006957431967,58
2310,tun_2_a_0_a_6.csv,28.299307057161275,-1.3945258224362163,0.27319650281121555,22
2311,tun_2_a_0_a_a.csv,14.729972516620892,-1.0950950537474797,0.5873428243665416,80
2330,tun_2_a_1_4_2.csv,0.059170585566748125,0.49204123297585856,0.23714139982721494,10
2335,tun_2_a_1_4_a.csv,0.059170585566748125,0.49204123297585856,0.23714139982721494,10
2346,tun_2_a_1_a_2.csv,0.059170585566748125,0.49204123297585856,0.23714139982721494,10
2351,tun_2_a_1_a_a.csv,0.059170585566748125,0.49204123297585856,0.23714139982721494,10
2366,tun_2_a_2_10_6.csv,3.4647312201106177,-0.9101353397197438,0.3913757298067471,78
2367,tun_2_a_2_10_a.csv,3.4647312201106177,-0.9101353397197438,0.3913757298067471,78
2398,tun_2_a_2_a_6.csv,3.4647312201106177,-0.9101353397197438,0.3913757298067471,78
2399,tun_2_a_2_a_a.csv,3.4647312201106177,-0.9101353397197438,0.3913757298067471,78
2414,tun_2_a_a_10_6.csv,3.4647312201106177,-0.9101353397197438,0.3913757298067471,78
2415,tun_2_a_a_10_a.csv,3.4647312201106177,-0.9101353397197438,0.3913757298067471,78
2442,tun_2_a_a_4_2.csv,0.059170585566748125,0.49204123297585856,0.23714139982721494,10
2447,tun_2_a_a_4_a.csv,0.059170585566748125,0.49204123297585856,0.23714139982721494,10
2466,tun_2_a_a_7_2.csv,0.33305767463460667,-0.05253945861147729,0.6692006957431967,58
2470,tun_2_a_a_7_6.csv,28.299307057161275,-1.3945258224362163,0.27319650281121555,22
2471,tun_2_a_a_7_a.csv,14.729972516620892,-1.0950950537474797,0.5873428243665416,80
2490,tun_2_a_a_a_2.csv,0.36072914535615846,-0.061725833777918265,0.6370391609716209,68
2494,tun_2_a_a_a_6.csv,4.5440150347501485,-0.9877938270382608,0.36934346129864065,100
2495,tun_2_a_a_a_a.csv,3.233014853092358,-0.791521414930315,0.6323120798369332,168
2496,tun_a_0_0_7_0.csv,29.8095111598825,-1.4070435292632648,0.21869420403886997,74
2498,tun_a_0_0_7_2.csv,132.47077840144044,-1.7078066855253333,0.2901354438302842,496
2501,tun_a_0_0_7_5.csv,57.36285868884837,-1.3991795645137635,0.2978447177677128,70
2503,tun_a_0_0_7_a.csv,82.11012469926024,-1.5908237744566123,0.31618276401822915,640
2506,tun_a_0_0_8_2.csv,129.41100129564796,-1.7460058068712612,0.21372728332519275,59
2511,tun_a_0_0_8_a.csv,129.41100129564796,-1.7460058068712612,0.21372728332519275,59
2512,tun_a_0_0_a_0.csv,29.8095111598825,-1.4070435292632648,0.21869420403886997,74
2514,tun_a_0_0_a_2.csv,125.17559664712829,-1.6996849998872807,0.2857832355409347,555
2517,tun_a_0_0_a_5.csv,57.36285868884837,-1.3991795645137635,0.2978447177677128,70
2519,tun_a_0_0_a_a.csv,81.71138022931393,-1.59347310403687,0.31136145698883577,699
2522,tun_a_0_1_1_2.csv,243.08895006247172,-1.8997275457797322,0.1437118374892944,67
2527,tun_a_0_1_1_a.csv,243.08895006247172,-1.8997275457797322,0.1437118374892944,67
2546,tun_a_0_1_6_2.csv,34.013254637792414,-1.4701377793498664,0.1992839393775851,65
2551,tun_a_0_1_6_a.csv,34.013254637792414,-1.4701377793498664,0.1992839393775851,65
2554,tun_a_0_1_a_2.csv,80.59871972004487,-1.6492214849263112,0.17891360979968363,132
2556,tun_a_0_1_a_4.csv,131.21120004445015,-1.6781933912271314,0.30566825286718446,80
2559,tun_a_0_1_a_a.csv,127.6942722149956,-1.7212820538312363,0.24500768849242147,212
2562,tun_a_0_2_0_2.csv,319.9160928371922,-1.7611566766663234,0.1697811787562755,35
2567,tun_a_0_2_0_a.csv,319.9160928371922,-1.7611566766663234,0.1697811787562755,35
2568,tun_a_0_2_10_0.csv,352.92707173180696,-2.0097989977694595,0.1729007880915476,56
2569,tun_a_0_2_10_1.csv,157.40583121357395,-1.4528928688497196,0.07447366201518209,10
2570,tun_a_0_2_10_2.csv,81.77671734780678,-1.627811020845207,0.3462560920287419,93
2573,tun_a_0_2_10_5.csv,29.576282331781513,-1.412669808103768,0.2707747305017204,44
2574,tun_a_0_2_10_6.csv,157.41952933477808,-1.4323982610923736,0.27624711552083214,12
2575,tun_a_0_2_10_a.csv,112.34523294562402,-1.6762155237085,0.36445020291088215,215
2586,tun_a_0_2_5_2.csv,227.62287229872493,-1.7446229767248795,0.148317584628974,40
2591,tun_a_0_2_5_a.csv,227.62287229872493,-1.7446229767248795,0.148317584628974,40
2600,tun_a_0_2_a_0.csv,352.92707173180696,-2.0097989977694595,0.1729007880915476,56
2601,tun_a_0_2_a_1.csv,157.40583121357395,-1.4528928688497196,0.07447366201518209,10
2602,tun_a_0_2_a_2.csv,181.4795087078183,-1.7396445712044597,0.30964257810934653,168
2605,tun_a_0_2_a_5.csv,29.576282331781513,-1.412669808103768,0.2707747305017204,44
2606,tun_a_0_2_a_6.csv,157.41952933477808,-1.4323982610923736,0.27624711552083214,12
2607,tun_a_0_2_a_a.csv,128.07699434660108,-1.6752888851055208,0.34707029999492933,290
2610,tun_a_0_a_0_2.csv,319.9160928371922,-1.7611566766663234,0.1697811787562755,35
2615,tun_a_0_a_0_a.csv,319.9160928371922,-1.7611566766663234,0.1697811787562755,35
2616,tun_a_0_a_10_0.csv,352.92707173180696,-2.0097989977694595,0.1729007880915476,56
2617,tun_a_0_a_10_1.csv,157.40583121357395,-1.4528928688497196,0.07447366201518209,10
2618,tun_a_0_a_10_2.csv,81.77671734780678,-1.627811020845207,0.3462560920287419,93
2621,tun_a_0_a_10_5.csv,29.576282331781513,-1.412669808103768,0.2707747305017204,44
2622,tun_a_0_a_10_6.csv,157.41952933477808,-1.4323982610923736,0.27624711552083214,12
2623,tun_a_0_a_10_a.csv,112.34523294562402,-1.6762155237085,0.36445020291088215,215
2626,tun_a_0_a_1_2.csv,243.08895006247172,-1.8997275457797322,0.1437118374892944,67
2631,tun_a_0_a_1_a.csv,243.08895006247172,-1.8997275457797322,0.1437118374892944,67
2658,tun_a_0_a_5_2.csv,227.62287229872493,-1.7446229767248795,0.148317584628974,40
2663,tun_a_0_a_5_a.csv,227.62287229872493,-1.7446229767248795,0.148317584628974,40
2666,tun_a_0_a_6_2.csv,34.013254637792414,-1.4701377793498664,0.1992839393775851,65
2671,tun_a_0_a_6_a.csv,34.013254637792414,-1.4701377793498664,0.1992839393775851,65
2672,tun_a_0_a_7_0.csv,29.8095111598825,-1.4070435292632648,0.21869420403886997,74
2674,tun_a_0_a_7_2.csv,132.47077840144044,-1.7078066855253333,0.2901354438302842,496
2677,tun_a_0_a_7_5.csv,57.36285868884837,-1.3991795645137635,0.2978447177677128,70
2679,tun_a_0_a_7_a.csv,82.11012469926024,-1.5908237744566123,0.31618276401822915,640
2682,tun_a_0_a_8_2.csv,129.41100129564796,-1.7460058068712612,0.21372728332519275,59
2687,tun_a_0_a_8_a.csv,129.41100129564796,-1.7460058068712612,0.21372728332519275,59
2696,tun_a_0_a_a_0.csv,105.11244323466512,-1.6928382188907505,0.20756789737613715,130
2697,tun_a_0_a_a_1.csv,157.40583121357395,-1.4528928688497196,0.07447366201518209,10
2698,tun_a_0_a_a_2.csv,125.78202215519462,-1.699820707074747,0.2842426883819223,855
2700,tun_a_0_a_a_4.csv,131.21120004445015,-1.6781933912271314,0.30566825286718446,80
2701,tun_a_0_a_a_5.csv,21.7209264140107,-1.2511886281375912,0.37047643944190656,114
2702,tun_a_0_a_a_6.csv,157.41952933477808,-1.4323982610923736,0.27624711552083214,12
2703,tun_a_0_a_a_a.csv,96.60260254938468,-1.6307456493428754,0.3128085551585295,1201
2704,tun_a_1_0_7_0.csv,0.7465048086753591,-0.5355127107362772,0.44591749451389495,9
2706,tun_a_1_0_7_2.csv,0.39375609538683615,-0.16490732589855633,0.7072145018722626,162
2709,tun_a_1_0_7_5.csv,0.45328223360335773,-0.4102604175752567,0.0,2
2710,tun_a_1_0_7_6.csv,28.299307057161275,-1.3945258224362163,0.27319650281121555,22
2711,tun_a_1_0_7_a.csv,2.1783634348311507,-0.6625236763255014,0.6605773768552613,195
2714,tun_a_1_0_8_2.csv,24.08665869960993,-1.1916406945030766,0.27412962283730136,20
2719,tun_a_1_0_8_a.csv,24.08665869960993,-1.1916406945030766,0.27412962283730136,20
2720,tun_a_1_0_a_0.csv,0.7465048086753591,-0.5355127107362772,0.44591749451389495,9
2722,tun_a_1_0_a_2.csv,1.3095528289939398,-0.4835954623600906,0.656404513885645,182
2725,tun_a_1_0_a_5.csv,0.45328223360335773,-0.4102604175752567,0.0,2
2726,tun_a_1_0_a_6.csv,28.299307057161275,-1.3945258224362163,0.27319650281121555,22
2727,tun_a_1_0_a_a.csv,3.274186991388814,-0.7619454402779042,0.6195494074440839,215
2746,tun_a_1_1_4_2.csv,222.96201428090077,-1.7610134099449906,0.24497178977171083,45
2751,tun_a_1_1_4_a.csv,222.96201428090077,-1.7610134099449906,0.24497178977171083,45
2762,tun_a_1_1_a_2.csv,222.96201428090077,-1.7610134099449906,0.24497178977171083,45
2767,tun_a_1_1_a_a.csv,222.96201428090077,-1.7610134099449906,0.24497178977171083,45
2776,tun_a_1_2_10_0.csv,22.345790121588916,-1.2875668796903357,0.33498163445257345,73
2777,tun_a_1_2_10_1.csv,9.545294030903218,-0.9747578629405922,0.9488776575262566,49
2778,tun_a_1_2_10_2.csv,3.093148377277408,-0.7977143189987359,0.4576465745473185,36
2782,tun_a_1_2_10_6.csv,5.304313439416803,-0.9754646529539447,0.4199529017635735,201
2783,tun_a_1_2_10_a.csv,5.786532787281502,-0.9689229919013032,0.5469347514194426,359
2792,tun_a_1_2_5_0.csv,651.8019360753638,-1.9463304924935676,0.18210423247835422,35
2794,tun_a_1_2_5_2.csv,91.33546681453888,-1.5531949021262008,0.21576187871346142,125
2797,tun_a_1_2_5_5.csv,418.0315084081909,-1.8978615054955292,0.20410467761715204,100
2799,tun_a_1_2_5_a.csv,156.06677052905113,-1.6740997291847397,0.22256871766881664,260
2808,tun_a_1_2_a_0.csv,40.52916253176043,-1.4000074153531439,0.32503133850387,108
2809,tun_a_1_2_a_1.csv,9.545294030903218,-0.9747578629405922,0.9488776575262566,49
2810,tun_a_1_2_a_2.csv,14.02924992497528,-1.1133666780535219,0.37156956312659273,212
2811,tun_a_1_2_a_3.csv,69.70230854924594,-1.4265587957947805,0.457765052044402,32
2813,tun_a_1_2_a_5.csv,418.0315084081909,-1.8978615054955292,0.20410467761715204,100
2814,tun_a_1_2_a_6.csv,5.304313439416803,-0.9754646529539447,0.4199529017635735,201
2815,tun_a_1_2_a_a.csv,10.334690514305557,-1.0826113648958413,0.4836110205683274,702
2824,tun_a_1_a_10_0.csv,22.345790121588916,-1.2875668796903357,0.33498163445257345,73
2825,tun_a_1_a_10_1.csv,9.545294030903218,-0.9747578629405922,0.9488776575262566,49
2826,tun_a_1_a_10_2.csv,3.093148377277408,-0.7977143189987359,0.4576465745473185,36
2830,tun_a_1_a_10_6.csv,5.304313439416803,-0.9754646529539447,0.4199529017635735,201
2831,tun_a_1_a_10_a.csv,5.786532787281502,-0.9689229919013032,0.5469347514194426,359
2858,tun_a_1_a_4_2.csv,222.96201428090077,-1.7610134099449906,0.24497178977171083,45
2863,tun_a_1_a_4_a.csv,222.96201428090077,-1.7610134099449906,0.24497178977171083,45
2864,tun_a_1_a_5_0.csv,651.8019360753638,-1.9463304924935676,0.18210423247835422,35
2866,tun_a_1_a_5_2.csv,91.33546681453888,-1.5531949021262008,0.21576187871346142,125
2869,tun_a_1_a_5_5.csv,418.0315084081909,-1.8978615054955292,0.20410467761715204,100
2871,tun_a_1_a_5_a.csv,156.06677052905113,-1.6740997291847397,0.22256871766881664,260
2880,tun_a_1_a_7_0.csv,0.7465048086753591,-0.5355127107362772,0.44591749451389495,9
2882,tun_a_1_a_7_2.csv,0.39375609538683615,-0.16490732589855633,0.7072145018722626,162
2885,tun_a_1_a_7_5.csv,0.45328223360335773,-0.4102604175752567,0.0,2
2886,tun_a_1_a_7_6.csv,28.299307057161275,-1.3945258224362163,0.27319650281121555,22
2887,tun_a_1_a_7_a.csv,2.1783634348311507,-0.6625236763255014,0.6605773768552613,195
2890,tun_a_1_a_8_2.csv,24.08665869960993,-1.1916406945030766,0.27412962283730136,20
2895,tun_a_1_a_8_a.csv,24.08665869960993,-1.1916406945030766,0.27412962283730136,20
2904,tun_a_1_a_a_0.csv,20.043231144391427,-1.258677688229372,0.3796726370360597,117
2905,tun_a_1_a_a_1.csv,9.545294030903218,-0.9747578629405922,0.9488776575262566,49
2906,tun_a_1_a_a_2.csv,12.269762261448594,-1.0856870221234767,0.45905854305858884,439
2907,tun_a_1_a_a_3.csv,69.70230854924594,-1.4265587957947805,0.457765052044402,32
2909,tun_a_1_a_a_5.csv,236.82644006036736,-1.7800026816514856,0.23985504907435082,102
2910,tun_a_1_a_a_6.csv,7.32715673699671,-1.0708387553364498,0.3958572586834154,223
2911,tun_a_1_a_a_a.csv,10.59183565189885,-1.084218839121153,0.49633152868711583,962
2912,tun_a_2_0_7_0.csv,29.916372914059757,-1.4808560670153623,0.11458692213205099,30
2917,tun_a_2_0_7_5.csv,5.903091696346361,-1.0006855424525618,0.2746770207617617,10
2919,tun_a_2_0_7_a.csv,18.084941330006306,-1.3425953460379396,0.20748763144033247,40
2928,tun_a_2_0_a_0.csv,29.916372914059757,-1.4808560670153623,0.11458692213205099,30
2933,tun_a_2_0_a_5.csv,5.903091696346361,-1.0006855424525618,0.2746770207617617,10
2935,tun_a_2_0_a_a.csv,18.084941330006306,-1.3425953460379396,0.20748763144033247,40
2944,tun_a_2_1_2_0.csv,110.31554117284675,-1.810080179581596,0.30076975733388067,28
2951,tun_a_2_1_2_a.csv,110.31554117284675,-1.810080179581596,0.30076975733388067,28
2968,tun_a_2_1_a_0.csv,110.31554117284675,-1.810080179581596,0.30076975733388067,28
2975,tun_a_2_1_a_a.csv,110.31554117284675,-1.810080179581596,0.30076975733388067,28
2984,tun_a_2_2_10_0.csv,78.86688193537854,-1.5874067047489615,0.3446957338321901,341
2986,tun_a_2_2_10_2.csv,11.850715352464976,-1.2707171272776712,0.2016966889529479,20
2989,tun_a_2_2_10_5.csv,174.38810200014154,-1.7002760189232915,0.3596084983430152,148
2991,tun_a_2_2_10_a.csv,80.80491725097795,-1.5817091565053523,0.36348647359074737,509
2992,tun_a_2_2_3_0.csv,135.99546960953418,-1.669824821013416,0.3038084752467213,78
2997,tun_a_2_2_3_5.csv,418.6244939369185,-1.8989247564962288,0.2572350228769374,47
2999,tun_a_2_2_3_a.csv,218.09129144775628,-1.7653436946872774,0.28569043833774577,125
3000,tun_a_2_2_5_0.csv,5.004047951521188,-0.9980072473427255,0.344497914381403,62
3002,tun_a_2_2_5_2.csv,459.8345112596449,-1.8106876609765572,0.07497956711739172,6
3007,tun_a_2_2_5_a.csv,9.788502408194105,-1.1169485253250866,0.3424782780663942,68
3008,tun_a_2_2_9_0.csv,52.499554839442666,-1.5048318351176846,0.2218504020942271,24
3015,tun_a_2_2_9_a.csv,52.499554839442666,-1.5048318351176846,0.2218504020942271,24
3016,tun_a_2_2_a_0.csv,66.44438841951789,-1.5319748569169107,0.31936605777478033,665
3018,tun_a_2_2_a_2.csv,8.579647771568814,-1.1420663481495956,0.3590599255669359,26
3021,tun_a_2_2_a_5.csv,192.6014942731037,-1.7240329962912126,0.33955126708964783,195
3023,tun_a_2_2_a_a.csv,75.73067354557413,-1.5547647332121597,0.333173000478925,886
3032,tun_a_2_a_10_0.csv,78.86688193537854,-1.5874067047489615,0.3446957338321901,341
3034,tun_a_2_a_10_2.csv,11.850715352464976,-1.2707171272776712,0.2016966889529479,20
3037,tun_a_2_a_10_5.csv,174.38810200014154,-1.7002760189232915,0.3596084983430152,148
3039,tun_a_2_a_10_a.csv,80.80491725097795,-1.5817091565053523,0.36348647359074737,509
3048,tun_a_2_a_2_0.csv,110.31554117284675,-1.810080179581596,0.30076975733388067,28
3055,tun_a_2_a_2_a.csv,110.31554117284675,-1.810080179581596,0.30076975733388067,28
3056,tun_a_2_a_3_0.csv,135.99546960953418,-1.669824821013416,0.3038084752467213,78
3061,tun_a_2_a_3_5.csv,418.6244939369185,-1.8989247564962288,0.2572350228769374,47
3063,tun_a_2_a_3_a.csv,218.09129144775628,-1.7653436946872774,0.28569043833774577,125
3072,tun_a_2_a_5_0.csv,5.004047951521188,-0.9980072473427255,0.344497914381403,62
3074,tun_a_2_a_5_2.csv,459.8345112596449,-1.8106876609765572,0.07497956711739172,6
3079,tun_a_2_a_5_a.csv,9.788502408194105,-1.1169485253250866,0.3424782780663942,68
3088,tun_a_2_a_7_0.csv,29.916372914059757,-1.4808560670153623,0.11458692213205099,30
3093,tun_a_2_a_7_5.csv,5.903091696346361,-1.0006855424525618,0.2746770207617617,10
3095,tun_a_2_a_7_a.csv,18.084941330006306,-1.3425953460379396,0.20748763144033247,40
3104,tun_a_2_a_9_0.csv,52.499554839442666,-1.5048318351176846,0.2218504020942271,24
3111,tun_a_2_a_9_a.csv,52.499554839442666,-1.5048318351176846,0.2218504020942271,24
3112,tun_a_2_a_a_0.csv,51.62630398188767,-1.489538883798437,0.33509266834753293,723
3114,tun_a_2_a_a_2.csv,8.579647771568814,-1.1420663481495956,0.3590599255669359,26
3117,tun_a_2_a_a_5.csv,152.0153394942974,-1.6781031060895586,0.34630701040996287,205
3119,tun_a_2_a_a_a.csv,60.6933041074676,-1.5169493296287415,0.345339199917341,954
3120,tun_a_a_0_7_0.csv,7.002683036831867,-1.1159194474443208,0.262987311031674,113
3122,tun_a_a_0_7_2.csv,71.36204341003267,-1.5678834810314353,0.36958559968343047,658
3125,tun_a_a_0_7_5.csv,28.851618182973848,-1.278275824368852,0.34591574979998996,82
3126,tun_a_a_0_7_6.csv,28.299307057161275,-1.3945258224362163,0.27319650281121555,22
3127,tun_a_a_0_7_a.csv,46.58366816700575,-1.4707661238150838,0.3778142955344379,875
3130,tun_a_a_0_8_2.csv,87.53375817751322,-1.6181384756776562,0.2827644626681897,79
3135,tun_a_a_0_8_a.csv,87.53375817751322,-1.6181384756776562,0.2827644626681897,79
3136,tun_a_a_0_a_0.csv,7.002683036831867,-1.1159194474443208,0.262987311031674,113
3138,tun_a_a_0_a_2.csv,73.17846932930289,-1.5737989154707126,0.36091897736138095,737
3141,tun_a_a_0_a_5.csv,28.851618182973848,-1.278275824368852,0.34591574979998996,82
3142,tun_a_a_0_a_6.csv,28.299307057161275,-1.3945258224362163,0.27319650281121555,22
3143,tun_a_a_0_a_a.csv,49.73716521587448,-1.4853210843423814,0.370065690181374,954
3146,tun_a_a_1_1_2.csv,243.08895006247172,-1.8997275457797322,0.1437118374892944,67
3151,tun_a_a_1_1_a.csv,243.08895006247172,-1.8997275457797322,0.1437118374892944,67
3152,tun_a_a_1_2_0.csv,110.31554117284675,-1.810080179581596,0.30076975733388067,28
3159,tun_a_a_1_2_a.csv,110.31554117284675,-1.810080179581596,0.30076975733388067,28
3162,tun_a_a_1_4_2.csv,222.96201428090077,-1.7610134099449906,0.24497178977171083,45
3167,tun_a_a_1_4_a.csv,222.96201428090077,-1.7610134099449906,0.24497178977171083,45
3170,tun_a_a_1_6_2.csv,34.013254637792414,-1.4701377793498664,0.1992839393775851,65
3175,tun_a_a_1_6_a.csv,34.013254637792414,-1.4701377793498664,0.1992839393775851,65
3176,tun_a_a_1_a_0.csv,110.31554117284675,-1.810080179581596,0.30076975733388067,28
3178,tun_a_a_1_a_2.csv,108.63911553424956,-1.6864498379392268,0.22842755230729897,177
3180,tun_a_a_1_a_4.csv,131.21120004445015,-1.6781933912271314,0.30566825286718446,80
3183,tun_a_a_1_a_a.csv,117.2578361170905,-1.700936507106521,0.2796564076892244,285
3186,tun_a_a_2_0_2.csv,319.9160928371922,-1.7611566766663234,0.1697811787562755,35
3191,tun_a_a_2_0_a.csv,319.9160928371922,-1.7611566766663234,0.1697811787562755,35
3192,tun_a_a_2_10_0.csv,56.923363392552815,-1.521046294765868,0.3410604740041483,470
3193,tun_a_a_2_10_1.csv,4.055195058714264,-0.7406635626491397,0.9880178725085688,59
3194,tun_a_a_2_10_2.csv,27.743151369543256,-1.3948724087966144,0.40287604838182245,149
3197,tun_a_a_2_10_5.csv,79.29675041199427,-1.558276062183134,0.3770150837276557,192
3198,tun_a_a_2_10_6.csv,3.1272141680068732,-0.804206345340353,0.528892059025615,213
3199,tun_a_a_2_10_a.csv,27.653643147095508,-1.3626987349517674,0.43945046793674253,1083
3200,tun_a_a_2_3_0.csv,135.99546960953418,-1.669824821013416,0.3038084752467213,78
3205,tun_a_a_2_3_5.csv,418.6244939369185,-1.8989247564962288,0.2572350228769374,47
3207,tun_a_a_2_3_a.csv,218.09129144775628,-1.7653436946872774,0.28569043833774577,125
3208,tun_a_a_2_5_0.csv,40.07288588295352,-1.3803005655581977,0.3190683066841423,97
3210,tun_a_a_2_5_2.csv,101.77973475868876,-1.5705374302514923,0.2052673896998289,171
3213,tun_a_a_2_5_5.csv,418.0315084081909,-1.8978615054955292,0.20410467761715204,100
3215,tun_a_a_2_5_a.csv,99.74657625208842,-1.5692264560896105,0.24782601150221217,368
3216,tun_a_a_2_9_0.csv,52.499554839442666,-1.5048318351176846,0.2218504020942271,24
3223,tun_a_a_2_9_a.csv,52.499554839442666,-1.5048318351176846,0.2218504020942271,24
3224,tun_a_a_2_a_0.csv,58.76627925613752,-1.5069408926366896,0.3205477525559974,829
3225,tun_a_a_2_a_1.csv,4.055195058714264,-0.7406635626491397,0.9880178725085688,59
3226,tun_a_a_2_a_2.csv,23.900877404454253,-1.2670876418639196,0.4159857630725259,406
3227,tun_a_a_2_a_3.csv,69.70230854924594,-1.4265587957947805,0.457765052044402,32
3229,tun_a_a_2_a_5.csv,133.24219613524835,-1.661027699801895,0.32077942379748814,339
3230,tun_a_a_2_a_6.csv,3.1272141680068732,-0.804206345340353,0.528892059025615,213
3231,tun_a_a_2_a_a.csv,29.16209438860558,-1.3423064112233287,0.41325345903726507,1878
3234,tun_a_a_a_0_2.csv,319.9160928371922,-1.7611566766663234,0.1697811787562755,35
3239,tun_a_a_a_0_a.csv,319.9160928371922,-1.7611566766663234,0.1697811787562755,35
3240,tun_a_a_a_10_0.csv,56.923363392552815,-1.521046294765868,0.3410604740041483,470
3241,tun_a_a_a_10_1.csv,4.055195058714264,-0.7406635626491397,0.9880178725085688,59
3242,tun_a_a_a_10_2.csv,27.743151369543256,-1.3948724087966144,0.40287604838182245,149
3245,tun_a_a_a_10_5.csv,79.29675041199427,-1.558276062183134,0.3770150837276557,192
3246,tun_a_a_a_10_6.csv,3.1272141680068732,-0.804206345340353,0.528892059025615,213
3247,tun_a_a_a_10_a.csv,27.653643147095508,-1.3626987349517674,0.43945046793674253,1083
3250,tun_a_a_a_1_2.csv,243.08895006247172,-1.8997275457797322,0.1437118374892944,67
3255,tun_a_a_a_1_a.csv,243.08895006247172,-1.8997275457797322,0.1437118374892944,67
3256,tun_a_a_a_2_0.csv,110.31554117284675,-1.810080179581596,0.30076975733388067,28
3263,tun_a_a_a_2_a.csv,110.31554117284675,-1.810080179581596,0.30076975733388067,28
3264,tun_a_a_a_3_0.csv,135.99546960953418,-1.669824821013416,0.3038084752467213,78
3269,tun_a_a_a_3_5.csv,418.6244939369185,-1.8989247564962288,0.2572350228769374,47
3271,tun_a_a_a_3_a.csv,218.09129144775628,-1.7653436946872774,0.28569043833774577,125
3274,tun_a_a_a_4_2.csv,222.96201428090077,-1.7610134099449906,0.24497178977171083,45
3279,tun_a_a_a_4_a.csv,222.96201428090077,-1.7610134099449906,0.24497178977171083,45
3280,tun_a_a_a_5_0.csv,40.07288588295352,-1.3803005655581977,0.3190683066841423,97
3282,tun_a_a_a_5_2.csv,101.77973475868876,-1.5705374302514923,0.2052673896998289,171
3285,tun_a_a_a_5_5.csv,418.0315084081909,-1.8978615054955292,0.20410467761715204,100
3287,tun_a_a_a_5_a.csv,99.74657625208842,-1.5692264560896105,0.24782601150221217,368
3290,tun_a_a_a_6_2.csv,34.013254637792414,-1.4701377793498664,0.1992839393775851,65
3295,tun_a_a_a_6_a.csv,34.013254637792414,-1.4701377793498664,0.1992839393775851,65
3296,tun_a_a_a_7_0.csv,7.002683036831867,-1.1159194474443208,0.262987311031674,113
3298,tun_a_a_a_7_2.csv,71.36204341003267,-1.5678834810314353,0.36958559968343047,658
3301,tun_a_a_a_7_5.csv,28.851618182973848,-1.278275824368852,0.34591574979998996,82
3302,tun_a_a_a_7_6.csv,28.299307057161275,-1.3945258224362163,0.27319650281121555,22
3303,tun_a_a_a_7_a.csv,46.58366816700575,-1.4707661238150838,0.3778142955344379,875
3306,tun_a_a_a_8_2.csv,87.53375817751322,-1.6181384756776562,0.2827644626681897,79
3311,tun_a_a_a_8_a.csv,87.53375817751322,-1.6181384756776562,0.2827644626681897,79
3312,tun_a_a_a_9_0.csv,52.499554839442666,-1.5048318351176846,0.2218504020942271,24
3319,tun_a_a_a_9_a.csv,52.499554839442666,-1.5048318351176846,0.2218504020942271,24
3320,tun_a_a_a_a_0.csv,42.85887199920676,-1.4527715124104479,0.33346415454598394,970
3321,tun_a_a_a_a_1.csv,4.055195058714264,-0.7406635626491397,0.9880178725085688,59
3322,tun_a_a_a_a_2.csv,40.941915379970496,-1.4266806773193286,0.3872986956278817,1320
3323,tun_a_a_a_a_3.csv,69.70230854924594,-1.4265587957947805,0.457765052044402,32
