K,n,s,exp,det,rot,roc,cen
611.7523193359375,-1.9330546855926516,0.05947569351634675,1,2,0,6,1
91.86691284179688,-1.5544978380203247,0.08338048160809057,1,2,0,6,3
376.3073120117188,-1.875129222869873,0.07042345440375793,1,2,0,6,6
157.8863983154297,-1.6766380071640017,0.08139387592560691,1,2,0,6,0
82.59636688232422,-1.905966520309448,0.10783725346387907,1,2,0,8,1
1.87401020526886,-0.6289733648300171,0.7735532807415914,1,2,0,8,3
0.8609346151351929,-0.5948746800422668,0.06687261268701836,1,2,0,8,6
0.7734046578407288,-0.4040461182594299,1.434339695445472,1,2,0,8,0
24.04132652282715,-1.1911946535110474,0.1255889859690656,1,2,0,9,3
24.07865333557129,-1.1915618181228638,0.1255304679931731,1,2,0,9,0
20.06080818176269,-1.2588707208633425,0.18766766823672285,1,2,0,0,1
10.664828300476074,-1.0018725395202637,0.5155656003235239,1,2,0,0,2
11.481587409973145,-1.0860773324966428,0.2318227181305993,1,2,0,0,3
68.52169799804689,-1.417461633682251,0.18262980069761467,1,2,0,0,4
220.3571929931641,-1.764361023902893,0.0862838225400574,1,2,0,0,6
5.434871196746826,-0.94783753156662,0.3044583599191382,1,2,0,0,7
12.075096130371096,-1.1125400066375732,0.25997119563311905,1,2,0,0,0
22.316720962524414,-1.4157191514968872,0.06036860819988104,1,3,1,8,1
6.160949230194093,-1.010491967201233,0.18682581356164024,1,3,1,8,6
15.0162992477417,-1.3009558916091921,0.11573219992665125,1,3,1,8,0
24.10275840759277,-1.4328309297561646,0.058867011321816425,1,3,1,0,1
6.175922870635986,-1.011048674583435,0.18661355930676896,1,3,1,0,6
15.022476196289062,-1.301047921180725,0.11571571739591426,1,3,1,0,0
52.56081008911133,-1.6197178363800049,0.1359464046838507,1,3,2,3,1
69.24872589111328,-1.6818019151687622,0.12745096285576704,1,3,2,3,0
73.5539321899414,-1.695381760597229,0.12575768631019205,1,3,2,0,1
74.55668640136719,-1.6984305381774902,0.1253850766236591,1,3,2,0,0
66.55531311035156,-1.5467411279678345,0.14384762169389465,1,3,3,11,1
13.60821533203125,-1.3279725313186646,0.08686117284940584,1,3,3,11,3
276.879638671875,-1.7874795198440552,0.11810012445664556,1,3,3,11,6
88.9244613647461,-1.5950146913528442,0.1438057422759469,1,3,3,11,0
150.7542724609375,-1.6921143531799316,0.11607526385151658,1,3,3,4,1
367.37689208984375,-1.8714156150817869,0.0891295230727379,1,3,3,4,6
276.2093505859375,-1.8158020973205569,0.10020568617793127,1,3,3,4,0
7.296823024749756,-1.0723460912704468,0.2330474139817591,1,3,3,6,1
406.1753234863281,-1.7856370210647583,0.0248908805313978,1,3,3,6,3
14.75279426574707,-1.197027564048767,0.18666381216926625,1,3,3,6,0
30.753070831298828,-1.4014939069747925,0.10553765657159407,1,3,3,10,1
38.18073654174805,-1.4473249912261963,0.09949458982452092,1,3,3,10,0
63.5077018737793,-1.5190865993499756,0.13153178930679185,1,3,3,0,1
7.542733192443848,-1.115696907043457,0.25204836746926623,1,3,3,0,3
261.81918334960943,-1.7823615074157717,0.1134193136729035,1,3,3,0,6
88.14640808105469,-1.582233428955078,0.12997794072092295,1,3,3,0,0
67.44341278076172,-1.549460768699646,0.1434199164441446,1,3,0,11,1
13.61056423187256,-1.3280130624771118,0.08685617523925822,1,3,0,11,3
276.88055419921875,-1.7874802350997925,0.11810005629455253,1,3,0,11,6
88.9244613647461,-1.5950146913528442,0.1438057422759469,1,3,0,11,0
77.18401336669922,-1.706228494644165,0.12444433657771545,1,3,0,3,1
75.35733795166016,-1.700835347175598,0.12509304628249854,1,3,0,3,0
146.6712188720703,-1.6863714456558228,0.11669949113223788,1,3,0,4,1
366.0875549316406,-1.8706748485565183,0.0891824321118209,1,3,0,4,6
276.0421142578125,-1.815675139427185,0.1002160309006222,1,3,0,4,0
7.296562194824219,-1.0723392963409424,0.2330509070664779,1,3,0,6,1
406.1753234863281,-1.7856370210647583,0.0248908805313978,1,3,0,6,3
14.75279426574707,-1.197027564048767,0.18666381216926625,1,3,0,6,0
23.813129425048828,-1.4301440715789795,0.0590951567531019,1,3,0,8,1
6.173572540283202,-1.0109610557556152,0.18664681280611306,1,3,0,8,6
15.021498680114744,-1.3010333776474,0.11571832056057875,1,3,0,8,0
31.09774971008301,-1.4038549661636353,0.10520422594544876,1,3,0,10,1
38.30475616455078,-1.4480118751525881,0.09941052718013682,1,3,0,10,0
49.27387237548828,-1.4765706062316897,0.14227966278666185,1,3,0,0,1
7.530788898468018,-1.1153422594070437,0.25221831244767634,1,3,0,0,3
189.8691253662109,-1.7199889421463013,0.1208483785870616,1,3,0,0,6
67.95860290527344,-1.5367152690887451,0.1391802321647058,1,3,0,0,0
9.068320274353027,-1.1727886199951172,0.16052451165939172,1,0,1,8,1
67.71283721923828,-1.5686566829681396,0.14035710373889926,1,0,1,8,3
28.881242752075195,-1.2784812450408936,0.15603306574224554,1,0,1,8,6
42.57224655151367,-1.4596080780029297,0.15778634816071954,1,0,1,8,0
87.41549682617188,-1.6178263425827026,0.11313218666643834,1,0,1,9,3
87.4682846069336,-1.6179655790328982,0.11311754358509088,1,0,1,9,0
9.426032066345217,-1.1813451051712036,0.1582457265018968,1,0,1,0,1
70.83282470703125,-1.5775610208511353,0.1367665703705368,1,0,1,0,3
28.882516860961914,-1.2784900665283203,0.1560311434102857,1,0,1,0,6
46.49953079223633,-1.4782536029815674,0.15264181559476112,1,0,1,0,0
170.8356170654297,-1.8197588920593264,0.056875006828258676,1,0,2,2,3
225.5658264160156,-1.8827658891677856,0.05379710873247818,1,0,2,2,0
94.96272277832031,-1.7529020309448242,0.11916339267593624,1,0,2,3,1
78.8233642578125,-1.7109606266021729,0.12388191730399872,1,0,2,3,0
169.50148010253906,-1.7138606309890747,0.08167293212064222,1,0,2,5,3
181.30332946777344,-1.7275958061218262,0.08064255014454927,1,0,2,5,0
42.229087829589844,-1.5149987936019895,0.08791840800331234,1,0,2,7,3
34.98958969116211,-1.4760055541992188,0.09205348795501464,1,0,2,7,0
63.1948356628418,-1.6612035036087036,0.13012772257824526,1,0,2,0,1
68.15598297119139,-1.5934827327728271,0.0901451381569523,1,0,2,0,3
127.96814727783205,-1.672563910484314,0.11635756838977555,1,0,2,0,5
100.13385009765624,-1.6659610271453855,0.10557109594361253,1,0,2,0,0
318.87481689453125,-1.7604776620864868,0.057045958725941134,1,0,3,1,3
319.6553649902344,-1.7609868049621582,0.057022357994894426,1,0,3,1,0
51.76686096191406,-1.4959725141525269,0.14583283641244554,1,0,3,11,1
5.98396635055542,-0.8340430259704591,0.6231792418058167,1,0,3,11,2
33.546180725097656,-1.433749079704285,0.18468016572970816,1,0,3,11,3
135.46287536621094,-1.6569178104400637,0.13044658333213713,1,0,3,11,6
1.7860361337661743,-0.5950141549110413,0.8248958753297311,1,0,3,11,7
34.280956268310554,-1.398711919784546,0.1989829023808921,1,0,3,11,0
124.62185668945312,-1.6522989273071291,0.12058347581239767,1,0,3,4,1
358.5372009277344,-1.866284966468811,0.08949808839411043,1,0,3,4,6
275.096435546875,-1.8149551153182983,0.10027473397893744,1,0,3,4,0
58.06973266601562,-1.455995798110962,0.12999249486136802,1,0,3,6,1
101.40177154541016,-1.5697022676467896,0.0783399807476615,1,0,3,6,3
378.8560180664063,-1.8765881061553955,0.07034220731401407,1,0,3,6,6
113.82476806640624,-1.5994912385940552,0.09179944358847768,1,0,3,6,0
55.59188842773438,-1.52691650390625,0.09086376716211303,1,0,3,10,1
45.35021591186523,-1.4837802648544312,0.09527533451857484,1,0,3,10,0
57.16292953491211,-1.4976356029510498,0.13391533328425964,1,0,3,0,1
6.069535255432129,-0.8374505043029785,0.6187166599646811,1,0,3,0,2
26.19680404663086,-1.282886028289795,0.1906057322596727,1,0,3,0,3
69.53328704833984,-1.4208813905715942,0.18201610028496135,1,0,3,0,4
199.7894592285156,-1.7386629581451416,0.10630928939684084,1,0,3,0,6
1.842892289161682,-0.6038265228271484,0.7979738913733699,1,0,3,0,7
34.56278610229492,-1.3696030378341677,0.18189070831224546,1,0,3,0,0
317.9171447753906,-1.7598509788513184,0.0570751337278315,1,0,0,1,3
319.6553649902344,-1.7609868049621582,0.057022357994894426,1,0,0,1,0
51.76686096191406,-1.4959725141525269,0.14583283641244554,1,0,0,11,1
5.98396635055542,-0.8340430259704591,0.6231792418058167,1,0,0,11,2
33.546180725097656,-1.433749079704285,0.18468016572970816,1,0,0,11,3
135.46287536621094,-1.6569178104400637,0.13044658333213713,1,0,0,11,6
1.7860361337661743,-0.5950141549110413,0.8248958753297311,1,0,0,11,7
34.280956268310554,-1.398711919784546,0.1989829023808921,1,0,0,11,0
160.06997680664062,-1.8050014972686768,0.057696149425592286,1,0,0,2,3
222.4831695556641,-1.8796461820602417,0.05393408433018137,1,0,0,2,0
94.67552947998048,-1.7522201538085938,0.1192364429845656,1,0,0,3,1
78.77316284179688,-1.7108172178268433,0.1238988633379742,1,0,0,3,0
147.9810333251953,-1.6882312297821045,0.11649644074665988,1,0,0,4,1
366.5079956054688,-1.8709164857864382,0.08916514747541361,1,0,0,4,6
276.09716796875,-1.8157169818878172,0.10021262242116616,1,0,0,4,0
189.60467529296875,-1.7367314100265503,0.0799838520895939,1,0,0,5,3
183.23092651367188,-1.7297537326812744,0.08048505582398989,1,0,0,5,0
57.25524139404297,-1.453215718269348,0.13041781734782107,1,0,0,6,1
101.39229583740234,-1.5696812868118286,0.07834150941506426,1,0,0,6,3
378.8543701171875,-1.8765872716903689,0.07034226310351828,1,0,0,6,6
113.82476806640624,-1.5994912385940552,0.09179944358847768,1,0,0,6,0
39.70444869995117,-1.5022168159484863,0.08920241248577257,1,0,0,7,3
34.708221435546875,-1.474331617355347,0.09224605750196704,1,0,0,7,0
8.220715522766112,-1.1510863304138184,0.16668360390406314,1,0,0,8,1
67.66796875,-1.5685105323791504,0.14037817309710754,1,0,0,8,3
28.88122749328613,-1.278481125831604,0.1560330864108206,1,0,0,8,6
42.57224655151367,-1.4596080780029297,0.15778634816071954,1,0,0,8,0
87.41549682617188,-1.6178263425827026,0.11313218666643834,1,0,0,9,3
87.4682846069336,-1.6179655790328982,0.11311754358509088,1,0,0,9,0
51.72124862670898,-1.5116279125213623,0.09236043533364326,1,0,0,10,1
44.40964126586914,-1.4793399572372437,0.09576384150145842,1,0,0,10,0
40.59169387817383,-1.4383068084716797,0.14665753009853427,1,0,0,0,1
5.7685909271240225,-0.82524573802948,0.635002433447332,1,0,0,0,2
39.02543640136719,-1.4222205877304075,0.16513993331776114,1,0,0,0,3
70.03895568847656,-1.4225721359252932,0.18171460884513446,1,0,0,0,4
127.91262817382812,-1.6724660396575928,0.11636765151241553,1,0,0,0,5
91.32998657226562,-1.5590204000473022,0.12898473102461785,1,0,0,0,6
1.7295895814895632,-0.5859833359718323,0.8541307208427855,1,0,0,0,7
38.27776336669922,-1.4115008115768433,0.17069756852728185,1,0,0,0,0
82.35533142089844,-1.649004340171814,0.038825638706949016,2,1,1,8,1
32.80368804931641,-1.3304595947265625,0.10108010928370274,2,1,1,8,3
111.94872283935548,-1.6779385805130005,0.07350480027676977,2,1,1,8,0
119.7965850830078,-1.729297757148743,0.035422354616920775,2,1,1,0,1
33.25655746459961,-1.333804726600647,0.1007097496707762,2,1,1,0,3
112.0286102294922,-1.6781005859375,0.07349374305861953,2,1,1,0,0
427.7891540527344,-2.118009328842163,0.01645379186024063,2,1,3,11,1
18.165786743164066,-1.4015458822250366,0.10402863541387064,2,1,3,11,6
80.4301528930664,-1.7255703210830688,0.07900151899121623,2,1,3,11,0
423.3497619628906,-2.115293025970459,0.01649619457765969,2,1,3,0,1
18.162378311157227,-1.4015018939971924,0.10403449937811904,2,1,3,0,6
80.43003845214844,-1.7255699634552002,0.07900153537596152,2,1,3,0,0
423.34814453125,-2.1152920722961426,0.016496210095019687,2,1,0,11,1
18.162378311157227,-1.4015018939971924,0.10403449937811904,2,1,0,11,6
80.43003845214844,-1.7255699634552002,0.07900153537596152,2,1,0,11,0
107.7151336669922,-1.7065211534500122,0.03624892523795458,2,1,0,8,1
33.12743759155273,-1.3328557014465332,0.1008143107563774,2,1,0,8,3
112.00591278076172,-1.6780545711517334,0.07349687884105835,2,1,0,8,0
131.08755493164062,-1.7777570486068726,0.04417374280103313,2,1,0,0,1
33.374645233154304,-1.3346700668334959,0.1006148165872366,2,1,0,0,3
17.353832244873047,-1.3908041715621948,0.10549996447836604,2,1,0,0,6
58.37651062011719,-1.597666621208191,0.10252414226984027,2,1,0,0,0
3.4049129486083984,-0.9233545660972596,0.3603086866994453,2,2,3,11,3
3.389940023422241,-0.9223055243492126,0.3612855356274206,2,2,3,11,0
3.389940023422241,-0.9223055243492126,0.3612855356274206,2,2,3,0,3
57.78971862792969,-1.3986793756484983,0.17270583911982884,2,2,3,0,4
6.935934066772461,-1.0069926977157593,0.3578031909968433,2,2,3,0,0
3.393134355545044,-0.9225296974182128,0.3610763118405941,2,2,0,11,3
3.389940023422241,-0.9223055243492126,0.3612855356274206,2,2,0,11,0
3.389940023422241,-0.9223055243492126,0.3612855356274206,2,2,0,0,3
57.78971862792969,-1.3986793756484983,0.17270583911982884,2,2,0,0,4
6.935934066772461,-1.0069926977157593,0.3578031909968433,2,2,0,0,0
151.81687927246094,-1.9522372484207156,0.11686758182026068,2,3,2,3,1
269.58590698242193,-2.081456661224365,0.10490080943616002,2,3,2,3,0
299.4293518066406,-2.1050844192504883,0.10304140157980192,2,3,2,0,1
305.2062683105469,-2.109384298324585,0.10271266179953133,2,3,2,0,0
144.49778747558594,-1.7309595346450806,0.12232972017981456,2,3,3,11,1
16.751270294189453,-1.2812280654907229,0.10628164144695898,2,3,3,11,3
47.04899978637695,-1.463734149932861,0.1654286828694705,2,3,3,11,6
78.69717407226562,-1.599747896194458,0.14001149993485076,2,3,3,11,0
33.14398956298828,-1.39552640914917,0.07476414926633013,2,3,3,4,1
28.44973373413086,-1.3664381504058838,0.07777125473615325,2,3,3,4,0
3.8292968273162837,-0.939524471759796,0.17373213727926826,2,3,3,6,1
3.0005550384521484,-0.8952724933624268,0.19985347465621148,2,3,3,6,0
24.79379653930664,-1.307813048362732,0.1156964124223458,2,3,3,10,1
40.668724060058594,-1.4165730476379397,0.10016588103107876,2,3,3,10,0
64.04909515380861,-1.5375691652297974,0.1332189574175051,2,3,3,0,1
16.626014709472653,-1.279552340507507,0.1065377284325008,2,3,3,0,3
47.04876327514648,-1.4637330770492554,0.16542887439128334,2,3,3,0,6
56.06325912475586,-1.5100319385528564,0.1396418456979744,2,3,3,0,0
128.09219360351562,-1.7060561180114746,0.1252312631029713,2,3,0,11,1
16.732717514038086,-1.280980944633484,0.1063192877214178,2,3,0,11,3
47.04896545410156,-1.4637340307235718,0.1654287211686382,2,3,0,11,6
78.69717407226562,-1.599747896194458,0.14001149993485076,2,3,0,11,0
237.15020751953125,-2.0526084899902344,0.10729847013177933,2,3,0,3,1
292.51025390625,-2.099823236465454,0.10344759582351633,2,3,0,3,0
42.04943084716797,-1.4408541917800903,0.0708926978081224,2,3,0,4,1
29.66061592102051,-1.3743770122528076,0.07690609056046467,2,3,0,4,0
3.848683834075928,-0.9404407143592834,0.17327167686280628,2,3,0,6,1
3.002387523651123,-0.8953832387924194,0.1997774603890848,2,3,0,6,0
24.797271728515625,-1.307843804359436,0.11569120395702785,2,3,0,10,1
40.67006301879883,-1.4165802001953125,0.1001650145402373,2,3,0,10,0
53.21127700805664,-1.5083693265914917,0.14799921653229692,2,3,0,0,1
16.598037719726562,-1.2791762351989746,0.1065955576274802,2,3,0,0,3
47.04872131347656,-1.4637328386306765,0.1654289318434576,2,3,0,0,6
49.71025085449219,-1.49268639087677,0.15106678055521705,2,3,0,0,0
90.32740020751952,-1.6688013076782229,0.03785549555956076,2,0,1,8,1
32.914661407470696,-1.331283450126648,0.10098841095498773,2,0,1,8,3
111.96815490722656,-1.6779780387878418,0.07350210608699782,2,0,1,8,0
119.80298614501952,-1.7293092012405396,0.035421966741699264,2,0,1,0,1
33.25658798217773,-1.3338049650192259,0.10070972464710924,2,0,1,0,3
112.0286102294922,-1.6781005859375,0.07349374305861953,2,0,1,0,0
252.96226501464844,-2.0671339035034184,0.10607322294837508,2,0,2,3,1
295.976318359375,-2.1024742126464844,0.10324237628560737,2,0,2,3,0
304.5177917480469,-2.1088762283325195,0.10275134959879473,2,0,2,0,1
305.6758117675781,-2.1097300052642822,0.10268633314441088,2,0,2,0,0
108.67317199707031,-1.6772255897521973,0.1258814293336563,2,0,3,11,1
5.329131126403809,-1.028250217437744,0.254989278153065,2,0,3,11,3
24.32185935974121,-1.3655000925064087,0.1932168292990266,2,0,3,11,6
39.042884826660156,-1.4663830995559692,0.16410474490160984,2,0,3,11,0
29.315052032470703,-1.3721449375152588,0.07714585278354344,2,0,3,4,1
27.84538078308105,-1.362348556518555,0.07823058913678263,2,0,3,4,0
3.819348573684693,-0.9390524625778198,0.17397046572097488,2,0,3,6,1
2.9996035099029537,-0.8952149152755737,0.19989300153626274,2,0,3,6,0
24.79190444946289,-1.3077962398529053,0.11569925052779925,2,0,3,10,1
40.66803741455078,-1.4165693521499634,0.10016632069895114,2,0,3,10,0
58.91319274902344,-1.523261547088623,0.13398053112994793,2,0,3,0,1
5.320883274078369,-1.0278903245925903,0.2551848963556936,2,0,3,0,3
58.177406311035156,-1.4001846313476562,0.17243034212670091,2,0,3,0,4
24.40793228149414,-1.3662711381912231,0.19301933533324628,2,0,3,0,6
36.41123962402344,-1.4265668392181396,0.16185661465036458,2,0,3,0,0
101.04078674316406,-1.6619523763656616,0.12777221567263314,2,0,0,11,1
5.328150749206543,-1.028207540512085,0.2550124853397436,2,0,0,11,3
24.32185935974121,-1.3655000925064087,0.1932168292990266,2,0,0,11,6
39.042884826660156,-1.4663830995559692,0.16410474490160984,2,0,0,11,0
208.8150177001953,-2.0239739418029785,0.10982552605577887,2,0,0,3,1
285.7842712402344,-2.094588041305542,0.1038561905866401,2,0,0,3,0
41.877525329589844,-1.440073847770691,0.07095178594289017,2,0,0,4,1
29.639238357543945,-1.374239802360535,0.07692076464334598,2,0,0,4,0
3.848341941833496,-0.9404245615005492,0.1732797443818928,2,0,0,6,1
3.0023584365844727,-0.8953814506530762,0.19977866067950584,2,0,0,6,0
34.14567184448242,-1.4603707790374756,0.05346290531519399,2,0,0,8,1
31.7626953125,-1.322590708732605,0.10197127956004444,2,0,0,8,3
111.76449584960938,-1.6775647401809692,0.07353036203678585,2,0,0,8,0
58.10003280639648,-1.4949691295623782,0.09184024110098593,2,0,0,10,1
49.70377731323242,-1.4606651067733765,0.09523639475050702,2,0,0,10,0
51.67648315429688,-1.5061582326889038,0.14439411016650466,2,0,0,0,1
9.252129554748537,-1.1182780265808103,0.21897511732962352,2,0,0,0,3
58.64882278442383,-1.4020017385482788,0.17209940555181152,2,0,0,0,4
24.408281326293945,-1.3662742376327517,0.19301854096236126,2,0,0,0,6
36.44451141357422,-1.432436466217041,0.1645630667903281,2,0,0,0,0
0.4896174371242523,-0.14996513724327087,0.920346637278944,3,2,1,8,3
0.5920665264129639,-0.5658247470855713,0.6150017402042292,3,2,1,8,7
12.452591896057127,-1.0548698902130127,0.3187182519911668,3,2,1,8,0
0.4477806091308594,-0.12738025188446045,0.8248266386911219,3,2,1,0,3
0.5442456603050232,-0.5477765798568726,0.5797274549335646,3,2,1,0,7
12.397279739379885,-1.0538039207458496,0.31925075662894065,3,2,1,0,0
0.5910287499427795,-0.12324947863817215,0.5670707261542864,3,2,2,5,3
0.15854759514331818,0.2285325974225998,0.14682572687563228,3,2,2,5,0
0.09025037288665773,0.3791758120059967,0.10916988152644344,3,2,2,0,3
0.07089924067258835,0.44369497895240784,0.0985951345698456,3,2,2,0,0
2.9292399883270264,-0.8659528493881226,0.3837474550602811,3,2,3,11,7
3.4401867389678955,-0.9082646369934082,0.3451073334075552,3,2,3,11,0
3.4633498191833496,-0.9100303053855896,0.3436602837716769,3,2,3,0,7
3.4633498191833496,-0.9100303053855896,0.3436602837716769,3,2,3,0,0
3.4633498191833496,-0.9100303053855896,0.3436602837716769,3,2,0,11,7
3.4633498191833496,-0.9100303053855896,0.3436602837716769,3,2,0,11,0
0.3496032953262329,0.01712697371840477,0.2759512220617105,3,2,0,5,3
0.12662214040756226,0.2886458933353424,0.12901442532420174,3,2,0,5,0
0.30730271339416504,-0.03218936175107956,0.567781803842765,3,2,0,8,3
0.38163888454437256,-0.4717151820659638,0.44347155269454813,3,2,0,8,7
12.166955947875975,-1.0493122339248655,0.3215147586210002,3,2,0,8,0
