화약,뇌관,암석분류,심발,SR SD,CR SD,최대입자속도
에멀젼C,전기,변성암,Cylinder-cut,34.47,35.92,0.31
에멀젼C,전기,변성암,Cylinder-cut,27.0,27.0,0.27
에멀젼C,전기,변성암,Cylinder-cut,32.0,32.0,0.1
에멀젼C,전기,변성암,Cylinder-cut,31.0,31.0,0.07
에멀젼C,전기,변성암,Cylinder-cut,32.0,32.0,0.1
에멀젼C,전기,변성암,Cylinder-cut,30.0,30.0,0.12
에멀젼C,전기,변성암,Cylinder-cut,32.0,32.0,0.067
에멀젼C,전기,변성암,Cylinder-cut,34.0,34.0,0.1
에멀젼C,전기,변성암,Cylinder-cut,27.0,27.0,0.1
