암석분류,SR SD,CR SD,최대입자속도
변성암,42.95,40.94,0.48
변성암,46.19,44.03,0.38
변성암,49.77,47.44,0.12
변성암,27.71,26.42,0.34600000000000003
변성암,25.4,24.21,0.603
변성암,52.8,41.91,0.21600000000000003
변성암,59.4,47.15,0.113
변성암,58.0,46.03,0.16699999999999998
변성암,46.0,36.51,0.25
변성암,70.8,56.19,0.07
변성암,42.0,33.34,0.88
변성암,55.2,43.81,0.15
변성암,72.0,57.15,0.05
변성암,39.2,31.11,0.254
변성암,55.3,41.04,0.265
변성암,35.4,28.1,0.373
변성암,57.2,45.4,0.6
변성암,44.6,35.4,0.35
변성암,45.2,35.88,0.27
변성암,34.8,27.62,0.2
변성암,41.0,32.54,0.35
변성암,42.0,33.34,0.25
변성암,42.0,33.34,0.22
변성암,46.8,37.15,0.1
변성암,46.98,34.87,0.27
변성암,53.83,39.95,0.12
변성암,59.22,43.95,0.15
변성암,45.52,33.78,0.15
변성암,42.09,31.23,0.4
변성암,51.39,38.13,0.1
변성암,63.62,47.21,0.05
변성암,38.38,41.06,0.05
변성암,37.8,40.45,0.4
변성암,39.6,42.37,0.25
변성암,38.38,41.06,0.3
변성암,37.56,40.18,0.27
변성암,38.38,41.06,0.27
변성암,39.6,42.37,0.38
변성암,38.87,41.58,0.22
변성암,36.99,39.57,0.268
변성암,47.36,50.67,0.42700000000000005
변성암,37.8,40.45,0.24100000000000002
변성암,36.95,35.22,0.25
변성암,45.03,42.93,0.25
변성암,41.57,39.62,0.3
변성암,42.72,40.72,0.43200000000000005
변성암,36.95,35.22,0.457
변성암,31.35,33.55,0.3
변성암,37.4,40.01,0.25
변성암,30.7,32.85,0.4
변성암,33.72,36.08,0.537
변성암,32.99,35.29,0.27
변성암,36.74,39.31,0.27
변성암,32.17,34.42,0.38
변성암,48.99,52.41,0.22
변성암,33.07,35.38,0.275
변성암,75.8,60.16,0.2
변성암,69.4,55.08,0.25
변성암,66.0,52.38,0.12
변성암,49.99,41.45,0.12
변성암,76.8,60.96,0.5
변성암,56.14,50.02,0.12
변성암,54.16,48.25,0.15
변성암,46.53,41.45,0.22
변성암,50.52,41.89,0.17
변성암,47.01,38.98,0.191
변성암,18.72,21.81,0.34299999999999997
변성암,19.23,22.4,0.55
변성암,25.3,29.47,0.4
변성암,19.8,23.06,0.07
변성암,23.84,27.78,0.12
변성암,18.02,21.0,0.4
변성암,19.04,22.18,0.48
변성암,19.04,22.18,0.3
변성암,46.99,43.16,0.1
변성암,49.57,45.53,0.2
변성암,67.91,62.36,0.38
변성암,79.9,69.95,0.05
변성암,50.87,46.71,0.1
변성암,27.63,25.37,0.3
변성암,42.86,39.36,0.35
변성암,28.32,24.79,0.14800000000000002
변성암,27.13,23.75,0.556
변성암,19.62,18.02,0.495
변성암,28.91,28.97,0.268
변성암,37.46,37.54,0.965
변성암,26.03,26.09,0.4
변성암,23.35,23.4,0.4
변성암,33.28,33.36,0.22
변성암,28.81,28.88,0.78
변성암,31.99,32.06,0.25
변성암,48.08,42.84,0.292
변성암,52.33,46.62,0.25
변성암,70.71,63.0,0.27
변성암,63.64,56.7,0.05
변성암,53.74,47.88,0.3
변성암,37.0,37.0,0.22899999999999998
변성암,47.92,45.68,0.254
변성암,62.05,52.7,1.95
변성암,78.0,61.91,0.3
변성암,80.0,63.5,0.35
변성암,82.0,65.08,0.25
변성암,61.38,54.68,0.264
변성암,42.72,40.72,0.111
변성암,76.0,60.32,0.4
변성암,43.88,41.82,1.67
변성암,61.12,53.5,0.5
변성암,64.34,54.64,0.4
변성암,66.95,56.86,0.3
변성암,59.93,50.89,0.6
변성암,57.98,51.66,0.5
변성암,67.83,59.38,0.25
변성암,84.0,66.67,0.2
변성암,80.0,63.5,0.17
변성암,91.92,65.0,0.2
변성암,86.83,61.4,0.1
변성암,80.83,61.15,0.051
변성암,63.05,47.7,0.311
변성암,65.05,46.0,0.5
변성암,91.64,64.8,0.2
변성암,87.68,62.0,0.22
변성암,68.03,50.48,0.15
변성암,76.84,57.02,0.15
변성암,92.25,68.46,0.5589999999999999
변성암,64.11,47.58,0.44299999999999995
변성암,56.53,41.95,0.079
변성암,55.64,41.92,0.3
변성암,45.58,37.94,0.4
변성암,44.54,37.08,0.2
변성암,60.65,50.5,0.3
변성암,43.92,37.58,0.17
변성암,51.27,43.86,0.2
변성암,48.0,39.96,0.14400000000000002
변성암,67.79,51.08,0.546
변성암,67.32,47.6,0.28300000000000003
변성암,113.99,80.6,0.05
변성암,100.69,71.2,0.07
변성암,98.99,70.0,0.07
변성암,100.69,71.2,0.07
변성암,115.97,82.0,0.02
변성암,113.14,80.0,0.02
변성암,113.14,80.0,0.05
변성암,101.82,72.0,0.05
변성암,100.41,71.0,0.07
변성암,98.99,70.0,0.02
변성암,119.64,84.6,0.02
변성암,118.79,84.0,0.02
변성암,97.02,68.6,0.05
변성암,119.93,84.8,0.07
변성암,117.66,83.2,0.07
변성암,116.81,82.6,0.05
변성암,102.67,72.6,0.02
변성암,101.82,72.0,0.05
변성암,92.49,65.4,0.04
변성암,89.1,63.0,0.05
변성암,100.69,71.2,0.053
변성암,109.46,77.4,0.049
