화약,뇌관,심발,SR SD,CR SD,최대입자속도
에멀젼C,비전기,V-CUT,42.05,56.68,0.23600000000000002
에멀젼C,비전기,V-CUT,51.05,64.32,0.158
에멀젼C,비전기,V-CUT,102.62,110.98,0.084
에멀젼C,비전기,V-CUT,58.93,76.53,0.22
에멀젼C,비전기,V-CUT,58.79,76.35,0.33
에멀젼C,비전기,V-CUT,59.25,76.95,0.20800000000000002
에멀젼C,비전기,V-CUT,59.25,76.95,0.134
에멀젼C,비전기,V-CUT,73.12,94.97,0.162
에멀젼C,비전기,V-CUT,72.39,94.02,0.162
에멀젼C,비전기,V-CUT,65.24,87.94,0.11800000000000001
에멀젼C,비전기,V-CUT,64.54,87.01,0.252
에멀젼C,비전기,V-CUT,64.87,87.45,0.19699999999999998
에멀젼C,비전기,V-CUT,76.3,102.86,0.141
에멀젼C,비전기,V-CUT,76.63,103.3,0.133
에멀젼C,비전기,V-CUT,75.89,102.3,0.142
에멀젼C,비전기,V-CUT,94.65,119.25,0.102
에멀젼C,비전기,V-CUT,76.91,103.68,0.121
에멀젼C,비전기,V-CUT,171.16,185.1,0.038
에멀젼C,비전기,V-CUT,99.18,128.82,0.11800000000000001
에멀젼C,비전기,V-CUT,98.36,127.75,0.102
에멀젼C,비전기,V-CUT,88.43,119.2,0.135
에멀젼C,비전기,V-CUT,107.8,135.82,0.075
에멀젼C,비전기,V-CUT,40.25,43.07,0.151
에멀젼C,비전기,V-CUT,39.85,42.63,0.172
에멀젼C,비전기,V-CUT,50.06,51.06,0.149
에멀젼C,비전기,V-CUT,53.17,54.23,0.10800000000000001
에멀젼C,비전기,V-CUT,50.53,51.54,0.14400000000000002
에멀젼C,비전기,V-CUT,52.23,53.27,0.086
에멀젼C,비전기,V-CUT,51.1,52.11,0.125
에멀젼C,비전기,V-CUT,52.7,53.75,0.081
에멀젼C,비전기,V-CUT,55.36,59.23,0.098
에멀젼C,비전기,V-CUT,55.28,59.14,0.098
에멀젼C,비전기,V-CUT,54.95,58.79,0.14
에멀젼C,비전기,V-CUT,61.28,62.5,0.11699999999999999
에멀젼C,비전기,V-CUT,63.07,64.32,0.102
에멀젼C,비전기,V-CUT,61.85,63.07,0.11199999999999999
에멀젼C,비전기,V-CUT,62.41,63.65,0.10300000000000001
에멀젼C,비전기,V-CUT,60.62,61.82,0.128
에멀젼C,비전기,V-CUT,74.22,79.41,0.048
에멀젼C,비전기,V-CUT,74.71,79.93,0.04
에멀젼C,비전기,V-CUT,85.32,87.02,0.048
에멀젼C,비전기,V-CUT,82.21,83.84,0.084
에멀젼C,비전기,V-CUT,83.44,85.09,0.066
에멀젼C,비전기,V-CUT,82.78,84.42,0.068
에멀젼C,비전기,V-CUT,84.1,85.77,0.053
에멀젼C,비전기,V-CUT,89.19,90.96,0.053
에멀젼C,비전기,V-CUT,118.07,126.32,0.019
에멀젼C,비전기,V-CUT,118.56,126.84,0.019
에멀젼C,비전기,V-CUT,118.47,126.76,0.016
에멀젼C,비전기,V-CUT,118.07,126.32,0.025
에멀젼C,비전기,V-CUT,135.29,137.98,0.021
에멀젼C,비전기,V-CUT,133.97,136.63,0.03
에멀젼C,비전기,V-CUT,135.95,138.65,0.019
에멀젼C,비전기,V-CUT,134.63,137.3,0.026000000000000002
에멀젼C,비전기,V-CUT,109.2,125.0,0.084
에멀젼C,비전기,V-CUT,109.47,125.31,0.064
에멀젼C,비전기,V-CUT,110.2,126.15,0.051
에멀젼C,비전기,V-CUT,122.69,136.24,0.043
에멀젼C,비전기,V-CUT,122.62,136.16,0.048
에멀젼C,비전기,V-CUT,131.95,148.1,0.022000000000000002
에멀젼C,비전기,V-CUT,117.76,137.19,0.022000000000000002
에멀젼C,비전기,V-CUT,126.93,145.3,0.023
에멀젼C,비전기,V-CUT,125.93,144.16,0.025
에멀젼C,비전기,V-CUT,136.93,152.06,0.024
에멀젼C,비전기,V-CUT,42.28,47.46,0.322
에멀젼C,비전기,V-CUT,36.53,41.82,0.331
에멀젼C,비전기,V-CUT,37.07,42.43,0.24100000000000002
에멀젼C,비전기,V-CUT,37.07,42.43,0.309
에멀젼C,비전기,V-CUT,37.73,43.19,0.33
에멀젼C,비전기,V-CUT,63.57,71.35,0.153
에멀젼C,비전기,V-CUT,63.99,71.83,0.1
에멀젼C,비전기,V-CUT,63.53,72.73,0.091
에멀젼C,비전기,V-CUT,57.73,66.09,0.11199999999999999
에멀젼C,비전기,V-CUT,59.47,68.07,0.115
에멀젼C,비전기,V-CUT,76.6,87.69,0.059000000000000004
에멀젼C,비전기,V-CUT,76.6,87.69,0.055999999999999994
에멀젼C,비전기,V-CUT,77.13,88.3,0.034
에멀젼C,비전기,V-CUT,84.42,93.75,0.042
에멀젼C,비전기,V-CUT,84.64,93.99,0.051
에멀젼C,비전기,V-CUT,106.0,118.98,0.04
에멀젼C,비전기,V-CUT,98.6,112.87,0.039
에멀젼C,비전기,V-CUT,97.87,112.03,0.053
에멀젼C,비전기,V-CUT,97.87,112.03,0.032
에멀젼C,비전기,V-CUT,97.27,111.34,0.033
에멀젼C,비전기,V-CUT,127.63,143.26,0.02
에멀젼C,비전기,V-CUT,116.93,133.86,0.026000000000000002
에멀젼C,비전기,V-CUT,117.0,133.93,0.018000000000000002
에멀젼C,비전기,V-CUT,119.87,137.21,0.019
에멀젼C,비전기,V-CUT,116.93,133.86,0.023
에멀젼C,비전기,V-CUT,31.5,31.5,0.305
에멀젼C,비전기,V-CUT,28.89,29.98,0.27899999999999997
에멀젼C,비전기,V-CUT,30.68,31.84,0.195
에멀젼C,비전기,V-CUT,29.96,31.1,0.22899999999999998
에멀젼C,비전기,V-CUT,28.0,29.06,0.439
에멀젼C,비전기,V-CUT,33.5,33.5,0.2
에멀젼C,비전기,V-CUT,60.4,60.4,0.064
에멀젼C,비전기,V-CUT,55.1,57.18,0.067
에멀젼C,비전기,V-CUT,56.08,58.21,0.057
에멀젼C,비전기,V-CUT,54.2,56.26,0.098
에멀젼C,비전기,V-CUT,63.9,63.9,0.054000000000000006
에멀젼C,비전기,V-CUT,62.2,62.2,0.057999999999999996
에멀젼C,비전기,V-CUT,90.1,90.1,0.024
에멀젼C,비전기,V-CUT,80.05,83.08,0.037000000000000005
에멀젼C,비전기,V-CUT,80.95,84.01,0.026000000000000002
에멀젼C,비전기,V-CUT,81.84,84.94,0.024
에멀젼C,비전기,V-CUT,82.73,85.87,0.022000000000000002
에멀젼C,비전기,V-CUT,91.7,91.7,0.025
에멀젼C,비전기,V-CUT,119.9,119.9,0.012
에멀젼C,비전기,V-CUT,107.69,111.77,0.013000000000000001
에멀젼C,비전기,V-CUT,106.79,110.84,0.019
에멀젼C,비전기,V-CUT,120.1,120.1,0.012
에멀젼C,비전기,V-CUT,122.0,122.0,0.008
에멀젼C,비전기,V-CUT,121.5,121.5,0.011000000000000001
에멀젼C,비전기,V-CUT,149.7,149.7,0.012
에멀젼C,비전기,V-CUT,133.63,138.69,0.013999999999999999
에멀젼C,비전기,V-CUT,135.24,140.36,0.008
에멀젼C,비전기,V-CUT,134.43,139.53,0.013000000000000001
에멀젼C,비전기,V-CUT,149.9,149.9,0.013999999999999999
에멀젼C,비전기,V-CUT,151.3,151.3,0.011000000000000001
에멀젼C,비전기,V-CUT,147.87,158.21,0.02
에멀젼C,비전기,V-CUT,169.05,172.4,0.017
에멀젼C,비전기,V-CUT,154.71,161.63,0.019
에멀젼C,비전기,V-CUT,155.41,162.36,0.021
에멀젼C,비전기,V-CUT,146.32,156.55,0.023
에멀젼C,비전기,V-CUT,195.35,199.22,0.016
에멀젼C,비전기,V-CUT,186.81,195.16,0.015
에멀젼C,비전기,V-CUT,181.2,189.3,0.015
에멀젼C,비전기,V-CUT,212.17,211.28,0.02
에멀젼C,비전기,V-CUT,210.1,210.1,0.015
에멀젼C,비전기,V-CUT,45.72,50.77,0.126
에멀젼C,비전기,V-CUT,49.56,53.03,0.11900000000000001
에멀젼C,비전기,V-CUT,51.19,54.77,0.165
에멀젼C,비전기,V-CUT,51.77,55.39,0.11199999999999999
에멀젼C,비전기,V-CUT,60.25,61.44,0.098
에멀젼C,비전기,V-CUT,89.57,95.83,0.025
에멀젼C,비전기,V-CUT,91.28,97.67,0.037000000000000005
에멀젼C,비전기,V-CUT,105.5,107.59,0.021
에멀젼C,비전기,V-CUT,102.95,105.0,0.047
에멀젼C,비전기,V-CUT,105.78,107.88,0.039
에멀젼C,비전기,V-CUT,121.15,123.55,0.028999999999999998
에멀젼C,비전기,V-CUT,126.15,128.65,0.027999999999999997
에멀젼C,비전기,V-CUT,122.85,125.28,0.046
에멀젼C,비전기,V-CUT,125.21,127.69,0.034
에멀젼C,비전기,V-CUT,112.18,117.19,0.026000000000000002
에멀젼C,비전기,V-CUT,122.07,130.6,0.035
에멀젼C,비전기,V-CUT,141.61,144.42,0.032
에멀젼C,비전기,V-CUT,140.48,143.26,0.034
에멀젼C,비전기,V-CUT,143.97,146.82,0.035
에멀젼C,비전기,V-CUT,128.93,134.69,0.054000000000000006
에멀젼C,비전기,V-CUT,138.4,148.07,0.018000000000000002
에멀젼C,비전기,V-CUT,195.38,186.23,0.02
에멀젼C,비전기,V-CUT,159.99,163.17,0.039
에멀젼C,비전기,V-CUT,152.7,159.52,0.035
에멀젼C,비전기,V-CUT,152.61,159.43,0.035
에멀젼C,비전기,V-CUT,273.0,253.43,0.009000000000000001
에멀젼C,비전기,V-CUT,273.0,253.43,0.016
에멀젼C,비전기,V-CUT,272.88,253.31,0.011000000000000001
에멀젼C,비전기,V-CUT,272.88,253.31,0.017
에멀젼C,비전기,V-CUT,272.88,253.31,0.013999999999999999
에멀젼C,비전기,V-CUT,59.38,55.12,0.147
에멀젼C,비전기,V-CUT,68.56,60.67,0.134
에멀젼C,비전기,V-CUT,68.7,60.79,0.12
에멀젼C,비전기,V-CUT,68.7,60.79,0.134
에멀젼C,비전기,V-CUT,59.38,55.12,0.16899999999999998
에멀젼C,비전기,V-CUT,87.88,81.58,0.081
에멀젼C,비전기,V-CUT,87.88,81.58,0.09699999999999999
에멀젼C,비전기,V-CUT,101.47,89.79,0.086
에멀젼C,비전기,V-CUT,101.47,89.79,0.1
에멀젼C,비전기,V-CUT,87.88,81.58,0.146
에멀젼C,비전기,V-CUT,117.88,109.43,0.063
에멀젼C,비전기,V-CUT,117.88,109.43,0.07
에멀젼C,비전기,V-CUT,136.11,120.44,0.067
에멀젼C,비전기,V-CUT,136.11,120.44,0.085
에멀젼C,비전기,V-CUT,136.11,120.44,0.066
에멀젼C,비전기,V-CUT,142.13,131.94,0.038
에멀젼C,비전기,V-CUT,164.11,145.22,0.031
에멀젼C,비전기,V-CUT,164.11,145.22,0.035
에멀젼C,비전기,V-CUT,164.11,145.22,0.039
에멀젼C,비전기,V-CUT,164.11,145.22,0.037000000000000005
에멀젼C,비전기,V-CUT,166.63,154.68,0.03
에멀젼C,비전기,V-CUT,192.4,170.25,0.025
에멀젼C,비전기,V-CUT,192.4,170.25,0.027000000000000003
에멀젼C,비전기,V-CUT,192.4,170.25,0.027000000000000003
에멀젼C,비전기,V-CUT,166.63,154.68,0.027999999999999997
에멀젼C,비전기,V-CUT,193.65,197.49,0.013999999999999999
에멀젼C,비전기,V-CUT,192.99,196.82,0.018000000000000002
에멀젼C,비전기,V-CUT,193.75,197.59,0.016
에멀젼C,비전기,V-CUT,197.9,201.82,0.013999999999999999
에멀젼C,비전기,V-CUT,180.85,188.93,0.018000000000000002
에멀젼C,비전기,V-CUT,201.86,205.86,0.013000000000000001
에멀젼C,비전기,V-CUT,202.61,206.63,0.013999999999999999
에멀젼C,비전기,V-CUT,206.76,210.86,0.012
에멀젼C,비전기,V-CUT,201.86,205.86,0.012
에멀젼C,비전기,V-CUT,188.57,197.0,0.013000000000000001
에멀젼C,비전기,V-CUT,31.84,34.07,0.15
에멀젼C,비전기,V-CUT,35.07,35.77,0.21100000000000002
에멀젼C,비전기,V-CUT,43.88,41.82,0.125
에멀젼C,비전기,V-CUT,29.18,31.64,0.146
에멀젼C,비전기,V-CUT,37.19,38.85,0.152
에멀젼C,비전기,V-CUT,51.92,57.66,0.063
에멀젼C,비전기,V-CUT,63.26,64.52,0.08
에멀젼C,비전기,V-CUT,63.17,64.42,0.07400000000000001
에멀젼C,비전기,V-CUT,63.26,64.52,0.055999999999999994
에멀젼C,비전기,V-CUT,62.89,64.13,0.077
에멀젼C,비전기,V-CUT,80.75,86.4,0.038
에멀젼C,비전기,V-CUT,92.21,94.03,0.034
에멀젼C,비전기,V-CUT,92.3,94.13,0.036000000000000004
에멀젼C,비전기,V-CUT,96.45,98.36,0.034
에멀젼C,비전기,V-CUT,119.05,113.48,0.024
에멀젼C,비전기,V-CUT,105.25,112.6,0.025
에멀젼C,비전기,V-CUT,208.7,177.22,0.018000000000000002
에멀젼C,비전기,V-CUT,152.65,145.5,0.015
에멀젼C,비전기,V-CUT,146.65,139.78,0.019
에멀젼C,비전기,V-CUT,147.57,140.66,0.018000000000000002
에멀젼C,비전기,V-CUT,131.86,141.08,0.018000000000000002
에멀젼C,비전기,V-CUT,188.22,179.4,0.016
에멀젼C,비전기,V-CUT,188.33,179.51,0.017
에멀젼C,비전기,V-CUT,187.29,178.52,0.019
에멀젼C,비전기,V-CUT,188.22,179.4,0.016
에멀젼C,비전기,V-CUT,261.89,249.63,0.009000000000000001
에멀젼C,비전기,V-CUT,262.58,250.29,0.008
에멀젼C,비전기,V-CUT,214.02,218.26,0.008
에멀젼C,비전기,V-CUT,213.64,217.88,0.008
에멀젼C,비전기,V-CUT,215.34,219.61,0.006999999999999999
에멀젼C,비전기,V-CUT,33.39,35.73,0.151
에멀젼C,비전기,V-CUT,48.73,46.45,0.09
에멀젼C,비전기,V-CUT,53.17,47.37,0.09
에멀젼C,비전기,V-CUT,41.39,42.21,0.153
에멀젼C,비전기,V-CUT,39.41,40.19,0.142
에멀젼C,비전기,V-CUT,65.15,66.44,0.096
에멀젼C,비전기,V-CUT,83.25,79.36,0.065
에멀젼C,비전기,V-CUT,101.96,90.84,0.087
에멀젼C,비전기,V-CUT,103.66,92.35,0.039
에멀젼C,비전기,V-CUT,67.51,68.84,0.07
에멀젼C,비전기,V-CUT,92.96,94.8,0.031
에멀젼C,비전기,V-CUT,117.78,112.27,0.027000000000000003
에멀젼C,비전기,V-CUT,144.39,128.64,0.026000000000000002
에멀젼C,비전기,V-CUT,119.05,113.48,0.027999999999999997
에멀젼C,비전기,V-CUT,95.98,97.88,0.027999999999999997
에멀젼C,비전기,V-CUT,123.6,126.05,0.016
에멀젼C,비전기,V-CUT,188.37,167.82,0.013999999999999999
에멀젼C,비전기,V-CUT,123.6,126.05,0.023
에멀젼C,비전기,V-CUT,124.26,126.73,0.013000000000000001
에멀젼C,비전기,V-CUT,125.49,127.98,0.009000000000000001
에멀젼C,비전기,V-CUT,222.17,197.93,0.013000000000000001
에멀젼C,비전기,V-CUT,229.24,204.23,0.012
에멀젼C,비전기,V-CUT,151.23,154.22,0.026000000000000002
에멀젼C,비전기,V-CUT,153.21,156.24,0.017
에멀젼C,비전기,V-CUT,154.24,157.3,0.023
에멀젼C,비전기,V-CUT,47.47,64.69,0.11800000000000001
에멀젼C,비전기,V-CUT,40.07,57.79,0.122
에멀젼C,비전기,V-CUT,40.07,57.79,0.131
에멀젼C,비전기,V-CUT,40.03,57.74,0.258
에멀젼C,비전기,V-CUT,47.43,64.63,0.122
에멀젼C,비전기,V-CUT,59.29,80.79,0.10099999999999999
에멀젼C,비전기,V-CUT,59.29,80.79,0.109
에멀젼C,비전기,V-CUT,50.0,72.11,0.17600000000000002
에멀젼C,비전기,V-CUT,50.0,72.11,0.209
에멀젼C,비전기,V-CUT,59.29,80.79,0.13699999999999998
에멀젼C,비전기,V-CUT,111.8,135.72,0.039
에멀젼C,비전기,V-CUT,79.06,107.72,0.067
에멀젼C,비전기,V-CUT,66.67,96.15,0.105
에멀젼C,비전기,V-CUT,66.67,96.15,0.075
에멀젼C,비전기,V-CUT,79.06,107.72,0.096
에멀젼C,비전기,V-CUT,88.94,121.19,0.036000000000000004
에멀젼C,비전기,V-CUT,75.0,108.17,0.061
에멀젼C,비전기,V-CUT,88.94,121.19,0.04
에멀젼C,비전기,V-CUT,88.94,121.19,0.054000000000000006
에멀젼C,비전기,V-CUT,88.94,121.19,0.042
에멀젼C,비전기,V-CUT,98.82,134.65,0.02
에멀젼C,비전기,V-CUT,98.82,134.65,0.021
에멀젼C,비전기,V-CUT,83.33,120.19,0.076
에멀젼C,비전기,V-CUT,98.82,134.65,0.054000000000000006
에멀젼C,비전기,V-CUT,98.82,134.65,0.043
에멀젼C,비전기,V-CUT,118.59,161.58,0.022000000000000002
에멀젼C,비전기,V-CUT,100.0,144.22,0.054000000000000006
에멀젼C,비전기,V-CUT,100.0,144.22,0.045
에멀젼C,비전기,V-CUT,118.59,161.58,0.033
에멀젼C,비전기,V-CUT,118.59,161.58,0.039
에멀젼C,비전기,V-CUT,30.89,27.33,2.16
에멀젼C,비전기,V-CUT,30.04,25.79,2.93
에멀젼C,비전기,V-CUT,34.93,30.91,1.071
에멀젼C,비전기,V-CUT,47.78,42.27,0.266
에멀젼C,비전기,V-CUT,52.34,44.92,0.447
에멀젼C,비전기,V-CUT,48.21,42.66,0.325
에멀젼C,비전기,V-CUT,70.58,62.45,0.098
에멀젼C,비전기,V-CUT,77.32,66.37,0.127
에멀젼C,비전기,V-CUT,71.01,62.84,0.078
에멀젼C,비전기,V-CUT,96.42,85.32,0.076
에멀젼C,비전기,V-CUT,105.62,90.66,0.081
에멀젼C,비전기,V-CUT,96.71,85.57,0.081
에멀젼C,비전기,V-CUT,187.35,165.78,0.017
에멀젼C,비전기,V-CUT,205.55,176.44,0.019
에멀젼C,비전기,V-CUT,187.21,165.65,0.012
에멀젼C,비전기,V-CUT,217.37,192.34,0.017
에멀젼C,비전기,V-CUT,238.44,204.67,0.017
에멀젼C,비전기,V-CUT,217.23,192.22,0.013000000000000001
에멀젼C,비전기,V-CUT,236.42,209.2,0.012
에멀젼C,비전기,V-CUT,259.15,222.45,0.009000000000000001
에멀젼C,비전기,V-CUT,236.14,208.95,0.009000000000000001
에멀젼C,비전기,V-CUT,261.68,231.55,0.013999999999999999
에멀젼C,비전기,V-CUT,287.13,246.47,0.017
에멀젼C,비전기,V-CUT,261.54,231.43,0.017
에멀젼C,비전기,V-CUT,279.29,247.13,0.034
에멀젼C,비전기,V-CUT,306.42,263.03,0.034
에멀젼C,비전기,V-CUT,279.0,246.88,0.034
에멀젼C,비전기,V-CUT,58.75,51.98,0.12
에멀젼C,비전기,V-CUT,62.61,53.75,0.271
에멀젼C,비전기,V-CUT,60.48,53.51,0.129
에멀젼C,비전기,V-CUT,205.54,181.87,0.044000000000000004
에멀젼C,비전기,V-CUT,224.21,192.45,0.024
에멀젼C,비전기,V-CUT,206.26,182.51,0.02
에멀젼C,비전기,V-CUT,17.8,18.47,2.175
에멀젼C,비전기,V-CUT,75.76,78.63,0.023
에멀젼C,비전기,V-CUT,69.59,72.22,0.054000000000000006
에멀젼C,비전기,V-CUT,16.1,16.71,1.9880000000000002
에멀젼C,비전기,V-CUT,36.4,37.78,0.24600000000000002
에멀젼C,비전기,V-CUT,47.76,49.57,0.132
에멀젼C,비전기,V-CUT,76.92,79.84,0.168
에멀젼C,비전기,V-CUT,84.61,87.82,0.07200000000000001
에멀젼C,비전기,V-CUT,89.8,93.2,0.1
에멀젼C,비전기,V-CUT,98.57,102.3,0.059000000000000004
에멀젼C,비전기,V-CUT,138.73,143.98,0.042
에멀젼C,비전기,V-CUT,35.36,42.17,0.40399999999999997
에멀젼C,비전기,V-CUT,38.08,44.07,0.24600000000000002
에멀젼C,비전기,V-CUT,48.33,51.36,0.256
에멀젼C,비전기,V-CUT,44.02,49.08,0.368
에멀젼C,비전기,V-CUT,41.25,49.2,0.302
에멀젼C,비전기,V-CUT,44.54,51.54,0.14800000000000002
에멀젼C,비전기,V-CUT,56.67,60.22,0.09699999999999999
에멀젼C,비전기,V-CUT,51.24,57.12,0.263
에멀젼C,비전기,V-CUT,47.14,56.23,0.177
에멀젼C,비전기,V-CUT,50.99,59.01,0.154
에멀젼C,비전기,V-CUT,65.0,69.07,0.16399999999999998
에멀젼C,비전기,V-CUT,58.46,65.17,0.154
에멀젼C,비전기,V-CUT,53.03,63.26,0.136
에멀젼C,비전기,V-CUT,57.45,66.47,0.091
에멀젼C,비전기,V-CUT,73.33,77.93,0.10099999999999999
에멀젼C,비전기,V-CUT,65.67,73.22,0.083
에멀젼C,비전기,V-CUT,58.93,70.29,0.079
에멀젼C,비전기,V-CUT,63.9,73.94,0.069
에멀젼C,비전기,V-CUT,81.67,86.78,0.064
에멀젼C,비전기,V-CUT,72.89,81.26,0.069
에멀젼C,비전기,V-CUT,176.78,210.86,0.032
에멀젼C,비전기,V-CUT,193.0,223.32,0.038
에멀젼C,비전기,V-CUT,248.33,263.89,0.024
에멀젼C,비전기,V-CUT,217.23,242.18,0.02
에멀젼C,비전기,V-CUT,73.7,77.29,0.15
에멀젼C,비전기,V-CUT,71.1,74.56,0.15
에멀젼C,비전기,V-CUT,65.03,68.2,0.12
에멀젼C,비전기,V-CUT,65.9,69.11,0.15
에멀젼C,비전기,V-CUT,66.77,70.02,0.12
에멀젼C,비전기,V-CUT,52.89,55.47,0.102
에멀젼C,비전기,V-CUT,52.03,54.56,0.1
에멀젼C,비전기,V-CUT,52.03,54.56,0.12
에멀젼C,비전기,V-CUT,58.96,61.83,0.12
에멀젼C,비전기,V-CUT,62.43,65.47,0.1
에멀젼C,비전기,V-CUT,56.36,59.11,0.1
에멀젼C,비전기,V-CUT,52.89,55.47,0.1
에멀젼C,비전기,V-CUT,32.33,30.82,0.38
에멀젼C,비전기,V-CUT,39.84,37.97,0.17
에멀젼C,비전기,V-CUT,35.8,34.12,0.27
에멀젼C,비전기,V-CUT,34.06,32.47,0.22
에멀젼C,비전기,V-CUT,30.02,28.62,0.53
에멀젼C,비전기,V-CUT,45.03,42.93,0.1
에멀젼C,비전기,V-CUT,35.8,34.12,0.35
에멀젼C,비전기,V-CUT,40.41,38.52,0.68
에멀젼C,비전기,V-CUT,32.91,31.37,0.4
에멀젼C,비전기,V-CUT,37.41,35.66,0.38
에멀젼C,비전기,V-CUT,40.76,38.85,0.27
에멀젼C,비전기,V-CUT,28.87,27.52,0.764
에멀젼C,비전기,V-CUT,31.18,29.72,0.721
에멀젼C,비전기,V-CUT,32.91,31.37,0.22
에멀젼C,비전기,V-CUT,32.33,30.82,0.12
에멀젼C,비전기,V-CUT,29.44,28.07,0.3
에멀젼C,비전기,V-CUT,27.14,25.87,0.43
에멀젼C,비전기,V-CUT,25.4,24.21,0.5
에멀젼C,비전기,V-CUT,41.34,39.4,0.3
에멀젼C,비전기,V-CUT,42.95,40.94,0.48
에멀젼C,비전기,V-CUT,46.19,44.03,0.38
에멀젼C,비전기,V-CUT,49.77,47.44,0.12
에멀젼C,비전기,V-CUT,27.71,26.42,0.34600000000000003
에멀젼C,비전기,V-CUT,25.4,24.21,0.603
에멀젼C,비전기,V-CUT,75.8,60.16,0.2
에멀젼C,비전기,V-CUT,69.4,55.08,0.25
에멀젼C,비전기,V-CUT,66.0,52.38,0.12
에멀젼C,비전기,V-CUT,49.99,41.45,0.12
에멀젼C,비전기,V-CUT,76.8,60.96,0.5
에멀젼C,비전기,V-CUT,56.14,50.02,0.12
에멀젼C,비전기,V-CUT,54.16,48.25,0.15
에멀젼C,비전기,V-CUT,46.53,41.45,0.22
에멀젼C,비전기,V-CUT,50.52,41.89,0.17
에멀젼C,비전기,V-CUT,47.01,38.98,0.191
