화약,뇌관,암석분류,암종,SR SD,CR SD,최대입자속도
에멀젼C,비전기,화성암,화강암,56.0,44.45,0.122
에멀젼C,비전기,화성암,화강암,56.0,44.45,0.111
에멀젼C,비전기,화성암,화강암,56.0,44.45,0.163
에멀젼C,비전기,화성암,화강암,56.0,44.45,0.203
에멀젼C,비전기,화성암,화강암,101.4,80.48,0.023
에멀젼C,비전기,화성암,화강암,101.4,80.48,0.013000000000000001
에멀젼C,비전기,화성암,화강암,96.0,76.2,0.025
에멀젼C,비전기,화성암,화강암,96.0,76.2,0.038
에멀젼C,비전기,화성암,화강암,96.0,76.2,0.051
에멀젼C,비전기,화성암,화강암,96.0,76.2,0.08199999999999999
에멀젼C,비전기,화성암,화강암,106.6,84.61,0.027000000000000003
에멀젼C,비전기,화성암,화강암,106.6,84.61,0.021
에멀젼C,비전기,화성암,화강암,104.0,82.54,0.032
에멀젼C,비전기,화성암,화강암,104.0,82.54,0.035
에멀젼C,비전기,화성암,화강암,104.0,82.54,0.038
에멀젼C,비전기,화성암,화강암,104.0,82.54,0.048
에멀젼C,비전기,화성암,화강암,129.0,102.39,0.019
에멀젼C,비전기,화성암,화강암,129.0,102.39,0.011000000000000001
에멀젼C,비전기,화성암,화강암,126.0,100.01,0.021
에멀젼C,비전기,화성암,화강암,126.0,100.01,0.024
에멀젼C,비전기,화성암,화강암,126.0,100.01,0.03
에멀젼C,비전기,화성암,화강암,126.0,100.01,0.028999999999999998
에멀젼C,비전기,화성암,화강암,29.02,25.63,0.252
에멀젼C,비전기,화성암,화강암,21.94,20.91,0.37200000000000005
에멀젼C,비전기,화성암,화강암,29.7,26.46,0.18899999999999997
에멀젼C,비전기,화성암,화강암,36.27,32.04,0.44
에멀젼C,비전기,화성암,화강암,27.71,26.42,0.613
에멀젼C,비전기,화성암,화강암,36.77,32.76,0.377
에멀젼C,비전기,화성암,화강암,58.04,51.27,0.1
에멀젼C,비전기,화성암,화강암,45.03,42.93,0.134
에멀젼C,비전기,화성암,화강암,57.98,51.66,0.07200000000000001
에멀젼C,비전기,화성암,화강암,71.1,62.8,0.09300000000000001
에멀젼C,비전기,화성암,화강암,55.43,52.83,0.08800000000000001
에멀젼C,비전기,화성암,화강암,70.71,63.0,0.042
에멀젼C,비전기,화성암,화강암,74.0,65.36,0.08199999999999999
에멀젼C,비전기,화성암,화강암,57.74,55.03,0.067
에멀젼C,비전기,화성암,화강암,73.54,65.52,0.042
에멀젼C,비전기,화성암,화강암,72.55,64.08,0.09300000000000001
에멀젼C,비전기,화성암,화강암,56.58,53.93,0.11
에멀젼C,비전기,화성암,화강암,72.12,64.26,0.07400000000000001
에멀젼C,비전기,화성암,화강암,87.06,76.9,0.084
에멀젼C,비전기,화성암,화강암,68.13,64.94,0.134
에멀젼C,비전기,화성암,화강암,86.27,76.86,0.07
에멀젼C,비전기,화성암,화강암,101.57,89.72,0.086
에멀젼C,비전기,화성암,화강암,79.67,75.94,0.09300000000000001
에멀젼C,비전기,화성암,화강암,100.41,89.45,0.055999999999999994
에멀젼C,비전기,화성암,화강암,116.08,102.53,0.044000000000000004
에멀젼C,비전기,화성암,화강암,91.22,86.95,0.052000000000000005
에멀젼C,비전기,화성암,화강암,114.55,102.05,0.023
에멀젼C,비전기,화성암,화강암,145.1,128.16,0.055999999999999994
에멀젼C,비전기,화성암,화강암,114.32,108.96,0.08900000000000001
에멀젼C,비전기,화성암,화강암,142.84,127.25,0.025
에멀젼C,비전기,화성암,화강암,271.33,239.67,0.015
에멀젼C,비전기,화성암,화강암,214.77,204.72,0.012
에멀젼C,비전기,화성암,화강암,265.87,236.87,0.006999999999999999
에멀젼C,비전기,화성암,화강암,30.89,27.33,2.16
에멀젼C,비전기,화성암,화강암,30.04,25.79,2.93
에멀젼C,비전기,화성암,화강암,34.93,30.91,1.071
에멀젼C,비전기,화성암,화강암,47.78,42.27,0.266
에멀젼C,비전기,화성암,화강암,52.34,44.92,0.447
에멀젼C,비전기,화성암,화강암,48.21,42.66,0.325
에멀젼C,비전기,화성암,화강암,70.58,62.45,0.098
에멀젼C,비전기,화성암,화강암,77.32,66.37,0.127
에멀젼C,비전기,화성암,화강암,71.01,62.84,0.078
에멀젼C,비전기,화성암,화강암,96.42,85.32,0.076
에멀젼C,비전기,화성암,화강암,105.62,90.66,0.081
에멀젼C,비전기,화성암,화강암,96.71,85.57,0.081
에멀젼C,비전기,화성암,화강암,187.35,165.78,0.017
에멀젼C,비전기,화성암,화강암,205.55,176.44,0.019
에멀젼C,비전기,화성암,화강암,187.21,165.65,0.012
에멀젼C,비전기,화성암,화강암,217.37,192.34,0.017
에멀젼C,비전기,화성암,화강암,238.44,204.67,0.017
에멀젼C,비전기,화성암,화강암,217.23,192.22,0.013000000000000001
에멀젼C,비전기,화성암,화강암,236.42,209.2,0.012
에멀젼C,비전기,화성암,화강암,259.15,222.45,0.009000000000000001
에멀젼C,비전기,화성암,화강암,236.14,208.95,0.009000000000000001
에멀젼C,비전기,화성암,화강암,261.68,231.55,0.013999999999999999
에멀젼C,비전기,화성암,화강암,287.13,246.47,0.017
에멀젼C,비전기,화성암,화강암,261.54,231.43,0.017
에멀젼C,비전기,화성암,화강암,279.29,247.13,0.034
에멀젼C,비전기,화성암,화강암,306.42,263.03,0.034
에멀젼C,비전기,화성암,화강암,279.0,246.88,0.034
에멀젼C,비전기,화성암,화강암,58.75,51.98,0.12
에멀젼C,비전기,화성암,화강암,62.61,53.75,0.271
에멀젼C,비전기,화성암,화강암,60.48,53.51,0.129
에멀젼C,비전기,화성암,화강암,205.54,181.87,0.044000000000000004
에멀젼C,비전기,화성암,화강암,224.21,192.45,0.024
에멀젼C,비전기,화성암,화강암,206.26,182.51,0.02
에멀젼C,비전기,화성암,화강암,82.71,61.5,0.35
에멀젼C,비전기,화성암,화강암,72.98,54.26,0.66
에멀젼C,비전기,화성암,화강암,46.22,34.37,0.63
에멀젼C,비전기,화성암,화강암,34.06,25.32,1.19
에멀젼C,비전기,화성암,화강암,51.08,37.98,0.6
에멀젼C,비전기,화성암,화강암,82.71,61.5,0.1
에멀젼C,비전기,화성암,화강암,75.41,56.07,0.43
에멀젼C,비전기,화성암,화강암,72.98,54.26,0.6
에멀젼C,비전기,화성암,화강암,53.52,39.79,0.3
에멀젼C,비전기,화성암,화강암,38.92,28.94,0.96
에멀젼C,비전기,화성암,화강암,41.35,30.75,0.88
에멀젼C,비전기,화성암,화강암,51.08,37.98,0.295
에멀젼C,비전기,화성암,화강암,79.02,62.72,0.25
에멀젼C,비전기,화성암,화강암,89.6,71.12,0.2
에멀젼C,비전기,화성암,화강암,78.0,61.91,0.27
에멀젼C,비전기,화성암,화강암,83.6,66.35,0.27
에멀젼C,비전기,화성암,화강암,94.8,75.24,0.2
에멀젼C,비전기,화성암,화강암,76.8,60.96,0.33
에멀젼C,비전기,화성암,화강암,101.4,80.48,0.15
에멀젼C,비전기,화성암,화강암,97.42,77.32,0.25
에멀젼C,비전기,화성암,화강암,103.2,81.91,0.2
에멀젼C,비전기,화성암,화강암,105.0,83.34,0.2
