화약,뇌관,암석분류,암종,SR SD,CR SD,최대입자속도
에멀젼C,전자,화성암,화강암,101.25,74.6,0.064
에멀젼C,전자,화성암,화강암,102.5,75.52,0.439
에멀젼C,전자,화성암,화강암,150.0,110.52,0.016
에멀젼C,전자,화성암,화강암,147.5,108.68,0.048
에멀젼C,전자,화성암,화강암,152.5,112.36,0.03
에멀젼C,전자,화성암,화강암,175.0,128.94,0.021
에멀젼C,전자,화성암,화강암,172.5,127.1,0.037000000000000005
에멀젼C,전자,화성암,화강암,177.5,130.78,0.024
에멀젼C,전자,화성암,화강암,200.0,147.36,0.022000000000000002
에멀젼C,전자,화성암,화강암,197.5,145.52,0.033
에멀젼C,전자,화성암,화강암,202.5,149.2,0.019
에멀젼C,전자,화성암,화강암,222.5,163.94,0.032
에멀젼C,전자,화성암,화강암,227.5,167.62,0.022000000000000002
에멀젼C,전자,화성암,화강암,56.58,53.93,0.235
에멀젼C,전자,화성암,화강암,73.9,70.44,0.261
에멀젼C,전자,화성암,화강암,91.22,86.95,0.268
에멀젼C,전자,화성암,화강암,108.54,103.46,0.22899999999999998
에멀젼C,전자,화성암,화강암,125.86,119.97,0.162
에멀젼C,전자,화성암,화강암,143.18,136.48,0.156
에멀젼C,전자,화성암,화강암,160.5,152.99,0.17600000000000002
에멀젼C,전자,화성암,화강암,185.91,177.2,0.040999999999999995
에멀젼C,전자,화성암,화강암,56.58,53.93,0.048
에멀젼C,전자,화성암,화강암,73.9,70.44,0.031
에멀젼C,전자,화성암,화강암,91.22,86.95,0.024
에멀젼C,전자,화성암,화강암,108.54,103.46,0.038
에멀젼C,전자,화성암,화강암,125.86,119.97,0.016
에멀젼C,전자,화성암,화강암,143.18,136.48,0.015
에멀젼C,전자,화성암,화강암,160.5,152.99,0.011000000000000001
에멀젼C,전자,화성암,화강암,183.6,175.0,0.009000000000000001
에멀젼C,전자,화성암,화강암,152.16,146.61,0.031
에멀젼C,전자,화성암,화강암,124.24,128.08,0.05
에멀젼C,전자,화성암,화강암,157.15,149.8,0.028999999999999998
에멀젼C,전자,화성암,화강암,180.12,173.54,0.023
에멀젼C,전자,화성암,화강암,180.12,173.54,0.021
에멀젼C,전자,화성암,화강암,147.06,151.6,0.027000000000000003
에멀젼C,전자,화성암,화강암,208.07,200.47,0.02
에멀젼C,전자,화성암,화강암,208.07,200.47,0.021
에멀젼C,전자,화성암,화강암,208.07,200.47,0.017
에멀젼C,전자,화성암,화강암,49.64,42.16,0.8290000000000001
에멀젼C,전자,화성암,화강암,49.64,42.16,0.932
에멀젼C,전자,화성암,화강암,49.64,42.16,0.799
에멀젼C,전자,화성암,화강암,60.8,48.26,0.701
에멀젼C,전자,화성암,화강암,49.64,42.16,0.866
에멀젼C,전자,화성암,화강암,130.64,110.94,0.068
에멀젼C,전자,화성암,화강암,130.64,110.94,0.075
에멀젼C,전자,화성암,화강암,160.0,126.99,0.091
에멀젼C,전자,화성암,화강암,130.64,110.94,0.095
에멀젼C,전자,화성암,화강암,130.64,110.94,0.1
에멀젼C,전자,화성암,화강암,179.63,152.54,0.021
에멀젼C,전자,화성암,화강암,179.63,152.54,0.032
에멀젼C,전자,화성암,화강암,179.63,152.54,0.02
에멀젼C,전자,화성암,화강암,179.63,152.54,0.022000000000000002
에멀젼C,전자,화성암,화강암,220.0,174.61,0.016
에멀젼C,전자,화성암,화강암,212.29,180.27,0.011000000000000001
에멀젼C,전자,화성암,화강암,212.29,180.27,0.017
에멀젼C,전자,화성암,화강암,212.29,180.27,0.012
에멀젼C,전자,화성암,화강암,212.29,180.27,0.013000000000000001
에멀젼C,전자,화성암,화강암,212.29,180.27,0.015
에멀젼C,전자,화성암,화강암,245.11,208.15,0.01
에멀젼C,전자,화성암,화강암,245.11,208.15,0.013000000000000001
에멀젼C,전자,화성암,화강암,245.11,208.15,0.009000000000000001
에멀젼C,전자,화성암,화강암,245.11,208.15,0.012
에멀젼C,전자,화성암,화강암,300.2,238.27,0.01
에멀젼C,전자,화성암,화강암,277.77,235.88,0.011000000000000001
에멀젼C,전자,화성암,화강암,277.77,235.88,0.01
에멀젼C,전자,화성암,화강암,277.77,235.88,0.013000000000000001
에멀젼C,전자,화성암,화강암,277.77,235.88,0.011000000000000001
에멀젼C,전자,화성암,화강암,277.77,235.88,0.01
에멀젼C,전자,화성암,화강암,100.0,73.68,0.025
에멀젼C,전자,화성암,화강암,97.5,71.84,0.068
에멀젼C,전자,화성암,화강암,102.5,75.52,0.032
에멀젼C,전자,화성암,화강암,125.0,92.1,0.019
에멀젼C,전자,화성암,화강암,122.5,90.26,0.033
에멀젼C,전자,화성암,화강암,127.5,93.94,0.025
에멀젼C,전자,화성암,화강암,150.0,110.52,0.024
에멀젼C,전자,화성암,화강암,147.5,108.68,0.033
에멀젼C,전자,화성암,화강암,152.5,112.36,0.006
에멀젼C,전자,화성암,화강암,175.0,128.94,0.024
에멀젼C,전자,화성암,화강암,172.5,127.1,0.028999999999999998
에멀젼C,전자,화성암,화강암,177.5,130.78,0.006
에멀젼C,전자,화성암,화강암,200.0,147.36,0.019
에멀젼C,전자,화성암,화강암,197.5,145.52,0.027000000000000003
에멀젼C,전자,화성암,화강암,202.5,149.2,0.006
에멀젼C,전자,화성암,화강암,57.5,42.37,0.071
에멀젼C,전자,화성암,화강암,55.0,40.52,0.114
에멀젼C,전자,화성암,화강암,60.0,44.21,0.044000000000000004
에멀젼C,전자,화성암,화강암,400.0,294.72,0.015
에멀젼C,전자,화성암,화강암,397.5,292.88,0.015
에멀젼C,전자,화성암,화강암,402.5,296.56,0.012
에멀젼C,전자,화성암,화강암,430.0,316.83,0.012
에멀젼C,전자,화성암,화강암,427.5,314.98,0.022000000000000002
에멀젼C,전자,화성암,화강암,432.5,318.67,0.015
에멀젼C,전자,화성암,화강암,44.72,34.2,0.153
에멀젼C,전자,화성암,화강암,42.49,32.49,0.337
에멀젼C,전자,화성암,화강암,46.96,35.91,0.091
에멀젼C,전자,화성암,화강암,55.9,42.75,0.09699999999999999
에멀젼C,전자,화성암,화강암,53.67,41.04,0.09699999999999999
에멀젼C,전자,화성암,화강암,58.14,44.46,0.011000000000000001
에멀젼C,전자,화성암,화강암,89.44,68.4,0.040999999999999995
에멀젼C,전자,화성암,화강암,87.21,66.69,0.085
에멀젼C,전자,화성암,화강암,91.68,70.11,0.012
에멀젼C,전자,화성암,화강암,109.57,83.79,0.040999999999999995
에멀젼C,전자,화성암,화강암,107.33,82.08,0.054000000000000006
에멀젼C,전자,화성암,화강암,111.8,85.5,0.026000000000000002
에멀젼C,전자,화성암,화강암,114.04,87.21,0.038
에멀젼C,전자,화성암,화강암,111.8,85.5,0.049
에멀젼C,전자,화성암,화강암,116.28,88.92,0.017
에멀젼C,전자,화성암,화강암,111.8,85.5,0.045
에멀젼C,전자,화성암,화강암,109.57,83.79,0.049
에멀젼C,전자,화성암,화강암,114.04,87.21,0.021
에멀젼C,전자,화성암,화강암,134.16,102.6,0.035
에멀젼C,전자,화성암,화강암,131.93,100.89,0.039
에멀젼C,전자,화성암,화강암,136.4,104.31,0.009000000000000001
에멀젼C,전자,화성암,화강암,156.52,119.7,0.02
에멀젼C,전자,화성암,화강암,154.29,117.99,0.02
에멀젼C,전자,화성암,화강암,158.76,121.41,0.004
에멀젼C,전자,화성암,화강암,178.89,136.8,0.018000000000000002
에멀젼C,전자,화성암,화강암,176.65,135.09,0.018000000000000002
에멀젼C,전자,화성암,화강암,181.12,138.51,0.002
에멀젼C,전자,화성암,화강암,223.61,171.0,0.013999999999999999
에멀젼C,전자,화성암,화강암,221.37,169.29,0.019
에멀젼C,전자,화성암,화강암,225.84,172.71,0.005
에멀젼C,전자,화성암,화강암,50.0,36.84,0.225
에멀젼C,전자,화성암,화강암,47.5,35.0,0.43700000000000006
에멀젼C,전자,화성암,화강암,52.5,38.68,0.289
에멀젼C,전자,화성암,화강암,75.0,55.26,0.071
에멀젼C,전자,화성암,화강암,72.5,53.42,0.121
에멀젼C,전자,화성암,화강암,77.5,57.1,0.11900000000000001
에멀젼C,전자,화성암,화강암,87.5,64.47,0.084
에멀젼C,전자,화성암,화강암,85.0,62.63,0.12300000000000001
에멀젼C,전자,화성암,화강암,90.0,66.31,0.09699999999999999
에멀젼C,전자,화성암,화강암,125.0,92.1,0.040999999999999995
에멀젼C,전자,화성암,화강암,122.5,90.26,0.067
에멀젼C,전자,화성암,화강암,127.5,93.94,0.057
에멀젼C,전자,화성암,화강암,155.0,114.2,0.027999999999999997
에멀젼C,전자,화성암,화강암,152.5,112.36,0.052000000000000005
에멀젼C,전자,화성암,화강암,157.5,116.05,0.034
에멀젼C,전자,화성암,화강암,187.5,138.15,0.044000000000000004
에멀젼C,전자,화성암,화강암,185.0,136.31,0.062
에멀젼C,전자,화성암,화강암,190.0,139.99,0.049
에멀젼C,전자,화성암,화강암,225.0,165.78,0.013999999999999999
에멀젼C,전자,화성암,화강암,222.5,163.94,0.021
에멀젼C,전자,화성암,화강암,227.5,167.62,0.006
에멀젼C,전자,화성암,화강암,87.5,64.47,0.064
에멀젼C,전자,화성암,화강암,69.4,54.71,0.203
에멀젼C,전자,화성암,화강암,73.48,57.93,0.038
에멀젼C,전자,화성암,화강암,125.0,92.1,0.051
에멀젼C,전자,화성암,화강암,100.02,78.85,0.114
에멀젼C,전자,화성암,화강암,104.1,82.07,0.013000000000000001
에멀젼C,전자,화성암,화강암,150.0,110.52,0.021
에멀젼C,전자,화성암,화강암,120.43,94.94,0.044000000000000004
에멀젼C,전자,화성암,화강암,124.52,98.16,0.016
에멀젼C,전자,화성암,화강암,175.0,128.94,0.024
에멀젼C,전자,화성암,화강암,140.85,111.03,0.043
에멀젼C,전자,화성암,화강암,144.93,114.25,0.013000000000000001
에멀젼C,전자,화성암,화강암,200.0,147.36,0.018000000000000002
에멀젼C,전자,화성암,화강암,161.26,127.12,0.024
에멀젼C,전자,화성암,화강암,165.34,130.34,0.006
에멀젼C,전자,화성암,화강암,225.0,165.78,0.018000000000000002
에멀젼C,전자,화성암,화강암,181.67,143.21,0.013000000000000001
에멀젼C,전자,화성암,화강암,185.75,146.43,0.005
에멀젼C,전자,화성암,화강암,250.0,184.2,0.016
에멀젼C,전자,화성암,화강암,202.08,159.31,0.008
에멀젼C,전자,화성암,화강암,206.17,162.52,0.006
에멀젼C,전자,화성암,화강암,100.0,73.68,0.076
에멀젼C,전자,화성암,화강암,79.61,62.76,0.10300000000000001
에멀젼C,전자,화성암,화강암,83.69,65.98,0.071
에멀젼C,전자,화성암,화강암,125.0,92.1,0.04
에멀젼C,전자,화성암,화강암,100.02,78.85,0.051
에멀젼C,전자,화성암,화강암,104.1,82.07,0.038
에멀젼C,전자,화성암,화강암,150.0,110.52,0.032
에멀젼C,전자,화성암,화강암,120.43,94.94,0.055999999999999994
에멀젼C,전자,화성암,화강암,124.52,98.16,0.028999999999999998
에멀젼C,전자,화성암,화강암,175.0,128.94,0.024
에멀젼C,전자,화성암,화강암,140.85,111.03,0.052000000000000005
에멀젼C,전자,화성암,화강암,144.93,114.25,0.037000000000000005
에멀젼C,전자,화성암,화강암,200.0,147.36,0.024
에멀젼C,전자,화성암,화강암,161.26,127.12,0.04
에멀젼C,전자,화성암,화강암,165.34,130.34,0.028999999999999998
에멀젼C,전자,화성암,화강암,225.0,165.78,0.018000000000000002
에멀젼C,전자,화성암,화강암,181.67,143.21,0.024
에멀젼C,전자,화성암,화강암,185.75,146.43,0.019
에멀젼C,전자,화성암,화강암,255.0,187.89,0.01
에멀젼C,전자,화성암,화강암,206.17,162.52,0.016
에멀젼C,전자,화성암,화강암,210.25,165.74,0.013999999999999999
에멀젼C,전자,화성암,화강암,310.0,228.41,0.01
에멀젼C,전자,화성암,화강암,251.07,197.93,0.013999999999999999
에멀젼C,전자,화성암,화강암,255.16,201.14,0.01
에멀젼C,전자,화성암,화강암,262.5,193.41,0.01
에멀젼C,전자,화성암,화강암,212.29,167.35,0.028999999999999998
에멀젼C,전자,화성암,화강암,216.37,170.57,0.027000000000000003
에멀젼C,전자,화성암,화강암,80.0,63.5,0.051
에멀젼C,전자,화성암,화강암,78.0,61.91,0.151
에멀젼C,전자,화성암,화강암,82.0,65.08,0.081
에멀젼C,전자,화성암,화강암,110.0,87.31,0.021
에멀젼C,전자,화성암,화강암,108.0,85.72,0.051
에멀젼C,전자,화성암,화강암,112.0,88.89,0.033
에멀젼C,전자,화성암,화강암,140.0,111.12,0.016
에멀젼C,전자,화성암,화강암,138.0,109.53,0.037000000000000005
에멀젼C,전자,화성암,화강암,142.0,112.71,0.018000000000000002
에멀젼C,전자,화성암,화강암,170.0,134.93,0.019
에멀젼C,전자,화성암,화강암,168.0,133.34,0.028999999999999998
에멀젼C,전자,화성암,화강암,172.0,136.52,0.003
에멀젼C,전자,화성암,화강암,200.0,158.74,0.013999999999999999
에멀젼C,전자,화성암,화강암,198.0,157.15,0.018000000000000002
에멀젼C,전자,화성암,화강암,202.0,160.33,0.006
에멀젼C,전자,화성암,화강암,272.0,215.89,0.006
에멀젼C,전자,화성암,화강암,270.0,214.3,0.013999999999999999
에멀젼C,전자,화성암,화강암,274.0,217.47,0.006
에멀젼C,전자,화성암,화강암,358.0,284.14,0.006
에멀젼C,전자,화성암,화강암,356.0,282.56,0.008
에멀젼C,전자,화성암,화강암,360.0,285.73,0.005
에멀젼C,전자,화성암,화강암,100.0,79.37,0.067
에멀젼C,전자,화성암,화강암,98.0,77.78,0.13
에멀젼C,전자,화성암,화강암,102.0,80.96,0.040999999999999995
에멀젼C,전자,화성암,화강암,120.0,95.24,0.075
에멀젼C,전자,화성암,화강암,118.0,93.66,0.094
에멀젼C,전자,화성암,화강암,122.0,96.83,0.040999999999999995
에멀젼C,전자,화성암,화강암,160.0,126.99,0.043
에멀젼C,전자,화성암,화강암,158.0,125.4,0.055999999999999994
에멀젼C,전자,화성암,화강암,162.0,128.58,0.043
에멀젼C,전자,화성암,화강암,180.0,142.87,0.038
에멀젼C,전자,화성암,화강암,178.0,141.28,0.048
에멀젼C,전자,화성암,화강암,182.0,144.45,0.027000000000000003
에멀젼C,전자,화성암,화강암,200.0,158.74,0.035
에멀젼C,전자,화성암,화강암,198.0,157.15,0.037000000000000005
에멀젼C,전자,화성암,화강암,202.0,160.33,0.016
에멀젼C,전자,화성암,화강암,66.0,52.38,0.08900000000000001
에멀젼C,전자,화성암,화강암,64.0,50.8,0.177
에멀젼C,전자,화성암,화강암,68.0,53.97,0.102
에멀젼C,전자,화성암,화강암,76.0,60.32,0.033
에멀젼C,전자,화성암,화강암,74.0,58.73,0.083
에멀젼C,전자,화성암,화강암,78.0,61.91,0.065
에멀젼C,전자,화성암,화강암,80.0,63.5,0.043
에멀젼C,전자,화성암,화강암,78.0,61.91,0.095
에멀젼C,전자,화성암,화강암,80.11,62.48,0.083
에멀젼C,전자,화성암,화강암,82.0,65.08,0.095
에멀젼C,전자,화성암,화강암,100.0,79.37,0.028999999999999998
에멀젼C,전자,화성암,화강암,98.0,77.78,0.06
에멀젼C,전자,화성암,화강암,102.0,80.96,0.065
에멀젼C,전자,화성암,화강암,120.0,95.24,0.027000000000000003
에멀젼C,전자,화성암,화강암,118.0,93.66,0.059000000000000004
에멀젼C,전자,화성암,화강암,122.0,96.83,0.052000000000000005
에멀젼C,전자,화성암,화강암,160.0,126.99,0.027000000000000003
에멀젼C,전자,화성암,화강암,158.0,125.4,0.06
에멀젼C,전자,화성암,화강암,162.0,128.58,0.054000000000000006
에멀젼C,전자,화성암,화강암,180.0,142.87,0.019
에멀젼C,전자,화성암,화강암,178.0,141.28,0.062
에멀젼C,전자,화성암,화강암,182.0,144.45,0.027000000000000003
에멀젼C,전자,화성암,화강암,28.86,28.23,0.217
에멀젼C,전자,화성암,화강암,28.41,27.08,0.191
에멀젼C,전자,화성암,화강암,32.1,30.6,0.195
에멀젼C,전자,화성암,화강암,28.86,28.23,0.111
에멀젼C,전자,화성암,화강암,28.41,27.08,0.10800000000000001
에멀젼C,전자,화성암,화강암,32.1,30.6,0.09699999999999999
에멀젼C,전자,화성암,화강암,79.32,77.58,0.054000000000000006
에멀젼C,전자,화성암,화강암,84.76,80.79,0.044000000000000004
에멀젼C,전자,화성암,화강암,86.03,82.0,0.049
에멀젼C,전자,화성암,화강암,107.44,105.07,0.023
에멀젼C,전자,화성암,화강암,115.47,110.06,0.026000000000000002
에멀젼C,전자,화성암,화강암,116.28,110.83,0.023
에멀젼C,전자,화성암,화강암,118.34,115.74,0.023
에멀젼C,전자,화성암,화강암,127.36,121.4,0.022000000000000002
에멀젼C,전자,화성암,화강암,128.06,122.06,0.016
에멀젼C,전자,화성암,화강암,73.16,62.13,0.142
에멀젼C,전자,화성암,화강암,67.61,57.41,0.21
에멀젼C,전자,화성암,화강암,75.93,64.48,0.14400000000000002
에멀젼C,전자,화성암,화강암,98.47,83.62,0.076
에멀젼C,전자,화성암,화강암,94.55,80.29,0.13699999999999998
에멀젼C,전자,화성암,화강암,100.43,85.28,0.08800000000000001
에멀젼C,전자,화성암,화강암,135.87,115.38,0.017
에멀젼C,전자,화성암,화강암,133.09,113.02,0.03
에멀젼C,전자,화성암,화강암,137.33,116.62,0.019
에멀젼C,전자,화성암,화강암,197.76,167.93,0.021
에멀젼C,전자,화성암,화강암,195.96,166.41,0.034
에멀젼C,전자,화성암,화강암,198.9,168.9,0.021
에멀젼C,전자,화성암,화강암,272.06,231.03,0.018000000000000002
에멀젼C,전자,화성암,화강암,270.91,230.06,0.023
에멀젼C,전자,화성암,화강암,272.87,231.72,0.012
에멀젼C,전자,화성암,화강암,143.7,122.03,0.026000000000000002
에멀젼C,전자,화성암,화강암,140.44,119.26,0.048
에멀젼C,전자,화성암,화강암,145.17,123.28,0.034
에멀젼C,전자,화성암,화강암,198.41,168.49,0.027999999999999997
에멀젼C,전자,화성암,화강암,195.96,166.41,0.044000000000000004
에멀젼C,전자,화성암,화강암,199.55,169.46,0.013000000000000001
에멀젼C,전자,화성암,화강암,55.11,43.45,0.168
에멀젼C,전자,화성암,화강암,53.07,41.84,0.17600000000000002
에멀젼C,전자,화성암,화강암,61.24,48.27,0.19
에멀젼C,전자,화성암,화강암,71.44,56.32,0.122
에멀젼C,전자,화성암,화강암,65.32,51.49,0.196
에멀젼C,전자,화성암,화강암,85.73,67.58,0.184
에멀젼C,전자,화성암,화강암,53.4,45.35,0.205
에멀젼C,전자,화성암,화강암,51.77,43.96,0.27
에멀젼C,전자,화성암,화강암,53.89,45.76,0.222
에멀젼C,전자,화성암,화강암,58.46,49.64,0.149
에멀젼C,전자,화성암,화강암,56.83,48.26,0.233
에멀젼C,전자,화성암,화강암,60.09,51.03,0.179
에멀젼C,전자,화성암,화강암,77.08,65.45,0.11
에멀젼C,전자,화성암,화강암,75.44,64.07,0.13699999999999998
에멀젼C,전자,화성암,화강암,78.38,66.56,0.122
에멀젼C,전자,화성암,화강암,83.61,71.0,0.083
에멀젼C,전자,화성암,화강암,81.98,69.61,0.102
에멀젼C,전자,화성암,화강암,84.92,72.11,0.09699999999999999
에멀젼C,전자,화성암,화강암,90.63,76.96,0.076
에멀젼C,전자,화성암,화강암,89.0,75.58,0.098
에멀젼C,전자,화성암,화강암,92.26,78.35,0.091
에멀젼C,전자,화성암,화강암,97.82,83.06,0.087
에멀젼C,전자,화성암,화강암,96.18,81.68,0.10300000000000001
에멀젼C,전자,화성암,화강암,99.61,84.59,0.08900000000000001
에멀젼C,전자,화성암,화강암,104.84,89.03,0.075
에멀젼C,전자,화성암,화강암,103.21,87.64,0.086
에멀젼C,전자,화성암,화강암,106.14,90.14,0.086
에멀젼C,전자,화성암,화강암,112.35,95.41,0.073
에멀젼C,전자,화성암,화강암,110.72,94.02,0.073
에멀젼C,전자,화성암,화강암,114.31,97.07,0.068
에멀젼C,전자,화성암,화강암,61.24,48.27,0.162
에멀젼C,전자,화성암,화강암,59.2,46.67,0.141
에멀젼C,전자,화성암,화강암,63.28,49.88,0.114
에멀젼C,전자,화성암,화강암,81.65,64.37,0.059000000000000004
에멀젼C,전자,화성암,화강암,79.61,62.76,0.071
에멀젼C,전자,화성암,화강암,83.69,65.98,0.062
에멀젼C,전자,화성암,화강암,90.22,71.12,0.021
에멀젼C,전자,화성암,화강암,88.18,69.52,0.026000000000000002
에멀젼C,전자,화성암,화강암,92.26,72.73,0.02
에멀젼C,전자,화성암,화강암,122.47,96.55,0.075
에멀젼C,전자,화성암,화강암,120.43,94.94,0.075
에멀젼C,전자,화성암,화강암,124.52,98.16,0.065
에멀젼C,전자,화성암,화강암,142.89,112.64,0.033
에멀젼C,전자,화성암,화강암,140.85,111.03,0.027000000000000003
에멀젼C,전자,화성암,화강암,144.93,114.25,0.021
에멀젼C,전자,화성암,화강암,163.3,128.73,0.024
에멀젼C,전자,화성암,화강암,161.26,127.12,0.019
에멀젼C,전자,화성암,화강암,165.34,130.34,0.018000000000000002
에멀젼C,전자,화성암,화강암,183.71,144.82,0.016
에멀젼C,전자,화성암,화강암,181.67,143.21,0.016
에멀젼C,전자,화성암,화강암,185.75,146.43,0.011000000000000001
에멀젼C,전자,화성암,화강암,89.61,70.64,0.023
에멀젼C,전자,화성암,화강암,87.57,69.03,0.036000000000000004
에멀젼C,전자,화성암,화강암,85.53,67.42,0.047
에멀젼C,전자,화성암,화강암,91.65,72.25,0.002
에멀젼C,전자,화성암,화강암,22.37,19.0,1.63
에멀젼C,전자,화성암,화강암,17.96,16.0,1.02
에멀젼C,전자,화성암,화강암,20.79,18.52,0.991
에멀젼C,전자,화성암,화강암,32.66,27.73,1.45
에멀젼C,전자,화성암,화강암,26.87,23.94,1.17
에멀젼C,전자,화성암,화강암,29.7,26.46,1.27
에멀젼C,전자,화성암,화강암,48.99,41.6,0.622
에멀젼C,전자,화성암,화강암,41.01,36.54,0.508
에멀젼C,전자,화성암,화강암,43.84,39.06,0.444
에멀젼C,전자,화성암,화강암,65.32,55.47,0.278
에멀젼C,전자,화성암,화강암,55.15,49.14,0.29100000000000004
에멀젼C,전자,화성암,화강암,57.98,51.66,0.237
에멀젼C,전자,화성암,화강암,81.65,69.34,0.113
에멀젼C,전자,화성암,화강암,69.3,61.74,0.09699999999999999
에멀젼C,전자,화성암,화강암,72.12,64.26,0.079
에멀젼C,전자,화성암,화강암,97.98,83.2,0.073
에멀젼C,전자,화성암,화강암,83.44,74.34,0.065
에멀젼C,전자,화성암,화강암,86.27,76.86,0.052000000000000005
에멀젼C,전자,화성암,화강암,114.31,97.07,0.076
에멀젼C,전자,화성암,화강암,97.58,86.93,0.079
에멀젼C,전자,화성암,화강암,100.41,89.45,0.064
에멀젼C,전자,화성암,화강암,130.64,110.94,0.049
에멀젼C,전자,화성암,화강암,111.72,99.53,0.07200000000000001
에멀젼C,전자,화성암,화강암,114.55,102.05,0.046
