화약,암석분류,심발,SR SD,CR SD,최대입자속도
에멀젼C,화성암,Cylinder-cut,172.0,136.52,0.003
에멀젼C,화성암,Cylinder-cut,200.0,158.74,0.013999999999999999
에멀젼C,화성암,Cylinder-cut,198.0,157.15,0.018000000000000002
에멀젼C,화성암,Cylinder-cut,202.0,160.33,0.006
에멀젼C,화성암,Cylinder-cut,272.0,215.89,0.006
에멀젼C,화성암,Cylinder-cut,270.0,214.3,0.013999999999999999
에멀젼C,화성암,Cylinder-cut,274.0,217.47,0.006
에멀젼C,화성암,Cylinder-cut,358.0,284.14,0.006
에멀젼C,화성암,Cylinder-cut,356.0,282.56,0.008
에멀젼C,화성암,Cylinder-cut,360.0,285.73,0.005
에멀젼C,화성암,Cylinder-cut,100.0,79.37,0.067
에멀젼C,화성암,Cylinder-cut,98.0,77.78,0.13
에멀젼C,화성암,Cylinder-cut,102.0,80.96,0.040999999999999995
에멀젼C,화성암,Cylinder-cut,120.0,95.24,0.075
에멀젼C,화성암,Cylinder-cut,118.0,93.66,0.094
에멀젼C,화성암,Cylinder-cut,122.0,96.83,0.040999999999999995
에멀젼C,화성암,Cylinder-cut,160.0,126.99,0.043
에멀젼C,화성암,Cylinder-cut,158.0,125.4,0.055999999999999994
에멀젼C,화성암,Cylinder-cut,162.0,128.58,0.043
에멀젼C,화성암,Cylinder-cut,180.0,142.87,0.038
에멀젼C,화성암,Cylinder-cut,178.0,141.28,0.048
에멀젼C,화성암,Cylinder-cut,182.0,144.45,0.027000000000000003
에멀젼C,화성암,Cylinder-cut,200.0,158.74,0.035
에멀젼C,화성암,Cylinder-cut,198.0,157.15,0.037000000000000005
에멀젼C,화성암,Cylinder-cut,202.0,160.33,0.016
에멀젼C,화성암,Cylinder-cut,66.0,52.38,0.08900000000000001
에멀젼C,화성암,Cylinder-cut,64.0,50.8,0.177
에멀젼C,화성암,Cylinder-cut,68.0,53.97,0.102
에멀젼C,화성암,Cylinder-cut,76.0,60.32,0.033
에멀젼C,화성암,Cylinder-cut,74.0,58.73,0.083
에멀젼C,화성암,Cylinder-cut,78.0,61.91,0.065
에멀젼C,화성암,Cylinder-cut,80.0,63.5,0.043
에멀젼C,화성암,Cylinder-cut,78.0,61.91,0.095
에멀젼C,화성암,Cylinder-cut,80.11,62.48,0.083
에멀젼C,화성암,Cylinder-cut,82.0,65.08,0.095
에멀젼C,화성암,Cylinder-cut,100.0,79.37,0.028999999999999998
에멀젼C,화성암,Cylinder-cut,98.0,77.78,0.06
에멀젼C,화성암,Cylinder-cut,102.0,80.96,0.065
에멀젼C,화성암,Cylinder-cut,120.0,95.24,0.027000000000000003
에멀젼C,화성암,Cylinder-cut,118.0,93.66,0.059000000000000004
에멀젼C,화성암,Cylinder-cut,122.0,96.83,0.052000000000000005
에멀젼C,화성암,Cylinder-cut,160.0,126.99,0.027000000000000003
에멀젼C,화성암,Cylinder-cut,158.0,125.4,0.06
에멀젼C,화성암,Cylinder-cut,162.0,128.58,0.054000000000000006
에멀젼C,화성암,Cylinder-cut,180.0,142.87,0.019
에멀젼C,화성암,Cylinder-cut,178.0,141.28,0.062
에멀젼C,화성암,Cylinder-cut,182.0,144.45,0.027000000000000003
에멀젼C,화성암,Cylinder-cut,55.11,43.45,0.168
에멀젼C,화성암,Cylinder-cut,53.07,41.84,0.17600000000000002
에멀젼C,화성암,Cylinder-cut,61.24,48.27,0.19
에멀젼C,화성암,Cylinder-cut,71.44,56.32,0.122
에멀젼C,화성암,Cylinder-cut,65.32,51.49,0.196
에멀젼C,화성암,Cylinder-cut,85.73,67.58,0.184
에멀젼C,화성암,Cylinder-cut,53.4,45.35,0.205
에멀젼C,화성암,Cylinder-cut,51.77,43.96,0.27
에멀젼C,화성암,Cylinder-cut,53.89,45.76,0.222
에멀젼C,화성암,Cylinder-cut,58.46,49.64,0.149
에멀젼C,화성암,Cylinder-cut,56.83,48.26,0.233
에멀젼C,화성암,Cylinder-cut,60.09,51.03,0.179
에멀젼C,화성암,Cylinder-cut,77.08,65.45,0.11
에멀젼C,화성암,Cylinder-cut,75.44,64.07,0.13699999999999998
에멀젼C,화성암,Cylinder-cut,78.38,66.56,0.122
에멀젼C,화성암,Cylinder-cut,83.61,71.0,0.083
에멀젼C,화성암,Cylinder-cut,81.98,69.61,0.102
에멀젼C,화성암,Cylinder-cut,84.92,72.11,0.09699999999999999
에멀젼C,화성암,Cylinder-cut,90.63,76.96,0.076
에멀젼C,화성암,Cylinder-cut,89.0,75.58,0.098
에멀젼C,화성암,Cylinder-cut,92.26,78.35,0.091
에멀젼C,화성암,Cylinder-cut,97.82,83.06,0.087
에멀젼C,화성암,Cylinder-cut,96.18,81.68,0.10300000000000001
에멀젼C,화성암,Cylinder-cut,99.61,84.59,0.08900000000000001
에멀젼C,화성암,Cylinder-cut,104.84,89.03,0.075
에멀젼C,화성암,Cylinder-cut,103.21,87.64,0.086
에멀젼C,화성암,Cylinder-cut,106.14,90.14,0.086
에멀젼C,화성암,Cylinder-cut,112.35,95.41,0.073
에멀젼C,화성암,Cylinder-cut,110.72,94.02,0.073
에멀젼C,화성암,Cylinder-cut,114.31,97.07,0.068
에멀젼C,화성암,Cylinder-cut,38.89,32.16,0.205
에멀젼C,화성암,Cylinder-cut,37.46,30.39,0.198
에멀젼C,화성암,Cylinder-cut,40.66,33.63,0.243
에멀젼C,화성암,Cylinder-cut,45.96,38.01,0.16399999999999998
에멀젼C,화성암,Cylinder-cut,44.96,36.47,0.154
에멀젼C,화성암,Cylinder-cut,47.73,39.47,0.17300000000000001
에멀젼C,화성암,Cylinder-cut,70.71,58.48,0.084
에멀젼C,화성암,Cylinder-cut,71.18,57.74,0.091
에멀젼C,화성암,Cylinder-cut,72.48,59.94,0.10300000000000001
에멀젼C,화성암,Cylinder-cut,88.39,73.1,0.057
에멀젼C,화성암,Cylinder-cut,89.91,72.94,0.038
에멀젼C,화성암,Cylinder-cut,90.16,74.56,0.055999999999999994
에멀젼C,화성암,Cylinder-cut,123.74,102.34,0.048
에멀젼C,화성암,Cylinder-cut,129.25,104.85,0.048
에멀젼C,화성암,Cylinder-cut,125.51,103.8,0.048
에멀젼C,화성암,Cylinder-cut,159.1,131.58,0.022000000000000002
에멀젼C,화성암,Cylinder-cut,164.84,133.72,0.064
에멀젼C,화성암,Cylinder-cut,160.87,133.04,0.079
에멀젼C,화성암,Cylinder-cut,31.25,23.03,0.213
에멀젼C,화성암,Cylinder-cut,23.19,17.81,0.594
에멀젼C,화성암,Cylinder-cut,33.75,24.87,0.498
에멀젼C,화성암,Cylinder-cut,60.5,44.58,0.124
에멀젼C,화성암,Cylinder-cut,49.03,37.65,0.221
에멀젼C,화성암,Cylinder-cut,63.0,46.42,0.17300000000000001
에멀젼C,화성암,Cylinder-cut,82.5,60.79,0.067
에멀젼C,화성암,Cylinder-cut,68.47,52.57,0.11699999999999999
에멀젼C,화성암,Cylinder-cut,85.0,62.63,0.08900000000000001
에멀젼C,화성암,Cylinder-cut,106.0,78.1,0.043
에멀젼C,화성암,Cylinder-cut,89.23,68.52,0.062
에멀젼C,화성암,Cylinder-cut,108.5,79.94,0.048
에멀젼C,화성암,Cylinder-cut,130.0,95.78,0.052000000000000005
에멀젼C,화성암,Cylinder-cut,110.43,84.8,0.055999999999999994
에멀젼C,화성암,Cylinder-cut,132.5,97.63,0.038
에멀젼C,화성암,Cylinder-cut,154.25,113.65,0.03
에멀젼C,화성암,Cylinder-cut,131.86,101.25,0.051
에멀젼C,화성암,Cylinder-cut,156.75,115.49,0.038
에멀젼C,화성암,Cylinder-cut,178.75,131.7,0.013999999999999999
에멀젼C,화성암,Cylinder-cut,153.5,117.87,0.013999999999999999
에멀젼C,화성암,Cylinder-cut,181.25,133.55,0.019
에멀젼C,화성암,Cylinder-cut,26.0,20.64,0.406
에멀젼C,화성암,Cylinder-cut,23.19,18.09,0.711
에멀젼C,화성암,Cylinder-cut,28.0,22.22,0.762
에멀젼C,화성암,Cylinder-cut,56.0,44.45,0.057
에멀젼C,화성암,Cylinder-cut,54.81,42.75,0.073
에멀젼C,화성암,Cylinder-cut,58.0,46.03,0.083
에멀젼C,화성암,Cylinder-cut,80.0,63.5,0.141
에멀젼C,화성암,Cylinder-cut,80.11,62.48,0.132
에멀젼C,화성암,Cylinder-cut,82.0,65.08,0.157
에멀젼C,화성암,Cylinder-cut,100.0,79.37,0.091
에멀젼C,화성암,Cylinder-cut,101.19,78.92,0.105
에멀젼C,화성암,Cylinder-cut,102.0,80.96,0.132
에멀젼C,화성암,Cylinder-cut,120.0,95.24,0.043
에멀젼C,화성암,Cylinder-cut,122.27,95.36,0.06
에멀젼C,화성암,Cylinder-cut,122.0,96.83,0.067
에멀젼C,화성암,Cylinder-cut,140.0,111.12,0.046
에멀젼C,화성암,Cylinder-cut,145.46,113.45,0.051
에멀젼C,화성암,Cylinder-cut,142.0,112.71,0.048
에멀젼C,화성암,Cylinder-cut,160.0,126.99,0.027000000000000003
에멀젼C,화성암,Cylinder-cut,164.44,128.24,0.040999999999999995
에멀젼C,화성암,Cylinder-cut,162.0,128.58,0.035
에멀젼C,화성암,Cylinder-cut,61.24,48.27,0.162
에멀젼C,화성암,Cylinder-cut,59.2,46.67,0.141
에멀젼C,화성암,Cylinder-cut,63.28,49.88,0.114
에멀젼C,화성암,Cylinder-cut,81.65,64.37,0.059000000000000004
에멀젼C,화성암,Cylinder-cut,79.61,62.76,0.071
에멀젼C,화성암,Cylinder-cut,83.69,65.98,0.062
에멀젼C,화성암,Cylinder-cut,90.22,71.12,0.021
에멀젼C,화성암,Cylinder-cut,88.18,69.52,0.026000000000000002
에멀젼C,화성암,Cylinder-cut,92.26,72.73,0.02
에멀젼C,화성암,Cylinder-cut,122.47,96.55,0.075
에멀젼C,화성암,Cylinder-cut,120.43,94.94,0.075
에멀젼C,화성암,Cylinder-cut,124.52,98.16,0.065
에멀젼C,화성암,Cylinder-cut,142.89,112.64,0.033
에멀젼C,화성암,Cylinder-cut,140.85,111.03,0.027000000000000003
에멀젼C,화성암,Cylinder-cut,144.93,114.25,0.021
에멀젼C,화성암,Cylinder-cut,163.3,128.73,0.024
에멀젼C,화성암,Cylinder-cut,161.26,127.12,0.019
에멀젼C,화성암,Cylinder-cut,165.34,130.34,0.018000000000000002
에멀젼C,화성암,Cylinder-cut,183.71,144.82,0.016
에멀젼C,화성암,Cylinder-cut,181.67,143.21,0.016
에멀젼C,화성암,Cylinder-cut,185.75,146.43,0.011000000000000001
에멀젼C,화성암,Cylinder-cut,89.61,70.64,0.023
에멀젼C,화성암,Cylinder-cut,87.57,69.03,0.036000000000000004
에멀젼C,화성암,Cylinder-cut,85.53,67.42,0.047
에멀젼C,화성암,Cylinder-cut,91.65,72.25,0.002
에멀젼C,화성암,Cylinder-cut,51.03,40.23,0.21
에멀젼C,화성암,Cylinder-cut,48.99,38.62,0.34
에멀젼C,화성암,Cylinder-cut,53.07,41.84,0.203
에멀젼C,화성암,Cylinder-cut,61.24,48.27,0.14300000000000002
에멀젼C,화성암,Cylinder-cut,59.2,46.67,0.313
에멀젼C,화성암,Cylinder-cut,63.28,49.88,0.165
에멀젼C,화성암,Cylinder-cut,98.8,77.88,0.042
에멀젼C,화성암,Cylinder-cut,96.75,76.27,0.042
에멀젼C,화성암,Cylinder-cut,100.84,79.49,0.042
에멀젼C,화성암,Cylinder-cut,122.47,96.55,0.052000000000000005
에멀젼C,화성암,Cylinder-cut,120.43,94.94,0.051
에멀젼C,화성암,Cylinder-cut,124.52,98.16,0.049
에멀젼C,화성암,Cylinder-cut,142.89,112.64,0.04
에멀젼C,화성암,Cylinder-cut,140.85,111.03,0.04
에멀젼C,화성암,Cylinder-cut,144.93,114.25,0.038
에멀젼C,화성암,Cylinder-cut,163.3,128.73,0.03
에멀젼C,화성암,Cylinder-cut,161.26,127.12,0.035
에멀젼C,화성암,Cylinder-cut,165.34,130.34,0.032
에멀젼C,화성암,Cylinder-cut,183.71,144.82,0.024
에멀젼C,화성암,Cylinder-cut,181.67,143.21,0.028999999999999998
에멀젼C,화성암,Cylinder-cut,185.75,146.43,0.022000000000000002
에멀젼C,화성암,Cylinder-cut,36.06,32.13,0.657
에멀젼C,화성암,Cylinder-cut,36.77,32.76,0.607
에멀젼C,화성암,Cylinder-cut,37.62,33.51,0.619
에멀젼C,화성암,Cylinder-cut,48.37,43.09,0.272
에멀젼C,화성암,Cylinder-cut,48.37,43.09,0.217
에멀젼C,화성암,Cylinder-cut,47.94,42.71,0.22
에멀젼C,화성암,Cylinder-cut,48.37,43.09,0.22
에멀젼C,화성암,Cylinder-cut,49.36,43.97,0.244
에멀젼C,화성암,Cylinder-cut,46.95,41.83,0.303
에멀젼C,화성암,Cylinder-cut,42.85,38.18,0.382
에멀젼C,화성암,Cylinder-cut,42.99,38.3,0.47600000000000003
에멀젼C,화성암,Cylinder-cut,63.92,56.95,0.142
에멀젼C,화성암,Cylinder-cut,63.64,56.7,0.11199999999999999
에멀젼C,화성암,Cylinder-cut,63.92,56.95,0.12
에멀젼C,화성암,Cylinder-cut,63.64,56.7,0.10400000000000001
에멀젼C,화성암,Cylinder-cut,63.78,56.82,0.106
에멀젼C,화성암,Cylinder-cut,65.05,57.96,0.128
에멀젼C,화성암,Cylinder-cut,62.93,56.07,0.115
에멀젼C,화성암,Cylinder-cut,65.9,58.71,0.185
에멀젼C,화성암,Cylinder-cut,62.08,55.31,0.187
에멀젼C,화성암,Cylinder-cut,58.97,52.54,0.174
에멀젼C,화성암,Cylinder-cut,89.52,79.75,0.11
에멀젼C,화성암,Cylinder-cut,89.52,79.75,0.069
에멀젼C,화성암,Cylinder-cut,89.38,79.63,0.07200000000000001
에멀젼C,화성암,Cylinder-cut,89.8,80.0,0.069
에멀젼C,화성암,Cylinder-cut,90.37,80.51,0.07200000000000001
에멀젼C,화성암,Cylinder-cut,88.39,78.75,0.075
에멀젼C,화성암,Cylinder-cut,88.53,78.87,0.08
에멀젼C,화성암,Cylinder-cut,85.7,76.35,0.092
에멀젼C,화성암,Cylinder-cut,83.58,74.46,0.092
에멀젼C,화성암,Cylinder-cut,94.33,84.04,0.1
에멀젼C,화성암,Cylinder-cut,149.2,132.92,0.027999999999999997
에멀젼C,화성암,Cylinder-cut,148.78,132.54,0.023
에멀젼C,화성암,Cylinder-cut,149.2,132.92,0.021
에멀젼C,화성암,Cylinder-cut,150.05,133.68,0.015
에멀젼C,화성암,Cylinder-cut,148.21,132.04,0.017
에멀젼C,화성암,Cylinder-cut,148.21,132.04,0.018000000000000002
에멀젼C,화성암,Cylinder-cut,151.6,135.06,0.02
에멀젼C,화성암,Cylinder-cut,147.93,131.79,0.021
에멀젼C,화성암,Cylinder-cut,151.04,134.56,0.028999999999999998
에멀젼C,화성암,Cylinder-cut,112.43,100.16,0.047
에멀젼C,화성암,Cylinder-cut,112.71,100.42,0.053
에멀젼C,화성암,Cylinder-cut,113.56,101.17,0.042
에멀젼C,화성암,Cylinder-cut,108.61,96.76,0.055
에멀젼C,화성암,Cylinder-cut,115.97,103.31,0.062
에멀젼C,화성암,Cylinder-cut,115.54,102.94,0.06
에멀젼C,화성암,Cylinder-cut,118.65,105.71,0.047
에멀젼C,화성암,Cylinder-cut,114.69,102.18,0.053
에멀젼C,화성암,Cylinder-cut,157.68,140.48,0.037000000000000005
에멀젼C,화성암,Cylinder-cut,163.2,145.39,0.035
에멀젼C,화성암,Cylinder-cut,167.58,149.3,0.034
에멀젼C,화성암,Cylinder-cut,78.8,62.54,0.165
에멀젼C,화성암,Cylinder-cut,76.4,60.64,0.1
에멀젼C,화성암,Cylinder-cut,32.2,25.56,0.35
에멀젼C,화성암,Cylinder-cut,30.4,24.13,0.27
에멀젼C,화성암,Cylinder-cut,65.4,51.91,0.25
에멀젼C,화성암,Cylinder-cut,58.6,46.51,0.05
에멀젼C,화성암,Cylinder-cut,53.74,47.88,0.127
에멀젼C,화성암,Cylinder-cut,51.9,46.24,0.1
에멀젼C,화성암,Cylinder-cut,21.21,18.9,0.3
에멀젼C,화성암,Cylinder-cut,22.06,19.65,0.3
에멀젼C,화성암,Cylinder-cut,44.12,39.31,0.22
에멀젼C,화성암,Cylinder-cut,53.47,48.58,0.225
에멀젼C,화성암,Cylinder-cut,22.13,20.11,0.4
에멀젼C,화성암,Cylinder-cut,18.4,16.72,0.35
에멀젼C,화성암,Cylinder-cut,40.53,36.83,0.05
에멀젼C,화성암,Cylinder-cut,82.6,65.56,0.183
에멀젼C,화성암,Cylinder-cut,78.0,61.91,0.1
에멀젼C,화성암,Cylinder-cut,26.4,20.95,0.38
에멀젼C,화성암,Cylinder-cut,68.8,54.61,0.1
에멀젼C,화성암,Cylinder-cut,61.4,48.73,0.05
에멀젼C,화성암,Cylinder-cut,64.67,54.91,0.1
에멀젼C,화성암,Cylinder-cut,27.43,23.3,0.33
에멀젼C,화성암,Cylinder-cut,20.25,17.2,0.5
에멀젼C,화성암,Cylinder-cut,55.85,47.43,0.15
에멀젼C,화성암,Cylinder-cut,51.28,43.54,0.05
에멀젼C,화성암,Cylinder-cut,75.2,59.69,0.213
에멀젼C,화성암,Cylinder-cut,72.0,57.15,0.1
에멀젼C,화성암,Cylinder-cut,25.4,20.16,0.3
에멀젼C,화성암,Cylinder-cut,25.8,20.48,0.4
에멀젼C,화성암,Cylinder-cut,90.0,71.43,0.07
에멀젼C,화성암,Cylinder-cut,57.6,45.72,0.05
에멀젼C,화성암,Cylinder-cut,60.67,54.05,0.162
에멀젼C,화성암,Cylinder-cut,58.83,52.41,0.1
에멀젼C,화성암,Cylinder-cut,26.59,23.69,0.25
에멀젼C,화성암,Cylinder-cut,18.95,16.88,0.45
에멀젼C,화성암,Cylinder-cut,71.56,63.75,0.12
에멀젼C,화성암,Cylinder-cut,46.1,41.07,0.05
