뇌관,암석분류,암종,심발,SR SD,CR SD,최대입자속도
전자,화성암,안산암,V-CUT,53.75,49.9,0.435
전자,화성암,안산암,V-CUT,77.5,71.94,0.142
전자,화성암,안산암,V-CUT,90.0,83.55,0.11599999999999999
전자,화성암,안산암,V-CUT,150.0,139.25,0.057
전자,화성암,안산암,V-CUT,227.5,211.19,0.023
전자,화성암,안산암,V-CUT,375.0,348.12,0.011000000000000001
