화약,뇌관,암석분류,심발,SR SD,CR SD,최대입자속도
정밀폭약,비전기,변성암,V-CUT,33.76,40.2,0.467
정밀폭약,비전기,변성암,V-CUT,39.69,47.26,0.363
정밀폭약,비전기,변성암,V-CUT,45.61,54.31,0.154
정밀폭약,비전기,변성암,V-CUT,51.53,61.36,0.132
정밀폭약,비전기,변성암,V-CUT,57.46,68.42,0.087
정밀폭약,비전기,변성암,V-CUT,175.93,209.48,0.044000000000000004
