화약,뇌관,암종,SR SD,CR SD,최대입자속도
정밀폭약,전기,화강암,21.96,23.5,0.35700000000000004
정밀폭약,전기,화강암,21.96,23.5,0.23
정밀폭약,전기,화강암,30.29,32.41,0.11
정밀폭약,전기,화강암,48.01,51.37,0.025
정밀폭약,전기,화강암,59.6,63.77,0.099
정밀폭약,전기,화강암,65.89,70.5,0.064
정밀폭약,전기,화강암,81.0,86.66,0.11199999999999999
정밀폭약,전기,화강암,166.08,177.69,0.034
정밀폭약,전기,화강암,209.43,224.07,0.024
