뇌관,SR SD,CR SD,최대입자속도
전자,91.65,72.25,0.002
전자,22.37,19.0,1.63
전자,17.96,16.0,1.02
전자,12.08,11.95,1.65
전자,20.79,18.52,0.991
전자,32.66,27.73,1.45
전자,26.87,23.94,1.17
전자,18.59,18.39,1.41
전자,29.7,26.46,1.27
전자,48.99,41.6,0.622
전자,41.01,36.54,0.508
전자,28.92,28.61,0.521
전자,43.84,39.06,0.444
전자,65.32,55.47,0.278
전자,55.15,49.14,0.29100000000000004
전자,39.25,38.83,0.281
전자,57.98,51.66,0.237
전자,81.65,69.34,0.113
전자,69.3,61.74,0.09699999999999999
전자,49.57,49.04,0.086
전자,72.12,64.26,0.079
전자,97.98,83.2,0.073
전자,83.44,74.34,0.065
전자,59.9,59.26,0.084
전자,86.27,76.86,0.052000000000000005
전자,114.31,97.07,0.076
전자,97.58,86.93,0.079
전자,70.23,69.48,0.062
전자,100.41,89.45,0.064
전자,130.64,110.94,0.049
전자,111.72,99.53,0.07200000000000001
전자,80.56,79.7,0.055999999999999994
전자,114.55,102.05,0.046
전자,51.03,40.23,0.21
전자,48.99,38.62,0.34
전자,50.8,39.01,0.179
전자,53.07,41.84,0.203
전자,61.24,48.27,0.14300000000000002
전자,59.2,46.67,0.313
전자,61.84,47.49,0.17800000000000002
전자,63.28,49.88,0.165
전자,98.8,77.88,0.042
전자,96.75,76.27,0.042
전자,102.48,78.69,0.03
전자,100.84,79.49,0.042
전자,122.47,96.55,0.052000000000000005
전자,120.43,94.94,0.051
전자,128.1,98.37,0.033
전자,124.52,98.16,0.049
전자,142.89,112.64,0.04
전자,140.85,111.03,0.04
전자,150.19,115.33,0.025
전자,144.93,114.25,0.038
전자,163.3,128.73,0.03
전자,161.26,127.12,0.035
전자,172.27,132.28,0.025
전자,165.34,130.34,0.032
전자,183.71,144.82,0.024
전자,181.67,143.21,0.028999999999999998
전자,194.36,149.24,0.021
전자,185.75,146.43,0.022000000000000002
전자,36.06,32.13,0.657
전자,36.77,32.76,0.607
전자,37.62,33.51,0.619
전자,48.37,43.09,0.272
전자,48.37,43.09,0.217
전자,47.94,42.71,0.22
전자,48.37,43.09,0.22
전자,49.36,43.97,0.244
전자,46.95,41.83,0.303
전자,42.85,38.18,0.382
전자,42.99,38.3,0.47600000000000003
전자,63.92,56.95,0.142
전자,63.64,56.7,0.11199999999999999
전자,63.92,56.95,0.12
전자,63.64,56.7,0.10400000000000001
전자,63.78,56.82,0.106
전자,65.05,57.96,0.128
전자,62.93,56.07,0.115
전자,65.9,58.71,0.185
전자,62.08,55.31,0.187
전자,58.97,52.54,0.174
전자,89.52,79.75,0.11
전자,89.52,79.75,0.069
전자,89.38,79.63,0.07200000000000001
전자,89.8,80.0,0.069
전자,90.37,80.51,0.07200000000000001
전자,88.39,78.75,0.075
전자,88.53,78.87,0.08
전자,85.7,76.35,0.092
전자,83.58,74.46,0.092
전자,94.33,84.04,0.1
전자,149.2,132.92,0.027999999999999997
전자,148.78,132.54,0.023
전자,149.2,132.92,0.021
전자,150.05,133.68,0.015
전자,148.21,132.04,0.017
전자,148.21,132.04,0.018000000000000002
전자,151.6,135.06,0.02
전자,147.93,131.79,0.021
전자,151.04,134.56,0.028999999999999998
전자,29.56,26.33,0.845
전자,112.43,100.16,0.047
전자,112.71,100.42,0.053
전자,113.56,101.17,0.042
전자,108.61,96.76,0.055
전자,115.97,103.31,0.062
전자,115.54,102.94,0.06
전자,118.65,105.71,0.047
전자,114.69,102.18,0.053
전자,157.68,140.48,0.037000000000000005
전자,163.2,145.39,0.035
전자,167.58,149.3,0.034
