화약,암석분류,심발,SR SD,CR SD,최대입자속도
정밀폭약,화성암,라인 드릴링,19.3,16.0,0.978
정밀폭약,화성암,라인 드릴링,43.85,36.36,0.11
정밀폭약,화성암,라인 드릴링,66.66,55.27,0.2
정밀폭약,화성암,라인 드릴링,84.2,69.81,0.24600000000000002
정밀폭약,화성암,라인 드릴링,101.74,84.36,0.187
정밀폭약,화성암,라인 드릴링,119.28,98.9,0.102
정밀폭약,화성암,라인 드릴링,136.82,113.45,0.083
정밀폭약,화성암,라인 드릴링,163.13,135.27,0.011000000000000001
