화약,SR SD,CR SD,최대입자속도
에멀젼C,133.78,119.19,0.031
에멀젼C,153.34,130.21,0.019
에멀젼C,151.22,128.41,0.021
에멀젼C,118.7,121.05,0.031
에멀젼C,134.81,131.84,0.038
에멀젼C,132.56,129.64,0.043
에멀젼C,132.35,129.43,0.037000000000000005
에멀젼C,130.85,127.97,0.049
에멀젼C,112.25,109.78,0.059000000000000004
에멀젼C,111.18,108.73,0.045
에멀젼C,109.04,106.64,0.057999999999999996
에멀젼C,109.58,107.17,0.067
에멀젼C,107.87,105.49,0.057
에멀젼C,128.39,125.57,0.039
에멀젼C,126.68,123.89,0.04
에멀젼C,127.0,124.21,0.051
에멀젼C,124.01,121.28,0.048
에멀젼C,125.08,122.33,0.037000000000000005
에멀젼C,154.26,150.87,0.02
에멀젼C,153.3,149.93,0.03
에멀젼C,153.3,149.93,0.021
에멀젼C,153.19,149.82,0.027000000000000003
에멀젼C,162.0,154.42,0.022000000000000002
에멀젼C,87.78,89.52,0.065
에멀젼C,99.21,97.02,0.055999999999999994
에멀젼C,96.21,94.1,0.064
에멀젼C,95.15,93.05,0.055
에멀젼C,97.07,94.93,0.06
에멀젼C,51.95,52.98,0.11800000000000001
에멀젼C,59.23,57.92,0.09300000000000001
에멀젼C,57.62,56.35,0.114
에멀젼C,56.98,55.73,0.10099999999999999
에멀젼C,59.7,56.9,0.091
에멀젼C,69.96,71.34,0.10800000000000001
에멀젼C,79.54,77.79,0.076
에멀젼C,79.43,77.68,0.079
에멀젼C,76.86,75.17,0.121
에멀젼C,81.87,78.04,0.067
에멀젼C,72.88,74.32,0.067
에멀젼C,81.57,79.77,0.064
에멀젼C,82.1,80.3,0.066
에멀젼C,79.43,77.68,0.086
에멀젼C,81.03,79.25,0.065
에멀젼C,79.38,80.96,0.061
에멀젼C,90.12,88.14,0.057999999999999996
에멀젼C,89.16,87.2,0.075
에멀젼C,87.55,85.63,0.059000000000000004
에멀젼C,86.06,84.16,0.061
에멀젼C,281.71,250.98,0.013000000000000001
에멀젼C,281.99,251.23,0.015
에멀젼C,213.17,208.48,0.018000000000000002
에멀젼C,213.17,208.48,0.015
에멀젼C,232.56,221.67,0.013999999999999999
에멀젼C,318.2,283.48,0.01
에멀젼C,318.48,283.73,0.01
에멀젼C,241.07,235.76,0.006
에멀젼C,241.07,235.76,0.006
에멀젼C,241.07,235.76,0.008
에멀젼C,46.4,45.38,0.17
에멀젼C,46.4,45.38,0.28600000000000003
에멀젼C,52.31,49.86,0.23
에멀젼C,51.38,48.98,0.337
에멀젼C,50.46,48.1,0.217
에멀젼C,62.43,61.06,0.165
에멀젼C,62.33,60.95,0.179
에멀젼C,69.63,66.37,0.163
에멀젼C,68.59,65.38,0.188
에멀젼C,67.55,64.39,0.17
에멀젼C,82.1,80.3,0.12300000000000001
에멀젼C,78.36,76.64,0.11
에멀젼C,82.0,80.19,0.115
에멀젼C,80.18,78.41,0.12
에멀젼C,82.68,78.81,0.17300000000000001
에멀젼C,94.4,92.32,0.122
에멀젼C,103.11,98.29,0.10300000000000001
에멀젼C,104.27,99.39,0.139
에멀젼C,101.96,97.19,0.11199999999999999
에멀젼C,103.35,98.51,0.096
에멀젼C,110.54,108.11,0.107
에멀젼C,114.17,111.66,0.12
에멀젼C,110.43,108.0,0.079
에멀젼C,119.28,113.7,0.10099999999999999
에멀젼C,119.4,113.81,0.12300000000000001
에멀젼C,229.86,236.95,0.013000000000000001
에멀젼C,226.39,233.38,0.013999999999999999
에멀젼C,227.94,234.98,0.01
에멀젼C,225.66,232.62,0.018000000000000002
에멀젼C,227.12,234.13,0.013999999999999999
에멀젼C,184.22,189.9,0.018000000000000002
에멀젼C,186.5,192.25,0.013999999999999999
에멀젼C,181.48,187.08,0.024
에멀젼C,182.03,187.64,0.022000000000000002
에멀젼C,180.57,186.14,0.025
에멀젼C,37.79,38.96,0.493
에멀젼C,32.77,33.78,0.586
에멀젼C,37.52,38.68,0.431
에멀젼C,37.25,38.39,0.5
에멀젼C,33.68,34.72,0.53
에멀젼C,37.98,39.15,0.307
에멀젼C,41.17,42.44,0.21100000000000002
에멀젼C,40.26,41.5,0.3
에멀젼C,34.99,37.01,0.6809999999999999
에멀젼C,34.23,36.2,0.442
에멀젼C,62.17,64.08,0.158
에멀젼C,62.81,64.74,0.132
에멀젼C,63.44,65.4,0.125
에멀젼C,59.58,63.02,0.215
에멀젼C,60.34,63.82,0.21899999999999997
에멀젼C,82.61,85.16,0.1
에멀젼C,81.88,84.41,0.124
에멀젼C,81.06,83.56,0.111
에멀젼C,78.26,82.78,0.131
에멀젼C,79.02,83.58,0.131
에멀젼C,100.78,103.89,0.055
에멀젼C,99.05,102.1,0.075
에멀젼C,99.96,103.04,0.054000000000000006
에멀젼C,93.39,98.78,0.055999999999999994
에멀젼C,91.78,97.08,0.10300000000000001
에멀젼C,116.66,120.26,0.077
에멀젼C,117.3,120.92,0.068
에멀젼C,115.93,119.51,0.051
에멀젼C,116.57,120.17,0.066
에멀젼C,115.93,119.51,0.091
에멀젼C,175.03,189.29,0.024
에멀젼C,174.95,189.21,0.019
에멀젼C,174.56,188.78,0.026000000000000002
에멀젼C,173.69,187.84,0.022000000000000002
에멀젼C,183.99,194.6,0.017
에멀젼C,183.57,194.16,0.016
에멀젼C,156.3,169.03,0.013999999999999999
에멀젼C,155.82,168.52,0.016
에멀젼C,155.58,168.26,0.013000000000000001
에멀젼C,155.82,168.52,0.015
에멀젼C,169.28,179.05,0.011000000000000001
에멀젼C,163.45,172.88,0.015
에멀젼C,62.85,67.97,0.087
에멀젼C,63.17,68.31,0.1
에멀젼C,65.7,71.05,0.055
에멀젼C,61.66,66.69,0.095
에멀젼C,71.33,75.45,0.07200000000000001
에멀젼C,67.87,71.78,0.084
에멀젼C,77.87,84.22,0.064
에멀젼C,77.71,84.05,0.065
에멀젼C,79.14,85.58,0.054000000000000006
에멀젼C,77.55,83.87,0.057999999999999996
에멀젼C,77.55,83.87,0.059000000000000004
에멀젼C,87.14,92.16,0.057
에멀젼C,97.79,105.76,0.053
에멀젼C,98.03,106.02,0.048
에멀젼C,97.32,105.25,0.043
에멀젼C,100.4,108.58,0.038
에멀젼C,108.94,115.22,0.028999999999999998
에멀젼C,102.26,108.16,0.04
에멀젼C,31.5,31.5,0.305
에멀젼C,28.89,29.98,0.27899999999999997
에멀젼C,30.68,31.84,0.195
에멀젼C,29.96,31.1,0.22899999999999998
에멀젼C,28.0,29.06,0.439
에멀젼C,33.5,33.5,0.2
에멀젼C,60.4,60.4,0.064
에멀젼C,55.1,57.18,0.067
에멀젼C,56.08,58.21,0.057
에멀젼C,54.2,56.26,0.098
에멀젼C,63.9,63.9,0.054000000000000006
에멀젼C,62.2,62.2,0.057999999999999996
에멀젼C,90.1,90.1,0.024
에멀젼C,80.05,83.08,0.037000000000000005
에멀젼C,80.95,84.01,0.026000000000000002
에멀젼C,81.84,84.94,0.024
에멀젼C,82.73,85.87,0.022000000000000002
에멀젼C,91.7,91.7,0.025
에멀젼C,119.9,119.9,0.012
에멀젼C,107.69,111.77,0.013000000000000001
에멀젼C,106.79,110.84,0.019
에멀젼C,120.1,120.1,0.012
에멀젼C,122.0,122.0,0.008
에멀젼C,121.5,121.5,0.011000000000000001
에멀젼C,149.7,149.7,0.012
에멀젼C,133.63,138.69,0.013999999999999999
에멀젼C,135.24,140.36,0.008
에멀젼C,134.43,139.53,0.013000000000000001
에멀젼C,149.9,149.9,0.013999999999999999
에멀젼C,151.3,151.3,0.011000000000000001
에멀젼C,147.87,158.21,0.02
에멀젼C,169.05,172.4,0.017
에멀젼C,154.71,161.63,0.019
에멀젼C,155.41,162.36,0.021
에멀젼C,146.32,156.55,0.023
에멀젼C,195.35,199.22,0.016
에멀젼C,186.81,195.16,0.015
에멀젼C,181.2,189.3,0.015
에멀젼C,212.17,211.28,0.02
에멀젼C,210.1,210.1,0.015
에멀젼C,45.72,50.77,0.126
에멀젼C,49.56,53.03,0.11900000000000001
에멀젼C,51.19,54.77,0.165
에멀젼C,51.77,55.39,0.11199999999999999
에멀젼C,60.25,61.44,0.098
에멀젼C,89.57,95.83,0.025
에멀젼C,91.28,97.67,0.037000000000000005
에멀젼C,105.5,107.59,0.021
에멀젼C,102.95,105.0,0.047
에멀젼C,105.78,107.88,0.039
에멀젼C,121.15,123.55,0.028999999999999998
에멀젼C,126.15,128.65,0.027999999999999997
에멀젼C,122.85,125.28,0.046
에멀젼C,125.21,127.69,0.034
에멀젼C,112.18,117.19,0.026000000000000002
에멀젼C,122.07,130.6,0.035
에멀젼C,141.61,144.42,0.032
에멀젼C,140.48,143.26,0.034
에멀젼C,143.97,146.82,0.035
에멀젼C,128.93,134.69,0.054000000000000006
에멀젼C,138.4,148.07,0.018000000000000002
에멀젼C,195.38,186.23,0.02
에멀젼C,159.99,163.17,0.039
에멀젼C,152.7,159.52,0.035
에멀젼C,152.61,159.43,0.035
에멀젼C,73.6,58.42,0.27
에멀젼C,75.06,56.78,0.297
에멀젼C,74.82,56.61,0.342
에멀젼C,75.98,57.48,0.17
에멀젼C,55.03,46.73,0.314
에멀젼C,108.8,86.35,0.10400000000000001
에멀젼C,121.47,91.9,0.094
에멀젼C,129.33,97.84,0.079
에멀젼C,134.18,101.51,0.059000000000000004
에멀젼C,95.2,80.85,0.087
에멀젼C,178.8,141.91,0.024
에멀젼C,212.0,160.39,0.026000000000000002
에멀젼C,210.39,159.17,0.033
에멀젼C,215.01,162.66,0.022000000000000002
에멀젼C,213.39,161.44,0.023
에멀젼C,78.0,61.91,0.179
에멀젼C,82.68,62.55,0.147
에멀젼C,92.38,69.89,0.11599999999999999
에멀젼C,80.37,60.8,0.154
에멀젼C,82.91,62.72,0.146
에멀젼C,43.8,34.76,0.41
에멀젼C,43.88,33.2,0.537
에멀젼C,42.49,32.15,0.49200000000000005
에멀젼C,42.03,31.8,0.439
에멀젼C,40.66,34.53,0.446
에멀젼C,142.4,113.02,0.038
에멀젼C,158.42,119.86,0.05
에멀젼C,155.65,117.76,0.047
에멀젼C,153.81,116.36,0.051
에멀젼C,122.64,104.14,0.043
에멀젼C,29.41,31.81,0.509
에멀젼C,30.52,33.0,0.321
에멀젼C,28.07,30.35,0.336
에멀젼C,28.86,31.21,0.325
에멀젼C,31.68,32.65,0.369
에멀젼C,42.45,45.91,0.245
에멀젼C,49.39,50.91,0.209
에멀젼C,49.3,50.82,0.237
에멀젼C,46.23,48.9,0.16699999999999998
에멀젼C,53.0,53.0,0.17300000000000001
에멀젼C,81.34,83.85,0.141
에멀젼C,88.8,88.8,0.10400000000000001
에멀젼C,79.69,82.15,0.094
에멀젼C,79.05,81.49,0.1
에멀젼C,88.1,88.1,0.08800000000000001
에멀젼C,29.83,31.55,0.679
에멀젼C,32.68,33.69,0.6659999999999999
에멀젼C,30.03,30.96,0.815
에멀젼C,30.67,31.62,0.6859999999999999
에멀젼C,34.0,34.0,0.688
에멀젼C,14.06,14.49,1.6369999999999998
에멀젼C,13.52,14.3,1.524
에멀젼C,15.4,15.4,1.768
에멀젼C,17.0,17.0,1.5319999999999998
에멀젼C,16.0,16.0,1.695
에멀젼C,95.18,102.94,0.053
에멀젼C,110.27,113.68,0.054000000000000006
에멀젼C,109.18,112.55,0.06
에멀젼C,118.2,118.2,0.077
에멀젼C,118.8,118.8,0.062
에멀젼C,206.18,222.98,0.013999999999999999
에멀젼C,206.26,223.07,0.013999999999999999
에멀젼C,206.81,223.66,0.008
에멀젼C,206.73,223.58,0.009000000000000001
에멀젼C,241.91,249.37,0.011000000000000001
에멀젼C,231.95,250.85,0.018000000000000002
에멀젼C,271.12,279.49,0.016
에멀젼C,272.58,280.99,0.013000000000000001
에멀젼C,249.66,264.06,0.018000000000000002
에멀젼C,297.0,297.0,0.013000000000000001
에멀젼C,40.62,41.88,0.29100000000000004
에멀젼C,45.3,45.3,0.23
에멀젼C,39.8,41.03,0.308
에멀젼C,38.16,39.34,0.391
에멀젼C,42.6,42.6,0.322
에멀젼C,43.19,45.68,0.282
에멀젼C,46.92,48.37,0.258
에멀젼C,46.19,47.62,0.316
에멀젼C,45.46,46.86,0.364
에멀젼C,57.0,57.0,0.13
에멀젼C,62.35,64.27,0.136
에멀젼C,63.72,67.4,0.11599999999999999
에멀젼C,64.8,64.8,0.191
에멀젼C,67.5,67.5,0.139
에멀젼C,65.6,65.6,0.183
에멀젼C,71.07,76.86,0.135
에멀젼C,80.52,83.0,0.09699999999999999
에멀젼C,78.87,81.31,0.149
에멀젼C,84.8,84.8,0.153
에멀젼C,85.6,85.6,0.151
에멀젼C,88.91,94.04,0.125
에멀젼C,90.77,96.01,0.149
에멀젼C,96.4,99.37,0.157
에멀젼C,96.4,99.37,0.172
에멀젼C,89.67,94.84,0.237
에멀젼C,273.0,253.43,0.009000000000000001
에멀젼C,273.0,253.43,0.016
에멀젼C,272.88,253.31,0.011000000000000001
에멀젼C,272.88,253.31,0.017
에멀젼C,272.88,253.31,0.013999999999999999
에멀젼C,59.38,55.12,0.147
에멀젼C,68.56,60.67,0.134
에멀젼C,68.7,60.79,0.12
에멀젼C,68.7,60.79,0.134
에멀젼C,59.38,55.12,0.16899999999999998
에멀젼C,87.88,81.58,0.081
에멀젼C,87.88,81.58,0.09699999999999999
에멀젼C,101.47,89.79,0.086
에멀젼C,101.47,89.79,0.1
에멀젼C,87.88,81.58,0.146
에멀젼C,117.88,109.43,0.063
에멀젼C,117.88,109.43,0.07
에멀젼C,136.11,120.44,0.067
에멀젼C,136.11,120.44,0.085
에멀젼C,136.11,120.44,0.066
에멀젼C,142.13,131.94,0.038
에멀젼C,164.11,145.22,0.031
에멀젼C,164.11,145.22,0.035
에멀젼C,164.11,145.22,0.039
에멀젼C,164.11,145.22,0.037000000000000005
에멀젼C,166.63,154.68,0.03
에멀젼C,192.4,170.25,0.025
에멀젼C,192.4,170.25,0.027000000000000003
에멀젼C,192.4,170.25,0.027000000000000003
에멀젼C,166.63,154.68,0.027999999999999997
에멀젼C,193.65,197.49,0.013999999999999999
에멀젼C,192.99,196.82,0.018000000000000002
에멀젼C,193.75,197.59,0.016
에멀젼C,197.9,201.82,0.013999999999999999
에멀젼C,180.85,188.93,0.018000000000000002
에멀젼C,201.86,205.86,0.013000000000000001
에멀젼C,202.61,206.63,0.013999999999999999
에멀젼C,206.76,210.86,0.012
에멀젼C,201.86,205.86,0.012
에멀젼C,188.57,197.0,0.013000000000000001
에멀젼C,31.84,34.07,0.15
에멀젼C,35.07,35.77,0.21100000000000002
에멀젼C,43.88,41.82,0.125
에멀젼C,29.18,31.64,0.146
에멀젼C,37.19,38.85,0.152
에멀젼C,51.92,57.66,0.063
에멀젼C,63.26,64.52,0.08
에멀젼C,63.17,64.42,0.07400000000000001
에멀젼C,63.26,64.52,0.055999999999999994
에멀젼C,62.89,64.13,0.077
에멀젼C,80.75,86.4,0.038
에멀젼C,92.21,94.03,0.034
에멀젼C,92.3,94.13,0.036000000000000004
에멀젼C,96.45,98.36,0.034
에멀젼C,119.05,113.48,0.024
에멀젼C,105.25,112.6,0.025
에멀젼C,208.7,177.22,0.018000000000000002
에멀젼C,152.65,145.5,0.015
에멀젼C,146.65,139.78,0.019
에멀젼C,147.57,140.66,0.018000000000000002
에멀젼C,131.86,141.08,0.018000000000000002
에멀젼C,188.22,179.4,0.016
에멀젼C,188.33,179.51,0.017
에멀젼C,187.29,178.52,0.019
에멀젼C,188.22,179.4,0.016
에멀젼C,261.89,249.63,0.009000000000000001
에멀젼C,262.58,250.29,0.008
에멀젼C,214.02,218.26,0.008
에멀젼C,213.64,217.88,0.008
에멀젼C,215.34,219.61,0.006999999999999999
에멀젼C,33.39,35.73,0.151
에멀젼C,48.73,46.45,0.09
에멀젼C,53.17,47.37,0.09
에멀젼C,41.39,42.21,0.153
에멀젼C,39.41,40.19,0.142
에멀젼C,65.15,66.44,0.096
에멀젼C,83.25,79.36,0.065
에멀젼C,101.96,90.84,0.087
에멀젼C,103.66,92.35,0.039
에멀젼C,67.51,68.84,0.07
에멀젼C,92.96,94.8,0.031
에멀젼C,117.78,112.27,0.027000000000000003
에멀젼C,144.39,128.64,0.026000000000000002
에멀젼C,119.05,113.48,0.027999999999999997
에멀젼C,95.98,97.88,0.027999999999999997
에멀젼C,123.6,126.05,0.016
에멀젼C,188.37,167.82,0.013999999999999999
에멀젼C,123.6,126.05,0.023
에멀젼C,124.26,126.73,0.013000000000000001
에멀젼C,125.49,127.98,0.009000000000000001
에멀젼C,222.17,197.93,0.013000000000000001
에멀젼C,229.24,204.23,0.012
에멀젼C,151.23,154.22,0.026000000000000002
에멀젼C,153.21,156.24,0.017
에멀젼C,154.24,157.3,0.023
에멀젼C,47.47,64.69,0.11800000000000001
에멀젼C,40.07,57.79,0.122
에멀젼C,40.07,57.79,0.131
에멀젼C,40.03,57.74,0.258
에멀젼C,47.43,64.63,0.122
에멀젼C,59.29,80.79,0.10099999999999999
에멀젼C,59.29,80.79,0.109
에멀젼C,50.0,72.11,0.17600000000000002
에멀젼C,50.0,72.11,0.209
에멀젼C,59.29,80.79,0.13699999999999998
에멀젼C,111.8,135.72,0.039
에멀젼C,79.06,107.72,0.067
에멀젼C,66.67,96.15,0.105
에멀젼C,66.67,96.15,0.075
에멀젼C,79.06,107.72,0.096
에멀젼C,88.94,121.19,0.036000000000000004
에멀젼C,75.0,108.17,0.061
에멀젼C,88.94,121.19,0.04
에멀젼C,88.94,121.19,0.054000000000000006
에멀젼C,88.94,121.19,0.042
에멀젼C,98.82,134.65,0.02
에멀젼C,98.82,134.65,0.021
에멀젼C,83.33,120.19,0.076
에멀젼C,98.82,134.65,0.054000000000000006
에멀젼C,98.82,134.65,0.043
에멀젼C,118.59,161.58,0.022000000000000002
에멀젼C,100.0,144.22,0.054000000000000006
에멀젼C,100.0,144.22,0.045
에멀젼C,118.59,161.58,0.033
에멀젼C,118.59,161.58,0.039
에멀젼C,190.2,150.96,0.015
에멀젼C,216.39,163.71,0.012
에멀젼C,218.01,164.93,0.012
에멀젼C,225.86,170.87,0.012
에멀젼C,223.78,169.3,0.016
에멀젼C,224.94,170.17,0.017
에멀젼C,370.85,314.92,0.008
에멀젼C,370.53,314.65,0.011000000000000001
에멀젼C,369.55,313.82,0.012
에멀젼C,368.57,312.98,0.012
에멀젼C,367.59,312.15,0.013999999999999999
에멀젼C,360.56,306.19,0.013999999999999999
에멀젼C,93.73,79.6,0.12
에멀젼C,92.75,78.77,0.161
에멀젼C,126.56,95.74,0.087
에멀젼C,127.02,96.09,0.095
에멀젼C,125.86,95.22,0.081
에멀젼C,91.61,77.8,0.086
에멀젼C,76.91,65.31,0.139
에멀젼C,79.04,67.12,0.111
에멀젼C,76.91,65.31,0.131
에멀젼C,99.4,78.89,0.084
에멀젼C,102.77,77.75,0.09699999999999999
에멀젼C,75.44,64.07,0.105
에멀젼C,89.81,76.27,0.084
에멀젼C,87.53,74.33,0.109
에멀젼C,87.69,74.47,0.15
에멀젼C,116.86,88.41,0.09
에멀젼C,114.55,86.66,0.106
에멀젼C,85.24,72.39,0.079
에멀젼C,72.2,57.31,0.066
에멀젼C,70.8,56.19,0.062
에멀젼C,69.2,54.92,0.06
에멀젼C,67.8,53.81,0.071
에멀젼C,65.0,51.59,0.07400000000000001
에멀젼C,86.4,68.58,0.028999999999999998
에멀젼C,86.4,68.58,0.042
에멀젼C,85.0,67.46,0.040999999999999995
에멀젼C,83.8,66.51,0.033
에멀젼C,82.6,65.56,0.040999999999999995
에멀젼C,147.0,116.67,0.012
에멀젼C,147.0,116.67,0.017
에멀젼C,147.0,116.67,0.015
에멀젼C,146.2,116.04,0.017
에멀젼C,143.6,113.98,0.016
에멀젼C,136.0,107.94,0.027000000000000003
에멀젼C,136.0,107.94,0.036000000000000004
에멀젼C,134.6,106.83,0.024
에멀젼C,134.6,106.83,0.024
에멀젼C,133.2,105.72,0.026000000000000002
에멀젼C,61.2,48.57,0.065
에멀젼C,59.6,47.3,0.059000000000000004
에멀젼C,59.6,47.3,0.087
에멀젼C,58.0,46.03,0.071
에멀젼C,58.0,46.03,0.071
에멀젼C,68.0,53.97,0.046
에멀젼C,68.0,53.97,0.06
에멀젼C,66.6,52.86,0.047
에멀젼C,65.0,51.59,0.057
에멀젼C,63.6,50.48,0.07200000000000001
에멀젼C,40.0,31.75,0.064
에멀젼C,38.0,30.16,0.106
에멀젼C,42.0,33.34,0.079
에멀젼C,60.0,47.62,0.073
에멀젼C,58.0,46.03,0.098
에멀젼C,62.0,49.21,0.071
에멀젼C,76.0,60.32,0.092
에멀젼C,74.0,58.73,0.11900000000000001
에멀젼C,78.0,61.91,0.087
에멀젼C,82.0,65.08,0.064
에멀젼C,80.0,63.5,0.083
에멀젼C,84.0,66.67,0.064
에멀젼C,100.0,79.37,0.039
에멀젼C,98.0,77.78,0.034
에멀젼C,102.0,80.96,0.006999999999999999
에멀젼C,120.0,95.24,0.019
에멀젼C,118.0,93.66,0.021
에멀젼C,122.0,96.83,0.019
에멀젼C,140.0,111.12,0.019
에멀젼C,138.0,109.53,0.019
에멀젼C,142.0,112.71,0.005
에멀젼C,73.54,52.0,0.111
에멀젼C,70.71,50.0,0.076
에멀젼C,67.88,48.0,0.025
에멀젼C,76.37,54.0,0.059000000000000004
에멀젼C,84.85,60.0,0.055999999999999994
에멀젼C,82.02,58.0,0.046
에멀젼C,79.2,56.0,0.013999999999999999
에멀젼C,87.68,62.0,0.049
에멀젼C,113.14,80.0,0.040999999999999995
에멀젼C,110.31,78.0,0.032
에멀젼C,107.48,76.0,0.013999999999999999
에멀젼C,115.97,82.0,0.024
에멀젼C,155.56,110.0,0.037000000000000005
에멀젼C,152.74,108.0,0.022000000000000002
에멀젼C,149.91,106.0,0.013999999999999999
에멀젼C,183.85,130.0,0.025
에멀젼C,181.02,128.0,0.019
에멀젼C,178.19,126.0,0.011000000000000001
에멀젼C,186.68,132.0,0.018000000000000002
에멀젼C,101.82,72.0,0.043
에멀젼C,98.99,70.0,0.043
에멀젼C,96.17,68.0,0.019
에멀젼C,104.65,74.0,0.025
에멀젼C,70.71,58.48,0.124
에멀젼C,68.94,57.02,0.141
에멀젼C,64.83,55.65,0.18899999999999997
에멀젼C,106.07,87.72,0.027000000000000003
에멀젼C,104.3,86.26,0.044000000000000004
에멀젼C,96.45,82.79,0.035
에멀젼C,141.42,116.96,0.021
에멀젼C,139.65,115.5,0.038
에멀젼C,128.07,109.93,0.024
에멀젼C,176.78,146.2,0.019
에멀젼C,175.01,144.74,0.027000000000000003
에멀젼C,159.7,137.08,0.019
에멀젼C,215.67,178.37,0.006999999999999999
에멀젼C,213.9,176.9,0.019
에멀젼C,194.48,166.94,0.012
에멀젼C,263.4,217.84,0.009000000000000001
에멀젼C,261.63,216.38,0.023
에멀젼C,237.17,203.58,0.017
에멀젼C,268.7,222.23,0.008
에멀젼C,266.93,220.76,0.013000000000000001
에멀젼C,241.91,207.65,0.006999999999999999
에멀젼C,319.97,264.62,0.01
에멀젼C,318.2,263.16,0.017
에멀젼C,287.77,247.01,0.008
에멀젼C,40.82,34.67,0.37
에멀젼C,48.99,41.6,0.452
에멀젼C,58.79,49.92,0.187
에멀젼C,45.72,38.83,0.384
에멀젼C,70.22,59.63,0.31
에멀젼C,238.42,202.46,0.016
에멀젼C,181.26,153.93,0.022000000000000002
에멀젼C,75.12,63.79,0.264
에멀젼C,130.64,110.94,0.038
에멀젼C,181.26,153.93,0.03
에멀젼C,207.39,176.11,0.03
에멀젼C,42.46,36.05,0.452
에멀젼C,57.15,48.54,0.483
에멀젼C,63.69,54.08,0.36700000000000005
에멀젼C,58.79,49.92,0.322
에멀젼C,215.56,183.05,0.019
에멀젼C,209.02,177.5,0.024
에멀젼C,102.88,87.36,0.067
에멀젼C,143.7,122.03,0.055999999999999994
에멀젼C,164.93,140.06,0.039
에멀젼C,136.94,105.15,0.018000000000000002
에멀젼C,79.51,61.05,0.095
에멀젼C,92.76,71.23,0.065
에멀젼C,75.09,57.66,0.087
에멀젼C,103.81,79.71,0.07
에멀젼C,114.85,88.19,0.035
에멀젼C,132.52,101.76,0.064
에멀젼C,245.16,188.25,0.022000000000000002
에멀젼C,256.2,196.73,0.019
에멀젼C,265.04,203.52,0.013999999999999999
에멀젼C,99.17,76.15,0.059000000000000004
에멀젼C,100.27,77.0,0.052000000000000005
에멀젼C,109.33,83.95,0.075
에멀젼C,96.08,73.77,0.071
에멀젼C,104.91,80.56,0.021
에멀젼C,94.97,72.93,0.025
에멀젼C,109.11,83.78,0.03
에멀젼C,143.12,109.9,0.016
에멀젼C,253.11,194.36,0.013999999999999999
에멀젼C,100.27,77.0,0.038
에멀젼C,101.82,78.18,0.049
에멀젼C,110.65,84.97,0.049
에멀젼C,96.52,74.11,0.055999999999999994
에멀젼C,103.36,79.37,0.022000000000000002
에멀젼C,93.43,71.74,0.019
에멀젼C,108.0,82.93,0.033
에멀젼C,141.35,108.54,0.018000000000000002
에멀젼C,106.6,84.61,0.027000000000000003
에멀젼C,99.2,78.74,0.04
에멀젼C,104.6,83.02,0.022000000000000002
에멀젼C,103.2,81.91,0.032
에멀젼C,102.8,81.59,0.025
에멀젼C,129.0,102.39,0.022000000000000002
에멀젼C,146.6,116.36,0.018000000000000002
에멀젼C,122.7,83.59,0.10800000000000001
에멀젼C,145.46,99.1,0.156
에멀젼C,178.04,121.29,0.051
에멀젼C,79.0,62.27,0.17300000000000001
에멀젼C,95.73,75.47,0.157
에멀젼C,118.19,93.17,0.051
에멀젼C,79.0,62.27,0.135
에멀젼C,96.55,76.11,0.133
에멀젼C,119.82,94.46,0.051
에멀젼C,99.0,78.04,0.033
에멀젼C,79.0,62.27,0.141
에멀젼C,97.57,76.92,0.157
에멀젼C,121.45,95.74,0.064
에멀젼C,80.22,63.24,0.078
에멀젼C,77.57,61.15,0.127
에멀젼C,77.57,61.15,0.10800000000000001
에멀젼C,99.2,78.2,0.13699999999999998
에멀젼C,79.81,62.92,0.18100000000000002
에멀젼C,77.36,60.99,0.11599999999999999
에멀젼C,77.16,60.83,0.114
에멀젼C,100.02,78.85,0.245
에멀젼C,91.24,71.93,0.044000000000000004
에멀젼C,79.4,62.6,0.091
에멀젼C,77.57,61.15,0.14
에멀젼C,100.84,79.49,0.18899999999999997
에멀젼C,92.8,73.66,0.055999999999999994
에멀젼C,77.4,61.43,0.1
에멀젼C,75.8,60.16,0.122
에멀젼C,99.8,79.21,0.121
에멀젼C,75.4,59.85,0.16
에멀젼C,90.8,72.07,0.138
에멀젼C,106.0,84.13,0.13
에멀젼C,92.75,78.77,0.035
에멀젼C,80.67,68.5,0.038
에멀젼C,62.71,53.25,0.067
에멀젼C,85.24,72.39,0.028999999999999998
에멀젼C,90.47,76.82,0.035
에멀젼C,78.71,66.84,0.062
에멀젼C,62.54,53.11,0.052000000000000005
에멀젼C,88.39,73.1,0.102
에멀젼C,86.62,71.64,0.114
에멀젼C,89.91,72.94,0.102
에멀젼C,80.64,69.22,0.12
에멀젼C,123.74,102.34,0.033
에멀젼C,121.98,100.88,0.049
에멀젼C,110.68,95.0,0.022000000000000002
에멀젼C,159.1,131.58,0.027000000000000003
에멀젼C,157.33,130.12,0.032
에멀젼C,143.88,123.51,0.024
에멀젼C,185.62,153.51,0.024
에멀젼C,183.85,152.05,0.032
에멀젼C,167.6,143.86,0.01
에멀젼C,252.79,209.07,0.013999999999999999
에멀젼C,251.02,207.61,0.016
에멀젼C,227.68,195.44,0.008
에멀젼C,438.41,362.58,0.012
에멀젼C,436.64,361.12,0.01
에멀젼C,393.7,337.94,0.012
에멀젼C,503.81,416.67,0.015
에멀젼C,502.05,415.21,0.015
에멀젼C,452.21,388.16,0.012
에멀젼C,88.39,73.1,0.102
에멀젼C,86.62,71.64,0.08900000000000001
