화약,SR SD,CR SD,최대입자속도
에멀젼C,80.64,69.22,0.127
에멀젼C,123.74,102.34,0.051
에멀젼C,121.98,100.88,0.051
에멀젼C,112.26,96.36,0.013000000000000001
에멀젼C,159.1,131.58,0.028999999999999998
에멀젼C,157.33,130.12,0.043
에멀젼C,143.88,123.51,0.006
에멀젼C,185.62,153.51,0.038
에멀젼C,183.85,152.05,0.037000000000000005
에멀젼C,167.6,143.86,0.021
에멀젼C,251.02,207.61,0.03
에멀젼C,249.26,206.14,0.028999999999999998
에멀젼C,226.1,194.08,0.008
에멀젼C,440.17,364.04,0.012
에멀젼C,438.41,362.58,0.013999999999999999
에멀젼C,395.28,339.3,0.015
에멀젼C,503.81,416.67,0.015
에멀젼C,502.05,415.21,0.015
에멀젼C,452.21,388.16,0.012
에멀젼C,53.75,49.9,0.435
에멀젼C,77.5,71.94,0.142
에멀젼C,90.0,83.55,0.11599999999999999
에멀젼C,150.0,139.25,0.057
에멀젼C,227.5,211.19,0.023
에멀젼C,375.0,348.12,0.011000000000000001
에멀젼C,38.89,32.16,0.184
에멀젼C,74.25,61.4,0.08800000000000001
에멀젼C,114.9,95.03,0.032
에멀젼C,88.39,73.1,0.043
에멀젼C,173.24,143.28,0.022000000000000002
에멀젼C,167.94,138.89,0.027000000000000003
에멀젼C,30.4,24.13,0.22899999999999998
에멀젼C,30.4,24.13,0.317
에멀젼C,28.0,22.22,0.267
에멀젼C,28.0,22.22,0.305
에멀젼C,28.0,22.22,0.762
에멀젼C,28.0,22.22,0.698
에멀젼C,40.0,31.75,0.13699999999999998
에멀젼C,40.0,31.75,0.268
에멀젼C,38.0,30.16,0.24100000000000002
에멀젼C,38.0,30.16,0.243
에멀젼C,38.0,30.16,0.32899999999999996
에멀젼C,38.0,30.16,0.33
에멀젼C,50.0,39.69,0.11699999999999999
에멀젼C,50.0,39.69,0.151
에멀젼C,48.0,38.1,0.135
에멀젼C,48.0,38.1,0.129
에멀젼C,48.0,38.1,0.24
에멀젼C,48.0,38.1,0.221
에멀젼C,55.0,43.65,0.163
에멀젼C,55.0,43.65,0.038
에멀젼C,52.0,41.27,0.115
에멀젼C,52.0,41.27,0.109
에멀젼C,52.0,41.27,0.185
에멀젼C,52.0,41.27,0.24100000000000002
에멀젼C,59.0,46.83,0.14400000000000002
에멀젼C,59.0,46.83,0.054000000000000006
에멀젼C,56.0,44.45,0.122
에멀젼C,56.0,44.45,0.111
에멀젼C,56.0,44.45,0.163
에멀젼C,56.0,44.45,0.203
에멀젼C,101.4,80.48,0.023
에멀젼C,101.4,80.48,0.013000000000000001
에멀젼C,96.0,76.2,0.025
에멀젼C,96.0,76.2,0.038
에멀젼C,96.0,76.2,0.051
에멀젼C,96.0,76.2,0.08199999999999999
에멀젼C,106.6,84.61,0.027000000000000003
에멀젼C,106.6,84.61,0.021
에멀젼C,104.0,82.54,0.032
에멀젼C,104.0,82.54,0.035
에멀젼C,104.0,82.54,0.038
에멀젼C,104.0,82.54,0.048
에멀젼C,129.0,102.39,0.019
에멀젼C,129.0,102.39,0.011000000000000001
에멀젼C,126.0,100.01,0.021
에멀젼C,126.0,100.01,0.024
에멀젼C,126.0,100.01,0.03
에멀젼C,126.0,100.01,0.028999999999999998
에멀젼C,34.0,26.99,0.106
에멀젼C,34.0,26.99,0.10800000000000001
에멀젼C,58.0,46.03,0.24100000000000002
에멀젼C,48.0,38.1,0.179
에멀젼C,128.0,101.59,0.04
에멀젼C,56.0,44.45,0.14
에멀젼C,110.0,87.31,0.045
에멀젼C,60.0,47.62,0.092
에멀젼C,208.0,165.09,0.025
에멀젼C,128.0,101.59,0.043
에멀젼C,30.02,22.71,0.24100000000000002
에멀젼C,27.71,20.97,0.22899999999999998
에멀젼C,32.33,24.46,0.17800000000000002
에멀젼C,78.52,59.4,0.057999999999999996
에멀젼C,76.21,57.66,0.102
에멀젼C,80.83,61.15,0.079
에멀젼C,92.38,69.89,0.04
에멀젼C,90.07,68.14,0.084
에멀젼C,94.69,71.63,0.052000000000000005
에멀젼C,115.47,87.36,0.033
에멀젼C,113.16,85.61,0.049
에멀젼C,117.78,89.11,0.051
에멀젼C,124.71,94.35,0.075
에멀젼C,122.4,92.6,0.095
에멀젼C,127.02,96.09,0.07
에멀젼C,138.56,104.83,0.022000000000000002
에멀젼C,136.25,103.08,0.024
에멀젼C,140.87,106.58,0.024
에멀젼C,242.49,183.45,0.011000000000000001
에멀젼C,240.18,181.7,0.011000000000000001
에멀젼C,244.8,185.2,0.002
에멀젼C,256.34,193.93,0.016
에멀젼C,254.03,192.19,0.016
에멀젼C,258.65,195.68,0.027000000000000003
에멀젼C,355.65,269.06,0.021
에멀젼C,353.34,267.32,0.024
에멀젼C,357.96,270.81,0.003
에멀젼C,607.37,459.5,0.004
에멀젼C,605.06,457.76,0.006
에멀젼C,609.68,461.25,0.006999999999999999
에멀젼C,25.5,18.79,0.34299999999999997
에멀젼C,30.0,22.1,0.152
에멀젼C,35.0,25.79,0.34299999999999997
에멀젼C,40.0,29.47,0.22899999999999998
에멀젼C,101.25,74.6,0.064
에멀젼C,102.5,75.52,0.439
에멀젼C,150.0,110.52,0.016
에멀젼C,147.5,108.68,0.048
에멀젼C,152.5,112.36,0.03
에멀젼C,175.0,128.94,0.021
에멀젼C,172.5,127.1,0.037000000000000005
에멀젼C,177.5,130.78,0.024
에멀젼C,200.0,147.36,0.022000000000000002
에멀젼C,197.5,145.52,0.033
에멀젼C,202.5,149.2,0.019
에멀젼C,222.5,163.94,0.032
에멀젼C,227.5,167.62,0.022000000000000002
에멀젼C,56.58,53.93,0.235
에멀젼C,73.9,70.44,0.261
에멀젼C,91.22,86.95,0.268
에멀젼C,108.54,103.46,0.22899999999999998
에멀젼C,125.86,119.97,0.162
에멀젼C,143.18,136.48,0.156
에멀젼C,160.5,152.99,0.17600000000000002
에멀젼C,185.91,177.2,0.040999999999999995
에멀젼C,56.58,53.93,0.048
에멀젼C,73.9,70.44,0.031
에멀젼C,91.22,86.95,0.024
에멀젼C,108.54,103.46,0.038
에멀젼C,125.86,119.97,0.016
에멀젼C,143.18,136.48,0.015
에멀젼C,160.5,152.99,0.011000000000000001
에멀젼C,183.6,175.0,0.009000000000000001
에멀젼C,164.24,158.24,0.021
에멀젼C,169.63,161.68,0.022000000000000002
에멀젼C,134.1,138.24,0.027999999999999997
에멀젼C,207.17,199.61,0.022000000000000002
에멀젼C,206.72,199.18,0.023
에멀젼C,213.97,203.95,0.021
에멀젼C,98.15,93.55,0.182
에멀젼C,98.15,93.55,0.157
에멀젼C,77.59,79.99,0.223
에멀젼C,127.02,121.07,0.094
에멀젼C,122.98,118.49,0.07
에멀젼C,127.02,121.07,0.06
에멀젼C,151.05,145.53,0.031
에멀젼C,151.05,145.53,0.037000000000000005
에멀젼C,156.0,148.7,0.024
에멀젼C,179.11,172.57,0.028999999999999998
에멀젼C,184.98,176.32,0.017
에멀젼C,184.98,176.32,0.013999999999999999
에멀젼C,206.95,199.39,0.016
에멀젼C,206.95,199.39,0.015
에멀젼C,213.74,203.73,0.016
에멀젼C,242.6,231.24,0.015
에멀젼C,234.9,226.32,0.019
에멀젼C,242.6,231.24,0.016
에멀젼C,163.79,157.81,0.021
에멀젼C,169.16,161.24,0.015
에멀젼C,169.16,161.24,0.012
에멀젼C,208.29,200.69,0.021
에멀젼C,208.29,200.69,0.019
에멀젼C,215.12,205.05,0.019
에멀젼C,78.51,80.93,0.213
에멀젼C,96.15,92.64,0.18899999999999997
에멀젼C,99.3,94.66,0.175
에멀젼C,124.1,119.57,0.061
에멀젼C,124.1,119.57,0.069
에멀젼C,101.33,104.45,0.091
에멀젼C,152.16,146.61,0.031
에멀젼C,124.24,128.08,0.05
에멀젼C,157.15,149.8,0.028999999999999998
에멀젼C,180.12,173.54,0.023
에멀젼C,180.12,173.54,0.021
에멀젼C,147.06,151.6,0.027000000000000003
에멀젼C,208.07,200.47,0.02
에멀젼C,208.07,200.47,0.021
에멀젼C,208.07,200.47,0.017
에멀젼C,49.64,42.16,0.8290000000000001
에멀젼C,49.64,42.16,0.932
에멀젼C,49.64,42.16,0.799
에멀젼C,60.8,48.26,0.701
에멀젼C,49.64,42.16,0.866
에멀젼C,130.64,110.94,0.068
에멀젼C,130.64,110.94,0.075
에멀젼C,160.0,126.99,0.091
에멀젼C,130.64,110.94,0.095
에멀젼C,130.64,110.94,0.1
에멀젼C,179.63,152.54,0.021
에멀젼C,179.63,152.54,0.032
에멀젼C,179.63,152.54,0.02
에멀젼C,179.63,152.54,0.022000000000000002
에멀젼C,220.0,174.61,0.016
에멀젼C,212.29,180.27,0.011000000000000001
에멀젼C,212.29,180.27,0.017
에멀젼C,212.29,180.27,0.012
에멀젼C,212.29,180.27,0.013000000000000001
에멀젼C,212.29,180.27,0.015
에멀젼C,245.11,208.15,0.01
에멀젼C,245.11,208.15,0.013000000000000001
에멀젼C,245.11,208.15,0.009000000000000001
에멀젼C,245.11,208.15,0.012
에멀젼C,300.2,238.27,0.01
에멀젼C,277.77,235.88,0.011000000000000001
에멀젼C,277.77,235.88,0.01
에멀젼C,277.77,235.88,0.013000000000000001
에멀젼C,277.77,235.88,0.011000000000000001
에멀젼C,277.77,235.88,0.01
에멀젼C,100.0,73.68,0.025
에멀젼C,97.5,71.84,0.068
에멀젼C,102.5,75.52,0.032
에멀젼C,125.0,92.1,0.019
에멀젼C,122.5,90.26,0.033
에멀젼C,127.5,93.94,0.025
에멀젼C,150.0,110.52,0.024
에멀젼C,147.5,108.68,0.033
에멀젼C,152.5,112.36,0.006
에멀젼C,175.0,128.94,0.024
에멀젼C,172.5,127.1,0.028999999999999998
에멀젼C,177.5,130.78,0.006
에멀젼C,200.0,147.36,0.019
에멀젼C,197.5,145.52,0.027000000000000003
에멀젼C,202.5,149.2,0.006
에멀젼C,57.5,42.37,0.071
에멀젼C,55.0,40.52,0.114
에멀젼C,60.0,44.21,0.044000000000000004
에멀젼C,400.0,294.72,0.015
에멀젼C,397.5,292.88,0.015
에멀젼C,402.5,296.56,0.012
에멀젼C,430.0,316.83,0.012
에멀젼C,427.5,314.98,0.022000000000000002
에멀젼C,432.5,318.67,0.015
에멀젼C,29.02,25.63,0.252
에멀젼C,21.94,20.91,0.37200000000000005
에멀젼C,29.7,26.46,0.18899999999999997
에멀젼C,36.27,32.04,0.44
에멀젼C,27.71,26.42,0.613
에멀젼C,36.77,32.76,0.377
에멀젼C,58.04,51.27,0.1
에멀젼C,45.03,42.93,0.134
에멀젼C,57.98,51.66,0.07200000000000001
에멀젼C,71.1,62.8,0.09300000000000001
에멀젼C,55.43,52.83,0.08800000000000001
에멀젼C,70.71,63.0,0.042
에멀젼C,74.0,65.36,0.08199999999999999
에멀젼C,57.74,55.03,0.067
에멀젼C,73.54,65.52,0.042
에멀젼C,72.55,64.08,0.09300000000000001
에멀젼C,56.58,53.93,0.11
에멀젼C,72.12,64.26,0.07400000000000001
에멀젼C,87.06,76.9,0.084
에멀젼C,68.13,64.94,0.134
에멀젼C,86.27,76.86,0.07
에멀젼C,101.57,89.72,0.086
에멀젼C,79.67,75.94,0.09300000000000001
에멀젼C,100.41,89.45,0.055999999999999994
에멀젼C,116.08,102.53,0.044000000000000004
에멀젼C,91.22,86.95,0.052000000000000005
에멀젼C,114.55,102.05,0.023
에멀젼C,145.1,128.16,0.055999999999999994
에멀젼C,114.32,108.96,0.08900000000000001
에멀젼C,142.84,127.25,0.025
에멀젼C,271.33,239.67,0.015
에멀젼C,214.77,204.72,0.012
에멀젼C,265.87,236.87,0.006999999999999999
에멀젼C,44.72,34.2,0.153
에멀젼C,42.49,32.49,0.337
에멀젼C,46.96,35.91,0.091
에멀젼C,55.9,42.75,0.09699999999999999
에멀젼C,53.67,41.04,0.09699999999999999
에멀젼C,58.14,44.46,0.011000000000000001
에멀젼C,89.44,68.4,0.040999999999999995
에멀젼C,87.21,66.69,0.085
에멀젼C,91.68,70.11,0.012
에멀젼C,109.57,83.79,0.040999999999999995
에멀젼C,107.33,82.08,0.054000000000000006
에멀젼C,111.8,85.5,0.026000000000000002
에멀젼C,114.04,87.21,0.038
에멀젼C,111.8,85.5,0.049
에멀젼C,116.28,88.92,0.017
에멀젼C,111.8,85.5,0.045
에멀젼C,109.57,83.79,0.049
에멀젼C,114.04,87.21,0.021
에멀젼C,134.16,102.6,0.035
에멀젼C,131.93,100.89,0.039
에멀젼C,136.4,104.31,0.009000000000000001
에멀젼C,156.52,119.7,0.02
에멀젼C,154.29,117.99,0.02
에멀젼C,158.76,121.41,0.004
에멀젼C,178.89,136.8,0.018000000000000002
에멀젼C,176.65,135.09,0.018000000000000002
에멀젼C,181.12,138.51,0.002
에멀젼C,223.61,171.0,0.013999999999999999
에멀젼C,221.37,169.29,0.019
에멀젼C,225.84,172.71,0.005
에멀젼C,50.0,36.84,0.225
에멀젼C,47.5,35.0,0.43700000000000006
에멀젼C,52.5,38.68,0.289
에멀젼C,75.0,55.26,0.071
에멀젼C,72.5,53.42,0.121
에멀젼C,77.5,57.1,0.11900000000000001
에멀젼C,87.5,64.47,0.084
에멀젼C,85.0,62.63,0.12300000000000001
에멀젼C,90.0,66.31,0.09699999999999999
에멀젼C,125.0,92.1,0.040999999999999995
에멀젼C,122.5,90.26,0.067
에멀젼C,127.5,93.94,0.057
에멀젼C,155.0,114.2,0.027999999999999997
에멀젼C,152.5,112.36,0.052000000000000005
에멀젼C,157.5,116.05,0.034
에멀젼C,187.5,138.15,0.044000000000000004
에멀젼C,185.0,136.31,0.062
에멀젼C,190.0,139.99,0.049
에멀젼C,225.0,165.78,0.013999999999999999
에멀젼C,222.5,163.94,0.021
에멀젼C,227.5,167.62,0.006
에멀젼C,87.5,64.47,0.064
에멀젼C,69.4,54.71,0.203
에멀젼C,73.48,57.93,0.038
에멀젼C,125.0,92.1,0.051
에멀젼C,100.02,78.85,0.114
에멀젼C,104.1,82.07,0.013000000000000001
에멀젼C,150.0,110.52,0.021
에멀젼C,120.43,94.94,0.044000000000000004
에멀젼C,124.52,98.16,0.016
에멀젼C,175.0,128.94,0.024
에멀젼C,140.85,111.03,0.043
에멀젼C,144.93,114.25,0.013000000000000001
에멀젼C,200.0,147.36,0.018000000000000002
에멀젼C,161.26,127.12,0.024
에멀젼C,165.34,130.34,0.006
에멀젼C,225.0,165.78,0.018000000000000002
에멀젼C,181.67,143.21,0.013000000000000001
에멀젼C,185.75,146.43,0.005
에멀젼C,250.0,184.2,0.016
에멀젼C,202.08,159.31,0.008
에멀젼C,206.17,162.52,0.006
에멀젼C,100.0,73.68,0.076
에멀젼C,79.61,62.76,0.10300000000000001
에멀젼C,83.69,65.98,0.071
에멀젼C,125.0,92.1,0.04
에멀젼C,100.02,78.85,0.051
에멀젼C,104.1,82.07,0.038
에멀젼C,150.0,110.52,0.032
에멀젼C,120.43,94.94,0.055999999999999994
에멀젼C,124.52,98.16,0.028999999999999998
에멀젼C,175.0,128.94,0.024
에멀젼C,140.85,111.03,0.052000000000000005
에멀젼C,144.93,114.25,0.037000000000000005
에멀젼C,200.0,147.36,0.024
에멀젼C,161.26,127.12,0.04
에멀젼C,165.34,130.34,0.028999999999999998
에멀젼C,225.0,165.78,0.018000000000000002
에멀젼C,181.67,143.21,0.024
에멀젼C,185.75,146.43,0.019
에멀젼C,255.0,187.89,0.01
에멀젼C,206.17,162.52,0.016
에멀젼C,210.25,165.74,0.013999999999999999
에멀젼C,310.0,228.41,0.01
에멀젼C,251.07,197.93,0.013999999999999999
에멀젼C,255.16,201.14,0.01
에멀젼C,262.5,193.41,0.01
에멀젼C,212.29,167.35,0.028999999999999998
에멀젼C,216.37,170.57,0.027000000000000003
에멀젼C,67.5,49.73,0.17
에멀젼C,65.0,47.89,0.125
에멀젼C,70.0,51.58,0.078
에멀젼C,80.0,58.94,0.113
에멀젼C,77.5,57.1,0.09
에멀젼C,82.5,60.79,0.076
에멀젼C,92.5,68.15,0.046
에멀젼C,90.0,66.31,0.027000000000000003
에멀젼C,95.0,70.0,0.022000000000000002
에멀젼C,115.0,84.73,0.040999999999999995
에멀젼C,112.5,82.89,0.032
에멀젼C,117.5,86.57,0.028999999999999998
에멀젼C,137.5,101.31,0.027000000000000003
에멀젼C,135.0,99.47,0.028999999999999998
에멀젼C,140.0,103.15,0.024
에멀젼C,212.5,156.57,0.019
에멀젼C,210.0,154.73,0.022000000000000002
에멀젼C,215.0,158.41,0.024
에멀젼C,80.0,63.5,0.051
에멀젼C,78.0,61.91,0.151
에멀젼C,82.0,65.08,0.081
에멀젼C,110.0,87.31,0.021
에멀젼C,108.0,85.72,0.051
에멀젼C,112.0,88.89,0.033
에멀젼C,140.0,111.12,0.016
에멀젼C,138.0,109.53,0.037000000000000005
에멀젼C,142.0,112.71,0.018000000000000002
에멀젼C,170.0,134.93,0.019
에멀젼C,168.0,133.34,0.028999999999999998
에멀젼C,172.0,136.52,0.003
에멀젼C,200.0,158.74,0.013999999999999999
에멀젼C,198.0,157.15,0.018000000000000002
에멀젼C,202.0,160.33,0.006
에멀젼C,272.0,215.89,0.006
에멀젼C,270.0,214.3,0.013999999999999999
에멀젼C,274.0,217.47,0.006
에멀젼C,358.0,284.14,0.006
에멀젼C,356.0,282.56,0.008
에멀젼C,360.0,285.73,0.005
에멀젼C,100.0,79.37,0.067
에멀젼C,98.0,77.78,0.13
에멀젼C,102.0,80.96,0.040999999999999995
에멀젼C,120.0,95.24,0.075
에멀젼C,118.0,93.66,0.094
에멀젼C,122.0,96.83,0.040999999999999995
에멀젼C,160.0,126.99,0.043
에멀젼C,158.0,125.4,0.055999999999999994
에멀젼C,162.0,128.58,0.043
에멀젼C,180.0,142.87,0.038
에멀젼C,178.0,141.28,0.048
에멀젼C,182.0,144.45,0.027000000000000003
에멀젼C,200.0,158.74,0.035
에멀젼C,198.0,157.15,0.037000000000000005
에멀젼C,202.0,160.33,0.016
에멀젼C,66.0,52.38,0.08900000000000001
에멀젼C,64.0,50.8,0.177
에멀젼C,68.0,53.97,0.102
에멀젼C,76.0,60.32,0.033
에멀젼C,74.0,58.73,0.083
에멀젼C,78.0,61.91,0.065
에멀젼C,80.0,63.5,0.043
에멀젼C,78.0,61.91,0.095
에멀젼C,80.11,62.48,0.083
에멀젼C,82.0,65.08,0.095
에멀젼C,100.0,79.37,0.028999999999999998
에멀젼C,98.0,77.78,0.06
에멀젼C,102.0,80.96,0.065
에멀젼C,120.0,95.24,0.027000000000000003
에멀젼C,118.0,93.66,0.059000000000000004
에멀젼C,122.0,96.83,0.052000000000000005
에멀젼C,160.0,126.99,0.027000000000000003
에멀젼C,158.0,125.4,0.06
에멀젼C,162.0,128.58,0.054000000000000006
에멀젼C,180.0,142.87,0.019
에멀젼C,178.0,141.28,0.062
에멀젼C,182.0,144.45,0.027000000000000003
에멀젼C,28.86,28.23,0.217
에멀젼C,28.41,27.08,0.191
에멀젼C,32.1,30.6,0.195
에멀젼C,28.86,28.23,0.111
에멀젼C,28.41,27.08,0.10800000000000001
에멀젼C,32.1,30.6,0.09699999999999999
에멀젼C,79.32,77.58,0.054000000000000006
에멀젼C,84.76,80.79,0.044000000000000004
에멀젼C,86.03,82.0,0.049
에멀젼C,107.44,105.07,0.023
에멀젼C,115.47,110.06,0.026000000000000002
에멀젼C,116.28,110.83,0.023
에멀젼C,118.34,115.74,0.023
에멀젼C,127.36,121.4,0.022000000000000002
에멀젼C,128.06,122.06,0.016
에멀젼C,27.9,27.29,0.616
에멀젼C,21.54,22.21,0.5589999999999999
에멀젼C,16.4,18.09,0.5329999999999999
에멀젼C,27.9,27.29,0.319
에멀젼C,21.54,22.21,0.33
에멀젼C,16.4,18.09,0.36200000000000004
에멀젼C,39.02,38.16,0.155
에멀젼C,31.77,32.75,0.14400000000000002
에멀젼C,25.19,27.79,0.099
에멀젼C,62.43,61.06,0.094
에멀젼C,52.31,53.92,0.068
에멀젼C,42.26,46.61,0.071
에멀젼C,77.72,76.01,0.09699999999999999
에멀젼C,65.64,67.66,0.154
에멀젼C,53.22,58.7,0.153
에멀젼C,86.06,84.16,0.076
에멀젼C,72.94,75.19,0.091
에멀젼C,59.26,65.35,0.13
에멀젼C,105.84,103.51,0.21
에멀젼C,89.83,92.6,0.28800000000000003
에멀젼C,73.12,80.65,0.195
에멀젼C,217.34,212.55,0.078
에멀젼C,185.5,191.22,0.042
에멀젼C,151.38,166.96,0.042
에멀젼C,274.1,268.07,0.059000000000000004
에멀젼C,234.06,241.28,0.039
에멀젼C,191.11,210.78,0.037000000000000005
에멀젼C,73.16,62.13,0.142
에멀젼C,67.61,57.41,0.21
에멀젼C,75.93,64.48,0.14400000000000002
에멀젼C,98.47,83.62,0.076
에멀젼C,94.55,80.29,0.13699999999999998
에멀젼C,100.43,85.28,0.08800000000000001
에멀젼C,135.87,115.38,0.017
에멀젼C,133.09,113.02,0.03
에멀젼C,137.33,116.62,0.019
에멀젼C,197.76,167.93,0.021
에멀젼C,195.96,166.41,0.034
에멀젼C,198.9,168.9,0.021
에멀젼C,272.06,231.03,0.018000000000000002
에멀젼C,270.91,230.06,0.023
에멀젼C,272.87,231.72,0.012
에멀젼C,143.7,122.03,0.026000000000000002
에멀젼C,140.44,119.26,0.048
에멀젼C,145.17,123.28,0.034
에멀젼C,198.41,168.49,0.027999999999999997
에멀젼C,195.96,166.41,0.044000000000000004
에멀젼C,199.55,169.46,0.013000000000000001
에멀젼C,55.11,43.45,0.168
에멀젼C,53.07,41.84,0.17600000000000002
에멀젼C,61.24,48.27,0.19
에멀젼C,71.44,56.32,0.122
에멀젼C,65.32,51.49,0.196
에멀젼C,85.73,67.58,0.184
에멀젼C,53.4,45.35,0.205
에멀젼C,51.77,43.96,0.27
에멀젼C,53.89,45.76,0.222
에멀젼C,58.46,49.64,0.149
에멀젼C,56.83,48.26,0.233
에멀젼C,60.09,51.03,0.179
에멀젼C,77.08,65.45,0.11
에멀젼C,75.44,64.07,0.13699999999999998
에멀젼C,78.38,66.56,0.122
에멀젼C,83.61,71.0,0.083
에멀젼C,81.98,69.61,0.102
에멀젼C,84.92,72.11,0.09699999999999999
에멀젼C,90.63,76.96,0.076
에멀젼C,89.0,75.58,0.098
에멀젼C,92.26,78.35,0.091
에멀젼C,97.82,83.06,0.087
에멀젼C,96.18,81.68,0.10300000000000001
에멀젼C,99.61,84.59,0.08900000000000001
에멀젼C,104.84,89.03,0.075
에멀젼C,103.21,87.64,0.086
에멀젼C,106.14,90.14,0.086
에멀젼C,112.35,95.41,0.073
에멀젼C,110.72,94.02,0.073
에멀젼C,114.31,97.07,0.068
에멀젼C,38.89,32.16,0.205
에멀젼C,37.46,30.39,0.198
에멀젼C,40.66,33.63,0.243
에멀젼C,45.96,38.01,0.16399999999999998
에멀젼C,44.96,36.47,0.154
에멀젼C,47.73,39.47,0.17300000000000001
에멀젼C,70.71,58.48,0.084
에멀젼C,71.18,57.74,0.091
에멀젼C,72.48,59.94,0.10300000000000001
에멀젼C,88.39,73.1,0.057
에멀젼C,89.91,72.94,0.038
에멀젼C,90.16,74.56,0.055999999999999994
에멀젼C,123.74,102.34,0.048
에멀젼C,129.25,104.85,0.048
에멀젼C,125.51,103.8,0.048
에멀젼C,159.1,131.58,0.022000000000000002
에멀젼C,164.84,133.72,0.064
에멀젼C,160.87,133.04,0.079
에멀젼C,31.25,23.03,0.213
에멀젼C,23.19,17.81,0.594
에멀젼C,33.75,24.87,0.498
에멀젼C,60.5,44.58,0.124
에멀젼C,49.03,37.65,0.221
에멀젼C,63.0,46.42,0.17300000000000001
에멀젼C,82.5,60.79,0.067
에멀젼C,68.47,52.57,0.11699999999999999
에멀젼C,85.0,62.63,0.08900000000000001
에멀젼C,106.0,78.1,0.043
에멀젼C,89.23,68.52,0.062
에멀젼C,108.5,79.94,0.048
에멀젼C,130.0,95.78,0.052000000000000005
에멀젼C,110.43,84.8,0.055999999999999994
에멀젼C,132.5,97.63,0.038
에멀젼C,154.25,113.65,0.03
에멀젼C,131.86,101.25,0.051
에멀젼C,156.75,115.49,0.038
에멀젼C,178.75,131.7,0.013999999999999999
에멀젼C,153.5,117.87,0.013999999999999999
에멀젼C,181.25,133.55,0.019
에멀젼C,26.0,20.64,0.406
에멀젼C,23.19,18.09,0.711
에멀젼C,28.0,22.22,0.762
에멀젼C,56.0,44.45,0.057
에멀젼C,54.81,42.75,0.073
에멀젼C,58.0,46.03,0.083
에멀젼C,80.0,63.5,0.141
에멀젼C,80.11,62.48,0.132
에멀젼C,82.0,65.08,0.157
에멀젼C,100.0,79.37,0.091
에멀젼C,101.19,78.92,0.105
에멀젼C,102.0,80.96,0.132
에멀젼C,120.0,95.24,0.043
에멀젼C,122.27,95.36,0.06
에멀젼C,122.0,96.83,0.067
에멀젼C,140.0,111.12,0.046
에멀젼C,145.46,113.45,0.051
에멀젼C,142.0,112.71,0.048
에멀젼C,160.0,126.99,0.027000000000000003
에멀젼C,164.44,128.24,0.040999999999999995
에멀젼C,162.0,128.58,0.035
에멀젼C,16.44,15.2,1.16
에멀젼C,19.6,16.64,1.54
에멀젼C,19.8,17.64,1.6
에멀젼C,34.15,31.58,0.094
에멀젼C,42.46,36.05,0.14300000000000002
에멀젼C,39.6,35.28,0.152
에멀젼C,50.6,46.78,0.221
에멀젼C,63.69,54.08,0.391
에멀젼C,57.98,51.66,0.20800000000000002
에멀젼C,63.25,58.48,0.251
에멀젼C,80.02,67.95,0.314
에멀젼C,72.12,64.26,0.341
에멀젼C,75.89,70.18,0.14800000000000002
에멀젼C,96.35,81.82,0.183
에멀젼C,86.27,76.86,0.16399999999999998
에멀젼C,88.54,81.87,0.825
에멀젼C,112.68,95.68,0.10800000000000001
에멀젼C,100.41,89.45,0.129
에멀젼C,101.19,93.57,0.10800000000000001
에멀젼C,129.01,109.55,0.098
에멀젼C,114.55,102.05,0.11900000000000001
에멀젼C,120.17,111.11,0.023
에멀젼C,153.5,130.35,0.012
에멀젼C,135.76,120.95,0.021
에멀젼C,61.24,48.27,0.162
에멀젼C,59.2,46.67,0.141
에멀젼C,63.28,49.88,0.114
에멀젼C,81.65,64.37,0.059000000000000004
에멀젼C,79.61,62.76,0.071
에멀젼C,83.69,65.98,0.062
에멀젼C,90.22,71.12,0.021
에멀젼C,88.18,69.52,0.026000000000000002
에멀젼C,92.26,72.73,0.02
에멀젼C,122.47,96.55,0.075
에멀젼C,120.43,94.94,0.075
에멀젼C,124.52,98.16,0.065
에멀젼C,142.89,112.64,0.033
에멀젼C,140.85,111.03,0.027000000000000003
에멀젼C,144.93,114.25,0.021
에멀젼C,163.3,128.73,0.024
에멀젼C,161.26,127.12,0.019
에멀젼C,165.34,130.34,0.018000000000000002
에멀젼C,183.71,144.82,0.016
에멀젼C,181.67,143.21,0.016
에멀젼C,185.75,146.43,0.011000000000000001
에멀젼C,89.61,70.64,0.023
에멀젼C,87.57,69.03,0.036000000000000004
에멀젼C,85.53,67.42,0.047
에멀젼C,91.65,72.25,0.002
에멀젼C,22.37,19.0,1.63
에멀젼C,17.96,16.0,1.02
에멀젼C,20.79,18.52,0.991
에멀젼C,32.66,27.73,1.45
에멀젼C,26.87,23.94,1.17
에멀젼C,29.7,26.46,1.27
에멀젼C,48.99,41.6,0.622
에멀젼C,41.01,36.54,0.508
에멀젼C,43.84,39.06,0.444
에멀젼C,65.32,55.47,0.278
에멀젼C,55.15,49.14,0.29100000000000004
에멀젼C,57.98,51.66,0.237
에멀젼C,81.65,69.34,0.113
에멀젼C,69.3,61.74,0.09699999999999999
에멀젼C,72.12,64.26,0.079
에멀젼C,97.98,83.2,0.073
에멀젼C,83.44,74.34,0.065
에멀젼C,86.27,76.86,0.052000000000000005
에멀젼C,114.31,97.07,0.076
에멀젼C,97.58,86.93,0.079
에멀젼C,100.41,89.45,0.064
