화약,뇌관,암종,심발,SR SD,CR SD,최대입자속도
에멀젼C,비전기,화강암,TBM 선굴착,79.02,62.72,0.25
에멀젼C,비전기,화강암,TBM 선굴착,89.6,71.12,0.2
에멀젼C,비전기,화강암,TBM 선굴착,78.0,61.91,0.27
에멀젼C,비전기,화강암,TBM 선굴착,83.6,66.35,0.27
에멀젼C,비전기,화강암,TBM 선굴착,94.8,75.24,0.2
에멀젼C,비전기,화강암,TBM 선굴착,76.8,60.96,0.33
에멀젼C,비전기,화강암,TBM 선굴착,101.4,80.48,0.15
에멀젼C,비전기,화강암,TBM 선굴착,97.42,77.32,0.25
에멀젼C,비전기,화강암,TBM 선굴착,103.2,81.91,0.2
에멀젼C,비전기,화강암,TBM 선굴착,105.0,83.34,0.2
