화약,암종,심발,SR SD,CR SD,최대입자속도
정밀폭약,석회암,Cylinder-cut,37.95,29.59,0.083
정밀폭약,석회암,Cylinder-cut,59.03,46.04,0.064
정밀폭약,석회암,Cylinder-cut,75.89,59.19,0.066
정밀폭약,석회암,Cylinder-cut,82.22,64.12,0.059000000000000004
정밀폭약,석회암,Cylinder-cut,101.19,78.92,0.006999999999999999
정밀폭약,석회암,Cylinder-cut,122.27,95.36,0.019
정밀폭약,석회암,Cylinder-cut,143.36,111.8,0.005
