화약,뇌관,암종,심발,SR SD,CR SD,최대입자속도
정밀폭약,비전기,화강암,선대구경,21.91,20.52,0.175
정밀폭약,비전기,화강암,선대구경,27.99,26.22,0.252
정밀폭약,비전기,화강암,선대구경,46.25,43.32,0.081
정밀폭약,비전기,화강암,선대구경,57.21,53.58,0.035
정밀폭약,비전기,화강암,선대구경,59.64,55.86,0.044000000000000004
정밀폭약,비전기,화강암,선대구경,58.42,54.72,0.068
정밀폭약,비전기,화강암,선대구경,70.6,66.12,0.07200000000000001
정밀폭약,비전기,화강암,선대구경,82.77,77.52,0.053
정밀폭약,비전기,화강암,선대구경,94.94,88.92,0.026000000000000002
정밀폭약,비전기,화강암,선대구경,119.28,111.72,0.032
정밀폭약,비전기,화강암,선대구경,225.17,210.9,0.006999999999999999
