암석분류,SR SD,CR SD,최대입자속도
화성암,125.0,92.1,0.019
화성암,122.5,90.26,0.033
화성암,120.0,88.42,0.028999999999999998
화성암,127.5,93.94,0.025
화성암,150.0,110.52,0.024
화성암,147.5,108.68,0.033
화성암,145.0,106.84,0.006
화성암,152.5,112.36,0.006
화성암,175.0,128.94,0.024
화성암,172.5,127.1,0.028999999999999998
화성암,170.0,125.26,0.01
화성암,177.5,130.78,0.006
화성암,200.0,147.36,0.019
화성암,197.5,145.52,0.027000000000000003
화성암,195.0,143.68,0.008
화성암,202.5,149.2,0.006
화성암,57.5,42.37,0.071
화성암,55.0,40.52,0.114
화성암,52.5,38.68,0.08900000000000001
화성암,60.0,44.21,0.044000000000000004
화성암,400.0,294.72,0.015
화성암,397.5,292.88,0.015
화성암,395.0,291.04,0.012
화성암,402.5,296.56,0.012
화성암,430.0,316.83,0.012
화성암,427.5,314.98,0.022000000000000002
화성암,425.0,313.14,0.027000000000000003
화성암,432.5,318.67,0.015
화성암,29.02,25.63,0.252
화성암,21.94,20.91,0.37200000000000005
화성암,21.91,20.52,0.175
화성암,29.7,26.46,0.18899999999999997
화성암,36.27,32.04,0.44
화성암,27.71,26.42,0.613
화성암,27.99,26.22,0.252
화성암,36.77,32.76,0.377
화성암,58.04,51.27,0.1
화성암,45.03,42.93,0.134
화성암,46.25,43.32,0.081
화성암,57.98,51.66,0.07200000000000001
화성암,71.1,62.8,0.09300000000000001
화성암,55.43,52.83,0.08800000000000001
화성암,57.21,53.58,0.035
화성암,70.71,63.0,0.042
화성암,74.0,65.36,0.08199999999999999
화성암,57.74,55.03,0.067
화성암,59.64,55.86,0.044000000000000004
화성암,73.54,65.52,0.042
화성암,72.55,64.08,0.09300000000000001
화성암,56.58,53.93,0.11
화성암,58.42,54.72,0.068
화성암,72.12,64.26,0.07400000000000001
화성암,87.06,76.9,0.084
화성암,68.13,64.94,0.134
화성암,70.6,66.12,0.07200000000000001
화성암,86.27,76.86,0.07
화성암,101.57,89.72,0.086
화성암,79.67,75.94,0.09300000000000001
화성암,82.77,77.52,0.053
화성암,100.41,89.45,0.055999999999999994
화성암,116.08,102.53,0.044000000000000004
화성암,91.22,86.95,0.052000000000000005
화성암,94.94,88.92,0.026000000000000002
화성암,114.55,102.05,0.023
화성암,145.1,128.16,0.055999999999999994
화성암,114.32,108.96,0.08900000000000001
화성암,119.28,111.72,0.032
화성암,142.84,127.25,0.025
화성암,271.33,239.67,0.015
화성암,214.77,204.72,0.012
화성암,225.17,210.9,0.006999999999999999
화성암,265.87,236.87,0.006999999999999999
화성암,44.72,34.2,0.153
화성암,42.49,32.49,0.337
화성암,40.25,30.78,0.289
화성암,46.96,35.91,0.091
화성암,55.9,42.75,0.09699999999999999
화성암,53.67,41.04,0.09699999999999999
화성암,51.43,39.33,0.051
화성암,58.14,44.46,0.011000000000000001
화성암,89.44,68.4,0.040999999999999995
화성암,87.21,66.69,0.085
화성암,84.97,64.98,0.064
화성암,91.68,70.11,0.012
화성암,109.57,83.79,0.040999999999999995
화성암,107.33,82.08,0.054000000000000006
화성암,105.1,80.37,0.042
화성암,111.8,85.5,0.026000000000000002
화성암,114.04,87.21,0.038
화성암,111.8,85.5,0.049
화성암,109.57,83.79,0.038
화성암,116.28,88.92,0.017
화성암,111.8,85.5,0.045
화성암,109.57,83.79,0.049
화성암,107.33,82.08,0.048
화성암,114.04,87.21,0.021
화성암,134.16,102.6,0.035
화성암,131.93,100.89,0.039
화성암,129.69,99.18,0.02
화성암,136.4,104.31,0.009000000000000001
화성암,156.52,119.7,0.02
화성암,154.29,117.99,0.02
화성암,152.05,116.28,0.016
화성암,158.76,121.41,0.004
화성암,178.89,136.8,0.018000000000000002
화성암,176.65,135.09,0.018000000000000002
화성암,174.41,133.38,0.013000000000000001
화성암,181.12,138.51,0.002
화성암,223.61,171.0,0.013999999999999999
화성암,221.37,169.29,0.019
화성암,219.13,167.58,0.013000000000000001
화성암,225.84,172.71,0.005
화성암,50.0,36.84,0.225
화성암,47.5,35.0,0.43700000000000006
화성암,39.76,30.53,0.47600000000000003
화성암,52.5,38.68,0.289
화성암,75.0,55.26,0.071
화성암,72.5,53.42,0.121
화성암,61.84,47.49,0.225
화성암,77.5,57.1,0.11900000000000001
화성암,87.5,64.47,0.084
화성암,85.0,62.63,0.12300000000000001
화성암,72.88,55.97,0.171
화성암,90.0,66.31,0.09699999999999999
화성암,125.0,92.1,0.040999999999999995
화성암,122.5,90.26,0.067
화성암,106.01,81.41,0.10300000000000001
화성암,127.5,93.94,0.057
화성암,155.0,114.2,0.027999999999999997
화성암,152.5,112.36,0.052000000000000005
화성암,132.52,101.76,0.06
화성암,157.5,116.05,0.034
화성암,187.5,138.15,0.044000000000000004
화성암,185.0,136.31,0.062
화성암,161.23,123.81,0.084
화성암,190.0,139.99,0.049
화성암,225.0,165.78,0.013999999999999999
화성암,222.5,163.94,0.021
화성암,194.36,149.24,0.005
화성암,227.5,167.62,0.006
화성암,87.5,64.47,0.064
화성암,69.4,54.71,0.203
화성암,72.88,55.97,0.114
화성암,73.48,57.93,0.038
화성암,125.0,92.1,0.051
화성암,100.02,78.85,0.114
화성암,106.01,81.41,0.013000000000000001
화성암,104.1,82.07,0.013000000000000001
화성암,150.0,110.52,0.021
화성암,120.43,94.94,0.044000000000000004
화성암,128.1,98.37,0.037000000000000005
화성암,124.52,98.16,0.016
화성암,175.0,128.94,0.024
화성암,140.85,111.03,0.043
화성암,150.19,115.33,0.018000000000000002
화성암,144.93,114.25,0.013000000000000001
화성암,200.0,147.36,0.018000000000000002
화성암,161.26,127.12,0.024
화성암,172.27,132.28,0.006
화성암,165.34,130.34,0.006
화성암,225.0,165.78,0.018000000000000002
화성암,181.67,143.21,0.013000000000000001
화성암,194.36,149.24,0.005
화성암,185.75,146.43,0.005
화성암,250.0,184.2,0.016
화성암,202.08,159.31,0.008
화성암,216.45,166.2,0.006
화성암,206.17,162.52,0.006
화성암,100.0,73.68,0.076
화성암,79.61,62.76,0.10300000000000001
화성암,71.18,57.74,0.064
화성암,83.69,65.98,0.071
화성암,125.0,92.1,0.04
화성암,100.02,78.85,0.051
화성암,89.91,72.94,0.033
화성암,104.1,82.07,0.038
화성암,150.0,110.52,0.032
화성암,120.43,94.94,0.055999999999999994
화성암,108.64,88.13,0.028999999999999998
화성암,124.52,98.16,0.028999999999999998
화성암,175.0,128.94,0.024
화성암,140.85,111.03,0.052000000000000005
화성암,127.38,103.33,0.040999999999999995
화성암,144.93,114.25,0.037000000000000005
화성암,200.0,147.36,0.024
화성암,161.26,127.12,0.04
화성암,146.11,118.53,0.024
화성암,165.34,130.34,0.028999999999999998
화성암,225.0,165.78,0.018000000000000002
화성암,181.67,143.21,0.024
화성암,164.84,133.72,0.013999999999999999
화성암,185.75,146.43,0.019
화성암,255.0,187.89,0.01
화성암,206.17,162.52,0.016
화성암,187.32,151.96,0.013999999999999999
화성암,210.25,165.74,0.013999999999999999
화성암,310.0,228.41,0.01
화성암,251.07,197.93,0.013999999999999999
화성암,228.53,185.39,0.013000000000000001
화성암,255.16,201.14,0.01
화성암,262.5,193.41,0.01
화성암,212.29,167.35,0.028999999999999998
화성암,192.94,156.51,0.017
화성암,216.37,170.57,0.027000000000000003
화성암,67.5,49.73,0.17
화성암,65.0,47.89,0.125
화성암,55.22,42.4,0.244
화성암,70.0,51.58,0.078
화성암,80.0,58.94,0.113
화성암,77.5,57.1,0.09
화성암,66.26,50.88,0.1
화성암,82.5,60.79,0.076
화성암,92.5,68.15,0.046
화성암,90.0,66.31,0.027000000000000003
화성암,77.3,59.36,0.04
화성암,95.0,70.0,0.022000000000000002
화성암,115.0,84.73,0.040999999999999995
화성암,112.5,82.89,0.032
화성암,97.18,74.62,0.071
화성암,117.5,86.57,0.028999999999999998
화성암,137.5,101.31,0.027000000000000003
화성암,135.0,99.47,0.028999999999999998
화성암,117.06,89.89,0.048
화성암,140.0,103.15,0.024
화성암,212.5,156.57,0.019
화성암,210.0,154.73,0.022000000000000002
화성암,183.32,140.76,0.028999999999999998
화성암,215.0,158.41,0.024
화성암,80.0,63.5,0.051
화성암,78.0,61.91,0.151
화성암,80.11,62.48,0.10300000000000001
화성암,82.0,65.08,0.081
화성암,110.0,87.31,0.021
화성암,108.0,85.72,0.051
화성암,111.73,87.14,0.040999999999999995
화성암,112.0,88.89,0.033
화성암,140.0,111.12,0.016
화성암,138.0,109.53,0.037000000000000005
화성암,145.46,113.45,0.035
화성암,142.0,112.71,0.018000000000000002
화성암,170.0,134.93,0.019
화성암,168.0,133.34,0.028999999999999998
화성암,174.98,136.46,0.003
화성암,172.0,136.52,0.003
화성암,200.0,158.74,0.013999999999999999
화성암,198.0,157.15,0.018000000000000002
화성암,206.6,161.13,0.006
화성암,202.0,160.33,0.006
화성암,272.0,215.89,0.006
화성암,270.0,214.3,0.013999999999999999
화성암,282.5,220.31,0.006
화성암,274.0,217.47,0.006
화성암,358.0,284.14,0.006
화성암,356.0,282.56,0.008
화성암,373.15,291.01,0.005
화성암,360.0,285.73,0.005
화성암,100.0,79.37,0.067
화성암,98.0,77.78,0.13
화성암,101.19,78.92,0.09
화성암,102.0,80.96,0.040999999999999995
화성암,120.0,95.24,0.075
화성암,118.0,93.66,0.094
화성암,122.27,95.36,0.054000000000000006
화성암,122.0,96.83,0.040999999999999995
화성암,160.0,126.99,0.043
화성암,158.0,125.4,0.055999999999999994
화성암,164.44,128.24,0.040999999999999995
화성암,162.0,128.58,0.043
화성암,180.0,142.87,0.038
화성암,178.0,141.28,0.048
화성암,185.52,144.68,0.032
화성암,182.0,144.45,0.027000000000000003
화성암,200.0,158.74,0.035
화성암,198.0,157.15,0.037000000000000005
화성암,206.6,161.13,0.037000000000000005
화성암,202.0,160.33,0.016
화성암,66.0,52.38,0.08900000000000001
화성암,64.0,50.8,0.177
화성암,65.35,50.97,0.076
화성암,68.0,53.97,0.102
화성암,76.0,60.32,0.033
화성암,74.0,58.73,0.083
화성암,75.89,59.19,0.10800000000000001
화성암,78.0,61.91,0.065
화성암,80.0,63.5,0.043
화성암,78.0,61.91,0.095
화성암,80.11,62.48,0.083
화성암,82.0,65.08,0.095
화성암,100.0,79.37,0.028999999999999998
화성암,98.0,77.78,0.06
화성암,101.19,78.92,0.037000000000000005
화성암,102.0,80.96,0.065
화성암,120.0,95.24,0.027000000000000003
화성암,118.0,93.66,0.059000000000000004
화성암,122.27,95.36,0.054000000000000006
화성암,122.0,96.83,0.052000000000000005
화성암,160.0,126.99,0.027000000000000003
화성암,158.0,125.4,0.06
화성암,164.44,128.24,0.040999999999999995
화성암,162.0,128.58,0.054000000000000006
화성암,180.0,142.87,0.019
화성암,178.0,141.28,0.062
화성암,185.52,144.68,0.044000000000000004
화성암,182.0,144.45,0.027000000000000003
화성암,28.86,28.23,0.217
화성암,28.41,27.08,0.191
화성암,34.44,30.14,0.27
화성암,32.1,30.6,0.195
화성암,28.86,28.23,0.111
화성암,28.41,27.08,0.10800000000000001
화성암,34.44,30.14,0.11
화성암,32.1,30.6,0.09699999999999999
화성암,79.32,77.58,0.054000000000000006
화성암,84.76,80.79,0.044000000000000004
화성암,108.67,95.13,0.057
화성암,86.03,82.0,0.049
화성암,107.44,105.07,0.023
화성암,115.47,110.06,0.026000000000000002
화성암,148.62,130.1,0.024
화성암,116.28,110.83,0.023
화성암,118.34,115.74,0.023
화성암,127.36,121.4,0.022000000000000002
화성암,163.98,143.55,0.022000000000000002
화성암,128.06,122.06,0.016
화성암,27.9,27.29,0.616
화성암,21.54,22.21,0.5589999999999999
화성암,21.96,23.5,0.35700000000000004
화성암,16.4,18.09,0.5329999999999999
화성암,27.9,27.29,0.319
화성암,21.54,22.21,0.33
화성암,21.96,23.5,0.23
화성암,16.4,18.09,0.36200000000000004
화성암,39.02,38.16,0.155
화성암,31.77,32.75,0.14400000000000002
화성암,30.29,32.41,0.11
화성암,25.19,27.79,0.099
화성암,62.43,61.06,0.094
화성암,52.31,53.92,0.068
화성암,48.01,51.37,0.025
화성암,42.26,46.61,0.071
화성암,77.72,76.01,0.09699999999999999
화성암,65.64,67.66,0.154
화성암,59.6,63.77,0.099
화성암,53.22,58.7,0.153
화성암,86.06,84.16,0.076
화성암,72.94,75.19,0.091
화성암,65.89,70.5,0.064
화성암,59.26,65.35,0.13
화성암,105.84,103.51,0.21
화성암,89.83,92.6,0.28800000000000003
화성암,81.0,86.66,0.11199999999999999
화성암,73.12,80.65,0.195
화성암,217.34,212.55,0.078
화성암,185.5,191.22,0.042
화성암,166.08,177.69,0.034
화성암,151.38,166.96,0.042
화성암,274.1,268.07,0.059000000000000004
화성암,234.06,241.28,0.039
화성암,209.43,224.07,0.024
화성암,191.11,210.78,0.037000000000000005
화성암,73.16,62.13,0.142
화성암,67.61,57.41,0.21
화성암,70.65,59.31,0.204
화성암,75.93,64.48,0.14400000000000002
화성암,98.47,83.62,0.076
화성암,94.55,80.29,0.13699999999999998
화성암,98.38,82.58,0.105
화성암,100.43,85.28,0.08800000000000001
화성암,135.87,115.38,0.017
화성암,133.09,113.02,0.03
화성암,138.1,115.93,0.023
화성암,137.33,116.62,0.019
화성암,197.76,167.93,0.021
화성암,195.96,166.41,0.034
화성암,203.01,170.42,0.027999999999999997
화성암,198.9,168.9,0.021
화성암,272.06,231.03,0.018000000000000002
화성암,270.91,230.06,0.023
화성암,280.42,235.41,0.022000000000000002
화성암,272.87,231.72,0.012
화성암,143.7,122.03,0.026000000000000002
화성암,140.44,119.26,0.048
화성암,145.87,122.46,0.031
화성암,145.17,123.28,0.034
화성암,198.41,168.49,0.027999999999999997
화성암,195.96,166.41,0.044000000000000004
화성암,203.18,170.56,0.031
화성암,199.55,169.46,0.013000000000000001
화성암,55.11,43.45,0.168
화성암,53.07,41.84,0.17600000000000002
화성암,61.24,48.27,0.19
화성암,71.44,56.32,0.122
화성암,65.32,51.49,0.196
화성암,85.73,67.58,0.184
화성암,53.4,45.35,0.205
화성암,51.77,43.96,0.27
화성암,51.89,43.56,0.184
화성암,53.89,45.76,0.222
화성암,58.46,49.64,0.149
화성암,56.83,48.26,0.233
화성암,57.13,47.96,0.14400000000000002
화성암,60.09,51.03,0.179
화성암,77.08,65.45,0.11
화성암,75.44,64.07,0.13699999999999998
화성암,76.4,64.14,0.111
화성암,78.38,66.56,0.122
화성암,83.61,71.0,0.083
화성암,81.98,69.61,0.102
화성암,83.16,69.81,0.113
화성암,84.92,72.11,0.09699999999999999
화성암,90.63,76.96,0.076
화성암,89.0,75.58,0.098
화성암,90.43,75.92,0.092
화성암,92.26,78.35,0.091
화성암,97.82,83.06,0.087
화성암,96.18,81.68,0.10300000000000001
화성암,97.87,82.16,0.076
화성암,99.61,84.59,0.08900000000000001
화성암,104.84,89.03,0.075
화성암,103.21,87.64,0.086
화성암,105.14,88.26,0.087
화성암,106.14,90.14,0.086
화성암,112.35,95.41,0.073
화성암,110.72,94.02,0.073
화성암,112.91,94.79,0.073
화성암,114.31,97.07,0.068
화성암,38.89,32.16,0.205
화성암,37.12,30.7,0.213
화성암,37.46,30.39,0.198
화성암,40.66,33.63,0.243
화성암,45.96,38.01,0.16399999999999998
화성암,44.19,36.55,0.198
화성암,44.96,36.47,0.154
화성암,47.73,39.47,0.17300000000000001
화성암,70.71,58.48,0.084
화성암,68.94,57.02,0.125
화성암,71.18,57.74,0.091
화성암,72.48,59.94,0.10300000000000001
화성암,88.39,73.1,0.057
화성암,86.62,71.64,0.052000000000000005
화성암,89.91,72.94,0.038
화성암,90.16,74.56,0.055999999999999994
화성암,123.74,102.34,0.048
화성암,121.98,100.88,0.064
화성암,129.25,104.85,0.048
화성암,125.51,103.8,0.048
화성암,159.1,131.58,0.022000000000000002
화성암,157.33,130.12,0.013000000000000001
화성암,164.84,133.72,0.064
화성암,160.87,133.04,0.079
화성암,31.25,23.03,0.213
화성암,28.75,21.18,0.51
화성암,23.19,17.81,0.594
화성암,33.75,24.87,0.498
화성암,60.5,44.58,0.124
화성암,58.0,42.73,0.20600000000000002
화성암,49.03,37.65,0.221
화성암,63.0,46.42,0.17300000000000001
화성암,82.5,60.79,0.067
화성암,80.0,58.94,0.124
화성암,68.47,52.57,0.11699999999999999
화성암,85.0,62.63,0.08900000000000001
화성암,106.0,78.1,0.043
화성암,103.5,76.26,0.065
화성암,89.23,68.52,0.062
화성암,108.5,79.94,0.048
화성암,130.0,95.78,0.052000000000000005
화성암,127.5,93.94,0.054000000000000006
화성암,110.43,84.8,0.055999999999999994
화성암,132.5,97.63,0.038
화성암,154.25,113.65,0.03
화성암,151.75,111.81,0.043
화성암,131.86,101.25,0.051
화성암,156.75,115.49,0.038
화성암,178.75,131.7,0.013999999999999999
화성암,176.25,129.86,0.018000000000000002
화성암,153.5,117.87,0.013999999999999999
화성암,181.25,133.55,0.019
화성암,26.0,20.64,0.406
화성암,24.0,19.05,0.66
화성암,23.19,18.09,0.711
화성암,28.0,22.22,0.762
화성암,56.0,44.45,0.057
화성암,54.0,42.86,0.049
화성암,54.81,42.75,0.073
화성암,58.0,46.03,0.083
화성암,80.0,63.5,0.141
화성암,78.0,61.91,0.10800000000000001
화성암,80.11,62.48,0.132
화성암,82.0,65.08,0.157
화성암,100.0,79.37,0.091
화성암,98.0,77.78,0.068
화성암,101.19,78.92,0.105
화성암,102.0,80.96,0.132
화성암,120.0,95.24,0.043
화성암,118.0,93.66,0.038
화성암,122.27,95.36,0.06
화성암,122.0,96.83,0.067
화성암,140.0,111.12,0.046
화성암,138.0,109.53,0.04
화성암,145.46,113.45,0.051
화성암,142.0,112.71,0.048
화성암,160.0,126.99,0.027000000000000003
화성암,158.0,125.4,0.021
화성암,164.44,128.24,0.040999999999999995
화성암,162.0,128.58,0.035
화성암,16.44,15.2,1.16
화성암,19.6,16.64,1.54
화성암,19.3,16.0,0.978
화성암,19.8,17.64,1.6
화성암,34.15,31.58,0.094
화성암,42.46,36.05,0.14300000000000002
화성암,43.85,36.36,0.11
화성암,39.6,35.28,0.152
화성암,50.6,46.78,0.221
화성암,63.69,54.08,0.391
화성암,66.66,55.27,0.2
화성암,57.98,51.66,0.20800000000000002
화성암,63.25,58.48,0.251
화성암,80.02,67.95,0.314
화성암,84.2,69.81,0.24600000000000002
화성암,72.12,64.26,0.341
화성암,75.89,70.18,0.14800000000000002
화성암,96.35,81.82,0.183
화성암,101.74,84.36,0.187
화성암,86.27,76.86,0.16399999999999998
화성암,88.54,81.87,0.825
화성암,112.68,95.68,0.10800000000000001
화성암,119.28,98.9,0.102
화성암,100.41,89.45,0.129
화성암,101.19,93.57,0.10800000000000001
화성암,129.01,109.55,0.098
화성암,136.82,113.45,0.083
화성암,114.55,102.05,0.11900000000000001
화성암,120.17,111.11,0.023
화성암,153.5,130.35,0.012
화성암,163.13,135.27,0.011000000000000001
화성암,135.76,120.95,0.021
화성암,61.24,48.27,0.162
화성암,59.2,46.67,0.141
화성암,61.84,47.49,0.16699999999999998
화성암,63.28,49.88,0.114
화성암,81.65,64.37,0.059000000000000004
화성암,79.61,62.76,0.071
화성암,83.93,64.45,0.079
화성암,83.69,65.98,0.062
화성암,90.22,71.12,0.021
화성암,88.18,69.52,0.026000000000000002
화성암,93.2,71.57,0.016
화성암,92.26,72.73,0.02
화성암,122.47,96.55,0.075
화성암,120.43,94.94,0.075
화성암,128.1,98.37,0.079
화성암,124.52,98.16,0.065
화성암,142.89,112.64,0.033
화성암,140.85,111.03,0.027000000000000003
화성암,150.19,115.33,0.025
화성암,144.93,114.25,0.021
화성암,163.3,128.73,0.024
화성암,161.26,127.12,0.019
화성암,172.27,132.28,0.018000000000000002
화성암,165.34,130.34,0.018000000000000002
화성암,183.71,144.82,0.016
화성암,181.67,143.21,0.016
화성암,194.36,149.24,0.013000000000000001
화성암,185.75,146.43,0.011000000000000001
화성암,89.61,70.64,0.023
화성암,87.57,69.03,0.036000000000000004
화성암,85.53,67.42,0.047
화성암,91.65,72.25,0.002
화성암,22.37,19.0,1.63
화성암,17.96,16.0,1.02
화성암,12.08,11.95,1.65
화성암,20.79,18.52,0.991
화성암,32.66,27.73,1.45
화성암,26.87,23.94,1.17
화성암,18.59,18.39,1.41
화성암,29.7,26.46,1.27
화성암,48.99,41.6,0.622
화성암,41.01,36.54,0.508
화성암,28.92,28.61,0.521
화성암,43.84,39.06,0.444
화성암,65.32,55.47,0.278
화성암,55.15,49.14,0.29100000000000004
화성암,39.25,38.83,0.281
화성암,57.98,51.66,0.237
화성암,81.65,69.34,0.113
화성암,69.3,61.74,0.09699999999999999
화성암,49.57,49.04,0.086
화성암,72.12,64.26,0.079
화성암,97.98,83.2,0.073
화성암,83.44,74.34,0.065
화성암,59.9,59.26,0.084
화성암,86.27,76.86,0.052000000000000005
화성암,114.31,97.07,0.076
화성암,97.58,86.93,0.079
화성암,70.23,69.48,0.062
화성암,100.41,89.45,0.064
화성암,130.64,110.94,0.049
화성암,111.72,99.53,0.07200000000000001
화성암,80.56,79.7,0.055999999999999994
화성암,114.55,102.05,0.046
화성암,51.03,40.23,0.21
화성암,48.99,38.62,0.34
화성암,50.8,39.01,0.179
화성암,53.07,41.84,0.203
화성암,61.24,48.27,0.14300000000000002
화성암,59.2,46.67,0.313
화성암,61.84,47.49,0.17800000000000002
화성암,63.28,49.88,0.165
화성암,98.8,77.88,0.042
화성암,96.75,76.27,0.042
화성암,102.48,78.69,0.03
화성암,100.84,79.49,0.042
화성암,122.47,96.55,0.052000000000000005
화성암,120.43,94.94,0.051
화성암,128.1,98.37,0.033
화성암,124.52,98.16,0.049
화성암,142.89,112.64,0.04
화성암,140.85,111.03,0.04
화성암,150.19,115.33,0.025
화성암,144.93,114.25,0.038
화성암,163.3,128.73,0.03
화성암,161.26,127.12,0.035
화성암,172.27,132.28,0.025
화성암,165.34,130.34,0.032
화성암,183.71,144.82,0.024
화성암,181.67,143.21,0.028999999999999998
화성암,194.36,149.24,0.021
화성암,185.75,146.43,0.022000000000000002
화성암,36.06,32.13,0.657
화성암,36.77,32.76,0.607
화성암,37.62,33.51,0.619
화성암,48.37,43.09,0.272
화성암,48.37,43.09,0.217
화성암,47.94,42.71,0.22
화성암,48.37,43.09,0.22
화성암,49.36,43.97,0.244
화성암,46.95,41.83,0.303
화성암,42.85,38.18,0.382
화성암,42.99,38.3,0.47600000000000003
화성암,63.92,56.95,0.142
화성암,63.64,56.7,0.11199999999999999
화성암,63.92,56.95,0.12
화성암,63.64,56.7,0.10400000000000001
화성암,63.78,56.82,0.106
화성암,65.05,57.96,0.128
화성암,62.93,56.07,0.115
화성암,65.9,58.71,0.185
화성암,62.08,55.31,0.187
화성암,58.97,52.54,0.174
화성암,89.52,79.75,0.11
화성암,89.52,79.75,0.069
화성암,89.38,79.63,0.07200000000000001
화성암,89.8,80.0,0.069
화성암,90.37,80.51,0.07200000000000001
화성암,88.39,78.75,0.075
화성암,88.53,78.87,0.08
화성암,85.7,76.35,0.092
화성암,83.58,74.46,0.092
화성암,94.33,84.04,0.1
화성암,149.2,132.92,0.027999999999999997
화성암,148.78,132.54,0.023
화성암,149.2,132.92,0.021
화성암,150.05,133.68,0.015
화성암,148.21,132.04,0.017
화성암,148.21,132.04,0.018000000000000002
화성암,151.6,135.06,0.02
화성암,147.93,131.79,0.021
화성암,151.04,134.56,0.028999999999999998
화성암,29.56,26.33,0.845
화성암,112.43,100.16,0.047
화성암,112.71,100.42,0.053
화성암,113.56,101.17,0.042
화성암,108.61,96.76,0.055
화성암,115.97,103.31,0.062
화성암,115.54,102.94,0.06
화성암,118.65,105.71,0.047
화성암,114.69,102.18,0.053
화성암,157.68,140.48,0.037000000000000005
화성암,163.2,145.39,0.035
화성암,167.58,149.3,0.034
화성암,30.89,27.33,2.16
화성암,30.04,25.79,2.93
화성암,34.93,30.91,1.071
화성암,47.78,42.27,0.266
화성암,52.34,44.92,0.447
화성암,48.21,42.66,0.325
화성암,70.58,62.45,0.098
화성암,77.32,66.37,0.127
화성암,71.01,62.84,0.078
화성암,96.42,85.32,0.076
화성암,105.62,90.66,0.081
화성암,96.71,85.57,0.081
화성암,187.35,165.78,0.017
화성암,205.55,176.44,0.019
화성암,187.21,165.65,0.012
화성암,217.37,192.34,0.017
화성암,238.44,204.67,0.017
화성암,217.23,192.22,0.013000000000000001
화성암,236.42,209.2,0.012
화성암,259.15,222.45,0.009000000000000001
화성암,236.14,208.95,0.009000000000000001
화성암,261.68,231.55,0.013999999999999999
화성암,287.13,246.47,0.017
화성암,261.54,231.43,0.017
화성암,279.29,247.13,0.034
화성암,306.42,263.03,0.034
화성암,279.0,246.88,0.034
화성암,58.75,51.98,0.12
화성암,62.61,53.75,0.271
화성암,60.48,53.51,0.129
화성암,205.54,181.87,0.044000000000000004
화성암,224.21,192.45,0.024
화성암,206.26,182.51,0.02
화성암,401.58,418.99,0.023
화성암,414.37,428.92,0.025
화성암,425.7,437.8,0.011000000000000001
화성암,427.97,440.44,0.021
화성암,425.98,440.15,0.013999999999999999
화성암,441.64,451.26,0.013999999999999999
화성암,424.67,440.17,0.016
화성암,438.54,450.49,0.023
화성암,434.42,448.44,0.023
화성암,433.8,448.79,0.042
화성암,439.08,453.26,0.016
화성암,436.66,452.29,0.02
화성암,454.42,465.27,0.027999999999999997
화성암,428.68,441.9,0.011000000000000001
화성암,406.36,456.62,0.012
화성암,535.06,549.72,0.011000000000000001
화성암,411.65,462.06,0.013000000000000001
화성암,437.97,481.93,0.038
화성암,499.69,526.48,0.012
화성암,424.72,473.09,0.038
화성암,505.78,531.59,0.012
화성암,475.15,510.49,0.023
화성암,425.77,475.74,0.011000000000000001
화성암,439.95,487.19,0.012
화성암,430.54,481.15,0.024
화성암,432.1,484.16,0.013000000000000001
화성암,426.45,480.84,0.044000000000000004
화성암,470.58,514.44,0.028999999999999998
화성암,468.6,513.97,0.028999999999999998
화성암,417.94,477.49,0.027000000000000003
화성암,421.21,480.37,0.051
화성암,440.52,496.51,0.036000000000000004
화성암,433.4,491.92,0.024
화성암,434.81,493.74,0.043
화성암,436.38,495.72,0.012
화성암,424.63,487.16,0.016
화성암,428.58,490.93,0.012
화성암,584.07,605.31,0.013000000000000001
화성암,696.19,718.77,0.006999999999999999
화성암,698.0,720.63,0.028999999999999998
화성암,685.81,712.83,0.035
화성암,758.76,765.8,0.006
화성암,709.27,733.37,0.006999999999999999
화성암,696.54,725.8,0.009000000000000001
화성암,698.31,727.64,0.013000000000000001
화성암,730.8,751.35,0.028999999999999998
화성암,711.83,742.69,0.015
화성암,618.5,681.15,0.017
화성암,35.93,35.55,0.17
화성암,35.93,35.55,0.22
화성암,35.93,35.55,0.254
화성암,84.29,59.6,0.1
화성암,62.23,44.0,0.07
화성암,79.48,56.2,0.05
화성암,84.0,59.4,0.1
화성암,80.61,57.0,0.05
화성암,84.85,60.0,0.1
화성암,59.68,42.2,0.25
화성암,82.31,58.2,0.07
화성암,80.89,57.2,0.1
화성암,83.16,58.8,0.07
화성암,69.71,51.68,0.1
화성암,54.24,40.21,0.12
화성암,66.51,49.31,0.07
화성암,65.78,48.76,0.07
화성암,67.25,49.86,0.05
화성암,69.71,51.68,0.1
화성암,66.76,49.49,0.1
화성암,67.5,50.04,0.05
화성암,67.74,50.22,0.05
화성암,69.46,51.49,0.1
화성암,68.72,50.95,0.07
화성암,68.72,50.95,0.05
화성암,68.72,50.95,0.05
화성암,52.0,41.27,0.1
화성암,51.8,41.11,0.07
화성암,52.2,41.43,0.05
화성암,52.2,41.43,0.1
화성암,44.0,34.92,0.05
화성암,52.4,41.59,0.05
화성암,78.8,62.54,0.165
화성암,76.4,60.64,0.1
화성암,32.2,25.56,0.35
화성암,30.4,24.13,0.27
화성암,65.4,51.91,0.25
화성암,58.6,46.51,0.05
화성암,53.74,47.88,0.127
