뇌관,심발,SR SD,CR SD,최대입자속도
전자,Cylinder-cut,45.96,38.01,0.16399999999999998
전자,Cylinder-cut,44.19,36.55,0.198
전자,Cylinder-cut,44.96,36.47,0.154
전자,Cylinder-cut,47.73,39.47,0.17300000000000001
전자,Cylinder-cut,70.71,58.48,0.084
전자,Cylinder-cut,68.94,57.02,0.125
전자,Cylinder-cut,71.18,57.74,0.091
전자,Cylinder-cut,72.48,59.94,0.10300000000000001
전자,Cylinder-cut,88.39,73.1,0.057
전자,Cylinder-cut,86.62,71.64,0.052000000000000005
전자,Cylinder-cut,89.91,72.94,0.038
전자,Cylinder-cut,90.16,74.56,0.055999999999999994
전자,Cylinder-cut,123.74,102.34,0.048
전자,Cylinder-cut,121.98,100.88,0.064
전자,Cylinder-cut,129.25,104.85,0.048
전자,Cylinder-cut,125.51,103.8,0.048
전자,Cylinder-cut,159.1,131.58,0.022000000000000002
전자,Cylinder-cut,157.33,130.12,0.013000000000000001
전자,Cylinder-cut,164.84,133.72,0.064
전자,Cylinder-cut,160.87,133.04,0.079
전자,Cylinder-cut,31.25,23.03,0.213
전자,Cylinder-cut,28.75,21.18,0.51
전자,Cylinder-cut,23.19,17.81,0.594
전자,Cylinder-cut,33.75,24.87,0.498
전자,Cylinder-cut,60.5,44.58,0.124
전자,Cylinder-cut,58.0,42.73,0.20600000000000002
전자,Cylinder-cut,49.03,37.65,0.221
전자,Cylinder-cut,63.0,46.42,0.17300000000000001
전자,Cylinder-cut,82.5,60.79,0.067
전자,Cylinder-cut,80.0,58.94,0.124
전자,Cylinder-cut,68.47,52.57,0.11699999999999999
전자,Cylinder-cut,85.0,62.63,0.08900000000000001
전자,Cylinder-cut,106.0,78.1,0.043
전자,Cylinder-cut,103.5,76.26,0.065
전자,Cylinder-cut,89.23,68.52,0.062
전자,Cylinder-cut,108.5,79.94,0.048
전자,Cylinder-cut,130.0,95.78,0.052000000000000005
전자,Cylinder-cut,127.5,93.94,0.054000000000000006
전자,Cylinder-cut,110.43,84.8,0.055999999999999994
전자,Cylinder-cut,132.5,97.63,0.038
전자,Cylinder-cut,154.25,113.65,0.03
전자,Cylinder-cut,151.75,111.81,0.043
전자,Cylinder-cut,131.86,101.25,0.051
전자,Cylinder-cut,156.75,115.49,0.038
전자,Cylinder-cut,178.75,131.7,0.013999999999999999
전자,Cylinder-cut,176.25,129.86,0.018000000000000002
전자,Cylinder-cut,153.5,117.87,0.013999999999999999
전자,Cylinder-cut,181.25,133.55,0.019
전자,Cylinder-cut,26.0,20.64,0.406
전자,Cylinder-cut,24.0,19.05,0.66
전자,Cylinder-cut,23.19,18.09,0.711
전자,Cylinder-cut,28.0,22.22,0.762
전자,Cylinder-cut,56.0,44.45,0.057
전자,Cylinder-cut,54.0,42.86,0.049
전자,Cylinder-cut,54.81,42.75,0.073
전자,Cylinder-cut,58.0,46.03,0.083
전자,Cylinder-cut,80.0,63.5,0.141
전자,Cylinder-cut,78.0,61.91,0.10800000000000001
전자,Cylinder-cut,80.11,62.48,0.132
전자,Cylinder-cut,82.0,65.08,0.157
전자,Cylinder-cut,100.0,79.37,0.091
전자,Cylinder-cut,98.0,77.78,0.068
전자,Cylinder-cut,101.19,78.92,0.105
전자,Cylinder-cut,102.0,80.96,0.132
전자,Cylinder-cut,120.0,95.24,0.043
전자,Cylinder-cut,118.0,93.66,0.038
전자,Cylinder-cut,122.27,95.36,0.06
전자,Cylinder-cut,122.0,96.83,0.067
전자,Cylinder-cut,140.0,111.12,0.046
전자,Cylinder-cut,138.0,109.53,0.04
전자,Cylinder-cut,145.46,113.45,0.051
전자,Cylinder-cut,142.0,112.71,0.048
전자,Cylinder-cut,160.0,126.99,0.027000000000000003
전자,Cylinder-cut,158.0,125.4,0.021
전자,Cylinder-cut,164.44,128.24,0.040999999999999995
전자,Cylinder-cut,162.0,128.58,0.035
전자,Cylinder-cut,61.24,48.27,0.162
전자,Cylinder-cut,59.2,46.67,0.141
전자,Cylinder-cut,61.84,47.49,0.16699999999999998
전자,Cylinder-cut,63.28,49.88,0.114
전자,Cylinder-cut,81.65,64.37,0.059000000000000004
전자,Cylinder-cut,79.61,62.76,0.071
전자,Cylinder-cut,83.93,64.45,0.079
전자,Cylinder-cut,83.69,65.98,0.062
전자,Cylinder-cut,90.22,71.12,0.021
전자,Cylinder-cut,88.18,69.52,0.026000000000000002
전자,Cylinder-cut,93.2,71.57,0.016
전자,Cylinder-cut,92.26,72.73,0.02
전자,Cylinder-cut,122.47,96.55,0.075
전자,Cylinder-cut,120.43,94.94,0.075
전자,Cylinder-cut,128.1,98.37,0.079
전자,Cylinder-cut,124.52,98.16,0.065
전자,Cylinder-cut,142.89,112.64,0.033
전자,Cylinder-cut,140.85,111.03,0.027000000000000003
전자,Cylinder-cut,150.19,115.33,0.025
전자,Cylinder-cut,144.93,114.25,0.021
전자,Cylinder-cut,163.3,128.73,0.024
전자,Cylinder-cut,161.26,127.12,0.019
전자,Cylinder-cut,172.27,132.28,0.018000000000000002
전자,Cylinder-cut,165.34,130.34,0.018000000000000002
전자,Cylinder-cut,183.71,144.82,0.016
전자,Cylinder-cut,181.67,143.21,0.016
전자,Cylinder-cut,194.36,149.24,0.013000000000000001
전자,Cylinder-cut,185.75,146.43,0.011000000000000001
전자,Cylinder-cut,89.61,70.64,0.023
전자,Cylinder-cut,87.57,69.03,0.036000000000000004
전자,Cylinder-cut,85.53,67.42,0.047
전자,Cylinder-cut,91.65,72.25,0.002
전자,Cylinder-cut,51.03,40.23,0.21
전자,Cylinder-cut,48.99,38.62,0.34
전자,Cylinder-cut,50.8,39.01,0.179
전자,Cylinder-cut,53.07,41.84,0.203
전자,Cylinder-cut,61.24,48.27,0.14300000000000002
전자,Cylinder-cut,59.2,46.67,0.313
전자,Cylinder-cut,61.84,47.49,0.17800000000000002
전자,Cylinder-cut,63.28,49.88,0.165
전자,Cylinder-cut,98.8,77.88,0.042
전자,Cylinder-cut,96.75,76.27,0.042
전자,Cylinder-cut,102.48,78.69,0.03
전자,Cylinder-cut,100.84,79.49,0.042
전자,Cylinder-cut,122.47,96.55,0.052000000000000005
전자,Cylinder-cut,120.43,94.94,0.051
전자,Cylinder-cut,128.1,98.37,0.033
전자,Cylinder-cut,124.52,98.16,0.049
전자,Cylinder-cut,142.89,112.64,0.04
전자,Cylinder-cut,140.85,111.03,0.04
전자,Cylinder-cut,150.19,115.33,0.025
전자,Cylinder-cut,144.93,114.25,0.038
전자,Cylinder-cut,163.3,128.73,0.03
전자,Cylinder-cut,161.26,127.12,0.035
전자,Cylinder-cut,172.27,132.28,0.025
전자,Cylinder-cut,165.34,130.34,0.032
전자,Cylinder-cut,183.71,144.82,0.024
전자,Cylinder-cut,181.67,143.21,0.028999999999999998
전자,Cylinder-cut,194.36,149.24,0.021
전자,Cylinder-cut,185.75,146.43,0.022000000000000002
전자,Cylinder-cut,36.06,32.13,0.657
전자,Cylinder-cut,36.77,32.76,0.607
전자,Cylinder-cut,37.62,33.51,0.619
전자,Cylinder-cut,48.37,43.09,0.272
전자,Cylinder-cut,48.37,43.09,0.217
전자,Cylinder-cut,47.94,42.71,0.22
전자,Cylinder-cut,48.37,43.09,0.22
전자,Cylinder-cut,49.36,43.97,0.244
전자,Cylinder-cut,46.95,41.83,0.303
전자,Cylinder-cut,42.85,38.18,0.382
전자,Cylinder-cut,42.99,38.3,0.47600000000000003
전자,Cylinder-cut,63.92,56.95,0.142
전자,Cylinder-cut,63.64,56.7,0.11199999999999999
전자,Cylinder-cut,63.92,56.95,0.12
전자,Cylinder-cut,63.64,56.7,0.10400000000000001
전자,Cylinder-cut,63.78,56.82,0.106
전자,Cylinder-cut,65.05,57.96,0.128
전자,Cylinder-cut,62.93,56.07,0.115
전자,Cylinder-cut,65.9,58.71,0.185
전자,Cylinder-cut,62.08,55.31,0.187
전자,Cylinder-cut,58.97,52.54,0.174
전자,Cylinder-cut,89.52,79.75,0.11
전자,Cylinder-cut,89.52,79.75,0.069
전자,Cylinder-cut,89.38,79.63,0.07200000000000001
전자,Cylinder-cut,89.8,80.0,0.069
전자,Cylinder-cut,90.37,80.51,0.07200000000000001
전자,Cylinder-cut,88.39,78.75,0.075
전자,Cylinder-cut,88.53,78.87,0.08
전자,Cylinder-cut,85.7,76.35,0.092
전자,Cylinder-cut,83.58,74.46,0.092
전자,Cylinder-cut,94.33,84.04,0.1
전자,Cylinder-cut,149.2,132.92,0.027999999999999997
전자,Cylinder-cut,148.78,132.54,0.023
전자,Cylinder-cut,149.2,132.92,0.021
전자,Cylinder-cut,150.05,133.68,0.015
전자,Cylinder-cut,148.21,132.04,0.017
전자,Cylinder-cut,148.21,132.04,0.018000000000000002
전자,Cylinder-cut,151.6,135.06,0.02
전자,Cylinder-cut,147.93,131.79,0.021
전자,Cylinder-cut,151.04,134.56,0.028999999999999998
전자,Cylinder-cut,29.56,26.33,0.845
전자,Cylinder-cut,112.43,100.16,0.047
전자,Cylinder-cut,112.71,100.42,0.053
전자,Cylinder-cut,113.56,101.17,0.042
전자,Cylinder-cut,108.61,96.76,0.055
전자,Cylinder-cut,115.97,103.31,0.062
전자,Cylinder-cut,115.54,102.94,0.06
전자,Cylinder-cut,118.65,105.71,0.047
전자,Cylinder-cut,114.69,102.18,0.053
전자,Cylinder-cut,157.68,140.48,0.037000000000000005
전자,Cylinder-cut,163.2,145.39,0.035
전자,Cylinder-cut,167.58,149.3,0.034
