,K,n,s,exp,det,rot,roc,cen
0,513.0452131842085,-1.577371270481556,0.36877788456839156,0,1,3,0,4
0,574.2543637480901,-1.7557564497857716,0.3483274970646404,0,1,0,0,4
0,618.1776167546045,-1.922674278983962,0.2553349351242557,0,1,0,1,4
0,636.2139974962198,-1.9985545540725596,0.24180904918850643,0,1,0,2,4
0,650.5199108128472,-2.0143772788059398,0.2269958031986513,0,1,0,3,4
0,664.2268826866083,-2.042126748036475,0.21297626802954278,0,1,0,4,4
0,685.1117509259291,-2.1140460069634743,0.2037190272301408,0,1,0,5,4
0,640.3711980740088,-1.9738297243809677,0.17465283375546947,0,1,0,6,4
0,518.8759768895192,-1.6463851354274928,0.23615303328399995,0,1,0,7,4
0,527.471668419192,-1.6849057498730216,0.3004737616770847,0,1,0,8,4
0,577.9507235983707,-1.8405856525721227,0.2611235723318967,0,1,0,9,4
0,544.6036934214163,-1.7524022532019068,0.2912923276150095,0,1,0,10,4
0,500.8157441537464,-1.621957931079482,0.353329122240714,0,1,0,11,4
0,535.9536939311047,-1.6866450700358642,0.30851601879074336,0,1,0,0,5
0,493.75726314655805,-1.5465386137456048,0.27072995991236387,0,1,1,0,5
0,540.0252759500613,-1.6914085607285732,0.3034546786939866,0,1,2,0,5
0,461.2600088200838,-1.4774382557090118,0.31429476240205817,0,1,3,0,5
0,535.9536939311047,-1.6866450700358642,0.30851601879074336,0,1,0,0,5
0,600.5182839857783,-1.8586180744887,0.27360496244716653,0,1,0,1,5
0,637.1631825536201,-1.9536386491024302,0.26564420972229036,0,1,0,2,5
0,670.1115658835975,-2.0474084155913244,0.26065521654866897,0,1,0,3,5
0,702.2601693182746,-2.1448801488948366,0.2552431837964211,0,1,0,4,5
0,710.3572609375059,-2.1778321794825315,0.24987387606878422,0,1,0,5,5
0,700.182870400397,-2.1427531145614984,0.22210434734000173,0,1,0,6,5
0,543.7201207713971,-1.6687606595672375,0.2379907246337506,0,1,0,7,5
0,492.3859677169832,-1.515532110978367,0.33455437427903123,0,1,0,8,5
0,548.3517973371981,-1.6955972417130685,0.2687061011138859,0,1,0,9,5
0,523.6476965154793,-1.6766386832053557,0.24721712155770112,0,1,0,10,5
0,483.1416495644318,-1.583005085685212,0.29378206879763363,0,1,0,11,5
0,414.384158634525,-1.2514392748861811,0.3655392923686011,0,1,0,0,6
0,480.41591825815567,-1.4103666746040813,0.2949392367798458,0,1,1,0,6
0,495.2167410301027,-1.4633772072378215,0.2859702205865122,0,1,2,0,6
0,437.10415424192274,-1.4066778400436253,0.2639666562404565,0,1,3,0,6
0,414.384158634525,-1.2514392748861811,0.3655392923686011,0,1,0,0,6
0,513.269165539775,-1.446882861505873,0.33567276289707193,0,1,0,1,6
0,571.5618465379127,-1.6399258642479424,0.33223353091940433,0,1,0,2,6
0,618.5709027299308,-1.8241495421339282,0.32054150845387475,0,1,0,3,6
0,653.4299317938517,-1.9662662494973,0.30605687119913977,0,1,0,4,6
0,674.2430886631158,-2.03738952185209,0.28000217360977736,0,1,0,5,6
0,684.8043942846034,-2.0684270573866033,0.26500998897446304,0,1,0,6,6
0,598.0244298018572,-1.788305093482974,0.2433426302321351,0,1,0,7,6
0,480.99345506131397,-1.4095305877557702,0.29595391930782433,0,1,0,8,6
0,501.77343668137553,-1.4871620645705,0.2466006121140113,0,1,0,9,6
0,474.8608121270168,-1.414443379671392,0.2309804491190278,0,1,0,10,6
0,443.28259766662984,-1.385202070734423,0.26208422286803423,0,1,0,11,6
0,554.4970266658065,-1.4511867233029137,0.271310295894486,0,1,0,0,7
0,529.9133512217556,-1.4379359661807876,0.22649049365533616,0,1,1,0,7
0,555.626966330397,-1.5418518842051996,0.21278770079480178,0,1,2,0,7
0,555.0861398439794,-1.461526966428218,0.2711934277878828,0,1,3,0,7
0,554.4970266658065,-1.4511867233029137,0.271310295894486,0,1,0,0,7
0,594.351883098838,-1.58032004780226,0.2519648405399628,0,1,0,1,7
0,618.6188397996219,-1.6846752319115716,0.25277113919532085,0,1,0,2,7
0,639.9002571535348,-1.7692777860613598,0.2524305168075189,0,1,0,3,7
0,658.53456931872,-1.8596264830887965,0.2399979763241096,0,1,0,4,7
0,680.9465090406636,-1.9640714433523045,0.2200700207632679,0,1,0,5,7
0,692.165881080763,-2.019269043481266,0.2037126817836875,0,1,0,6,7
0,669.2805530838958,-1.948636276453061,0.17530326410084912,0,1,0,7,7
0,590.4152163497657,-1.697563718605641,0.1685948021645297,0,1,0,8,7
0,544.9960859181341,-1.515221157960175,0.19103651149074563,0,1,0,9,7
0,557.0254934340832,-1.520028227412975,0.20687727812762163,0,1,0,10,7
0,544.9348632100034,-1.4801320875121615,0.2658392549070069,0,1,0,11,7
0,364.64987614587915,-1.0739744477278153,0.48975189253743867,0,2,0,0,0
0,277.7182145341673,-0.7690775874136014,0.6095116087835807,0,2,1,0,0
0,576.0276468577001,-1.7794881136722762,0.24237298417909975,0,2,2,0,0
0,365.63153720835385,-1.086376923765623,0.4793182707451018,0,2,3,0,0
0,364.64987614587915,-1.0739744477278153,0.48975189253743867,0,2,0,0,0
0,409.8430341833511,-1.2481526156094347,0.4067968846388441,0,2,0,1,0
0,450.0075392245737,-1.4256019654682526,0.3551106468196545,0,2,0,2,0
0,506.9422104315761,-1.5985817369894146,0.30116454670628895,0,2,0,3,0
0,554.4815656011897,-1.724194874775653,0.27117031328456115,0,2,0,4,0
0,581.5589786884735,-1.7727493130827072,0.2386354867729017,0,2,0,5,0
0,555.1306195399245,-1.6622838396313813,0.22970265876374937,0,2,0,6,0
0,375.01993849825067,-1.09386481001968,0.42862186368216654,0,2,0,7,0
0,243.5061028297001,-0.6481403137908129,0.6482848483477701,0,2,0,8,0
0,418.5034446417966,-1.203380305585112,0.27510054442514353,0,2,0,9,0
0,381.10810173660275,-1.1220470964603029,0.33955196545898375,0,2,0,10,0
0,320.8037730748644,-0.9612285739749024,0.5429065049447083,0,2,0,11,0
0,407.996874296804,-1.2574529092742,0.36980625912700016,0,2,0,0,1
0,181.14741434218493,-0.5452395659140272,0.436304476791277,0,2,1,0,1
0,556.1714832719366,-1.7465438999025351,0.22837423734036708,0,2,2,0,1
0,459.4194428865638,-1.4140046216796596,0.32091313666587756,0,2,3,0,1
0,407.996874296804,-1.2574529092742,0.36980625912700016,0,2,0,0,1
0,466.99956001353485,-1.4577246316710766,0.29149732528650646,0,2,0,1,1
0,508.3182840293616,-1.64066826653308,0.25036251961352607,0,2,0,2,1
0,564.5707648953226,-1.8004749801025741,0.21881755330334818,0,2,0,3,1
0,626.9303662848943,-1.9644360979098372,0.1720725484993243,0,2,0,4,1
0,668.6757846066262,-2.0415689399073105,0.15825229862764348,0,2,0,5,1
0,650.3181788818052,-1.953598157985431,0.17273424164409315,0,2,0,6,1
0,407.33228159966046,-1.2238027586750744,0.31532740651860514,0,2,0,7,1
0,178.48758679501,-0.5257384811562489,0.45446805961799974,0,2,0,8,1
0,378.9080466272956,-1.166705671783402,0.20858374682252792,0,2,0,9,1
0,428.4940893607217,-1.3351570043277179,0.22807879865364414,0,2,0,10,1
0,414.7973342206145,-1.2929780018276622,0.3268167574855834,0,2,0,11,1
0,357.3433188606947,-0.9807175426648528,0.9425033248571615,0,2,0,0,2
0,177.0455900146752,-0.44685099803274414,0.7220787099458036,0,2,1,0,2
0,532.8734070048363,-1.6512188602295144,0.48787431762749806,0,2,2,0,2
0,358.3080815233998,-0.9749267657566894,0.9445756799447741,0,2,3,0,2
0,357.3433188606947,-0.9807175426648528,0.9425033248571615,0,2,0,0,2
0,456.3352324237971,-1.2944601486798333,0.7393874389375793,0,2,0,1,2
0,519.1785553626341,-1.5597128833040557,0.6006218591417654,0,2,0,2,2
0,580.1521771959347,-1.7699166936767925,0.47204262012058773,0,2,0,3,2
0,631.1642117885345,-1.9238933899119963,0.386508063096527,0,2,0,4,2
0,659.2138461425598,-1.9927667475552184,0.32347766872549144,0,2,0,5,2
0,612.6027764002865,-1.8468841708904584,0.3229908507848336,0,2,0,6,2
0,394.43254822523556,-1.1356259254319394,0.5322233642974066,0,2,0,7,2
0,191.30247854852294,-0.47716508706565713,0.7211329292493824,0,2,0,8,2
0,381.2794942418516,-1.0667754710653212,0.5016146384300495,0,2,0,9,2
0,384.764993140525,-1.0735024682597802,0.6877441028143636,0,2,0,10,2
0,353.8942971973858,-0.9617339312555989,0.9408271847462313,0,2,0,11,2
0,373.70065906244923,-1.1012345841544589,0.45065181095175877,0,2,0,0,3
0,213.9474996465983,-0.5047650205687413,0.6480789673194582,0,2,1,0,3
0,578.5322227849233,-1.7803562494741967,0.23224967091320228,0,2,2,0,3
0,385.59744327537936,-1.1390399206731487,0.3663573102243693,0,2,3,0,3
0,373.70065906244923,-1.1012345841544589,0.45065181095175877,0,2,0,0,3
0,470.77396327792354,-1.3948971918740216,0.3680480846131986,0,2,0,1,3
0,541.2826722804998,-1.6581496027839326,0.31285306518978634,0,2,0,2,3
0,585.941802038358,-1.7996838399574961,0.23475326607520583,0,2,0,3,3
0,593.0839204126817,-1.8253508307170285,0.21784444743612139,0,2,0,4,3
0,577.2117779422412,-1.7738410489621887,0.23327823686578741,0,2,0,5,3
0,514.1909246885839,-1.5442579007712998,0.22776556032710216,0,2,0,6,3
0,310.62775096812254,-0.8190197063278583,0.4489042367197353,0,2,0,7,3
0,130.9485035536685,-0.1841121129782911,0.7021298041058366,0,2,0,8,3
0,414.7923618179237,-1.1645147740473831,0.2750536381782756,0,2,0,9,3
0,353.84674859665495,-1.0056049621698784,0.32816979511887256,0,2,0,10,3
0,278.07618868100957,-0.8124807817733614,0.45448266445067176,0,2,0,11,3
0,492.2710974454463,-1.4069548680718986,0.4516614877911199,0,2,0,0,4
0,220.16092470117312,-0.574965986573193,0.41522764207966906,0,2,1,0,4
0,573.2539784817329,-1.7409606985951278,0.17965157329928128,0,2,2,0,4
0,495.34085686289285,-1.4357526507581837,0.4499357913628773,0,2,3,0,4
0,492.2710974454463,-1.4069548680718986,0.4516614877911199,0,2,0,0,4
0,565.4398476531256,-1.671936046440415,0.3537690928249582,0,2,0,1,4
0,609.8281756988148,-1.8366163505834936,0.2796864324389267,0,2,0,2,4
0,605.6972356227367,-1.8313838508135722,0.2530652675694351,0,2,0,3,4
0,594.364081024189,-1.812700796054632,0.23847929456542455,0,2,0,4,4
0,581.6628552884363,-1.7746924567736886,0.24187190002588224,0,2,0,5,4
0,517.6939046904672,-1.5586836819682026,0.2250798758803331,0,2,0,6,4
0,295.4780053761063,-0.8196636557908711,0.25520902733291395,0,2,0,7,4
0,116.22605439444571,-0.1855335231549632,0.39554871952754406,0,2,0,8,4
0,302.1492216768518,-0.8059051181744827,0.18175952766653197,0,2,0,9,4
0,323.23624916307085,-0.9286960720067742,0.21642125654912042,0,2,0,10,4
0,263.3038601072946,-0.8039176140416152,0.3380491105098979,0,2,0,11,4
0,587.9847991470484,-1.7381698600811748,0.3167756700165339,0,2,0,0,5
0,171.15698328118793,-0.4827345698575558,0.14332083005073573,0,2,1,0,5
0,478.0555031620699,-1.4606142747639626,0.13493622800348617,0,2,2,0,5
0,578.1532713142292,-1.7269964223302023,0.3193654660810522,0,2,3,0,5
0,587.9847991470484,-1.7381698600811748,0.3167756700165339,0,2,0,0,5
0,632.0566803777427,-1.915748890949842,0.23873708752922176,0,2,0,1,5
0,633.5448661174477,-1.9321587759638024,0.21985652814373485,0,2,0,2,5
0,625.839700832182,-1.9398683471750218,0.21728325085165406,0,2,0,3,5
0,624.5352997575569,-1.9389551083335095,0.21032881821024266,0,2,0,4,5
0,623.2707167513544,-1.9289103409268489,0.20062911870490133,0,2,0,5,5
0,576.1618628834559,-1.7763555629614842,0.17021493745339902,0,2,0,6,5
0,322.9461211201309,-0.9715212908470493,0.062371616303755734,0,2,0,7,5
0,110.80638796628739,-0.2695575936920994,0.10624314236348255,0,2,0,8,5
0,220.54750958693555,-0.594523665092955,0.03078100989147782,0,2,0,9,5
0,286.0163776872081,-0.826485080146209,0.04676928239381839,0,2,0,10,5
0,276.39042762813705,-0.8554932915718033,0.23982954962474695,0,2,0,11,5
0,579.9113264405986,-1.775686287008302,0.2367224156416181,0,2,0,0,6
0,135.6555819446482,-0.4055610022385447,-0.0034075783584692067,0,2,1,0,6
0,374.4178116099105,-1.1821049594882385,0.13070698058108074,0,2,2,0,6
0,622.0568677913565,-1.9126982604912028,0.1964678897572385,0,2,3,0,6
0,579.9113264405986,-1.775686287008302,0.2367224156416181,0,2,0,0,6
0,590.2693074083072,-1.8122366334045508,0.24704807650856808,0,2,0,1,6
0,608.3641138815395,-1.8822889235315259,0.25653924491515306,0,2,0,2,6
0,627.1499289412103,-1.955903259431751,0.2530118244821373,0,2,0,3,6
