지역,화약,지발당장약량,비장약량,뇌관,암종,강도,이격거리,최대입자속도
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,601.000,0.003 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,611.300,0.006 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,603.600,0.007 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,619.800,0.017 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,624.500,0.017 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,634.700,0.022 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,625.300,0.021 
경상남도,고폭속 에멀젼,10.000,0.278,비전기,안산암,연암,644.500,0.075 
경상남도,고폭속 에멀젼,10.000,0.278,비전기,안산암,연암,650.000,0.016 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,24.200,1.146 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,29.400,0.664 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,38.200,1.092 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,28.100,1.268 
경상남도,고폭속 에멀젼,10.000,0.278,비전기,안산암,연암,31.500,2.258 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,123.700,0.100 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,135.600,0.036 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,140.600,0.084 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,133.700,0.079 
경상남도,고폭속 에멀젼,10.000,0.278,비전기,안산암,연암,134.600,0.219 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,177.000,0.130 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,182.300,0.046 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,192.600,0.068 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,183.700,0.066 
경상남도,고폭속 에멀젼,10.000,0.278,비전기,안산암,연암,190.600,0.137 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,246.300,0.071 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,249.700,0.015 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,258.600,0.051 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,261.800,0.049 
경상남도,고폭속 에멀젼,10.000,0.278,비전기,안산암,연암,255.600,0.096 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,329.700,0.040 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,336.600,0.020 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,345.500,0.046 
경상남도,고폭속 에멀젼,3.500,0.270,비전기,안산암,연암,334.300,0.030 
경상남도,고폭속 에멀젼,10.000,0.278,비전기,안산암,연암,351.100,0.056 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,38.700,0.367 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,39.700,0.366 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,38.800,0.399 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,39.100,0.385 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,39.400,0.311 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,65.300,0.178 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,66.300,0.109 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,65.600,0.093 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,65.900,0.080 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,66.200,0.116 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,90.600,0.026 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,91.200,0.015 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,91.100,0.024 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,91.600,0.020 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,92.200,0.021 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,92.300,0.033 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,68.500,0.043 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,69.100,0.033 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,69.700,0.031 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,70.300,0.024 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,34.600,0.276 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,35.200,0.289 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,34.100,0.546 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,33.600,0.489 
경기도,에멀젼,0.250,0.386,전기,편마암,연암,33.000,0.435 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,58.300,0.062 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,59.700,0.034 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,58.800,0.048 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,60.200,0.048 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,59.600,0.068 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,61.200,0.056 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,48.400,0.175 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,49.600,0.105 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,49.000,0.125 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,50.200,0.108 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,50.000,0.144 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,51.500,0.095 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,31.300,0.402 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,29.800,0.314 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,31.300,0.216 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,29.800,0.287 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,31.400,0.239 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,30.000,0.253 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,33.100,0.185 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,33.200,0.145 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,33.800,0.136 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,34.000,0.141 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,35.300,0.106 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,35.700,0.106 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,5.100,1.400 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,6.600,0.933 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,5.600,1.134 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,7.100,0.750 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,8.100,0.714 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,15.200,0.504 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,16.600,0.401 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,15.700,0.387 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,17.200,0.334 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,16.700,0.379 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,18.300,0.328 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,28.500,0.322 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,28.600,0.197 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,29.200,0.219 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,29.400,0.169 
경기도,에멀젼,0.500,0.355,전기,편마암,연암,30.600,0.248 
경기도,에멀젼,0.750,0.341,전기,편마암,연암,30.900,0.149 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,37.200,0.113 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,36.600,0.076 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,37.200,0.075 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,38.400,0.068 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,37.800,0.056 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,38.400,0.088 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,49.500,0.061 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,47.500,0.060 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,47.700,0.060 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,49.800,0.030 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,47.900,0.037 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,48.100,0.056 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,66.100,0.038 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,64.300,0.030 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,64.000,0.029 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,65.400,0.023 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,63.700,0.021 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,63.300,0.033 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,51.600,0.047 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,51.200,0.045 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,50.600,0.037 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,50.400,0.031 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,50.000,0.022 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,49.500,0.032 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,39.700,0.075 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,40.800,0.074 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,39.700,0.069 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,38.600,0.047 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,39.100,0.044 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,38.100,0.079 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,21.700,0.344 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,20.200,0.215 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,19.800,0.261 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,21.100,0.220 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,19.400,0.207 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,19.200,0.341 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,11.300,0.480 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,12.500,0.297 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,11.300,0.502 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,11.400,0.240 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,12.600,0.170 
경기도,에멀젼,0.250,0.331,전기,편마암,연암,11.400,0.321 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,18.100,0.240 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,18.600,0.119 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,17.000,0.298 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,17.900,0.228 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,16.800,0.241 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,19.500,0.233 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,19.600,0.241 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,20.300,0.195 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,18.700,0.276 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,20.500,0.296 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,19.600,0.297 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,18.600,0.135 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,19.100,0.093 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,19.600,0.095 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,19.100,0.118 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,20.000,0.087 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,19.900,0.133 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,25.600,0.057 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,26.000,0.049 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,26.300,0.030 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,26.400,0.047 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,26.700,0.063 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,27.200,0.077 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,17.800,0.269 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,17.700,0.198 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,17.600,0.127 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,19.000,0.259 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,17.500,0.241 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,18.800,0.282 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,9.100,0.514 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,9.100,0.346 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,9.200,0.278 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,10.100,0.506 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,9.200,0.456 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,10.200,0.594 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,47.100,0.026 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,47.600,0.018 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,48.200,0.011 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,47.300,0.025 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,48.600,0.017 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,56.900,0.022 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,57.400,0.014 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,57.900,0.012 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,57.000,0.028 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,58.400,0.014 
서울시,미진동화약,0.240,0.476,전기,편마암,연암,58.100,0.022 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,149.800,0.017 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,155.000,0.013 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,229.000,0.011 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,187.200,0.022 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,187.800,0.044 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,188.300,0.038 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,189.500,0.048 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,152.900,0.166 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,153.600,0.087 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,154.400,0.113 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,155.900,0.101 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,24.100,0.536 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,22.100,0.709 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,24.000,0.788 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,24.100,0.967 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,25.700,0.823 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,24.600,0.910 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,22.400,1.472 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,21.300,1.276 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,58.700,0.347 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,57.400,0.874 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,58.700,0.684 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,59.400,0.936 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,40.500,0.757 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,41.600,0.763 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,45.000,1.175 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,42.600,1.462 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,73.800,0.100 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,74.500,0.234 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,75.300,0.186 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,78.200,0.202 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,61.600,0.337 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,60.300,0.417 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,60.200,0.572 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,61.300,0.699 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,90.300,0.061 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,91.600,0.145 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,92.900,0.147 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,94.600,0.136 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,80.200,0.165 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,81.300,0.131 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,81.200,0.269 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,84.900,0.294 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,108.600,0.024 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,110.600,0.024 
경기도,에멀젼(5700),0.750,0.386,전기,화강암,연암,112.500,0.031 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,100.100,0.053 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,100.100,0.052 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,102.500,0.062 
경기도,에멀젼(5700),1.000,0.379,전기,화강암,연암,100.000,0.077 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,74.000,0.232 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,77.700,0.270 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,66.700,0.166 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,65.800,0.231 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,65.800,0.140 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,169.000,0.111 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,158.000,0.119 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,161.500,0.061 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,170.000,0.033 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,176.700,0.041 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,99.600,0.112 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,85.600,0.290 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,97.700,0.061 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,108.800,0.046 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,116.800,0.056 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,179.800,0.035 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,186.400,0.039 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,179.900,0.030 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,173.000,0.037 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,170.800,0.030 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,28.200,1.919 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,20.600,4.222 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,34.000,0.451 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,40.900,0.435 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,47.300,0.393 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,52.300,0.514 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,48.500,0.738 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,60.300,0.167 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,64.400,0.198 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,68.800,0.125 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,84.600,0.249 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,78.000,0.313 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,89.000,0.093 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,91.800,0.082 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,94.800,0.065 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,107.900,0.140 
경기도,에멀젼(5700),5.000,0.326,전기,편마암,연암,109.600,0.225 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,118.200,0.043 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,120.300,0.050 
경기도,에멀젼(5700),3.000,0.329,전기,편마암,연암,122.500,0.055 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,57.100,0.153 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,56.300,0.137 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,54.100,0.088 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,58.600,0.047 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,59.100,0.061 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,55.600,0.083 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,45.500,0.171 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,45.300,0.221 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,44.700,0.108 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,47.400,0.066 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,48.200,0.104 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,46.500,0.150 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,48.100,0.131 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,48.800,0.117 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,49.200,0.112 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,50.100,0.037 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,51.100,0.064 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,50.600,0.099 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,66.300,0.123 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,66.900,0.098 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,68.600,0.070 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,68.000,0.050 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,71.200,0.066 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,69.400,0.083 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,17.300,0.591 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,18.000,0.426 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,19.300,0.306 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,19.200,0.177 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,20.200,0.229 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,20.200,0.366 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,22.200,0.526 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,22.800,0.397 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,24.100,0.253 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,23.900,0.143 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,25.000,0.215 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,25.000,0.357 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,27.000,0.238 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,28.900,0.177 
경기도,에멀젼(5700),0.500,0.343,전기,편마암,연암,29.000,0.188 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,28.700,0.095 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,29.900,0.148 
경기도,에멀젼(5700),0.375,0.326,전기,편마암,연암,29.900,0.214 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,38.700,0.134 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,37.600,0.125 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,39.100,0.088 
경기도,에멀젼(5700),0.500,0.434,전기,화강암,연암,39.800,0.115 
경기도,에멀젼(5700),0.500,0.434,전기,화강암,연암,40.300,0.116 
경기도,에멀젼(5700),0.750,0.558,전기,화강암,연암,40.800,0.133 
경기도,에멀젼(5700),0.750,0.558,전기,화강암,연암,39.600,0.168 
경기도,에멀젼(5700),0.750,0.558,전기,화강암,연암,41.300,0.117 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,60.500,0.028 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,59.400,0.036 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,60.900,0.020 
경기도,에멀젼(5700),0.500,0.434,전기,화강암,연암,61.600,0.038 
경기도,에멀젼(5700),0.500,0.434,전기,화강암,연암,60.500,0.053 
경기도,에멀젼(5700),0.500,0.434,전기,화강암,연암,62.200,0.037 
경기도,에멀젼(5700),0.750,0.558,전기,화강암,연암,62.700,0.031 
경기도,에멀젼(5700),0.750,0.558,전기,화강암,연암,61.600,0.066 
경기도,에멀젼(5700),0.750,0.558,전기,화강암,연암,63.300,0.037 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,42.400,0.036 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,42.000,0.045 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,43.000,0.023 
경기도,에멀젼(5700),0.500,0.434,전기,화강암,연암,43.900,0.052 
경기도,에멀젼(5700),0.500,0.434,전기,화강암,연암,43.400,0.048 
경기도,에멀젼(5700),0.500,0.434,전기,화강암,연암,44.600,0.038 
경기도,에멀젼(5700),0.750,0.558,전기,화강암,연암,45.400,0.053 
경기도,에멀젼(5700),0.750,0.558,전기,화강암,연암,45.000,0.060 
경기도,에멀젼(5700),0.750,0.558,전기,화강암,연암,46.200,0.067 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,41.400,0.034 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,41.600,0.044 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,42.100,0.031 
경기도,에멀젼(5700),0.500,0.434,전기,화강암,연암,42.900,0.056 
경기도,에멀젼(5700),0.500,0.434,전기,화강암,연암,43.100,0.060 
경기도,에멀젼(5700),0.500,0.434,전기,화강암,연암,43.700,0.058 
경기도,에멀젼(5700),0.750,0.558,전기,화강암,연암,44.500,0.038 
경기도,에멀젼(5700),0.750,0.558,전기,화강암,연암,44.700,0.068 
경기도,에멀젼(5700),0.750,0.558,전기,화강암,연암,45.300,0.028 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,11.600,0.459 
경기도,에멀젼(5700),0.375,0.478,전기,화강암,연암,10.400,0.446 
