지역,화약,지발당장약량,비장약량,뇌관,암종,강도,이격거리,최대입자속도
충청남도,에멀젼(5700),0.750,0.313,전기,화강암,연암,75.200,0.039 
충청남도,에멀젼(5700),0.750,0.313,전기,화강암,연암,80.100,0.106 
충청남도,에멀젼(5700),0.500,0.347,전기,화강암,연암,75.400,0.040 
충청남도,에멀젼(5700),0.500,0.347,전기,화강암,연암,75.500,0.058 
충청남도,에멀젼(5700),0.500,0.347,전기,화강암,연암,80.500,0.038 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,261.300,0.011 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,269.500,0.012 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,247.200,0.030 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,251.400,0.030 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,257.300,0.029 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,258.700,0.033 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,249.700,0.049 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,250.600,0.048 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,245.300,0.012 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,246.000,0.012 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,247.000,0.011 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,249.100,0.017 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,253.700,0.018 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,256.300,0.023 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,255.600,0.016 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,255.800,0.030 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,236.600,0.066 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,241.800,0.039 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,245.300,0.045 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,251.000,0.061 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,236.100,0.072 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,246.900,0.071 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,126.000,0.038 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,123.800,0.030 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,122.800,0.036 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,122.300,0.050 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,120.100,0.085 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,119.700,0.056 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,116.200,0.047 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,115.000,0.077 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,123.900,0.091 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,121.100,0.137 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,116.300,0.114 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,115.500,0.118 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,109.000,0.207 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,154.100,0.023 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,153.400,0.025 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,152.000,0.020 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,150.300,0.023 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,147.300,0.034 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,146.400,0.032 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,145.300,0.032 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,144.100,0.045 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,154.600,0.073 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,151.200,0.068 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,146.900,0.107 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,144.500,0.077 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,141.500,0.172 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,136.200,0.132 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,27.100,0.604 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,26.400,0.705 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,28.600,0.743 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,30.600,0.631 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,31.100,0.617 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,33.200,0.699 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,35.500,0.532 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,34.800,0.697 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,33.600,1.677 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,36.000,1.386 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,35.600,1.859 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,39.100,1.296 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,51.400,1.180 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,52.600,0.793 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,37.100,0.190 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,37.800,0.167 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,40.200,0.172 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,40.700,0.207 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,44.400,0.181 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,44.700,0.198 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,49.300,0.176 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,50.200,0.195 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,40.900,0.501 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,47.800,0.463 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,47.300,0.452 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,53.800,0.356 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,58.900,0.675 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,60.500,0.409 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,53.400,0.233 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,54.300,0.161 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,56.200,0.218 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,57.000,0.191 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,62.000,0.236 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,62.500,0.207 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,64.700,0.214 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,67.900,0.262 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,54.600,0.910 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,56.900,0.642 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,61.300,0.643 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,68.500,0.745 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,71.400,0.770 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,73.000,0.598 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,73.200,0.117 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,74.100,0.068 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,76.200,0.092 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,77.700,0.114 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,80.700,0.163 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,82.800,0.167 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,85.600,0.186 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,87.500,0.149 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,74.700,0.721 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,77.100,0.425 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,83.500,0.351 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,86.800,0.399 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,87.600,0.691 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,91.100,0.399 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,93.100,0.102 
경상북도,에멀젼(5700),0.320,0.357,전기,화산암,연암,95.100,0.059 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,96.800,0.067 
경상북도,에멀젼(5700),0.480,0.370,전기,화산암,연암,100.000,0.069 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,102.000,0.125 
경상북도,에멀젼(5700),0.800,0.351,전기,화산암,연암,103.100,0.088 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,106.500,0.123 
경상북도,에멀젼(5700),0.960,0.320,전기,화산암,연암,108.800,0.104 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,94.300,0.334 
경상북도,에멀젼(5700),2.000,0.331,전기,화산암,연암,100.500,0.231 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,100.600,0.252 
경상북도,에멀젼(5700),2.500,0.338,전기,화산암,연암,106.500,0.195 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,107.100,0.292 
경상북도,에멀젼(5700),5.000,0.331,전기,화산암,연암,111.800,0.264 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,107.100,0.047 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,109.100,0.044 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,109.700,0.059 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,111.600,0.037 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,113.500,0.032 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,116.000,0.040 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,118.400,0.050 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,210.100,0.022 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,31.100,0.648 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,26.700,0.743 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,50.600,0.177 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,53.300,0.172 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,49.100,0.148 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,51.800,0.091 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,48.900,0.114 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,48.000,0.173 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,47.100,0.227 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,69.500,0.097 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,72.400,0.117 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,68.300,0.048 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,71.100,0.081 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,68.300,0.077 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,67.300,0.142 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,66.500,0.220 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,88.900,0.128 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,91.900,0.142 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,87.700,0.094 
경기도,에멀젼(5700),2.500,0.349,전기,편마암,연암,90.700,0.148 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,87.800,0.098 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,86.900,0.133 
경기도,에멀젼(5700),2.000,0.370,전기,편마암,연암,86.100,0.176 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,88.800,0.049 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,91.200,0.059 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,89.400,0.043 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,90.000,0.059 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,92.800,0.047 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,90.500,0.067 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,94.900,0.061 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,87.700,0.123 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,89.100,0.179 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,88.800,0.116 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,91.500,0.112 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,154.700,0.039 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,155.600,0.034 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,155.900,0.034 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,157.100,0.032 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,158.100,0.040 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,158.300,0.035 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,157.000,0.038 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,159.900,0.033 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,133.900,0.032 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,130.900,0.021 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,130.500,0.028 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,133.600,0.025 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,130.300,0.041 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,137.600,0.038 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,138.200,0.035 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,129.500,0.022 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,131.700,0.023 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,130.200,0.026 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,130.800,0.027 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,131.700,0.026 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,26.800,0.438 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,22.800,1.099 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,22.500,0.632 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,26.500,0.399 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,21.700,1.000 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,21.600,0.556 
경기도,에멀젼(5700),1.500,0.357,전기,편마암,연암,15.800,1.178 
경기도,에멀젼(5700),2.000,0.343,전기,편마암,연암,15.300,1.767 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,74.000,0.104 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,71.900,0.070 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,71.500,0.067 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,73.300,0.044 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,72.300,0.052 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,72.000,0.069 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,127.400,0.060 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,128.400,0.070 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,127.000,0.083 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,120.100,0.029 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,122.500,0.045 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,118.800,0.061 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,129.100,0.055 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,130.200,0.054 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,129.200,0.066 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,123.600,0.030 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,127.200,0.037 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,122.600,0.061 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,160.500,0.062 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,162.000,0.049 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,161.100,0.042 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,156.200,0.022 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,159.600,0.033 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,154.000,0.044 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,19.400,2.326 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,18.500,1.923 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,16.800,2.906 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,18.200,1.967 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,16.700,1.930 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,15.000,6.514 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,31.000,0.970 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,30.100,0.588 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,29.400,0.888 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,33.000,0.497 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,30.800,0.815 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,30.000,0.981 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,42.800,0.427 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,42.000,0.223 
충청북도,에멀젼(5700),0.750,0.344,전기,편마암,연암,41.700,0.201 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,46.000,0.135 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,43.500,0.172 
충청북도,에멀젼(5700),1.000,0.347,전기,편마암,연암,43.000,0.283 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,15.000,2.010 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,25.000,1.630 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,35.000,1.450 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,60.000,0.294 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,80.000,0.348 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,15.000,2.510 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,25.000,2.530 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,35.000,1.690 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,60.000,0.381 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,80.000,0.306 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,90.000,0.313 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,15.000,2.290 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,25.000,1.750 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,35.000,1.350 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,60.000,0.291 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,80.000,0.203 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,90.000,0.271 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,15.000,2.510 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,25.000,1.580 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,35.000,1.280 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,60.000,0.351 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,80.000,0.294 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,90.000,0.281 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,15.000,1.850 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,25.000,1.390 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,35.000,1.140 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,60.000,0.540 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,80.000,0.313 
대구시,에멀젼(5700),2.000,0.261,전기,퇴적암,연암,90.000,0.325 
대구시,에멀젼(5700),0.800,0.247,전기,퇴적암,연암,15.000,0.375 
대구시,에멀젼(5700),0.800,0.247,전기,퇴적암,연암,25.000,0.294 
대구시,에멀젼(5700),0.800,0.247,전기,퇴적암,연암,35.000,0.416 
대구시,에멀젼(5700),0.800,0.247,전기,퇴적암,연암,60.000,0.165 
대구시,에멀젼(5700),0.800,0.247,전기,퇴적암,연암,80.000,0.138 
대구시,에멀젼(5700),0.800,0.247,전기,퇴적암,연암,90.000,0.105 
대구시,에멀젼(5700),0.800,0.247,전기,퇴적암,연암,15.000,0.381 
대구시,에멀젼(5700),0.800,0.247,전기,퇴적암,연암,25.000,0.333 
대구시,에멀젼(5700),0.800,0.247,전기,퇴적암,연암,35.000,0.478 
대구시,에멀젼(5700),0.800,0.247,전기,퇴적암,연암,60.000,0.149 
대구시,에멀젼(5700),0.800,0.247,전기,퇴적암,연암,80.000,0.098 
대구시,에멀젼(5700),0.800,0.247,전기,퇴적암,연암,90.000,0.103 
대구시,에멀젼(5700),0.320,0.286,전기,퇴적암,연암,15.000,0.171 
대구시,에멀젼(5700),0.320,0.286,전기,퇴적암,연암,25.000,0.159 
대구시,에멀젼(5700),0.320,0.286,전기,퇴적암,연암,35.000,0.225 
대구시,에멀젼(5700),0.320,0.286,전기,퇴적암,연암,60.000,0.035 
대구시,에멀젼(5700),0.320,0.286,전기,퇴적암,연암,80.000,0.041 
대구시,에멀젼(5700),0.320,0.286,전기,퇴적암,연암,90.000,0.056 
대구시,에멀젼(5700),0.320,0.286,전기,퇴적암,연암,15.000,0.197 
대구시,에멀젼(5700),0.320,0.286,전기,퇴적암,연암,25.000,0.133 
대구시,에멀젼(5700),0.320,0.286,전기,퇴적암,연암,35.000,0.278 
대구시,에멀젼(5700),0.320,0.286,전기,퇴적암,연암,60.000,0.075 
대구시,에멀젼(5700),0.320,0.286,전기,퇴적암,연암,80.000,0.078 
대구시,에멀젼(5700),0.320,0.286,전기,퇴적암,연암,90.000,0.091 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,90.000,0.508 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,105.000,0.252 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,120.000,0.192 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,132.000,0.270 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,144.000,0.164 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,169.000,0.197 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,384.000,0.022 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,90.000,0.305 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,105.000,0.173 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,120.000,0.171 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,132.000,0.186 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,144.000,0.094 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,169.000,0.125 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,384.000,0.022 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,332.000,0.018 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,90.000,0.267 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,105.000,0.162 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,120.000,0.148 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,132.000,0.186 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,144.000,0.122 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,169.000,0.168 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,384.000,0.019 
대전시,에멀젼(5700),7.500,0.313,전기,화강암,연암,332.000,0.079 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,30.000,0.292 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,55.000,0.140 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,75.000,0.098 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,90.000,0.184 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,105.000,0.135 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,140.000,0.076 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,30.000,0.508 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,55.000,0.160 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,75.000,0.087 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,90.000,0.106 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,105.000,0.079 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,140.000,0.079 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,402.000,0.005 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,30.000,0.698 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,55.000,0.184 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,75.000,0.141 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,90.000,0.148 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,105.000,0.103 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,402.000,0.006 
대전시,에멀젼(5700),3.000,0.329,전기,화강암,연암,253.000,0.016 
대전시,에멀젼(5700),1.000,0.347,전기,화강암,연암,30.000,0.229 
대전시,에멀젼(5700),1.000,0.347,전기,화강암,연암,55.000,0.146 
대전시,에멀젼(5700),1.000,0.347,전기,화강암,연암,75.000,0.098 
대전시,에멀젼(5700),1.000,0.347,전기,화강암,연암,90.000,0.071 
대전시,에멀젼(5700),1.000,0.347,전기,화강암,연암,105.000,0.087 
대전시,에멀젼(5700),1.000,0.347,전기,화강암,연암,402.000,0.005 
대전시,에멀젼(5700),1.000,0.347,전기,화강암,연암,253.000,0.005 
대전시,에멀젼(5700),1.000,0.347,전기,화강암,연암,30.000,0.203 
대전시,에멀젼(5700),1.000,0.347,전기,화강암,연암,55.000,0.125 
대전시,에멀젼(5700),1.000,0.347,전기,화강암,연암,90.000,0.064 
