,0,Training Loss,Test Loss
298,0,0.003725258,0.010585407
299,0,0.003260632,0.01054657
300,0,0.003900019,0.010520741
301,0,0.003879938,0.010473737
302,0,0.004238249,0.010435139
303,0,0.003601352,0.010391874
304,0,0.003489941,0.010482632
305,0,0.003642206,0.010439476
306,0,0.003580796,0.010349009
307,0,0.003558326,0.010390205
308,0,0.003688125,0.010429123
309,0,0.003302246,0.010325319
310,0,0.003638104,0.010302771
311,0,0.004026108,0.010271929
312,0,0.00383805,0.010339942
313,0,0.003150168,0.010324739
314,0,0.003629511,0.010294214
315,0,0.003490642,0.010316079
316,0,0.00393782,0.010336789
317,0,0.003102229,0.010285717
318,0,0.003448084,0.010236045
319,0,0.003328441,0.010244491
320,0,0.003371049,0.010214476
321,0,0.003794419,0.010166007
322,0,0.003409631,0.010288324
323,0,0.003422382,0.010244678
324,0,0.003350749,0.010197351
325,0,0.003013388,0.010205599
326,0,0.003357386,0.010173285
327,0,0.003445735,0.010151249
328,0,0.003555599,0.01025427
329,0,0.003441946,0.010113138
330,0,0.003455591,0.010167029
331,0,0.003585516,0.010172684
332,0,0.003218411,0.010096559
333,0,0.003130194,0.01004987
334,0,0.003247629,0.010024419
335,0,0.003166097,0.010070521
336,0,0.003101347,0.010090968
337,0,0.003573106,0.010005685
338,0,0.003071107,0.010016849
339,0,0.003269034,0.01000407
340,0,0.002937027,0.010067912
341,0,0.003422987,0.009996476
342,0,0.00300979,0.009997563
343,0,0.003543064,0.009948625
344,0,0.003776215,0.009979047
345,0,0.00325628,0.010017665
346,0,0.003166792,0.009944549
347,0,0.003134517,0.010035928
348,0,0.00333479,0.009948853
349,0,0.002978711,0.009942103
350,0,0.003200329,0.009960392
351,0,0.002642403,0.009925842
352,0,0.003025702,0.009984326
353,0,0.003205993,0.009943098
354,0,0.003240942,0.009896826
355,0,0.003350203,0.009897223
356,0,0.003155219,0.009928944
357,0,0.003117549,0.009922432
358,0,0.003031885,0.009912657
359,0,0.003134458,0.009916489
360,0,0.003179965,0.009838456
361,0,0.003162787,0.009987678
362,0,0.002619258,0.009917715
363,0,0.003447811,0.00990558
364,0,0.003775296,0.0099026
365,0,0.002873487,0.009924239
366,0,0.003316823,0.009923453
367,0,0.002957736,0.010011517
368,0,0.003414223,0.0099243
369,0,0.003413932,0.009870874
370,0,0.002880913,0.009917199
371,0,0.003138265,0.009866005
372,0,0.002825602,0.009855352
373,0,0.002912319,0.009896573
374,0,0.003153011,0.009917648
375,0,0.00331395,0.009921339
376,0,0.003252494,0.009925659
377,0,0.003179249,0.00992024
378,0,0.003190987,0.00992886
379,0,0.003140371,0.009883656
380,0,0.00259977,0.009854148
381,0,0.002471237,0.009864567
382,0,0.00269048,0.009838914
383,0,0.002819303,0.009896105
384,0,0.003079156,0.009928839
385,0,0.00330023,0.009872723
386,0,0.002939048,0.009845381
387,0,0.002968041,0.009821548
388,0,0.003057001,0.009806409
389,0,0.003815656,0.009763069
390,0,0.002633615,0.009772447
391,0,0.002876402,0.00979907
392,0,0.00274395,0.009806156
393,0,0.002951615,0.00975458
394,0,0.00305436,0.009783734
395,0,0.002884583,0.009788591
396,0,0.002766627,0.009777065
397,0,0.002504264,0.009763814
398,0,0.002767721,0.009750323
399,0,0.002863051,0.009755153
400,0,0.002861763,0.009761581
401,0,0.002992204,0.009717157
402,0,0.002755264,0.009677472
403,0,0.002525531,0.009726198
404,0,0.003265715,0.009711463
405,0,0.002860147,0.009693319
406,0,0.003040718,0.009689035
407,0,0.002788002,0.009717715
408,0,0.003202666,0.009725298
409,0,0.002569316,0.009644073
410,0,0.003243429,0.009701867
411,0,0.002467545,0.009651855
412,0,0.003102381,0.009635404
413,0,0.003069683,0.009629706
414,0,0.003622801,0.009626769
415,0,0.002521226,0.009645764
416,0,0.003151375,0.009657615
417,0,0.002773043,0.0096095
418,0,0.002826128,0.009620531
419,0,0.002744236,0.009628442
420,0,0.002574554,0.009575326
421,0,0.003390649,0.00958284
422,0,0.002830787,0.009564377
423,0,0.002585394,0.009592053
424,0,0.003150759,0.009582497
425,0,0.002860347,0.009521934
426,0,0.003650588,0.009531237
427,0,0.00307237,0.009533321
428,0,0.002310123,0.009554259
429,0,0.002761649,0.009443151
430,0,0.002680602,0.009519847
431,0,0.002454588,0.009555895
432,0,0.00242436,0.009453409
433,0,0.002712797,0.009534856
434,0,0.00263968,0.00948799
435,0,0.002600046,0.009451405
436,0,0.002537085,0.009470992
437,0,0.002677727,0.009429278
438,0,0.002730494,0.009435764
439,0,0.002793095,0.009490469
440,0,0.002704339,0.009469961
441,0,0.002672739,0.009421582
442,0,0.002269298,0.009376292
443,0,0.002329957,0.009449419
444,0,0.002890805,0.009391146
445,0,0.00283799,0.009409598
446,0,0.002731715,0.00936016
447,0,0.002487285,0.009363881
448,0,0.00360605,0.009369513
449,0,0.002602294,0.009333512
450,0,0.002367644,0.009342285
451,0,0.002758723,0.009316819
452,0,0.002821802,0.009326689
453,0,0.002499564,0.009295732
454,0,0.002679392,0.009300172
455,0,0.002461956,0.009346949
456,0,0.002466301,0.00927774
457,0,0.002423767,0.009308171
458,0,0.002444692,0.009250438
459,0,0.002358354,0.009256262
460,0,0.002286186,0.00925998
461,0,0.00304471,0.009184968
462,0,0.002341892,0.00925395
463,0,0.002412278,0.009241736
464,0,0.002342041,0.009248206
465,0,0.00242246,0.0091922
466,0,0.002208139,0.009182157
467,0,0.0025694,0.009146933
468,0,0.002603806,0.009150796
469,0,0.002472488,0.00914426
470,0,0.002428529,0.009127544
471,0,0.00247986,0.00916123
472,0,0.002577299,0.009096926
473,0,0.003055536,0.009067707
474,0,0.002567034,0.009105009
475,0,0.002330109,0.0090806
476,0,0.002257037,0.009031313
477,0,0.002932624,0.009062521
478,0,0.002573448,0.009007833
479,0,0.002394758,0.009028793
480,0,0.002246387,0.009048218
481,0,0.00240448,0.009031459
482,0,0.002518556,0.008955922
483,0,0.002361642,0.008985924
484,0,0.002200219,0.008977966
485,0,0.002420303,0.009011215
486,0,0.002358279,0.009016613
487,0,0.002749729,0.008994499
488,0,0.002531386,0.008881295
489,0,0.002549952,0.008971427
490,0,0.002121554,0.008983651
491,0,0.002420719,0.00898501
492,0,0.002537048,0.008963399
493,0,0.002734453,0.008929684
494,0,0.002531755,0.008909786
495,0,0.002469123,0.008923844
496,0,0.002773055,0.008930314
497,0,0.002100799,0.008861104
498,0,0.002197171,0.008910529
499,0,0.002120786,0.008923121
500,0,0.002662013,0.008881107
501,0,0.002319434,0.008866673
502,0,0.002549115,0.008913644
503,0,0.002106301,0.00886882
504,0,0.002288561,0.008878194
505,0,0.002410367,0.008872638
506,0,0.002450147,0.008899077
507,0,0.002191533,0.008913041
508,0,0.002086954,0.008840548
509,0,0.002350814,0.008920473
510,0,0.002248723,0.008865392
511,0,0.00236244,0.008817296
512,0,0.002492571,0.008881701
513,0,0.00197898,0.008861837
514,0,0.002314893,0.008786589
515,0,0.002406807,0.008830236
516,0,0.002433562,0.008920848
517,0,0.002567728,0.008857691
518,0,0.002308277,0.008812813
519,0,0.002342674,0.008830505
520,0,0.002414553,0.008835593
521,0,0.002248613,0.008797133
522,0,0.002512265,0.008799016
523,0,0.001971867,0.008749597
524,0,0.001887527,0.008768659
525,0,0.002313574,0.008721383
526,0,0.002599259,0.008755771
527,0,0.002251865,0.008751983
528,0,0.002473906,0.008715343
529,0,0.002433022,0.008842813
530,0,0.002536384,0.008752807
531,0,0.002136921,0.008749852
532,0,0.002218425,0.008760978
533,0,0.002338361,0.008725869
534,0,0.002319215,0.008683193
535,0,0.002139942,0.008727041
536,0,0.002328051,0.008743666
537,0,0.001943667,0.008768253
538,0,0.0021239,0.008713933
539,0,0.002455727,0.008726384
540,0,0.002345329,0.008721432
541,0,0.00204291,0.008734276
542,0,0.001891789,0.00872048
543,0,0.002103555,0.00867554
544,0,0.001927905,0.0086738
545,0,0.002318338,0.00869943
546,0,0.002102223,0.008646013
547,0,0.001801935,0.00871791
548,0,0.002009162,0.008677483
549,0,0.00250843,0.008667272
550,0,0.00181769,0.00863955
551,0,0.002010672,0.008642334
552,0,0.002011448,0.008669302
553,0,0.002470679,0.008648066
554,0,0.002385146,0.00864563
555,0,0.002370125,0.008641117
556,0,0.002231072,0.008611918
557,0,0.002112058,0.008621078
558,0,0.002267813,0.00862813
559,0,0.00223597,0.008638635
560,0,0.002512981,0.008667232
561,0,0.002019313,0.008621021
562,0,0.002278749,0.008621689
563,0,0.002146955,0.008587725
564,0,0.002214239,0.008601094
565,0,0.002071768,0.008590893
566,0,0.002128062,0.008596504
567,0,0.002076877,0.008622243
568,0,0.002825866,0.008584012
569,0,0.002313259,0.008646157
570,0,0.002110834,0.008625507
571,0,0.002098001,0.008637093
572,0,0.002386181,0.008580627
573,0,0.001931566,0.008562973
574,0,0.001950455,0.008575624
575,0,0.002254114,0.008515984
576,0,0.001733602,0.00854561
577,0,0.002123532,0.008583369
578,0,0.002194997,0.008581116
579,0,0.002256543,0.008540176
580,0,0.002334816,0.008562102
581,0,0.002244777,0.008493233
582,0,0.001921666,0.008566228
583,0,0.002392322,0.008560091
584,0,0.002166311,0.008552432
585,0,0.001895757,0.008586193
586,0,0.002186082,0.00854892
587,0,0.001995889,0.008584659
588,0,0.002466172,0.008566502
589,0,0.002136232,0.008555826
590,0,0.002165581,0.008536453
591,0,0.002117205,0.008536907
592,0,0.001892905,0.008561946
593,0,0.002298394,0.008586153
594,0,0.00199736,0.008600228
595,0,0.002155762,0.008529971
596,0,0.002483352,0.008508621
597,0,0.002288501,0.008550889
598,0,0.001884384,0.008604717
599,0,0.002062018,0.008566797
600,0,0.002625348,0.008610791
601,0,0.002039446,0.008550586
602,0,0.002735266,0.008518221
603,0,0.001787977,0.00858004
604,0,0.001771823,0.008574808
605,0,0.001995437,0.008514792
606,0,0.00188855,0.008519489
607,0,0.002443393,0.008517946
608,0,0.002093947,0.008499404
609,0,0.002011253,0.008530896
610,0,0.002322439,0.008564954
611,0,0.001979122,0.008457689
612,0,0.002113288,0.00848655
613,0,0.001782488,0.008476099
614,0,0.001943441,0.008512486
615,0,0.002097524,0.008502338
616,0,0.002132853,0.008482389
617,0,0.002278611,0.008467874
618,0,0.002199684,0.008481679
619,0,0.001989,0.008505909
620,0,0.002282664,0.008487716
621,0,0.002364624,0.008502278
622,0,0.001982949,0.008459864
623,0,0.001813654,0.008500338
624,0,0.002630718,0.008408958
625,0,0.001804774,0.008448247
626,0,0.001780158,0.008448361
627,0,0.001840152,0.008402931
628,0,0.001848705,0.008400742
629,0,0.00185566,0.008439537
630,0,0.001772355,0.00842719
631,0,0.002387641,0.008480017
632,0,0.002231652,0.00839593
633,0,0.002515378,0.00843929
634,0,0.002011252,0.008412402
635,0,0.001963422,0.008342167
636,0,0.001863313,0.008328009
637,0,0.00196775,0.008349279
638,0,0.00192009,0.008339344
639,0,0.001939661,0.00833771
640,0,0.00241997,0.008348024
641,0,0.002378248,0.008334901
642,0,0.001976196,0.008315505
643,0,0.002292187,0.008357722
644,0,0.002006348,0.00833673
645,0,0.002242167,0.008303852
646,0,0.002155909,0.008306608
647,0,0.002175341,0.00828926
648,0,0.002121254,0.008286315
649,0,0.001664318,0.008275566
650,0,0.002108213,0.00821813
651,0,0.001749196,0.008266432
652,0,0.001755126,0.008254917
653,0,0.002054133,0.008288839
654,0,0.001930039,0.008264904
655,0,0.00202244,0.008273374
656,0,0.002053708,0.008216119
657,0,0.001900486,0.008237211
658,0,0.002424201,0.008256259
659,0,0.002540114,0.008287267
660,0,0.002161704,0.008221134
661,0,0.002504668,0.008266563
662,0,0.001939418,0.008231858
663,0,0.001886599,0.008222429
664,0,0.002121265,0.008216377
665,0,0.001875231,0.008235964
666,0,0.00163197,0.008196179
667,0,0.001792582,0.008175091
668,0,0.002243274,0.00818967
669,0,0.001896553,0.008203629
670,0,0.001790612,0.00815768
671,0,0.001778997,0.008210407
672,0,0.001587344,0.00808683
673,0,0.002252393,0.008163773
674,0,0.002190498,0.008163106
675,0,0.001900473,0.008189321
676,0,0.002052198,0.008098288
677,0,0.002142313,0.008141903
678,0,0.001789774,0.008113382
679,0,0.001871651,0.008101238
680,0,0.001584294,0.008087434
681,0,0.001842285,0.008074381
682,0,0.001724452,0.008120911
683,0,0.001956914,0.008115359
684,0,0.002182081,0.00813086
685,0,0.001765738,0.008053254
686,0,0.002073023,0.008023057
687,0,0.001799303,0.008061126
688,0,0.001389948,0.008057034
689,0,0.001826801,0.00806029
690,0,0.002198299,0.007993549
691,0,0.00168308,0.007984474
692,0,0.001760012,0.008031284
693,0,0.001849193,0.008026633
694,0,0.00210653,0.008011137
695,0,0.001937739,0.008003308
696,0,0.0019208,0.007995579
697,0,0.001778489,0.007985521
698,0,0.002049054,0.008002697
699,0,0.001591153,0.007942169
700,0,0.00210051,0.007976353
701,0,0.002344788,0.007969687
702,0,0.001754613,0.007949943
703,0,0.002091681,0.00796473
704,0,0.001622375,0.007928972
705,0,0.002052899,0.007966243
706,0,0.002128134,0.007951673
707,0,0.001957076,0.007946102
708,0,0.002412474,0.007903669
709,0,0.001599407,0.007922231
710,0,0.002010446,0.007916354
711,0,0.001685227,0.007917548
712,0,0.001648712,0.007917676
713,0,0.001914379,0.007917561
714,0,0.001746182,0.007941289
715,0,0.001898724,0.007900696
716,0,0.002123923,0.007870507
717,0,0.001772743,0.007893492
718,0,0.001847704,0.007909134
719,0,0.002179693,0.007918467
720,0,0.001735625,0.007886827
721,0,0.002219994,0.007910709
722,0,0.001884868,0.007863808
723,0,0.001871042,0.007887505
724,0,0.001896681,0.007872477
725,0,0.001880804,0.007856137
726,0,0.002159964,0.007883376
727,0,0.001921086,0.007876193
728,0,0.002056119,0.007864181
729,0,0.001857643,0.007836035
730,0,0.001667932,0.007858774
731,0,0.001981158,0.007894444
732,0,0.001926657,0.007854175
733,0,0.001894668,0.007881518
734,0,0.002068683,0.007834823
735,0,0.002027584,0.007850436
736,0,0.001537624,0.007804707
737,0,0.001906091,0.007849575
738,0,0.001893829,0.007861914
739,0,0.001893415,0.007823765
740,0,0.00163721,0.0078159
741,0,0.001520407,0.007830255
742,0,0.001962615,0.00778273
743,0,0.001830364,0.007844305
744,0,0.001698546,0.00784477
745,0,0.001574506,0.00782299
746,0,0.001766865,0.007817251
747,0,0.001860368,0.007853528
748,0,0.002076276,0.007838229
749,0,0.001701248,0.007818992
750,0,0.001781024,0.007813949
751,0,0.002103121,0.007822456
752,0,0.001953593,0.007861546
753,0,0.001874626,0.007795224
754,0,0.001927208,0.007823621
755,0,0.001693097,0.007802696
756,0,0.001732145,0.007821092
757,0,0.001505963,0.007757173
758,0,0.001417433,0.007812317
759,0,0.001810792,0.007779332
760,0,0.001719962,0.007756465
761,0,0.001943577,0.007779429
762,0,0.001480988,0.007762865
763,0,0.001905336,0.007777777
764,0,0.002150942,0.007806028
765,0,0.001987499,0.00778015
766,0,0.001612969,0.007757555
767,0,0.002002831,0.007750049
768,0,0.001628992,0.007782113
769,0,0.00182894,0.007714699
770,0,0.001953247,0.007804008
771,0,0.001728433,0.007757248
772,0,0.001526852,0.007731889
773,0,0.001595104,0.007739922
774,0,0.001682242,0.00772527
775,0,0.001595755,0.007739787
776,0,0.002229333,0.007746793
777,0,0.001720395,0.007692301
778,0,0.002349332,0.007773253
779,0,0.001788415,0.007740729
780,0,0.001537103,0.007744927
781,0,0.00207691,0.007747684
782,0,0.001478854,0.007732746
783,0,0.001555804,0.007707068
784,0,0.001830039,0.007686526
785,0,0.001639679,0.007733796
786,0,0.001403129,0.007729951
787,0,0.001720399,0.007704449
788,0,0.001813839,0.007686388
789,0,0.001818124,0.007699766
790,0,0.001620983,0.007696312
791,0,0.001853483,0.007709326
792,0,0.001820342,0.007710264
793,0,0.001813774,0.007753017
794,0,0.00178428,0.007727738
795,0,0.001685454,0.007700253
796,0,0.002399715,0.007672017
797,0,0.001624453,0.007710843
798,0,0.001527304,0.007681897
799,0,0.001505551,0.007661353
800,0,0.00202929,0.00769519
801,0,0.001734147,0.007681495
802,0,0.002067655,0.007667932
803,0,0.001547827,0.007726262
804,0,0.001510213,0.007684236
805,0,0.001801277,0.007667769
806,0,0.001497049,0.007652301
807,0,0.00188592,0.007685991
808,0,0.001541604,0.007653473
809,0,0.001974846,0.007670411
810,0,0.00149434,0.007710584
811,0,0.001807942,0.007663088
812,0,0.001615831,0.007683818
813,0,0.00148033,0.007669359
814,0,0.001632969,0.00763858
815,0,0.001429398,0.007595855
816,0,0.001716145,0.007651336
817,0,0.001654945,0.007669576
818,0,0.001688642,0.007643204
819,0,0.001424383,0.007636453
820,0,0.001548966,0.007591793
821,0,0.001660455,0.007635817
822,0,0.001692803,0.007649089
823,0,0.001649342,0.007644626
824,0,0.001712332,0.007668244
825,0,0.001957503,0.007654163
826,0,0.001639308,0.007608587
827,0,0.001372736,0.007604613
828,0,0.002188646,0.007643971
829,0,0.001593554,0.00763965
830,0,0.001792196,0.007621212
831,0,0.001741831,0.007590304
832,0,0.00170888,0.007594001
833,0,0.001656773,0.007624252
834,0,0.001948457,0.007608399
835,0,0.001563048,0.007606607
836,0,0.001820751,0.007622373
837,0,0.001321197,0.0075938
838,0,0.00253877,0.007596602
839,0,0.001760954,0.007581725
840,0,0.00137518,0.007589886
841,0,0.001651849,0.007597623
842,0,0.002058219,0.007593268
843,0,0.001512838,0.007581168
844,0,0.001605851,0.007590562
845,0,0.001839412,0.007603942
846,0,0.001629595,0.007589467
847,0,0.002053519,0.007589704
848,0,0.001589408,0.00758029
849,0,0.001680489,0.007585939
850,0,0.001686174,0.00758692
851,0,0.001776723,0.00754824
852,0,0.001670522,0.007545332
853,0,0.002121515,0.007563174
854,0,0.001792241,0.007565753
855,0,0.00151629,0.007557121
856,0,0.002117579,0.007563928
857,0,0.001749187,0.007604969
858,0,0.001789543,0.007576712
859,0,0.001478635,0.007570029
860,0,0.00171181,0.007571945
861,0,0.001708809,0.007574032
862,0,0.001394251,0.007570656
863,0,0.001526564,0.007550937
864,0,0.00155269,0.007548167
865,0,0.001522827,0.007551407
866,0,0.001905521,0.007579701
867,0,0.001535596,0.007580746
868,0,0.001753831,0.007543121
869,0,0.001586044,0.007572992
870,0,0.001690227,0.007574045
871,0,0.001259851,0.007604563
