,,,,,,,,화약,,뇌관,,암석분류,,암석명,,심발공,
,,,,,,,,0,모든 폭약,0,모든 뇌관,0,모든 암석분류,0,모든 암석명,0,모든 심발
,,,,,,,,1,에멀젼C,1,비전기,1,변성암,1,규장암,1,Cylinder-cut
,,,,,,,,2,정밀폭약,2,전기,2,퇴적암,2,사암,2,TBM 선굴착
,,,,,,,,3,함수폭약,3,전자,3,화성암,3,석회암,3,V-CUT
,,,,,,,,,,,,,,4,섬록암,4,라인 드릴링
,,,,,,,,,,,,,,5,셰일,5,분착식 다단발파
,,,,,,,,,,,,,,6,안산암,6,선대구경
,,,,,,,,,,,,,,7,응회암,7,수직구
,,,,,,,,,,,,,,8,편마암,,
,,,,,,,,,,,,,,9,편암,,
,,,,,,,,,,,,,,10,화강반암,,
,,,,,,,,,,,,,,11, 화강암,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,K,n,s,exp,det,rot,roc,cen,,,,,,,,,
0,82.45964419,-1.349510037,0.212049795,모든 화약,전자,퇴적암,모든 암종,선대구경,,,,,,,,,
0,180.5546999,-1.707872782,0.12061431,모든 화약,전자,화성암,모든 암종,선대구경,,,,,,,,,
0,142.1805196,-1.66067665,0.126841478,모든 화약,전자,모든 암석분류,모든 암종,선대구경,,,,,,,,,
0,218.1800559,-1.757616386,0.100499376,모든 화약,전자,모든 암석분류,규장암,선대구경,,,,,,,,,
0,289.3662656,-1.804806106,0.090120199,모든 화약,전자,모든 암석분류,사암,선대구경,,,,,,,,,
0,316.8989047,-1.822234734,0.092480334,모든 화약,전자,모든 암석분류,석회암,선대구경,,,,,,,,,
0,360.2100329,-1.864070816,0.087744205,모든 화약,전자,모든 암석분류,섬록암,선대구경,,,,,,,,,
0,349.457314,-1.73119721,0.06445331,모든 화약,전자,모든 암석분류,셰일,선대구경,,,,,,,,,
0,244.4418111,-1.395571496,0.135299006,모든 화약,전자,모든 암석분류,안산암,선대구경,,,,,,,,,
0,72.09881068,-1.030949055,0.199279263,모든 화약,전자,모든 암석분류,응회암,선대구경,,,,,,,,,
0,6.126872082,-1.00355862,0.182450851,모든 화약,전자,모든 암석분류,편마암,선대구경,,,,,,,,,
0,20.23892412,-1.182185634,0.130081377,모든 화약,전자,모든 암석분류,편암,선대구경,,,,,,,,,
0,80.85181981,-1.452349467,0.111777212,모든 화약,전자,모든 암석분류,화강반암,선대구경,,,,,,,,,
0,166.2730487,-1.683491705,0.12596268,모든 화약,전자,모든 암석분류,화강암,선대구경,,,,,,,,,
0,68.55554775,-1.40428999,0.299766131,모든 화약,전자,모든 암석분류,모든 암종,수직구,,,,,,,,,
0,4.414129881,-1.012482558,0.505410095,모든 화약,전자,변성암,모든 암종,수직구,,,,,,,,,
0,-3.804433819,-1.109923498,0.51420835,모든 화약,전자,퇴적암,모든 암종,수직구,,,,,,,,,
0,44.92334102,-1.384371035,0.311487549,모든 화약,전자,화성암,모든 암종,수직구,,,,,,,,,
0,68.55554775,-1.40428999,0.299766131,모든 화약,전자,모든 암석분류,모든 암종,수직구,,,,,,,,,
0,110.0621117,-1.475252968,0.284260545,모든 화약,전자,모든 암석분류,규장암,수직구,,,,,,,,,
0,146.8012349,-1.533874817,0.279151555,모든 화약,전자,모든 암석분류,사암,수직구,,,,,,,,,
0,190.91816,-1.630095081,0.269060325,모든 화약,전자,모든 암석분류,석회암,수직구,,,,,,,,,
0,239.443541,-1.711761669,0.265329871,모든 화약,전자,모든 암석분류,섬록암,수직구,,,,,,,,,
0,263.9442031,-1.72363656,0.244268869,모든 화약,전자,모든 암석분류,셰일,수직구,,,,,,,,,
0,196.1616638,-1.487660746,0.312324139,모든 화약,전자,모든 암석분류,안산암,수직구,,,,,,,,,
0,49.00183733,-1.088523454,0.424290497,모든 화약,전자,모든 암석분류,응회암,수직구,,,,,,,,,
0,-5.931211789,-1.101562832,0.414515865,모든 화약,전자,모든 암석분류,편마암,수직구,,,,,,,,,
0,20.24545355,-1.301190988,0.318579375,모든 화약,전자,모든 암석분류,편암,수직구,,,,,,,,,
0,59.27166895,-1.540934645,0.29903438,모든 화약,전자,모든 암석분류,화강반암,수직구,,,,,,,,,
0,118.3146266,-1.796601183,0.331373877,모든 화약,전자,모든 암석분류,화강암,수직구,,,,,,,,,
0,41.81569276,-1.423398317,0.16877165,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,모든 심발,,,,,,,,,
0,49.09853461,-1.47396946,0.149347204,에멀젼C,모든 뇌관,변성암,모든 암종,모든 심발,,,,,,,,,
0,101.7987314,-1.672244788,0.102539685,에멀젼C,모든 뇌관,퇴적암,모든 암종,모든 심발,,,,,,,,,
0,37.25244287,-1.377955251,0.180608416,에멀젼C,모든 뇌관,화성암,모든 암종,모든 심발,,,,,,,,,
0,41.81569276,-1.423398317,0.16877165,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,모든 심발,,,,,,,,,
0,321.8443496,-1.760289216,0.050170752,에멀젼C,모든 뇌관,모든 암석분류,규장암,모든 심발,,,,,,,,,
0,223.6199678,-1.876417327,0.052196391,에멀젼C,모든 뇌관,모든 암석분류,사암,모든 심발,,,,,,,,,
0,80.78354881,-1.7233521,0.121668413,에멀젼C,모든 뇌관,모든 암석분류,석회암,모든 심발,,,,,,,,,
0,272.6298259,-1.816783528,0.097451067,에멀젼C,모든 뇌관,모든 암석분류,섬록암,모든 심발,,,,,,,,,
0,188.630971,-1.728263968,0.081241881,에멀젼C,모든 뇌관,모든 암석분류,셰일,모든 심발,,,,,,,,,
0,110.6167398,-1.601541382,0.090739219,에멀젼C,모든 뇌관,모든 암석분류,안산암,모든 심발,,,,,,,,,
0,34.13165282,-1.46889994,0.094692116,에멀젼C,모든 뇌관,모든 암석분류,응회암,모든 심발,,,,,,,,,
0,42.92840496,-1.454379016,0.155184644,에멀젼C,모든 뇌관,모든 암석분류,편마암,모든 심발,,,,,,,,,
0,86.71529213,-1.613095663,0.104198705,에멀젼C,모든 뇌관,모든 암석분류,편암,모든 심발,,,,,,,,,
0,44.66684094,-1.49182997,0.090891562,에멀젼C,모든 뇌관,모든 암석분류,화강반암,모든 심발,,,,,,,,,
0,35.67858349,-1.406201357,0.1908082,에멀젼C,모든 뇌관,모든 암석분류,화강암,모든 심발,,,,,,,,,
0,43.69931981,-1.442684909,0.143328366,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,Cylinder-cut,,,,,,,,,
0,12.13840621,-1.193987769,0.158822838,에멀젼C,모든 뇌관,변성암,모든 암종,Cylinder-cut,,,,,,,,,
0,64.92077145,-1.656837578,0.128796937,에멀젼C,모든 뇌관,퇴적암,모든 암종,Cylinder-cut,,,,,,,,,
0,60.36070103,-1.50625302,0.12938989,에멀젼C,모든 뇌관,화성암,모든 암종,Cylinder-cut,,,,,,,,,
0,43.69931981,-1.442684909,0.143328366,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,Cylinder-cut,,,,,,,,,
0,266.5698902,-1.734610545,0.076667804,에멀젼C,모든 뇌관,모든 암석분류,규장암,Cylinder-cut,,,,,,,,,
0,173.0769614,-1.837304118,0.092944733,에멀젼C,모든 뇌관,모든 암석분류,사암,Cylinder-cut,,,,,,,,,
0,94.54791457,-1.754646156,0.119974946,에멀젼C,모든 뇌관,모든 암석분류,석회암,Cylinder-cut,,,,,,,,,
0,147.7904086,-1.683414215,0.117689884,에멀젼C,모든 뇌관,모든 암석분류,섬록암,Cylinder-cut,,,,,,,,,
0,135.5910965,-1.580839664,0.13638693,에멀젼C,모든 뇌관,모든 암석분류,셰일,Cylinder-cut,,,,,,,,,
0,58.16272603,-1.445476073,0.131260627,에멀젼C,모든 뇌관,모든 암석분류,안산암,Cylinder-cut,,,,,,,,,
0,7.687898396,-1.270893575,0.13784832,에멀젼C,모든 뇌관,모든 암석분류,응회암,Cylinder-cut,,,,,,,,,
0,6.939083146,-1.151851652,0.168801946,에멀젼C,모든 뇌관,모든 암석분류,편마암,Cylinder-cut,,,,,,,,,
0,39.15048351,-1.387426351,0.104123462,에멀젼C,모든 뇌관,모든 암석분류,편암,Cylinder-cut,,,,,,,,,
0,51.58874874,-1.509955321,0.090300706,에멀젼C,모든 뇌관,모든 암석분류,화강반암,Cylinder-cut,,,,,,,,,
0,53.03508383,-1.503472545,0.140337487,에멀젼C,모든 뇌관,모든 암석분류,화강암,Cylinder-cut,,,,,,,,,
0,8.617076996,-0.829278829,0.630900455,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,TBM 선굴착,,,,,,,,,
0,-7.096546479,-0.869231563,0.475483577,에멀젼C,모든 뇌관,변성암,모든 암종,TBM 선굴착,,,,,,,,,
0,28.73592161,-1.20298996,0.396215374,에멀젼C,모든 뇌관,퇴적암,모든 암종,TBM 선굴착,,,,,,,,,
0,8.953708862,-0.841030194,0.615112665,에멀젼C,모든 뇌관,화성암,모든 암종,TBM 선굴착,,,,,,,,,
0,8.617076996,-0.829278829,0.630900455,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,TBM 선굴착,,,,,,,,,
0,239.1364689,-1.335540323,0.378785909,에멀젼C,모든 뇌관,모든 암석분류,규장암,TBM 선굴착,,,,,,,,,
0,140.1043182,-1.539001367,0.330137207,에멀젼C,모든 뇌관,모든 암석분류,사암,TBM 선굴착,,,,,,,,,
0,75.64248833,-1.454268545,0.321783871,에멀젼C,모든 뇌관,모든 암석분류,석회암,TBM 선굴착,,,,,,,,,
0,119.6039697,-1.451347824,0.317182581,에멀젼C,모든 뇌관,모든 암석분류,섬록암,TBM 선굴착,,,,,,,,,
0,92.94932447,-1.334673046,0.306642632,에멀젼C,모든 뇌관,모든 암석분류,셰일,TBM 선굴착,,,,,,,,,
0,36.89918792,-1.160800478,0.317592086,에멀젼C,모든 뇌관,모든 암석분류,안산암,TBM 선굴착,,,,,,,,,
0,-1.921272167,-1.080438851,0.334170714,에멀젼C,모든 뇌관,모든 암석분류,응회암,TBM 선굴착,,,,,,,,,
0,-2.582946971,-1.088807151,0.354008869,에멀젼C,모든 뇌관,모든 암석분류,편마암,TBM 선굴착,,,,,,,,,
0,15.51608802,-1.129432406,0.374885331,에멀젼C,모든 뇌관,모든 암석분류,편암,TBM 선굴착,,,,,,,,,
0,8.20054834,-1.044815093,0.441885521,에멀젼C,모든 뇌관,모든 암석분류,화강반암,TBM 선굴착,,,,,,,,,
0,6.513684238,-0.841912511,0.616563429,에멀젼C,모든 뇌관,모든 암석분류,화강암,TBM 선굴착,,,,,,,,,
0,42.71484613,-1.428671525,0.162250568,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,V-CUT,,,,,,,,,
0,74.40149614,-1.586384125,0.132820561,에멀젼C,모든 뇌관,변성암,모든 암종,V-CUT,,,,,,,,,
0,70.69879444,-1.605332815,0.08553151,에멀젼C,모든 뇌관,퇴적암,모든 암종,V-CUT,,,,,,,,,
0,29.92296423,-1.294303241,0.187816355,에멀젼C,모든 뇌관,화성암,모든 암종,V-CUT,,,,,,,,,
0,42.71484613,-1.428671525,0.162250568,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,V-CUT,,,,,,,,,
0,320.5330082,-1.769447608,0.054542343,에멀젼C,모든 뇌관,모든 암석분류,규장암,V-CUT,,,,,,,,,
0,161.7257284,-1.807491838,0.056798445,에멀젼C,모든 뇌관,모든 암석분류,사암,V-CUT,,,,,,,,,
0,140.0388396,-1.760344719,0.068467656,에멀젼C,모든 뇌관,모든 암석분류,석회암,V-CUT,,,,,,,,,
0,205.4554957,-1.799032114,0.068861333,에멀젼C,모든 뇌관,모든 암석분류,섬록암,V-CUT,,,,,,,,,
0,189.4166404,-1.739308076,0.077578348,에멀젼C,모든 뇌관,모든 암석분류,셰일,V-CUT,,,,,,,,,
0,99.92845806,-1.576760373,0.077299244,에멀젼C,모든 뇌관,모든 암석분류,안산암,V-CUT,,,,,,,,,
0,40.49988171,-1.503215225,0.093415235,에멀젼C,모든 뇌관,모든 암석분류,응회암,V-CUT,,,,,,,,,
0,67.62681151,-1.575131596,0.130047237,에멀젼C,모든 뇌관,모든 암석분류,편마암,V-CUT,,,,,,,,,
0,89.16230237,-1.61989046,0.115712546,에멀젼C,모든 뇌관,모든 암석분류,편암,V-CUT,,,,,,,,,
0,66.0637531,-1.530464001,0.134398266,에멀젼C,모든 뇌관,모든 암석분류,화강반암,V-CUT,,,,,,,,,
0,34.20464002,-1.438490605,0.176870382,에멀젼C,모든 뇌관,모든 암석분류,화강암,V-CUT,,,,,,,,,
0,73.67331057,-1.43363256,0.178624974,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,라인 드릴링,,,,,,,,,
0,74.99420415,-1.596503201,0.125107332,에멀젼C,모든 뇌관,변성암,모든 암종,라인 드릴링,,,,,,,,,
0,102.5328381,-1.651302164,0.1028652,에멀젼C,모든 뇌관,퇴적암,모든 암종,라인 드릴링,,,,,,,,,
0,73.35085728,-1.434944086,0.177692706,에멀젼C,모든 뇌관,화성암,모든 암종,라인 드릴링,,,,,,,,,
0,73.67331057,-1.43363256,0.178624974,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,라인 드릴링,,,,,,,,,
0,282.8010434,-1.763790577,0.077650826,에멀젼C,모든 뇌관,모든 암석분류,규장암,라인 드릴링,,,,,,,,,
0,227.8450099,-1.835505742,0.061870509,에멀젼C,모든 뇌관,모든 암석분류,사암,라인 드릴링,,,,,,,,,
0,252.9652903,-1.836459669,0.068322307,에멀젼C,모든 뇌관,모든 암석분류,석회암,라인 드릴링,,,,,,,,,
0,297.568849,-1.838767456,0.061008457,에멀젼C,모든 뇌관,모든 암석분류,섬록암,라인 드릴링,,,,,,,,,
0,289.5727375,-1.786620787,0.062058016,에멀젼C,모든 뇌관,모든 암석분류,셰일,라인 드릴링,,,,,,,,,
0,229.7157901,-1.691110453,0.089345582,에멀젼C,모든 뇌관,모든 암석분류,안산암,라인 드릴링,,,,,,,,,
0,95.73340432,-1.5117524,0.130195919,에멀젼C,모든 뇌관,모든 암석분류,응회암,라인 드릴링,,,,,,,,,
0,74.16684684,-1.617798691,0.123264281,에멀젼C,모든 뇌관,모든 암석분류,편마암,라인 드릴링,,,,,,,,,
0,102.6205361,-1.684377571,0.115768809,에멀젼C,모든 뇌관,모든 암석분류,편암,라인 드릴링,,,,,,,,,
0,79.88596213,-1.645518858,0.108365161,에멀젼C,모든 뇌관,모든 암석분류,화강반암,라인 드릴링,,,,,,,,,
0,65.44171105,-1.568040925,0.136511323,에멀젼C,모든 뇌관,모든 암석분류,화강암,라인 드릴링,,,,,,,,,
0,128.9842832,-1.676177306,0.11185065,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,분착식 다단발파,,,,,,,,,
0,73.05481201,-1.576505343,0.10100629,에멀젼C,모든 뇌관,변성암,모든 암종,분착식 다단발파,,,,,,,,,
0,128.5634507,-1.676943883,0.110223191,에멀젼C,모든 뇌관,퇴적암,모든 암종,분착식 다단발파,,,,,,,,,
0,162.7055757,-1.695001249,0.102595841,에멀젼C,모든 뇌관,화성암,모든 암종,분착식 다단발파,,,,,,,,,
0,128.9842832,-1.676177306,0.11185065,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,분착식 다단발파,,,,,,,,,
0,246.7443722,-1.785991553,0.057862538,에멀젼C,모든 뇌관,모든 암석분류,규장암,분착식 다단발파,,,,,,,,,
0,271.5911262,-1.846147131,0.080443125,에멀젼C,모든 뇌관,모든 암석분류,사암,분착식 다단발파,,,,,,,,,
0,306.1344631,-1.850247874,0.086181665,에멀젼C,모든 뇌관,모든 암석분류,석회암,분착식 다단발파,,,,,,,,,
0,356.6540429,-1.906517771,0.078140245,에멀젼C,모든 뇌관,모든 암석분류,섬록암,분착식 다단발파,,,,,,,,,
0,357.6454101,-1.881041032,0.067756939,에멀젼C,모든 뇌관,모든 암석분류,셰일,분착식 다단발파,,,,,,,,,
0,324.9892759,-1.785490274,0.080980654,에멀젼C,모든 뇌관,모든 암석분류,안산암,분착식 다단발파,,,,,,,,,
0,124.4039056,-1.45970307,0.129625895,에멀젼C,모든 뇌관,모든 암석분류,응회암,분착식 다단발파,,,,,,,,,
0,51.48966916,-1.402725152,0.178435847,에멀젼C,모든 뇌관,모든 암석분류,편마암,분착식 다단발파,,,,,,,,,
0,82.31246711,-1.619355971,0.124135383,에멀젼C,모든 뇌관,모든 암석분류,편암,분착식 다단발파,,,,,,,,,
0,109.5379512,-1.689769343,0.109319351,에멀젼C,모든 뇌관,모든 암석분류,화강반암,분착식 다단발파,,,,,,,,,
0,104.0345051,-1.661779221,0.125097587,에멀젼C,모든 뇌관,모든 암석분류,화강암,분착식 다단발파,,,,,,,,,
0,92.84647561,-1.571882363,0.125694669,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,선대구경,,,,,,,,,
0,29.92196201,-1.286803362,0.152497731,에멀젼C,모든 뇌관,변성암,모든 암종,선대구경,,,,,,,,,
0,109.0588746,-1.510760109,0.142541127,에멀젼C,모든 뇌관,퇴적암,모든 암종,선대구경,,,,,,,,,
0,200.8203484,-1.753221372,0.103324217,에멀젼C,모든 뇌관,화성암,모든 암종,선대구경,,,,,,,,,
0,92.84647561,-1.571882363,0.125694669,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,선대구경,,,,,,,,,
0,200.7827293,-1.630357898,0.118572079,에멀젼C,모든 뇌관,모든 암석분류,규장암,선대구경,,,,,,,,,
0,283.7742553,-1.780099495,0.111837837,에멀젼C,모든 뇌관,모든 암석분류,사암,선대구경,,,,,,,,,
0,319.343316,-1.801343299,0.108137043,에멀젼C,모든 뇌관,모든 암석분류,석회암,선대구경,,,,,,,,,
0,368.2376259,-1.877710149,0.0886872,에멀젼C,모든 뇌관,모든 암석분류,섬록암,선대구경,,,,,,,,,
0,380.3128927,-1.897506877,0.074234194,에멀젼C,모든 뇌관,모든 암석분류,셰일,선대구경,,,,,,,,,
0,378.7484841,-1.878306173,0.067711807,에멀젼C,모든 뇌관,모든 암석분류,안산암,선대구경,,,,,,,,,
0,162.9736647,-1.505196371,0.12698586,에멀젼C,모든 뇌관,모든 암석분류,응회암,선대구경,,,,,,,,,
0,27.98360434,-1.281197367,0.154908172,에멀젼C,모든 뇌관,모든 암석분류,편마암,선대구경,,,,,,,,,
0,46.9716783,-1.285700791,0.19261501,에멀젼C,모든 뇌관,모든 암석분류,편암,선대구경,,,,,,,,,
0,97.08647504,-1.490299869,0.148321211,에멀젼C,모든 뇌관,모든 암석분류,화강반암,선대구경,,,,,,,,,
0,134.7741301,-1.670700868,0.125164295,에멀젼C,모든 뇌관,모든 암석분류,화강암,선대구경,,,,,,,,,
0,4.257529593,-0.599578858,0.843444804,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,수직구,,,,,,,,,
0,-10.08379891,-0.748396149,0.651184908,에멀젼C,모든 뇌관,변성암,모든 암종,수직구,,,,,,,,,
0,-20.17390768,-0.585134889,0.720713809,에멀젼C,모든 뇌관,퇴적암,모든 암종,수직구,,,,,,,,,
0,3.860036271,-0.617432077,0.784974678,에멀젼C,모든 뇌관,화성암,모든 암종,수직구,,,,,,,,,
0,4.257529593,-0.599578858,0.843444804,에멀젼C,모든 뇌관,모든 암석분류,모든 암종,수직구,,,,,,,,,
0,104.8219256,-0.982536254,0.609105705,에멀젼C,모든 뇌관,모든 암석분류,규장암,수직구,,,,,,,,,
0,167.8363513,-1.136192581,0.579393876,에멀젼C,모든 뇌관,모든 암석분류,사암,수직구,,,,,,,,,
0,190.8058925,-1.207987106,0.548853694,에멀젼C,모든 뇌관,모든 암석분류,석회암,수직구,,,,,,,,,
0,229.6882347,-1.296489144,0.523157686,에멀젼C,모든 뇌관,모든 암석분류,섬록암,수직구,,,,,,,,,
0,255.2446459,-1.355644109,0.498092922,에멀젼C,모든 뇌관,모든 암석분류,셰일,수직구,,,,,,,,,
0,258.7315723,-1.374041361,0.475212243,에멀젼C,모든 뇌관,모든 암석분류,안산암,수직구,,,,,,,,,
0,106.3693032,-1.150586696,0.512536953,에멀젼C,모든 뇌관,모든 암석분류,응회암,수직구,,,,,,,,,
0,18.36860015,-1.011338608,0.547225523,에멀젼C,모든 뇌관,모든 암석분류,편마암,수직구,,,,,,,,,
0,-7.193400427,-0.757484075,0.629675845,에멀젼C,모든 뇌관,모든 암석분류,편암,수직구,,,,,,,,,
0,-3.601574586,-0.66175112,0.710497231,에멀젼C,모든 뇌관,모든 암석분류,화강반암,수직구,,,,,,,,,
0,2.930175699,-0.612330874,0.811330973,에멀젼C,모든 뇌관,모든 암석분류,화강암,수직구,,,,,,,,,
0,105.0791583,-1.63657988,0.119625407,에멀젼C,비전기,모든 암석분류,모든 암종,모든 심발,,,,,,,,,
0,81.64208794,-1.58711566,0.148005133,에멀젼C,비전기,변성암,모든 암종,모든 심발,,,,,,,,,
0,165.3808072,-1.800589166,0.101406708,에멀젼C,비전기,퇴적암,모든 암종,모든 심발,,,,,,,,,
0,165.5577146,-1.725592131,0.118608299,에멀젼C,비전기,화성암,모든 암종,모든 심발,,,,,,,,,
0,105.0791583,-1.63657988,0.119625407,에멀젼C,비전기,모든 암석분류,모든 암종,모든 심발,,,,,,,,,
0,321.4557357,-1.773570797,0.057777496,에멀젼C,비전기,모든 암석분류,규장암,모든 심발,,,,,,,,,
0,238.9690539,-1.886725853,0.052299308,에멀젼C,비전기,모든 암석분류,사암,모든 심발,,,,,,,,,
0,168.1846919,-1.993278539,0.045418944,에멀젼C,비전기,모든 암석분류,석회암,모든 심발,,,,,,,,,
0,312.0269285,-2.035565246,0.0147932,에멀젼C,비전기,모든 암석분류,섬록암,모든 심발,,,,,,,,,
0,338.3285515,-1.966361862,0.030834575,에멀젼C,비전기,모든 암석분류,셰일,모든 심발,,,,,,,,,
0,228.1631226,-1.742369806,0.054950479,에멀젼C,비전기,모든 암석분류,안산암,모든 심발,,,,,,,,,
0,35.08674177,-1.473310452,0.091844988,에멀젼C,비전기,모든 암석분류,응회암,모든 심발,,,,,,,,,
0,80.44187127,-1.586613159,0.123586091,에멀젼C,비전기,모든 암석분류,편마암,모든 심발,,,,,,,,,
0,130.5261405,-1.744597889,0.078896157,에멀젼C,비전기,모든 암석분류,편암,모든 심발,,,,,,,,,
0,128.328124,-1.744089815,0.035102802,에멀젼C,비전기,모든 암석분류,화강반암,모든 심발,,,,,,,,,
0,145.0305388,-1.727769102,0.134998989,에멀젼C,비전기,모든 암석분류,화강암,모든 심발,,,,,,,,,
0,112.7657649,-1.701489063,0.082594807,에멀젼C,비전기,모든 암석분류,모든 암종,Cylinder-cut,,,,,,,,,
0,73.27772953,-1.598295012,0.095725758,에멀젼C,비전기,변성암,모든 암종,Cylinder-cut,,,,,,,,,
0,218.6433549,-1.976193729,0.089673534,에멀젼C,비전기,퇴적암,모든 암종,Cylinder-cut,,,,,,,,,
0,345.9216357,-2.037459321,0.026708755,에멀젼C,비전기,화성암,모든 암종,Cylinder-cut,,,,,,,,,
0,112.7657649,-1.701489063,0.082594807,에멀젼C,비전기,모든 암석분류,모든 암종,Cylinder-cut,,,,,,,,,
0,280.9690435,-1.80909607,0.047704801,에멀젼C,비전기,모든 암석분류,규장암,Cylinder-cut,,,,,,,,,
0,233.8675109,-1.864111012,0.040771943,에멀젼C,비전기,모든 암석분류,사암,Cylinder-cut,,,,,,,,,
0,267.5950795,-1.8991823,0.050826146,에멀젼C,비전기,모든 암석분류,석회암,Cylinder-cut,,,,,,,,,
0,313.5333878,-1.922548374,0.058672303,에멀젼C,비전기,모든 암석분류,섬록암,Cylinder-cut,,,,,,,,,
0,295.4380714,-1.783643762,0.102359019,에멀젼C,비전기,모든 암석분류,셰일,Cylinder-cut,,,,,,,,,
0,204.0819105,-1.612513802,0.091979927,에멀젼C,비전기,모든 암석분류,안산암,Cylinder-cut,,,,,,,,,
0,10.56684158,-1.314476272,0.110600796,에멀젼C,비전기,모든 암석분류,응회암,Cylinder-cut,,,,,,,,,
0,28.45248362,-1.404288616,0.104470187,에멀젼C,비전기,모든 암석분류,편마암,Cylinder-cut,,,,,,,,,
0,149.1620585,-1.652483179,0.069373364,에멀젼C,비전기,모든 암석분류,편암,Cylinder-cut,,,,,,,,,
0,324.8286253,-1.98472285,-0.051410972,에멀젼C,비전기,모든 암석분류,화강반암,Cylinder-cut,,,,,,,,,
0,407.3642433,-2.032530237,0.0585612,에멀젼C,비전기,모든 암석분류,화강암,Cylinder-cut,,,,,,,,,
0,124.5851813,-1.403885897,0.026533524,에멀젼C,비전기,모든 암석분류,모든 암종,TBM 선굴착,,,,,,,,,
0,105.5256108,-1.555331853,-0.03569834,에멀젼C,비전기,변성암,모든 암종,TBM 선굴착,,,,,,,,,
0,200.4901815,-1.794455209,-0.042003427,에멀젼C,비전기,퇴적암,모든 암종,TBM 선굴착,,,,,,,,,
0,313.0390866,-1.66681973,0.06628548,에멀젼C,비전기,화성암,모든 암종,TBM 선굴착,,,,,,,,,
0,124.5851813,-1.403885897,0.026533524,에멀젼C,비전기,모든 암석분류,모든 암종,TBM 선굴착,,,,,,,,,
0,276.2858816,-1.618166901,-0.018240862,에멀젼C,비전기,모든 암석분류,규장암,TBM 선굴착,,,,,,,,,
0,242.6567015,-1.766299914,-0.012693651,에멀젼C,비전기,모든 암석분류,사암,TBM 선굴착,,,,,,,,,
0,240.5743808,-1.821278745,0.01289514,에멀젼C,비전기,모든 암석분류,석회암,TBM 선굴착,,,,,,,,,
0,258.9422282,-1.826659828,0.039296041,에멀젼C,비전기,모든 암석분류,섬록암,TBM 선굴착,,,,,,,,,
0,206.5188755,-1.742418895,0.039376645,에멀젼C,비전기,모든 암석분류,셰일,TBM 선굴착,,,,,,,,,
0,203.5955718,-1.679808796,0.014811396,에멀젼C,비전기,모든 암석분류,안산암,TBM 선굴착,,,,,,,,,
0,53.59262877,-1.470160315,0.04171419,에멀젼C,비전기,모든 암석분류,응회암,TBM 선굴착,,,,,,,,,
0,85.50649551,-1.538748284,0.062482071,에멀젼C,비전기,모든 암석분류,편마암,TBM 선굴착,,,,,,,,,
0,144.7383596,-1.56825156,0.068823261,에멀젼C,비전기,모든 암석분류,편암,TBM 선굴착,,,,,,,,,
0,270.9450031,-1.701859374,-0.033002478,에멀젼C,비전기,모든 암석분류,화강반암,TBM 선굴착,,,,,,,,,
0,387.718932,-1.663950351,0.01899525,에멀젼C,비전기,모든 암석분류,화강암,TBM 선굴착,,,,,,,,,
0,129.3688236,-1.701763637,0.104890722,에멀젼C,비전기,모든 암석분류,모든 암종,V-CUT,,,,,,,,,
0,96.83409906,-1.579766867,0.04467335,에멀젼C,비전기,변성암,모든 암종,V-CUT,,,,,,,,,
0,132.1093125,-1.66910198,0.002926955,에멀젼C,비전기,퇴적암,모든 암종,V-CUT,,,,,,,,,
0,187.4411682,-1.665366431,0.091333897,에멀젼C,비전기,화성암,모든 암종,V-CUT,,,,,,,,,
0,129.3688236,-1.701763637,0.104890722,에멀젼C,비전기,모든 암석분류,모든 암종,V-CUT,,,,,,,,,
0,319.5277067,-1.769721877,0.056215089,에멀젼C,비전기,모든 암석분류,규장암,V-CUT,,,,,,,,,
0,218.565481,-1.872096214,0.051966447,에멀젼C,비전기,모든 암석분류,사암,V-CUT,,,,,,,,,
0,195.3063963,-1.915921574,0.07197668,에멀젼C,비전기,모든 암석분류,석회암,V-CUT,,,,,,,,,
0,217.8133573,-1.876188675,0.077195907,에멀젼C,비전기,모든 암석분류,섬록암,V-CUT,,,,,,,,,
0,213.4874385,-1.823805375,0.071910757,에멀젼C,비전기,모든 암석분류,셰일,V-CUT,,,,,,,,,
0,227.2017807,-1.752356233,0.051456943,에멀젼C,비전기,모든 암석분류,안산암,V-CUT,,,,,,,,,
0,44.40486666,-1.513356517,0.090946328,에멀젼C,비전기,모든 암석분류,응회암,V-CUT,,,,,,,,,
